Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/acostjo01.shtml"">Jose Acosta</a>",CHA,31,6,5,0,1,0,1,0,1,0,1,.200,.333,.200,.533,.280,0.03
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,40,65,56,6,16,1,21,6,4,0,7,.286,.333,.375,.708,.331,0.51
"<a href=""https://www.baseball-reference.com/players/a/adamssp01.shtml"">Sparky Adams</a>",CHN,27,49,44,5,11,0,13,3,4,1,3,.250,.312,.295,.608,.291,0.00
"<a href=""https://www.baseball-reference.com/players/a/ainsmed01.shtml"">E. Ainsmith</a>",SLN,32,418,379,46,111,13,172,59,28,2,43,.293,.343,.454,.797,.364,0.00
"<a href=""https://www.baseball-reference.com/players/a/aldrivi01.shtml"">Vic Aldridge</a>",CHN,28,108,100,8,26,0,33,13,1,1,6,.260,.267,.330,.597,.273,0.41
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",CHN,35,95,85,4,15,0,16,11,6,0,16,.176,.231,.188,.419,.208,-0.19
"<a href=""https://www.baseball-reference.com/players/a/austiji01.shtml"">Jimmy Austin</a>",SLA,42,34,31,6,9,0,14,1,3,0,2,.290,.353,.452,.805,.367,0.17
"<a href=""https://www.baseball-reference.com/players/b/bagbyji01.shtml"">Jim Bagby</a>",CLE,32,44,42,4,11,0,17,6,1,0,3,.262,.295,.405,.700,.319,0.32
"<a href=""https://www.baseball-reference.com/players/b/bailebi01.shtml"">Bill Bailey</a>",SLN,34,7,7,0,2,0,2,0,0,0,1,.286,.286,.286,.571,.268,0.03
"<a href=""https://www.baseball-reference.com/players/b/bakerfr01.shtml"">H. Baker</a>",NYA,36,258,234,30,65,7,104,36,15,1,14,.278,.327,.444,.771,.351,1.04
"<a href=""https://www.baseball-reference.com/players/b/bancrda01.shtml"">D. Bancroft</a>",NY1,31,745,651,117,209,4,272,60,79,16,27,.321,.397,.418,.815,.382,6.08
"<a href=""https://www.baseball-reference.com/players/b/barbawa01.shtml"">W. Barbare</a>",BSN,30,408,373,38,86,0,99,40,21,2,22,.231,.272,.265,.537,.256,-1.74
"<a href=""https://www.baseball-reference.com/players/b/barbetu01.shtml"">T. Barber</a>",CHN,28,262,226,35,70,0,85,29,30,7,9,.310,.391,.376,.767,.365,0.63
"<a href=""https://www.baseball-reference.com/players/b/barfocl01.shtml"">C. Barfoot</a>",SLN,30,38,34,3,12,0,15,4,4,0,3,.353,.421,.441,.862,.403,0.54
"<a href=""https://www.baseball-reference.com/players/b/barneje01.shtml"">Jesse Barnes</a>",NY1,29,86,77,9,14,0,16,10,5,0,4,.182,.232,.208,.439,.214,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnevi01.shtml"">V. Barnes</a>",NY1,25,13,12,1,2,0,2,0,0,0,5,.167,.167,.167,.333,.156,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnhcl01.shtml"">C. Barnhart</a>",PIT,26,239,209,30,69,1,89,38,25,3,7,.330,.402,.426,.828,.387,0.61
"<a href=""https://www.baseball-reference.com/players/b/bassljo01.shtml"">J. Bassler</a>",DET,27,453,372,41,120,0,134,41,62,2,12,.323,.422,.360,.782,.379,2.93
"<a href=""https://www.baseball-reference.com/players/b/baumgst01.shtml"">S. Baumgartner</a>",PHI,27,4,3,1,1,0,1,0,1,0,1,.333,.500,.333,.833,.420,0.05
"<a href=""https://www.baseball-reference.com/players/b/baynebi01.shtml"">Bill Bayne</a>",SLA,23,30,30,2,7,0,7,3,0,0,10,.233,.233,.233,.467,.219,-0.07
