Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/aaronha01.shtml"">Hank Aaron</a>",ML1,24,664,601,109,196,30,328,95,59,4,49,.326,.386,.546,.931,.401,7.32
"<a href=""https://www.baseball-reference.com/players/a/ackerto01.shtml"">Tom Acker</a>",CIN,28,37,30,5,2,0,2,1,5,0,16,.067,.200,.067,.267,.152,-.18
"<a href=""https://www.baseball-reference.com/players/a/adairje01.shtml"">Jerry Adair</a>",BAL,21,20,19,1,2,0,2,0,1,0,7,.105,.150,.105,.255,.125,.00
"<a href=""https://www.baseball-reference.com/players/a/adamsbo03.shtml"">Bobby Adams</a>",CHN,36,105,96,14,27,0,39,4,6,2,15,.281,.324,.406,.730,.323,.11
"<a href=""https://www.baseball-reference.com/players/a/adcocjo01.shtml"">Joe Adcock</a>",ML1,30,349,320,40,88,19,162,54,21,0,63,.275,.317,.506,.823,.357,1.41
"<a href=""https://www.baseball-reference.com/players/a/aguirha01.shtml"">Hank Aguirre</a>",DET,27,15,14,1,3,0,4,1,1,0,5,.214,.267,.286,.552,.253,.06
"<a href=""https://www.baseball-reference.com/players/a/allisbo01.shtml"">Bob Allison</a>",WS1,23,37,35,1,7,0,8,0,2,0,5,.200,.243,.229,.472,.219,-.32
"<a href=""https://www.baseball-reference.com/players/a/aloufe01.shtml"">Felipe Alou</a>",SFN,23,204,182,21,46,4,71,16,19,4,34,.253,.325,.390,.715,.318,.00
"<a href=""https://www.baseball-reference.com/players/a/alusige01.shtml"">George Alusik</a>",DET,23,2,2,0,0,0,0,0,0,0,1,.000,.000,.000,.000,.000,-.04
"<a href=""https://www.baseball-reference.com/players/a/alvaros01.shtml"">Ossie Alvarez</a>",WS1,24,217,196,20,41,0,44,5,16,1,26,.209,.269,.224,.493,.233,-.53
"<a href=""https://www.baseball-reference.com/players/a/amaroru01.shtml"">Ruben Amaro</a>",SLN,22,82,76,8,17,0,21,0,5,0,8,.224,.272,.276,.548,.245,-.63
