Name,Team,Age,PA,AB,R,H,HR,TB,RBI,BB,SB,K,AVG,OBP,SLG,OPS,wOBA,WAR
"<a href=""https://www.baseball-reference.com/players/a/acostjo01.shtml"">Jose Acosta</a>",WS1,29,31,25,2,6,0,7,1,4,0,7,0.24,0.3448275862068966,0.28,0.6248275862068966,0,0.13
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,38,92,89,4,13,1,16,3,1,0,18,0.14606741573033707,0.15555555555555556,0.1797752808988764,0.33533083645443196,0,-0.52
"<a href=""https://www.baseball-reference.com/players/a/ainsmed01.shtml"">Eddie Ainsmith</a>",DET,30,207,186,19,43,1,57,19,14,4,19,0.23118279569892472,0.285,0.3064516129032258,0.5914516129032258,0,0
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">Pete Alexander</a>",CHN,33,135,118,9,27,1,36,14,11,0,26,0.2288135593220339,0.29457364341085274,0.3050847457627119,0.5996583891735646,0,0.68
"<a href=""https://www.baseball-reference.com/players/a/allenni01.shtml"">Nick Allen</a>",CIN,31,99,85,10,23,0,28,4,6,0,11,0.27058823529411763,0.3404255319148936,0.32941176470588235,0.669837296620776,0,0.53
"<a href=""https://www.baseball-reference.com/players/a/altener01.shtml"">Ernie Alten</a>",DET,25,3,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,-0.06
"<a href=""https://www.baseball-reference.com/players/a/austiji01.shtml"">Jimmy Austin</a>",SLA,40,330,280,38,76,1,96,32,31,2,15,0.2714285714285714,0.3523809523809524,0.34285714285714286,0.6952380952380952,0,0.79
"<a href=""https://www.baseball-reference.com/players/a/ayersdo01.shtml"">Doc Ayers</a>",DET,29,63,59,2,9,0,13,3,2,0,6,0.15254237288135594,0.18032786885245902,0.22033898305084745,0.4006668519033065,0,-0.29
"<a href=""https://www.baseball-reference.com/players/b/bagbyji01.shtml"">Jim Bagby</a>",CLE,30,144,131,17,33,1,49,14,6,0,17,0.25190839694656486,0.2846715328467153,0.37404580152671757,0.6587173343734329,0,0.49
"<a href=""https://www.baseball-reference.com/players/b/bailege01.shtml"">Gene Bailey</a>",2,26,179,159,16,33,0,35,5,12,2,18,0.20754716981132076,0.26744186046511625,0.22012578616352202,0.4875676466286383,0,-0.4
"<a href=""https://www.baseball-reference.com/players/b/bailesw01.shtml"">Sweetbread Bailey</a>",CHN,25,8,7,0,1,0,1,0,0,0,4,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0,0
"<a href=""https://www.baseball-reference.com/players/b/bairddo01.shtml"">Doug Baird</a>",2,28,19,14,1,3,0,3,1,3,0,4,0.21428571428571427,0.3888888888888889,0.21428571428571427,0.6031746031746031,0,0.06000000000000001
"<a href=""https://www.baseball-reference.com/players/b/bancrda01.shtml"">Dave Bancroft</a>",2,29,673,613,102,183,0,237,36,42,8,44,0.29853181076672103,0.3455098934550989,0.3866231647634584,0.7321330582185573,0,1.15
"<a href=""https://www.baseball-reference.com/players/b/barbawa01.shtml"">Walter Barbare</a>",PIT,28,199,186,9,51,0,60,12,9,5,11,0.27419354838709675,0.3076923076923077,0.3225806451612903,0.630272952853598,0,0.92
"<a href=""https://www.baseball-reference.com/players/b/barbetu01.shtml"">Turner Barber</a>",CHN,26,369,340,27,90,0,110,50,9,5,26,0.2647058823529412,0.2897727272727273,0.3235294117647059,0.6133021390374331,0,-0.93
"<a href=""https://www.baseball-reference.com/players/b/barneje01.shtml"">Jesse Barnes</a>",NY1,27,113,108,10,22,0,23,4,1,1,12,0.2037037037037037,0.21100917431192662,0.21296296296296297,0.4239721372748896,0,0
"<a href=""https://www.baseball-reference.com/players/b/barnevi01.shtml"">Virgil Barnes</a>",NY1,23,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
"<a href=""https://www.baseball-reference.com/players/b/barnhcl01.shtml"">Clyde Barnhart</a>",PIT,24,47,46,5,15,0,23,5,1,1,2,0.32608695652173914,0.3404255319148936,0.5,0.8404255319148937,0,0.55
"<a href=""https://www.baseball-reference.com/players/b/baumgha01.shtml"">Harry Baumgartner</a>",DET,27,5,4,0,1,0,1,1,1,0,1,0.25,0.4,0.25,0.65,0,0.03
"<a href=""https://www.baseball-reference.com/players/b/baynebi01.shtml"">Bill Bayne</a>",SLA,21,36,35,2,6,0,8,1,0,0,11,0.17142857142857143,0.17142857142857143,0.22857142857142856,0.4,0,-0.28
"<a href=""https://www.baseball-reference.com/players/b/bentoru01.shtml"">Rube Benton</a>",NY1,30,69,65,3,6,0,6,3,0,0,14,0.09230769230769231,0.09230769230769231,0.09230769230769231,0.18461538461538463,0,-0.78
"<a href=""https://www.baseball-reference.com/players/b/bettshu01.shtml"">Huck Betts</a>",PHI,23,27,25,2,2,0,2,0,2,0,8,0.08,0.14814814814814814,0.08,0.22814814814814816,0,-0.24
"<a href=""https://www.baseball-reference.com/players/b/biemiha01.shtml"">Harry Biemiller</a>",WS1,22,5,4,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,-0.11
"<a href=""https://www.baseball-reference.com/players/b/bigbeca01.shtml"">Carson Bigbee</a>",PIT,25,607,550,78,154,4,215,32,45,31,28,0.28,0.3410981697171381,0.39090909090909093,0.732007260626229,0,2.36
"<a href=""https://www.baseball-reference.com/players/b/bigbely01.shtml"">Lyle Bigbee</a>",PHA,26,86,75,5,14,1,19,8,9,1,12,0.18666666666666668,0.2823529411764706,0.25333333333333335,0.5356862745098039,0,-0.7
"<a href=""https://www.baseball-reference.com/players/b/billijo01.shtml"">Josh Billings</a>",SLA,28,178,155,19,43,0,52,11,11,1,10,0.27741935483870966,0.35260115606936415,0.33548387096774196,0.6880850270371062,0,0.1
"<a href=""https://www.baseball-reference.com/players/b/blakesh01.shtml"">Sheriff Blake</a>",PIT,20,4,4,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.5,0,0.01
"<a href=""https://www.baseball-reference.com/players/b/bodiepi01.shtml"">Ping Bodie</a>",NYA,32,523,471,63,139,7,210,79,40,6,30,0.2951167728237792,0.350293542074364,0.445859872611465,0.7961534146858289,0,1.16
"<a href=""https://www.baseball-reference.com/players/b/boeckto01.shtml"">Tony Boeckel</a>",BSN,27,630,582,70,156,3,203,62,38,18,50,0.26804123711340205,0.3140096618357488,0.3487972508591065,0.6628069126948553,0,0.76
"<a href=""https://www.baseball-reference.com/players/b/boehlge01.shtml"">George Boehler</a>",SLA,28,2,1,1,0,0,0,0,1,0,0,0.0,0.5,0.0,0.5,0,0.02
"<a href=""https://www.baseball-reference.com/players/b/boehljo01.shtml"">Joe Boehling</a>",CLE,29,5,4,0,2,0,2,0,0,0,0,0.5,0.6,0.5,1.1,0,0.08
"<a href=""https://www.baseball-reference.com/players/b/bogarjo01.shtml"">John Bogart</a>",DET,19,8,8,1,2,0,2,0,0,0,1,0.25,0.25,0.25,0.5,0,-0.01
"<a href=""https://www.baseball-reference.com/players/b/bolanbe01.shtml"">Bernie Boland</a>",DET,28,7,7,0,1,0,2,0,0,0,1,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0,-0.03
"<a href=""https://www.baseball-reference.com/players/b/bonogu01.shtml"">Gus Bono</a>",WS1,25,4,3,1,0,0,0,0,1,0,0,0.0,0.25,0.0,0.25,0,-0.01
"<a href=""https://www.baseball-reference.com/players/b/bowmael01.shtml"">Elmer Bowman</a>",WS1,23,2,1,1,0,0,0,0,1,0,0,0.0,0.5,0.0,0.5,0,0.02
"<a href=""https://www.baseball-reference.com/players/b/bradycl01.shtml"">Cliff Brady</a>",BOS,23,200,180,16,41,0,48,12,13,0,12,0.22777777777777777,0.28350515463917525,0.26666666666666666,0.550171821305842,0,0.09
"<a href=""https://www.baseball-reference.com/players/b/brently01.shtml"">Lynn Brenton</a>",CIN,30,8,8,1,2,0,2,0,0,0,3,0.25,0.25,0.25,0.5,0,0.0
"<a href=""https://www.baseball-reference.com/players/b/bressru01.shtml"">Rube Bressler</a>",CIN,25,32,30,4,8,0,9,3,1,1,4,0.26666666666666666,0.2903225806451613,0.3,0.5903225806451613,0,-0.01
"<a href=""https://www.baseball-reference.com/players/b/browefr01.shtml"">Frank Brower</a>",WS1,27,134,119,21,37,1,51,13,9,1,11,0.31092436974789917,0.37404580152671757,0.42857142857142855,0.8026172300981461,0,0.43
"<a href=""https://www.baseball-reference.com/players/b/browned02.shtml"">Eddie Brown</a>",NY1,28,8,8,1,1,0,2,0,0,0,3,0.125,0.125,0.25,0.375,0,-0.09
"<a href=""https://www.baseball-reference.com/players/b/burnsge01.shtml"">George Burns</a>",NY1,30,714,631,115,181,6,252,46,76,22,48,0.2868462757527734,0.36530324400564174,0.3993660855784469,0.7646693295840886,0,4.56
"<a href=""https://www.baseball-reference.com/players/b/burnsge02.shtml"">George Burns</a>",2,27,132,116,8,29,1,41,20,10,5,10,0.25,0.32558139534883723,0.35344827586206895,0.6790296712109062,0,0.05
"<a href=""https://www.baseball-reference.com/players/b/burrudi01.shtml"">Dick Burrus</a>",PHA,22,143,135,11,25,0,33,10,5,0,7,0.18518518518518517,0.22535211267605634,0.24444444444444444,0.4697965571205008,0,-1.42
"<a href=""https://www.baseball-reference.com/players/b/burwebi01.shtml"">Bill Burwell</a>",SLA,25,45,42,4,7,0,9,1,1,0,8,0.16666666666666666,0.18604651162790697,0.21428571428571427,0.4003322259136213,0,-0.26
"<a href=""https://www.baseball-reference.com/players/b/bushdo01.shtml"">Donie Bush</a>",DET,32,628,506,85,133,1,164,33,73,15,32,0.2628458498023715,0.3568965517241379,0.3241106719367589,0.6810072236608968,0,0.93
"<a href=""https://www.baseball-reference.com/players/b/bushjo01.shtml"">Bullet Joe Bush</a>",BOS,27,114,102,14,25,0,27,7,9,0,15,0.24509803921568626,0.3063063063063063,0.2647058823529412,0.5710121886592474,0,0
"<a href=""https://www.baseball-reference.com/players/c/cadorle01.shtml"">Leon Cadore</a>",BRO,28,99,91,4,20,2,30,11,3,1,22,0.21978021978021978,0.25263157894736843,0.32967032967032966,0.5823019086176981,0,0.38
"<a href=""https://www.baseball-reference.com/players/c/caldwra02.shtml"">Ray Caldwell</a>",CLE,32,105,89,17,19,0,22,7,10,0,13,0.21348314606741572,0.3,0.24719101123595505,0.547191011235955,0,-0.01
"<a href=""https://www.baseball-reference.com/players/c/calvoja01.shtml"">Jack Calvo</a>",WS1,26,26,23,5,1,0,3,2,2,0,2,0.043478260869565216,0.12,0.13043478260869565,0.25043478260869567,0,-0.59
"<a href=""https://www.baseball-reference.com/players/c/cantwmi01.shtml"">Mike Cantwell</a>",PHI,26,8,7,0,1,0,1,1,0,0,3,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0,-0.06
"<a href=""https://www.baseball-reference.com/players/c/careyma01.shtml"">Max Carey</a>",PIT,30,567,485,74,140,1,169,35,59,52,31,0.28865979381443296,0.3692870201096892,0.34845360824742266,0.7177406283571119,0,0
"<a href=""https://www.baseball-reference.com/players/c/carlsha01.shtml"">Hal Carlson</a>",PIT,28,88,85,3,23,0,29,2,1,0,16,0.27058823529411763,0.27906976744186046,0.3411764705882353,0.6202462380300957,0,0
"<a href=""https://www.baseball-reference.com/players/c/carlsle01.shtml"">Leon Carlson</a>",WS1,25,6,6,0,1,0,1,0,0,0,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0,-0.05
