Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/aasedo01.shtml"">Don Aase</a>",CAL,27,156,3,3,4,45,20,20,5,23,40,3.462,3.807,1.308,1.74,0.67
"<a href=""https://www.baseball-reference.com/players/a/agostju01.shtml"">Juan Agosto</a>",CHA,24,6,0,0,0,7,4,4,0,0,1,18.000,2.120,3.500,&infin;,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">D. Alexander</a>",NYA,31,200,1,7,0,81,52,45,14,14,26,6.075,5.219,1.425,1.86,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenne01.shtml"">Neil Allen</a>",NYN,24,194,3,7,19,65,22,22,5,30,59,3.062,3.233,1.469,1.97,0.00
"<a href=""https://www.baseball-reference.com/players/a/altampo01.shtml"">P. Altamirano</a>",PHI,30,117,5,1,2,41,19,18,2,14,26,4.154,3.039,1.410,1.86,0.02
"<a href=""https://www.baseball-reference.com/players/a/alvarjo01.shtml"">Jose Alvarez</a>",ATL,26,23,0,0,0,8,4,4,1,2,6,4.696,3.713,1.304,3.00,0.01
"<a href=""https://www.baseball-reference.com/players/a/anderbu01.shtml"">Bud Anderson</a>",CLE,26,242,3,4,0,84,37,30,4,30,44,3.347,3.327,1.413,1.47,1.12
"<a href=""https://www.baseball-reference.com/players/a/anderla02.shtml"">L. Andersen</a>",SEA,29,239,0,0,1,100,56,53,16,23,32,5.987,5.204,1.544,1.39,0.00
"<a href=""https://www.baseball-reference.com/players/a/andujjo01.shtml"">J. Andujar</a>",SLN,29,797,15,10,0,237,85,73,11,50,137,2.473,2.709,1.080,2.74,5.78
"<a href=""https://www.baseball-reference.com/players/a/apontlu01.shtml"">Luis Aponte</a>",BOS,29,255,2,2,3,78,31,30,5,25,44,3.176,3.337,1.212,1.76,1.84
"<a href=""https://www.baseball-reference.com/players/a/armstmi01.shtml"">M. Armstrong</a>",KCA,28,338,5,5,6,88,45,40,9,43,75,3.195,3.512,1.163,1.74,1.41
"<a href=""https://www.baseball-reference.com/players/a/arroyfe01.shtml"">F. Arroyo</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotearroyfe01"" style=""display:none;""></input><label for=""footnotearroyfe01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivarroyfe01"">MIN, OAK</div></span>",30,108,0,1,0,40,22,21,6,13,13,5.250,5.231,1.472,1.00,-0.35
"<a href=""https://www.baseball-reference.com/players/a/augusje01.shtml"">J. Augustine</a>",ML4,29,186,1,3,0,63,43,35,13,26,22,5.081,6.035,1.435,0.85,-0.75
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebahnsst01"" style=""display:none;""></input><label for=""footnotebahnsst01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbahnsst01"">CAL, PHI</div></span>",37,69,0,1,0,21,8,7,0,11,14,2.739,2.934,1.391,1.27,0.43
"<a href=""https://www.baseball-reference.com/players/b/baileho01.shtml"">H. Bailey</a>",DET,24,30,0,0,1,6,0,0,0,2,3,.000,2.717,.800,1.50,0.63
"<a href=""https://www.baseball-reference.com/players/b/bairdo01.shtml"">Doug Bair</a>",SLN,32,275,5,3,8,69,27,26,7,36,68,2.553,3.399,1.145,1.89,0.00
"<a href=""https://www.baseball-reference.com/players/b/bakerst01.shtml"">Steve Baker</a>",OAK,25,77,1,1,0,30,14,13,3,4,14,4.558,3.568,1.325,3.50,-0.04
"<a href=""https://www.baseball-reference.com/players/b/balleja01.shtml"">Jay Baller</a>",PHI,21,24,0,0,0,7,4,3,1,2,7,3.375,2.956,1.125,3.50,0.04
"<a href=""https://www.baseball-reference.com/players/b/bannifl01.shtml"">F. Bannister</a>",SEA,27,741,12,13,0,225,112,94,32,77,209,3.425,3.612,1.223,2.71,4.71
"<a href=""https://www.baseball-reference.com/players/b/barkele01.shtml"">Len Barker</a>",CLE,26,734,15,11,0,211,117,106,17,88,187,3.899,3.134,1.222,2.12,0.00
"<a href=""https://www.baseball-reference.com/players/b/barneri01.shtml"">Rich Barnes</a>",CHA,22,51,0,2,1,21,15,9,1,4,6,4.765,3.093,1.471,1.50,-0.32
"<a href=""https://www.baseball-reference.com/players/b/barojsa01.shtml"">S. Barojas</a>",CHA,25,320,6,6,21,96,43,42,9,46,56,3.544,4.081,1.331,1.22,2.23
"<a href=""https://www.baseball-reference.com/players/b/barrji01.shtml"">Jim Barr</a>",SFN,34,386,4,3,2,125,54,47,9,20,36,3.288,3.459,1.127,1.80,2.00
"<a href=""https://www.baseball-reference.com/players/b/baumgro01.shtml"">R. Baumgarten</a>",PIT,27,132,0,5,0,60,33,32,3,27,17,6.545,4.581,1.977,0.63,-0.80
"<a href=""https://www.baseball-reference.com/players/b/beardda01.shtml"">Dave Beard</a>",OAK,22,275,10,9,11,85,41,35,9,35,73,3.436,3.490,1.309,2.09,0.74
"<a href=""https://www.baseball-reference.com/players/b/beattji01.shtml"">Jim Beattie</a>",SEA,27,517,8,12,0,149,73,64,13,65,140,3.342,3.190,1.242,2.15,3.72
"<a href=""https://www.baseball-reference.com/players/b/beckwjo01.shtml"">Joe Beckwith</a>",LAN,27,120,2,1,1,38,14,12,2,14,33,2.700,2.765,1.300,2.36,0.57
"<a href=""https://www.baseball-reference.com/players/b/bedrost01.shtml"">S. Bedrosian</a>",ATL,24,413,8,6,11,102,39,37,7,57,123,2.419,2.747,1.155,2.16,4.24
"<a href=""https://www.baseball-reference.com/players/b/berenbr01.shtml"">B. Berenyi</a>",CIN,27,667,9,18,0,208,90,83,8,96,157,3.360,3.041,1.367,1.64,4.86
"<a href=""https://www.baseball-reference.com/players/b/berenju01.shtml"">J. Berenguer</a>",DET,27,20,0,0,0,5,5,5,0,9,8,6.750,4.302,2.100,0.89,-0.14
"<a href=""https://www.baseball-reference.com/players/b/bernadw01.shtml"">D. Bernard</a>",ML4,30,237,3,1,6,78,39,33,4,27,45,3.759,3.218,1.329,1.67,-0.24
"<a href=""https://www.baseball-reference.com/players/b/birddo01.shtml"">Doug Bird</a>",CHN,32,573,9,14,0,230,119,109,26,30,71,5.136,4.124,1.361,2.37,-0.89
"<a href=""https://www.baseball-reference.com/players/b/blackbu02.shtml"">Buddy Black</a>",KCA,25,265,4,6,0,92,48,45,10,34,40,4.585,4.333,1.426,1.18,0.00
"<a href=""https://www.baseball-reference.com/players/b/bluevi01.shtml"">Vida Blue</a>",KCA,32,543,13,12,0,163,80,76,20,80,103,3.779,4.372,1.343,1.29,2.67
"<a href=""https://www.baseball-reference.com/players/b/blylebe01.shtml"">B. Blyleven</a>",CLE,31,61,2,2,0,16,14,11,2,11,19,4.869,3.733,1.328,1.73,-0.08
"<a href=""https://www.baseball-reference.com/players/b/boddimi01.shtml"">M. Boddicker</a>",BAL,24,77,1,0,0,25,10,10,2,12,20,3.506,3.571,1.442,1.67,0.37
"<a href=""https://www.baseball-reference.com/players/b/boggsto01.shtml"">Tommy Boggs</a>",ATL,26,139,2,2,0,43,22,17,2,22,29,3.302,3.334,1.403,1.32,0.37
"<a href=""https://www.baseball-reference.com/players/b/bohnejo01.shtml"">John Bohnet</a>",CLE,21,35,0,0,0,11,9,9,4,7,4,6.943,8.546,1.543,0.57,-0.15
"<a href=""https://www.baseball-reference.com/players/b/boitada01.shtml"">Dan Boitano</a>",TEX,29,91,0,0,0,33,19,18,5,13,28,5.341,4.052,1.516,2.15,-0.05
"<a href=""https://www.baseball-reference.com/players/b/bombama01.shtml"">Mark Bomback</a>",TOR,29,179,1,5,0,87,44,40,10,25,22,6.034,5.077,1.877,0.88,-0.28
"<a href=""https://www.baseball-reference.com/players/b/booneda02.shtml"">Danny Boone</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebooneda02"" style=""display:none;""></input><label for=""footnotebooneda02"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbooneda02"">SDN, HOU</div></span>",28,86,1,1,2,28,16,15,3,7,12,4.709,4.020,1.221,1.71,-0.45
"<a href=""https://www.baseball-reference.com/players/b/bordiri01.shtml"">Rich Bordi</a>",SEA,23,39,0,2,0,18,12,12,4,1,10,8.308,4.940,1.462,10.00,-0.37
"<a href=""https://www.baseball-reference.com/players/b/borispa01.shtml"">Paul Boris</a>",MIN,26,149,1,2,0,46,24,22,8,19,30,3.987,4.647,1.309,1.58,0.17
"<a href=""https://www.baseball-reference.com/players/b/botelde01.shtml"">D. Botelho</a>",KCA,25,72,2,1,0,25,11,11,4,8,12,4.125,4.967,1.375,1.50,0.32
"<a href=""https://www.baseball-reference.com/players/b/boydoi01.shtml"">Oil Can Boyd</a>",BOS,22,25,0,1,0,11,5,5,2,2,2,5.400,6.026,1.560,1.00,0.01
"<a href=""https://www.baseball-reference.com/players/b/breinfr01.shtml"">F. Breining</a>",SFN,26,430,11,6,0,146,61,49,6,52,98,3.077,2.955,1.381,1.88,2.06
"<a href=""https://www.baseball-reference.com/players/b/brennto01.shtml"">Tom Brennan</a>",CLE,29,278,4,2,2,112,51,44,9,10,46,4.273,3.221,1.317,4.60,0.46
"<a href=""https://www.baseball-reference.com/players/b/brownmi01.shtml"">Mike Brown</a>",BOS,23,18,1,0,0,7,0,0,0,1,4,.000,1.899,1.333,4.00,0.29
"<a href=""https://www.baseball-reference.com/players/b/brusswa01.shtml"">W. Brusstar</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebrusswa01"" style=""display:none;""></input><label for=""footnotebrusswa01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbrusswa01"">PHI, CHA</div></span>",30,123,4,3,2,50,19,19,4,8,19,4.171,3.456,1.415,2.38,-0.24
"<a href=""https://www.baseball-reference.com/players/b/burgmto01.shtml"">T. Burgmeier</a>",BOS,38,307,7,0,2,98,30,26,6,22,44,2.287,3.218,1.173,2.00,3.45
"<a href=""https://www.baseball-reference.com/players/b/burnsbr01.shtml"">Britt Burns</a>",CHA,23,508,13,5,0,168,89,76,12,67,116,4.039,3.384,1.388,1.73,1.88
"<a href=""https://www.baseball-reference.com/players/b/burrira01.shtml"">Ray Burris</a>",MON,31,371,4,14,2,143,77,65,14,53,55,4.730,4.511,1.585,1.04,-1.42
"<a href=""https://www.baseball-reference.com/players/b/butchjo01.shtml"">John Butcher</a>",TEX,25,283,1,5,1,102,53,51,10,34,39,4.866,4.296,1.442,1.15,0.00
"<a href=""https://www.baseball-reference.com/players/b/bystrma01.shtml"">M. Bystrom</a>",PHI,23,267,5,6,0,93,53,48,2,35,50,4.854,2.893,1.438,1.43,0.00
"<a href=""https://www.baseball-reference.com/players/c/caldwmi01.shtml"">M. Caldwell</a>",ML4,33,774,17,13,0,269,119,112,30,58,75,3.907,4.363,1.267,1.29,2.14
"<a href=""https://www.baseball-reference.com/players/c/campbbi02.shtml"">B. Campbell</a>",CHN,33,300,3,6,8,89,44,41,6,40,71,3.690,3.276,1.290,1.78,0.77
"<a href=""https://www.baseball-reference.com/players/c/campri01.shtml"">Rick Camp</a>",ATL,29,532,11,13,5,199,84,72,18,52,68,3.654,4.119,1.415,1.31,1.54
"<a href=""https://www.baseball-reference.com/players/c/candejo01.shtml"">J. Candelaria</a>",PIT,28,524,12,7,1,166,62,57,13,37,133,2.937,2.728,1.162,3.59,0.00
"<a href=""https://www.baseball-reference.com/players/c/cappuge01.shtml"">G. Cappuzzello</a>",HOU,28,58,0,1,0,16,6,6,2,7,13,2.793,3.369,1.190,1.86,0.38
"<a href=""https://www.baseball-reference.com/players/c/carltst01.shtml"">S. Carlton</a>",PHI,37,887,23,11,0,253,114,102,17,86,286,3.105,2.394,1.147,3.33,0.00
"<a href=""https://www.baseball-reference.com/players/c/castibo01.shtml"">B. Castillo</a>",MIN,27,656,13,11,0,194,96,89,26,85,123,3.663,4.376,1.276,1.45,3.15
"<a href=""https://www.baseball-reference.com/players/c/castrbi01.shtml"">Bill Castro</a>",KCA,30,227,3,2,1,72,34,29,8,20,37,3.449,3.816,1.216,1.85,0.73
"<a href=""https://www.baseball-reference.com/players/c/caudibi01.shtml"">Bill Caudill</a>",SEA,25,287,12,9,26,65,25,25,9,35,111,2.352,2.685,1.045,3.17,4.37
"<a href=""https://www.baseball-reference.com/players/c/chifffl01.shtml"">F. Chiffer</a>",SDN,26,238,4,3,4,73,33,26,9,34,48,2.950,4.147,1.349,1.41,-0.13
"<a href=""https://www.baseball-reference.com/players/c/chrisla01.shtml"">L. Christenson</a>",PHI,28,669,9,10,0,212,95,86,15,53,145,3.471,2.965,1.188,2.74,3.18
"<a href=""https://www.baseball-reference.com/players/c/chrismi01.shtml"">Mike Chris</a>",SFN,24,78,0,2,0,23,16,14,2,26,10,4.846,5.996,1.885,0.38,-0.09
"<a href=""https://www.baseball-reference.com/players/c/clancji01.shtml"">Jim Clancy</a>",TOR,26,800,16,14,0,251,122,110,26,77,139,3.713,3.807,1.230,1.81,0.00
"<a href=""https://www.baseball-reference.com/players/c/clarkbr01.shtml"">Bryan Clark</a>",SEA,25,344,5,2,0,104,44,35,6,58,70,2.747,3.707,1.413,1.21,2.63
"<a href=""https://www.baseball-reference.com/players/c/clearma01.shtml"">Mark Clear</a>",BOS,26,315,14,9,14,92,39,35,11,61,109,3.000,3.534,1.457,1.79,3.03
"<a href=""https://www.baseball-reference.com/players/c/codirch01.shtml"">C. Codiroli</a>",OAK,24,50,1,2,0,16,8,8,1,4,5,4.320,3.612,1.200,1.25,0.22
"<a href=""https://www.baseball-reference.com/players/c/comerst01.shtml"">Steve Comer</a>",TEX,28,291,1,6,6,133,64,55,11,36,23,5.103,4.698,1.742,0.64,-1.20
"<a href=""https://www.baseball-reference.com/players/c/conroti01.shtml"">Tim Conroy</a>",OAK,22,76,2,2,0,20,13,10,1,18,17,3.553,4.077,1.500,0.94,0.03
"<a href=""https://www.baseball-reference.com/players/c/coopedo01.shtml"">Don Cooper</a>",MIN,26,34,0,1,0,14,12,12,0,11,5,9.529,4.638,2.206,0.45,-0.36
"<a href=""https://www.baseball-reference.com/players/c/corbedo01.shtml"">Doug Corbett</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotecorbedo01"" style=""display:none;""></input><label for=""footnotecorbedo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivcorbedo01"">MIN, CAL</div></span>",29,237,1,9,11,73,45,45,11,35,52,5.127,4.595,1.367,1.49,-0.24
"<a href=""https://www.baseball-reference.com/players/c/cowlejo01.shtml"">Joe Cowley</a>",ATL,23,157,1,2,0,53,27,26,6,16,27,4.471,4.044,1.318,1.69,0.31
"<a href=""https://www.baseball-reference.com/players/c/crawfst01.shtml"">S. Crawford</a>",BOS,24,27,1,0,0,14,3,2,0,0,2,2.000,2.335,1.556,&infin;,0.18
