Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/amoledo01.shtml"">Doc Amole</a>",BLN,23,70,4,4,0,67,34,20,0,17,19,2.571,3.248,1.200,1.12,1.49
"<a href=""https://www.baseball-reference.com/players/b/beckebo01.shtml"">Bob Becker</a>",PHI,21,24,0,2,0,32,18,15,0,7,10,5.625,3.244,1.625,1.43,0.08
"<a href=""https://www.baseball-reference.com/players/b/blackge01.shtml"">G. Blackburn</a>",BLN,27,33,2,2,0,34,30,25,2,12,1,6.818,5.169,1.394,0.08,-0.40
"<a href=""https://www.baseball-reference.com/players/b/breitte01.shtml"">T. Breitenst</a>",CIN,28,320&frac13;,23,12,0,345,172,129,3,91,98,3.624,3.606,1.361,1.08,7.53
"<a href=""https://www.baseball-reference.com/players/b/bresnro01.shtml"">R. Bresnahan</a>",WAS,18,41,4,0,0,52,21,18,1,10,12,3.951,3.561,1.512,1.20,0.98
"<a href=""https://www.baseball-reference.com/players/b/briggbu01.shtml"">B. Briggs</a>",CHN,21,186&frac23;,4,17,0,246,166,109,6,85,60,5.255,4.284,1.773,0.71,-0.72
"<a href=""https://www.baseball-reference.com/players/b/brownch01.shtml"">C. Brown</a>",CL4,25,24&frac13;,1,2,0,30,25,21,2,17,8,7.767,5.202,1.932,0.47,-0.35
"<a href=""https://www.baseball-reference.com/players/b/brownjo02.shtml"">John Brown</a>",BRO,20,5,0,1,0,7,8,4,0,4,0,7.200,3.912,2.200,0.00,-0.24
"<a href=""https://www.baseball-reference.com/players/b/brownst01.shtml"">Stub Brown</a>",CIN,26,13,0,1,0,17,8,6,1,8,2,4.154,5.855,1.923,0.25,0.21
"<a href=""https://www.baseball-reference.com/players/c/callani01.shtml"">J. Callahan</a>",CHN,23,189&frac23;,12,9,0,221,111,85,6,55,52,4.033,3.932,1.455,0.95,4.00
"<a href=""https://www.baseball-reference.com/players/c/carseki01.shtml"">Kid Carsey</a>",2,24,127,5,9,0,168,101,82,5,47,15,5.811,4.570,1.693,0.32,0.65
"<a href=""https://www.baseball-reference.com/players/c/clarkda01.shtml"">Dad Clarke</a>",2,32,85&frac23;,4,5,0,117,67,45,4,21,17,4.728,4.102,1.611,0.81,-0.78
"<a href=""https://www.baseball-reference.com/players/c/clarkhe01.shtml"">Henry Clarke</a>",CL4,21,30&frac23;,0,4,0,32,29,20,4,12,3,5.870,5.894,1.435,0.25,-0.27
"<a href=""https://www.baseball-reference.com/players/c/cogandi01.shtml"">Dick Cogan</a>",BLN,25,2,0,0,0,4,3,3,0,2,0,13.500,4.560,3.000,0.00,-0.11
"<a href=""https://www.baseball-reference.com/players/c/colempe01.shtml"">P. Coleman</a>",SLN,20,66&frac13;,1,2,0,108,76,53,0,33,10,7.191,4.075,2.126,0.30,-1.22
"<a href=""https://www.baseball-reference.com/players/c/corbejo01.shtml"">Joe Corbett</a>",BLN,21,313,24,8,0,330,173,108,2,115,149,3.105,3.355,1.422,1.30,4.75
"<a href=""https://www.baseball-reference.com/players/c/cunnibe01.shtml"">B. Cunningham</a>",LS3,31,242&frac23;,14,13,0,294,152,112,3,72,49,4.154,3.794,1.508,0.68,3.11
"<a href=""https://www.baseball-reference.com/players/c/cuppyni01.shtml"">Nig Cuppy</a>",CL4,27,138,10,6,0,150,69,49,3,26,23,3.196,3.742,1.275,0.88,3.87
"<a href=""https://www.baseball-reference.com/players/d/dammabi01.shtml"">Bill Dammann</a>",CIN,24,95,6,4,0,122,65,50,2,37,21,4.737,4.146,1.674,0.57,0.98
"<a href=""https://www.baseball-reference.com/players/d/daubda01.shtml"">Dan Daub</a>",BRO,29,137&frac23;,6,11,0,180,117,93,8,48,19,6.080,4.616,1.656,0.40,-0.97
"<a href=""https://www.baseball-reference.com/players/d/denzero01.shtml"">Roger Denzer</a>",CHN,25,94&frac23;,2,8,0,125,91,54,4,34,17,5.134,4.500,1.680,0.50,-0.82
"<a href=""https://www.baseball-reference.com/players/d/dohened01.shtml"">Ed Doheny</a>",NY1,23,85,4,4,0,69,45,20,0,45,37,2.118,3.790,1.341,0.82,1.43
"<a href=""https://www.baseball-reference.com/players/d/donahre01.shtml"">Red Donahue</a>",SLN,24,348,10,35,1,485,306,237,16,106,64,6.129,4.241,1.698,0.60,0.00
"<a href=""https://www.baseball-reference.com/players/d/dowlipe01.shtml"">Pete Dowling</a>",LS3,20,26,1,2,0,39,30,17,0,8,3,5.885,3.323,1.808,0.38,0.00
"<a href=""https://www.baseball-reference.com/players/d/dunklda01.shtml"">Davey Dunkle</a>",PHI,24,62,5,2,0,72,41,24,0,23,9,3.484,4.104,1.532,0.39,0.65
"<a href=""https://www.baseball-reference.com/players/d/dunnja01.shtml"">Jack Dunn</a>",BRO,24,216&frac23;,14,9,0,251,147,110,6,66,26,4.569,4.250,1.463,0.39,0.00
"<a href=""https://www.baseball-reference.com/players/d/dwyerfr01.shtml"">Frank Dwyer</a>",CIN,29,247&frac13;,18,13,0,315,142,104,5,56,41,3.784,3.793,1.500,0.73,4.93
"<a href=""https://www.baseball-reference.com/players/e/ehretre01.shtml"">Red Ehret</a>",CIN,28,184&frac13;,8,10,2,256,135,98,3,47,43,4.785,3.607,1.644,0.91,1.16
"<a href=""https://www.baseball-reference.com/players/e/esperdu01.shtml"">Duke Esper</a>",SLN,29,61&frac13;,1,6,0,95,51,36,5,12,8,5.283,4.580,1.745,0.67,0.24
"<a href=""https://www.baseball-reference.com/players/e/evansro01.shtml"">Roy Evans</a>",2,23,72&frac13;,5,4,0,99,67,41,5,37,24,5.101,4.707,1.880,0.65,0.00
"<a href=""https://www.baseball-reference.com/players/f/fifieja01.shtml"">Jack Fifield</a>",PHI,25,210&frac23;,5,18,0,263,163,129,8,80,38,5.511,4.460,1.628,0.48,0.31
"<a href=""https://www.baseball-reference.com/players/f/fishech04.shtml"">C. Fisher</a>",BRO,25,149,9,7,1,184,96,70,5,43,31,4.228,4.163,1.523,0.72,1.28
"<a href=""https://www.baseball-reference.com/players/f/frasech01.shtml"">Chick Fraser</a>",LS3,23,294&frac13;,15,19,0,334,226,132,11,139,70,4.036,4.546,1.607,0.50,0.00
"<a href=""https://www.baseball-reference.com/players/f/frienda01.shtml"">Danny Friend</a>",CHN,24,203,12,11,0,244,144,102,5,86,58,4.522,4.086,1.626,0.67,2.03
"<a href=""https://www.baseball-reference.com/players/g/gardnji01.shtml"">Jim Gardner</a>",PIT,23,95&frac13;,5,5,0,115,72,55,4,32,35,5.192,3.851,1.542,1.09,0.45
"<a href=""https://www.baseball-reference.com/players/g/germale01.shtml"">Les German</a>",WAS,28,83&frac23;,3,5,0,117,74,52,2,33,2,5.594,4.482,1.793,0.06,-0.58
"<a href=""https://www.baseball-reference.com/players/g/gettich01.shtml"">C. Gettig</a>",NY1,26,19,1,1,0,23,23,11,0,9,7,5.211,3.681,1.684,0.78,-0.56
"<a href=""https://www.baseball-reference.com/players/g/griffcl01.shtml"">C. Griffith</a>",CHN,27,343&frac23;,21,18,1,410,231,142,3,86,102,3.719,3.444,1.443,1.19,4.54
"<a href=""https://www.baseball-reference.com/players/g/grimejo01.shtml"">John Grimes</a>",SLN,28,19&frac23;,0,2,0,24,23,13,0,8,4,5.949,3.222,1.627,0.50,-0.37
"<a href=""https://www.baseball-reference.com/players/h/hartbi01.shtml"">Bill Hart</a>",SLN,31,294&frac23;,9,27,0,395,292,205,10,148,67,6.261,4.610,1.843,0.45,-2.32
"<a href=""https://www.baseball-reference.com/players/h/hastich01.shtml"">C. Hastings</a>",PIT,26,118,5,4,0,138,84,60,3,47,42,4.576,3.955,1.568,0.89,0.97
"<a href=""https://www.baseball-reference.com/players/h/hawlepi01.shtml"">Pink Hawley</a>",PIT,24,311&frac13;,18,18,0,362,221,166,7,94,88,4.799,3.706,1.465,0.94,2.62
"<a href=""https://www.baseball-reference.com/players/h/hemmige01.shtml"">G. Hemming</a>",LS3,28,67,3,4,0,80,59,38,5,25,7,5.104,5.205,1.567,0.28,-0.46
"<a href=""https://www.baseball-reference.com/players/h/hermaar01.shtml"">Art Herman</a>",LS3,26,18,0,1,0,23,14,8,1,5,4,4.000,4.416,1.556,0.80,0.01
"<a href=""https://www.baseball-reference.com/players/h/hickmch01.shtml"">C. Hickman</a>",BSN,21,7&frac23;,0,0,1,10,5,5,0,5,0,5.870,5.257,1.957,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/h/hillbi01.shtml"">Bill Hill</a>",LS3,22,199,7,17,0,209,127,80,6,69,55,3.618,3.967,1.397,0.80,0.00
"<a href=""https://www.baseball-reference.com/players/h/hoffebi01.shtml"">Bill Hoffer</a>",BLN,26,303&frac13;,22,11,0,350,188,145,5,104,62,4.302,3.995,1.497,0.60,2.79
"<a href=""https://www.baseball-reference.com/players/h/hugheji01.shtml"">Jim Hughey</a>",PIT,28,149&frac13;,6,10,1,193,115,84,3,45,38,5.062,3.825,1.594,0.84,0.56
"<a href=""https://www.baseball-reference.com/players/h/hutchbi01.shtml"">B. Hutchison</a>",SLN,37,40,1,4,0,55,41,27,5,22,5,6.075,6.166,1.925,0.23,-0.41
"<a href=""https://www.baseball-reference.com/players/j/johnsyo01.shtml"">Y. Johnson</a>",PHI,23,29,1,2,0,39,24,15,0,12,7,4.655,3.853,1.759,0.58,-0.07
"<a href=""https://www.baseball-reference.com/players/j/jonesji01.shtml"">Jim Jones</a>",LS3,20,6&frac23;,0,0,0,19,22,14,1,5,0,18.900,5.776,3.600,0.00,-0.41
"<a href=""https://www.baseball-reference.com/players/k/kennebr01.shtml"">B. Kennedy</a>",BRO,29,343&frac13;,18,20,1,370,206,149,6,149,81,3.906,4.336,1.512,0.54,4.24
"<a href=""https://www.baseball-reference.com/players/k/killefr01.shtml"">Frank Killen</a>",PIT,26,337&frac13;,17,23,0,417,246,167,4,76,99,4.456,3.492,1.461,1.30,0.00
"<a href=""https://www.baseball-reference.com/players/k/kingsi01.shtml"">Silver King</a>",WAS,29,154,6,9,1,196,118,82,7,45,32,4.792,4.151,1.565,0.71,0.30
"<a href=""https://www.baseball-reference.com/players/k/kissibi01.shtml"">B. Kissinger</a>",SLN,25,31&frac13;,0,4,0,51,50,40,2,15,5,11.489,4.406,2.106,0.33,-1.38
"<a href=""https://www.baseball-reference.com/players/k/klobefr01.shtml"">F. Klobedanz</a>",BSN,26,309&frac13;,26,7,0,344,198,158,13,125,92,4.597,4.281,1.516,0.74,2.52
"<a href=""https://www.baseball-reference.com/players/k/korwaji01.shtml"">Jim Korwan</a>",CHN,23,34,1,2,0,47,36,22,1,28,12,5.824,5.267,2.206,0.43,-0.52
"<a href=""https://www.baseball-reference.com/players/l/lewiste01.shtml"">Ted Lewis</a>",BSN,24,290,21,12,1,316,177,124,11,125,65,3.848,4.593,1.521,0.52,3.09
"<a href=""https://www.baseball-reference.com/players/l/lippto01.shtml"">Tom Lipp</a>",PHI,27,3,0,1,0,8,5,5,0,2,1,15.000,4.273,3.333,0.50,-0.17
"<a href=""https://www.baseball-reference.com/players/l/lucidco01.shtml"">Con Lucid</a>",SLN,23,49,1,5,0,66,46,20,0,26,4,3.673,4.708,1.878,0.15,-0.20
"<a href=""https://www.baseball-reference.com/players/m/mageebi01.shtml"">Bill Magee</a>",LS3,21,156&frac13;,4,12,0,187,137,94,6,101,44,5.412,5.001,1.842,0.44,0.00
"<a href=""https://www.baseball-reference.com/players/m/mahonmi01.shtml"">Mike Mahoney</a>",BSN,23,1,0,0,0,3,2,2,0,1,1,18.000,3.970,4.000,1.00,-0.10
"<a href=""https://www.baseball-reference.com/players/m/maulal01.shtml"">Al Maul</a>",2,31,9&frac23;,0,1,0,13,10,8,0,9,2,7.448,4.410,2.276,0.22,-0.03
"<a href=""https://www.baseball-reference.com/players/m/mcallsp01.shtml"">S. McAllister</a>",CL4,22,28,1,2,0,29,20,14,3,9,10,4.500,5.052,1.357,1.11,0.25
"<a href=""https://www.baseball-reference.com/players/m/mcdermi02.shtml"">M. McDermott</a>",2,22,83&frac13;,5,7,0,98,67,53,4,44,15,5.724,5.089,1.704,0.34,0.25
"<a href=""https://www.baseball-reference.com/players/m/mcjamdo01.shtml"">Doc McJames</a>",WAS,22,323&frac23;,15,23,2,361,212,130,7,137,156,3.615,3.714,1.539,1.14,3.56
"<a href=""https://www.baseball-reference.com/players/m/mcmahsa01.shtml"">S. McMahon</a>",BRO,29,63,0,6,0,75,56,41,1,29,13,5.857,4.355,1.651,0.45,-0.61
"<a href=""https://www.baseball-reference.com/players/m/meekijo01.shtml"">J. Meekin</a>",NY1,30,303&frac23;,20,11,0,328,176,127,9,99,83,3.764,4.079,1.406,0.84,0.00
"<a href=""https://www.baseball-reference.com/players/m/mercewi01.shtml"">Win Mercer</a>",WAS,23,342,21,20,3,403,219,121,5,104,91,3.184,3.647,1.482,0.88,4.19
"<a href=""https://www.baseball-reference.com/players/m/millebe01.shtml"">Bert Miller</a>",LS3,21,17,0,1,0,32,23,15,0,3,3,7.941,3.474,2.059,1.00,-0.64
"<a href=""https://www.baseball-reference.com/players/n/nichoki01.shtml"">Kid Nichols</a>",BSN,27,368,31,11,3,362,152,108,9,68,127,2.641,3.487,1.168,1.87,0.00
"<a href=""https://www.baseball-reference.com/players/n/nopsje01.shtml"">Jerry Nops</a>",BLN,22,220&frac23;,20,6,0,235,107,69,5,52,69,2.814,3.583,1.301,1.33,4.70
"<a href=""https://www.baseball-reference.com/players/n/nortoef01.shtml"">Effie Norton</a>",WAS,23,17,2,1,0,31,18,13,0,11,3,6.882,4.696,2.471,0.27,-0.33
"<a href=""https://www.baseball-reference.com/players/o/orthal01.shtml"">Al Orth</a>",PHI,24,282&frac13;,14,19,0,349,194,145,12,82,64,4.622,4.224,1.527,0.78,0.00
"<a href=""https://www.baseball-reference.com/players/p/pappajo01.shtml"">J. Pappalau</a>",CL4,22,12,0,1,0,22,16,14,0,6,3,10.500,3.756,2.333,0.50,-0.38
"<a href=""https://www.baseball-reference.com/players/p/payneha01.shtml"">Harley Payne</a>",BRO,29,280,14,17,0,350,215,144,8,71,86,4.629,3.652,1.504,1.21,-0.32
"<a href=""https://www.baseball-reference.com/players/p/peitzhe01.shtml"">Heinie Peitz</a>",CIN,26,8,0,1,0,9,8,7,0,4,0,7.875,4.096,1.625,0.00,-0.11
"<a href=""https://www.baseball-reference.com/players/p/pondar01.shtml"">Arlie Pond</a>",BLN,24,248,18,9,0,267,131,97,4,72,59,3.520,3.757,1.367,0.82,4.28
"<a href=""https://www.baseball-reference.com/players/p/powelja01.shtml"">Jack Powell</a>",CL4,22,225,15,10,0,245,117,79,2,62,61,3.160,3.608,1.364,0.98,5.91
"<a href=""https://www.baseball-reference.com/players/r/rhinebi01.shtml"">Billy Rhines</a>",CIN,28,288&frac23;,21,15,0,311,175,131,4,86,65,4.084,3.782,1.375,0.76,4.93
"<a href=""https://www.baseball-reference.com/players/r/rusieam01.shtml"">Amos Rusie</a>",NY1,26,322&frac13;,28,10,0,314,143,91,6,87,135,2.541,3.448,1.244,1.55,7.97
"<a href=""https://www.baseball-reference.com/players/s/seymocy01.shtml"">Cy Seymour</a>",NY1,24,286&frac23;,18,14,1,257,162,104,4,168,156,3.265,3.981,1.483,0.93,0.00
"<a href=""https://www.baseball-reference.com/players/s/sparktu01.shtml"">Tully Sparks</a>",PHI,22,8,0,1,0,12,9,9,0,4,0,10.125,4.737,2.000,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/s/stanljo02.shtml"">Joe Stanley</a>",WAS,16,0&frac23;,0,0,0,0,0,0,0,0,0,.000,3.323,.000,&infin;,0.05
"<a href=""https://www.baseball-reference.com/players/s/stiveja01.shtml"">J. Stivetts</a>",BSN,29,129&frac13;,11,4,0,147,75,49,5,43,27,3.410,4.309,1.469,0.63,1.71
"<a href=""https://www.baseball-reference.com/players/s/sudhowi01.shtml"">W. Sudhoff</a>",SLN,22,92&frac23;,2,7,0,126,72,46,8,21,19,4.468,4.557,1.586,0.90,0.74
"<a href=""https://www.baseball-reference.com/players/s/sulliji01.shtml"">Jim Sullivan</a>",BSN,30,89,4,5,2,91,56,39,1,26,17,3.944,3.920,1.315,0.65,0.81
"<a href=""https://www.baseball-reference.com/players/s/sullimi02.shtml"">M. Sullivan</a>",NY1,30,148&frac23;,8,7,2,183,113,84,6,71,35,5.085,4.519,1.709,0.49,-0.36
"<a href=""https://www.baseball-reference.com/players/s/swaimcy01.shtml"">Cy Swaim</a>",WAS,23,184,9,11,0,219,129,94,5,59,52,4.598,3.908,1.511,0.88,1.32
"<a href=""https://www.baseball-reference.com/players/t/tanneje01.shtml"">J. Tannehill</a>",PIT,22,142,9,9,1,172,97,67,1,24,40,4.246,3.191,1.380,1.67,1.53
"<a href=""https://www.baseball-reference.com/players/t/tayloja01.shtml"">Jack Taylor</a>",PHI,24,317&frac13;,16,20,2,376,204,149,5,76,88,4.226,3.427,1.424,1.16,3.84
"<a href=""https://www.baseball-reference.com/players/t/terryad01.shtml"">Adonis Terry</a>",CHN,32,8,0,1,0,11,10,9,0,6,1,10.125,4.523,2.125,0.17,-0.19
"<a href=""https://www.baseball-reference.com/players/t/thornwa01.shtml"">W. Thornton</a>",CHN,22,130&frac13;,6,7,0,164,91,68,4,51,55,4.696,3.896,1.650,1.08,1.42
"<a href=""https://www.baseball-reference.com/players/w/wadderu01.shtml"">Rube Waddell</a>",LS3,20,14,0,1,0,17,6,5,0,6,5,3.214,3.673,1.643,0.83,0.00
"<a href=""https://www.baseball-reference.com/players/w/wheelge01.shtml"">G. Wheeler</a>",PHI,27,191,11,10,0,229,114,84,3,62,35,3.958,4.088,1.524,0.56,3.10
"<a href=""https://www.baseball-reference.com/players/w/wilsoze01.shtml"">Zeke Wilson</a>",CL4,27,263&frac23;,16,11,0,323,171,122,9,83,69,4.164,4.079,1.540,0.83,3.77
"<a href=""https://www.baseball-reference.com/players/w/wrighda01.shtml"">Dave Wright</a>",CHN,21,7,1,0,0,17,14,12,1,2,4,15.429,3.873,2.714,2.00,-0.33
"<a href=""https://www.baseball-reference.com/players/y/youngcy01.shtml"">Cy Young</a>",CL4,30,335&frac23;,21,19,0,391,189,141,7,49,88,3.781,3.428,1.311,1.80,0.00
