Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbeybe01.shtml"">Bert Abbey</a>",CHN,24,276,2,7,0,119,74,53,3,37,24,5.185,4.933,1.696,0.65,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderva01.shtml"">V. Anderson</a>",WAS,28,42,0,2,0,15,12,11,0,6,3,7.071,4.605,1.500,0.50,0.18
"<a href=""https://www.baseball-reference.com/players/b/bannoji01.shtml"">Jimmy Bannon</a>",BSN,23,6,0,0,0,4,3,0,1,1,0,.000,11.432,2.500,0.00,-0.06
"<a href=""https://www.baseball-reference.com/players/b/blankfr01.shtml"">Fred Blank</a>",CIN,20,24,0,1,0,5,4,4,0,9,1,4.500,7.643,1.750,0.11,0.30
"<a href=""https://www.baseball-reference.com/players/b/boydja01.shtml"">Jake Boyd</a>",WAS,20,57,0,3,0,37,35,18,1,14,3,8.526,6.034,2.684,0.21,-0.72
"<a href=""https://www.baseball-reference.com/players/b/breitte01.shtml"">T. Breitenst</a>",SLN,25,1342,27,23,0,497,320,238,21,191,140,4.788,5.164,1.538,0.73,9.29
"<a href=""https://www.baseball-reference.com/players/b/brownst01.shtml"">Stub Brown</a>",BLN,23,149,4,0,0,59,39,27,3,24,8,4.893,5.849,1.671,0.33,0.53
"<a href=""https://www.baseball-reference.com/players/b/burkeje01.shtml"">J. Burkett</a>",CL4,25,12,0,0,0,6,2,2,0,1,0,4.500,4.632,1.750,0.00,0.14
"<a href=""https://www.baseball-reference.com/players/b/burrial01.shtml"">Al Burris</a>",PHI,20,15,0,0,0,14,10,10,0,2,0,18.000,4.833,3.200,0.00,-0.25
"<a href=""https://www.baseball-reference.com/players/c/callani01.shtml"">J. Callahan</a>",PHI,20,101,1,2,2,64,52,37,3,17,9,9.891,5.417,2.406,0.53,-1.20
"<a href=""https://www.baseball-reference.com/players/c/campki01.shtml"">Kid Camp</a>",CHN,24,66,0,1,0,34,24,16,0,12,6,6.545,4.820,2.091,0.50,-0.03
"<a href=""https://www.baseball-reference.com/players/c/carseki01.shtml"">Kid Carsey</a>",PHI,21,865,18,12,0,366,241,177,22,106,43,5.525,5.583,1.637,0.41,2.01
"<a href=""https://www.baseball-reference.com/players/c/chambel01.shtml"">I. Chamberlain</a>",CIN,26,533,10,9,0,220,155,114,10,91,57,5.775,5.362,1.750,0.63,1.56
