Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbotpa01.shtml"">Paul Abbott</a>",SEA,34,26&‌#8531;,1,3,0,40,36,35,5,20,22,11.962,5.613,2.278,1.10,.00
"<a href=""https://www.baseball-reference.com/players/a/acevejo01.shtml"">Jose Acevedo</a>",CIN,24,23&‌#8532;,4,2,0,28,21,19,8,12,14,7.225,7.467,1.690,1.17,-.63
"<a href=""https://www.baseball-reference.com/players/a/aceveju01.shtml"">Juan Acevedo</a>",DET,32,74&‌#8532;,1,5,28,68,33,22,4,23,43,2.652,3.234,1.219,1.87,1.17
"<a href=""https://www.baseball-reference.com/players/a/adamste01.shtml"">Terry Adams</a>",PHI,29,136&‌#8532;,7,9,0,132,76,66,9,58,96,4.346,3.618,1.390,1.66,.00
"<a href=""https://www.baseball-reference.com/players/a/affelje01.shtml"">Jeremy Affeldt</a>",KCA,23,77&‌#8532;,3,4,0,85,41,40,8,37,67,4.635,3.846,1.571,1.81,.00
"<a href=""https://www.baseball-reference.com/players/a/ainswku01.shtml"">Kurt Ainsworth</a>",SFN,23,25&‌#8532;,1,2,0,22,7,6,1,12,15,2.104,3.612,1.325,1.25,.00
"<a href=""https://www.baseball-reference.com/players/a/alfonan01.shtml"">Antonio Alfonseca</a>",CHN,30,74&‌#8531;,2,5,19,73,34,33,5,36,61,3.996,3.513,1.466,1.69,.81
"<a href=""https://www.baseball-reference.com/players/a/almanar01.shtml"">Armando Almanza</a>",FLO,29,45&‌#8532;,3,2,2,36,22,22,8,23,57,4.336,4.293,1.292,2.48,.11
"<a href=""https://www.baseball-reference.com/players/a/almanca01.shtml"">Carlos Almanzar</a>",CIN,28,11&‌#8532;,0,1,0,6,4,3,0,5,7,2.314,3.057,.943,1.40,.19
"<a href=""https://www.baseball-reference.com/players/a/alvarju01.shtml"">Juan Alvarez</a>",TEX,28,39&‌#8532;,0,4,0,35,22,21,7,21,30,4.765,5.211,1.412,1.43,.39
"<a href=""https://www.baseball-reference.com/players/a/alvarvi01.shtml"">Victor Alvarez</a>",LAN,25,10&‌#8531;,0,1,0,9,5,5,1,2,7,4.355,3.473,1.065,3.50,.03
"<a href=""https://www.baseball-reference.com/players/a/alvarwi01.shtml"">Wilson Alvarez</a>",TBA,32,75,2,3,1,80,47,44,13,36,56,5.280,4.982,1.547,1.56,.16
"<a href=""https://www.baseball-reference.com/players/a/anderbr02.shtml"">Brian Anderson</a>",ARI,30,156,6,11,0,174,86,83,23,32,81,4.788,4.431,1.321,2.53,1.78
"<a href=""https://www.baseball-reference.com/players/a/anderji02.shtml"">Jimmy Anderson</a>",PIT,26,140&‌#8532;,8,13,0,167,91,85,20,63,47,5.438,5.390,1.635,.75,.00
"<a href=""https://www.baseball-reference.com/players/a/anderma01.shtml"">Matt Anderson</a>",DET,25,11,2,1,0,17,13,11,1,8,8,9.000,4.177,2.273,1.00,-.54
"<a href=""https://www.baseball-reference.com/players/a/appieke01.shtml"">Kevin Appier</a>",ANA,34,188&‌#8531;,14,12,0,191,89,82,23,64,132,3.919,4.074,1.354,2.06,1.80
"<a href=""https://www.baseball-reference.com/players/a/armasto02.shtml"">Tony Armas</a>",MON,24,164&‌#8531;,12,12,0,149,87,81,22,78,131,4.436,4.447,1.381,1.68,1.30
"<a href=""https://www.baseball-reference.com/players/a/arrojro01.shtml"">Rolando Arrojo</a>",BOS,36,81&‌#8531;,4,3,1,83,47,45,7,27,51,4.980,3.606,1.352,1.89,-.26
"<a href=""https://www.baseball-reference.com/players/a/arroybr01.shtml"">Bronson Arroyo</a>",PIT,25,27,2,1,0,30,14,12,1,15,22,4.000,3.454,1.667,1.47,.09
"<a href=""https://www.baseball-reference.com/players/a/asencmi01.shtml"">Miguel Asencio</a>",KCA,21,123&‌#8531;,4,7,0,136,73,70,17,64,58,5.108,5.316,1.622,.91,1.90
"<a href=""https://www.baseball-reference.com/players/a/ashbyan01.shtml"">Andy Ashby</a>",LAN,34,181&‌#8532;,9,13,0,179,85,79,20,65,107,3.914,4.185,1.343,1.65,1.38
