Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">T. Abernathy</a>",2,33,279,5,7,8,84,53,47,9,53,60,4.548,4.202,1.473,1.13,-0.68
"<a href=""https://www.baseball-reference.com/players/a/aguirha01.shtml"">Hank Aguirre</a>",DET,35,311,3,9,0,104,50,44,14,26,50,3.820,4.015,1.254,1.92,0.20
"<a href=""https://www.baseball-reference.com/players/a/akerja01.shtml"">Jack Aker</a>",KC1,25,339,8,4,32,81,27,25,7,28,68,1.991,2.833,.965,2.43,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenbo04.shtml"">Bob Allen</a>",CLE,28,154,2,2,5,56,27,24,2,13,33,4.208,2.428,1.344,2.54,-0.17
"<a href=""https://www.baseball-reference.com/players/a/arlicdo01.shtml"">Don Arlich</a>",HOU,23,12,0,1,0,11,9,7,0,4,1,15.750,3.742,3.750,0.25,-0.68
"<a href=""https://www.baseball-reference.com/players/a/arrigge01.shtml"">Gerry Arrigo</a>",2,25,152,3,3,0,54,24,22,7,19,31,3.908,4.175,1.441,1.63,0.40
"<a href=""https://www.baseball-reference.com/players/a/austde01.shtml"">Dennis Aust</a>",SLN,25,29,0,1,1,12,7,7,1,6,7,6.517,4.185,1.862,1.17,-0.31
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>",NYA,21,69,1,1,1,15,9,9,3,7,16,3.522,3.856,.957,2.29,0.00
"<a href=""https://www.baseball-reference.com/players/b/baldsja01.shtml"">J. Baldschun</a>",CIN,29,172,1,5,0,71,35,35,4,25,44,5.494,2.997,1.674,1.76,-0.06
"<a href=""https://www.baseball-reference.com/players/b/baldwda01.shtml"">Dave Baldwin</a>",WS2,28,21,0,0,0,8,3,3,0,1,4,3.857,1.921,1.286,4.00,0.04
"<a href=""https://www.baseball-reference.com/players/b/barbest01.shtml"">Steve Barber</a>",BAL,28,400,10,5,0,104,38,34,6,49,91,2.295,2.819,1.148,1.86,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnoed01.shtml"">Ed Barnowski</a>",BAL,22,9,0,0,0,4,1,1,0,1,2,3.000,2.241,1.667,2.00,0.04
"<a href=""https://www.baseball-reference.com/players/b/bearnla01.shtml"">L. Bearnarth</a>",NYN,24,164,2,3,0,59,31,27,11,20,27,4.445,5.246,1.445,1.35,-0.09
"<a href=""https://www.baseball-reference.com/players/b/belinbo01.shtml"">Bo Belinsky</a>",PHI,29,46,0,2,0,14,5,5,3,5,8,2.935,4.620,1.239,1.60,0.34
"<a href=""https://www.baseball-reference.com/players/b/bellga01.shtml"">Gary Bell</a>",CLE,29,763,14,15,0,211,102,91,19,79,194,3.220,2.890,1.140,2.46,0.00
