Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/armstja01.shtml"">Jack Armstrong</a>",CIN,23,65&‌#8531;,4,7,0,63,44,42,8,38,45,5.786,4.716,1.546,1.18,-1.19
"<a href=""https://www.baseball-reference.com/players/a/arnolsc01.shtml"">Scott Arnold</a>",SLN,25,6&‌#8532;,0,0,0,9,4,4,0,4,8,5.400,2.249,1.950,2.00,-.08
"<a href=""https://www.baseball-reference.com/players/a/assenpa01.shtml"">Paul Assenmacher</a>",ATL,27,79&‌#8531;,8,7,5,72,28,27,4,32,71,3.063,2.807,1.311,2.22,1.87
"<a href=""https://www.baseball-reference.com/players/a/atherke01.shtml"">Keith Atherton</a>",MIN,29,74,7,5,3,65,29,28,10,22,43,3.405,4.201,1.176,1.95,1.24
"<a href=""https://www.baseball-reference.com/players/a/augusdo01.shtml"">Don August</a>",ML4,24,148&‌#8531;,13,7,0,137,55,51,12,48,66,3.094,3.931,1.247,1.38,3.18
"<a href=""https://www.baseball-reference.com/players/b/bailesc01.shtml"">Scott Bailes</a>",CLE,26,145,9,14,0,149,89,79,22,46,53,4.903,4.970,1.345,1.15,.18
"<a href=""https://www.baseball-reference.com/players/b/bairdo01.shtml"">Doug Bair</a>",TOR,38,13&‌#8531;,0,0,0,14,6,6,2,3,8,4.050,4.206,1.275,2.67,.08
"<a href=""https://www.baseball-reference.com/players/b/ballaje01.shtml"">Jeff Ballard</a>",BAL,24,153&‌#8531;,8,12,0,167,83,75,15,42,41,4.402,4.224,1.363,.98,.93
"<a href=""https://www.baseball-reference.com/players/b/bankhsc01.shtml"">Scott Bankhead</a>",SEA,24,135,7,9,0,115,53,46,8,38,102,3.067,2.850,1.133,2.68,3.56
"<a href=""https://www.baseball-reference.com/players/b/bannifl01.shtml"">Floyd Bannister</a>",KCA,33,189&‌#8531;,12,13,0,182,102,91,22,68,113,4.326,4.077,1.320,1.66,1.17
"<a href=""https://www.baseball-reference.com/players/b/barojsa01.shtml"">Salome Barojas</a>",PHI,31,8&‌#8532;,0,0,0,7,9,8,1,8,1,8.308,7.363,1.731,.12,-.50
"<a href=""https://www.baseball-reference.com/players/b/barreti01.shtml"">Tim Barrett</a>",MON,27,9&‌#8531;,0,0,1,10,6,6,2,2,5,5.786,5.159,1.286,2.50,-.10
"<a href=""https://www.baseball-reference.com/players/b/bautijo01.shtml"">Jose Bautista</a>",BAL,23,171&‌#8532;,6,15,0,171,86,82,21,45,76,4.299,4.159,1.258,1.69,1.64
"<a href=""https://www.baseball-reference.com/players/b/bedrost01.shtml"">Steve Bedrosian</a>",PHI,30,74&‌#8531;,6,6,28,75,34,31,6,27,61,3.753,3.246,1.372,2.26,.48
"<a href=""https://www.baseball-reference.com/players/b/belchti01.shtml"">Tim Belcher</a>",LAN,26,179&‌#8532;,12,6,4,143,65,58,8,51,152,2.905,2.471,1.080,2.98,.00
"<a href=""https://www.baseball-reference.com/players/b/berenju01.shtml"">Juan Berenguer</a>",MIN,33,100,8,4,2,74,44,44,7,61,99,3.960,3.511,1.350,1.62,.94
"<a href=""https://www.baseball-reference.com/players/b/bestka01.shtml"">Karl Best</a>",MIN,29,12,0,0,0,15,9,8,1,7,9,6.000,3.950,1.833,1.29,-.18
"<a href=""https://www.baseball-reference.com/players/b/bielemi01.shtml"">Mike Bielecki</a>",CHN,28,48&‌#8531;,2,2,0,55,22,18,4,16,33,3.352,3.427,1.469,2.06,.00
"<a href=""https://www.baseball-reference.com/players/b/birkbmi01.shtml"">Mike Birkbeck</a>",ML4,27,124,10,8,0,141,69,65,10,37,64,4.718,3.626,1.435,1.73,.04
"<a href=""https://www.baseball-reference.com/players/b/birtsti01.shtml"">Tim Birtsas</a>",CIN,27,64&‌#8531;,1,3,0,61,34,30,6,24,38,4.197,3.778,1.321,1.58,-.40
"<a href=""https://www.baseball-reference.com/players/b/bittije01.shtml"">Jeff Bittiger</a>",CHA,26,61&‌#8532;,2,4,0,59,31,29,11,29,33,4.232,5.503,1.427,1.14,.44
"<a href=""https://www.baseball-reference.com/players/b/blackbu02.shtml"">Buddy Black</a>",2,31,81,4,4,1,82,47,45,8,34,63,5.000,3.583,1.432,1.85,.01
"<a href=""https://www.baseball-reference.com/players/b/blankke01.shtml"">Kevin Blankenship</a>",2,25,15&‌#8532;,1,1,0,14,8,8,2,8,9,4.596,4.727,1.404,1.12,.25
"<a href=""https://www.baseball-reference.com/players/b/blylebe01.shtml"">Bert Blyleven</a>",MIN,37,207&‌#8531;,10,17,0,240,128,125,21,51,145,5.426,3.179,1.404,2.84,-.67
"<a href=""https://www.baseball-reference.com/players/b/bockura01.shtml"">Randy Bockus</a>",SFN,27,32,1,1,0,35,19,17,2,13,18,4.781,3.578,1.500,1.38,-.65
"<a href=""https://www.baseball-reference.com/players/b/boddimi01.shtml"">Mike Boddicker</a>",2,30,236,13,15,0,234,102,89,17,77,156,3.394,3.182,1.318,2.03,4.18
"<a href=""https://www.baseball-reference.com/players/b/boevejo01.shtml"">Joe Boever</a>",ATL,27,20&‌#8531;,0,2,1,12,4,4,1,1,7,1.770,2.712,.639,7.00,.00
"<a href=""https://www.baseball-reference.com/players/b/boltoto01.shtml"">Tom Bolton</a>",BOS,26,30&‌#8531;,1,3,1,35,17,16,1,14,21,4.747,3.161,1.615,1.50,-.06
"<a href=""https://www.baseball-reference.com/players/b/bookegr01.shtml"">Greg Booker</a>",SDN,28,63&‌#8532;,2,2,0,68,31,24,5,19,43,3.393,3.272,1.366,2.26,.00
"<a href=""https://www.baseball-reference.com/players/b/bordiri01.shtml"">Rich Bordi</a>",OAK,29,7&‌#8532;,0,1,0,6,6,4,0,5,6,4.696,3.155,1.435,1.20,-.17
"<a href=""https://www.baseball-reference.com/players/b/bosioch01.shtml"">Chris Bosio</a>",ML4,25,182,7,15,6,190,80,68,13,38,84,3.363,3.355,1.253,2.21,2.34
"<a href=""https://www.baseball-reference.com/players/b/boydoi01.shtml"">Oil Can Boyd</a>",BOS,28,129&‌#8532;,9,7,0,147,82,77,25,41,71,5.344,5.082,1.450,1.73,-.45
"<a href=""https://www.baseball-reference.com/players/b/brantje01.shtml"">Jeff Brantley</a>",SFN,24,20&‌#8532;,0,1,1,22,13,13,2,6,11,5.661,3.685,1.355,1.83,-.27
"<a href=""https://www.baseball-reference.com/players/b/brennwi01.shtml"">William Brennan</a>",LAN,25,9&‌#8531;,0,1,0,13,7,7,0,6,7,6.750,3.164,2.036,1.17,-.24
"<a href=""https://www.baseball-reference.com/players/b/brownke01.shtml"">Kevin Brown</a>",TEX,23,23&‌#8531;,1,1,0,33,15,11,2,8,12,4.243,3.658,1.757,1.50,-.18
"<a href=""https://www.baseball-reference.com/players/b/brownke02.shtml"">Keith Brown</a>",CIN,24,16&‌#8531;,2,1,0,14,5,5,1,4,6,2.755,3.632,1.102,1.50,.26
"<a href=""https://www.baseball-reference.com/players/b/brownto05.shtml"">Tom Browning</a>",CIN,28,250&‌#8532;,18,5,0,205,98,95,36,64,124,3.411,4.434,1.073,1.94,2.84
"<a href=""https://www.baseball-reference.com/players/b/buicede01.shtml"">DeWayne Buice</a>",CAL,30,41&‌#8531;,2,4,3,45,29,27,5,19,38,5.879,3.837,1.548,2.00,-.91
"<a href=""https://www.baseball-reference.com/players/b/burketi01.shtml"">Tim Burke</a>",MON,29,82,3,5,18,84,36,31,7,25,42,3.402,3.653,1.329,1.68,-.03
"<a href=""https://www.baseball-reference.com/players/b/burnsto02.shtml"">Todd Burns</a>",OAK,24,102&‌#8532;,8,2,1,93,38,36,8,34,57,3.156,3.653,1.237,1.68,.00
"<a href=""https://www.baseball-reference.com/players/c/cadargr01.shtml"">Greg Cadaret</a>",OAK,26,71&‌#8532;,5,2,3,60,26,23,2,36,64,2.888,2.810,1.340,1.78,.00
"<a href=""https://www.baseball-reference.com/players/c/calhoje01.shtml"">Jeff Calhoun</a>",PHI,30,2&‌#8531;,0,0,0,6,4,4,2,1,1,15.429,12.257,3.000,1.00,-.25
"<a href=""https://www.baseball-reference.com/players/c/camacer01.shtml"">Ernie Camacho</a>",HOU,33,17&‌#8532;,0,3,1,25,15,15,1,12,13,7.642,3.970,2.094,1.08,-.70
"<a href=""https://www.baseball-reference.com/players/c/campbmi01.shtml"">Mike Campbell</a>",SEA,24,114&‌#8532;,6,10,0,128,81,75,18,43,63,5.887,4.791,1.491,1.47,-.78
"<a href=""https://www.baseball-reference.com/players/c/candejo01.shtml"">John Candelaria</a>",NYA,34,157,13,7,1,150,69,59,18,23,121,3.382,3.113,1.102,5.26,.00
"<a href=""https://www.baseball-reference.com/players/c/candito01.shtml"">Tom Candiotti</a>",CLE,30,216&‌#8532;,14,8,0,225,86,79,15,53,137,3.282,3.051,1.283,2.58,.00
"<a href=""https://www.baseball-reference.com/players/c/cangejo01.shtml"">John Cangelosi</a>",PIT,25,2,0,0,0,1,0,0,0,0,0,.000,2.769,.500,&infin;,.06
"<a href=""https://www.baseball-reference.com/players/c/capelmi01.shtml"">Mike Capel</a>",CHN,26,29&‌#8531;,2,1,0,34,19,16,5,13,19,4.909,4.672,1.602,1.46,-.34
"<a href=""https://www.baseball-reference.com/players/c/carltst01.shtml"">Steve Carlton</a>",MIN,43,9&‌#8532;,0,1,0,20,19,18,5,5,5,16.759,8.875,2.586,1.00,-.85
"<a href=""https://www.baseball-reference.com/players/c/carmado01.shtml"">Don Carman</a>",PHI,28,201&‌#8531;,10,14,0,211,101,96,20,70,116,4.291,3.870,1.396,1.66,1.85
"<a href=""https://www.baseball-reference.com/players/c/carpecr01.shtml"">Cris Carpenter</a>",SLN,23,47&‌#8532;,2,3,0,56,27,25,3,9,24,4.720,3.071,1.364,2.67,-.22
"<a href=""https://www.baseball-reference.com/players/c/carych01.shtml"">Chuck Cary</a>",ATL,28,8&‌#8531;,0,0,0,8,6,6,1,4,7,6.480,3.671,1.440,1.75,-.18
"<a href=""https://www.baseball-reference.com/players/c/castito02.shtml"">Tony Castillo</a>",TOR,25,15,1,0,0,10,5,5,2,2,14,3.000,3.061,.800,7.00,.00
"<a href=""https://www.baseball-reference.com/players/c/cecenjo01.shtml"">Jose Cecena</a>",TEX,24,26&‌#8531;,0,0,1,20,16,14,2,23,27,4.785,4.124,1.633,1.17,-.31
"<a href=""https://www.baseball-reference.com/players/c/cerutjo01.shtml"">John Cerutti</a>",TOR,28,123&‌#8532;,6,7,1,120,56,43,12,42,65,3.129,3.935,1.310,1.55,1.08
"<a href=""https://www.baseball-reference.com/players/c/charlno01.shtml"">Norm Charlton</a>",CIN,25,61&‌#8531;,4,5,0,60,27,27,6,20,39,3.962,3.651,1.304,1.95,.00
"<a href=""https://www.baseball-reference.com/players/c/childro01.shtml"">Rocky Childress</a>",HOU,26,23&‌#8531;,1,0,0,26,17,16,3,9,24,6.171,3.379,1.500,2.67,-.40
"<a href=""https://www.baseball-reference.com/players/c/clancji01.shtml"">Jim Clancy</a>",TOR,32,196&‌#8531;,11,13,1,207,106,98,26,47,118,4.492,3.866,1.294,2.51,.00
"<a href=""https://www.baseball-reference.com/players/c/clarkte01.shtml"">Terry Clark</a>",CAL,27,94,6,6,0,120,54,53,8,31,39,5.074,4.003,1.606,1.26,.00
"<a href=""https://www.baseball-reference.com/players/c/clayda02.shtml"">Danny Clay</a>",PHI,26,24,0,1,0,27,17,16,5,21,12,6.000,7.272,2.000,.57,-.34
"<a href=""https://www.baseball-reference.com/players/c/clearma01.shtml"">Mark Clear</a>",ML4,32,29,1,0,0,23,12,9,4,21,26,2.793,4.978,1.517,1.24,.31
"<a href=""https://www.baseball-reference.com/players/c/clemepa01.shtml"">Pat Clements</a>",NYA,26,8&‌#8531;,0,0,0,12,8,6,1,4,3,6.480,4.814,1.920,.75,.00
"<a href=""https://www.baseball-reference.com/players/c/clemero02.shtml"">Roger Clemens</a>",BOS,25,264,18,12,0,217,93,86,17,62,291,2.932,2.053,1.057,4.69,7.11
"<a href=""https://www.baseball-reference.com/players/c/clibust02.shtml"">Stew Cliburn</a>",CAL,31,84,4,2,0,83,45,38,11,32,42,4.071,4.443,1.369,1.31,.13
"<a href=""https://www.baseball-reference.com/players/c/codirch01.shtml"">Chris Codiroli</a>",CLE,30,19&‌#8531;,0,4,1,32,22,20,2,10,12,9.310,3.787,2.172,1.20,-1.27
"<a href=""https://www.baseball-reference.com/players/c/coffmke01.shtml"">Kevin Coffman</a>",ATL,23,67,2,6,0,62,52,43,3,54,24,5.776,4.946,1.731,.44,-1.26
"<a href=""https://www.baseball-reference.com/players/c/comstke01.shtml"">Keith Comstock</a>",SDN,32,8,0,0,0,8,6,6,1,3,9,6.750,3.238,1.375,3.00,-.20
"<a href=""https://www.baseball-reference.com/players/c/conceda01.shtml"">Dave Concepcion</a>",CIN,40,1&‌#8531;,0,0,0,2,0,0,0,0,1,.000,1.511,1.500,&infin;,.04
"<a href=""https://www.baseball-reference.com/players/c/coneda01.shtml"">David Cone</a>",NYN,25,231&‌#8531;,20,3,0,178,67,57,10,80,213,2.218,2.472,1.115,2.66,.00
"<a href=""https://www.baseball-reference.com/players/c/cookde01.shtml"">Dennis Cook</a>",SFN,25,22,2,1,0,9,8,7,1,11,13,2.864,3.786,.909,1.18,.00
"<a href=""https://www.baseball-reference.com/players/c/cookmi01.shtml"">Mike Cook</a>",CAL,24,3&‌#8532;,0,1,0,4,2,2,0,1,2,4.909,1.603,1.364,2.00,.00
"<a href=""https://www.baseball-reference.com/players/c/corbesh01.shtml"">Sherman Corbett</a>",CAL,25,45&‌#8532;,2,1,1,47,23,21,2,23,28,4.139,3.594,1.533,1.22,.01
"<a href=""https://www.baseball-reference.com/players/c/corsiji01.shtml"">Jim Corsi</a>",OAK,26,21&‌#8531;,0,1,0,20,10,9,1,6,10,3.797,3.282,1.219,1.67,.00
"<a href=""https://www.baseball-reference.com/players/c/costejo01.shtml"">John Costello</a>",SLN,27,49&‌#8532;,5,2,1,44,15,10,3,25,38,1.812,3.531,1.389,1.52,.00
"<a href=""https://www.baseball-reference.com/players/c/coxda01.shtml"">Danny Cox</a>",SLN,28,86,3,8,0,89,40,38,6,25,47,3.977,3.416,1.326,1.88,.72
"<a href=""https://www.baseball-reference.com/players/c/crewsti01.shtml"">Tim Crews</a>",LAN,27,71&‌#8532;,4,0,0,77,29,25,3,16,45,3.140,2.729,1.298,2.81,.41
"<a href=""https://www.baseball-reference.com/players/c/crimch01.shtml"">Chuck Crim</a>",ML4,26,105,7,6,9,95,38,34,11,28,58,2.914,3.806,1.171,2.07,1.73
"<a href=""https://www.baseball-reference.com/players/c/croucza01.shtml"">Zach Crouch</a>",BOS,22,1&‌#8531;,0,0,0,4,1,1,0,2,0,6.750,6.181,4.500,.00,.00
"<a href=""https://www.baseball-reference.com/players/c/curryst01.shtml"">Steve Curry</a>",BOS,22,11,0,1,0,15,10,10,0,14,4,8.182,5.691,2.636,.29,-.32
"<a href=""https://www.baseball-reference.com/players/d/darliro01.shtml"">Ron Darling</a>",NYN,27,240&‌#8532;,17,9,0,218,97,87,24,60,161,3.253,3.429,1.155,2.68,.00
"<a href=""https://www.baseball-reference.com/players/d/darwida01.shtml"">Danny Darwin</a>",HOU,32,192,8,13,3,189,86,82,20,48,129,3.844,3.414,1.234,2.69,.00
"<a href=""https://www.baseball-reference.com/players/d/davisjo03.shtml"">Joel Davis</a>",CHA,23,16,0,1,0,21,12,12,4,5,10,6.750,5.680,1.625,2.00,-.26
"<a href=""https://www.baseball-reference.com/players/d/davisjo04.shtml"">John Davis</a>",CHA,25,63&‌#8532;,2,5,1,77,58,47,5,50,37,6.644,4.656,1.995,.74,-2.31
"<a href=""https://www.baseball-reference.com/players/d/davisma01.shtml"">Mark Davis</a>",SDN,27,98&‌#8531;,5,10,28,70,24,22,2,42,102,2.014,2.240,1.139,2.43,.00
"<a href=""https://www.baseball-reference.com/players/d/davisro02.shtml"">Ron Davis</a>",SFN,32,17&‌#8531;,1,1,0,15,10,9,4,6,15,4.673,5.004,1.212,2.50,-.14
"<a href=""https://www.baseball-reference.com/players/d/davisst02.shtml"">Storm Davis</a>",OAK,26,201&‌#8532;,16,7,0,211,86,83,16,91,127,3.704,3.876,1.498,1.40,.00
"<a href=""https://www.baseball-reference.com/players/d/dawlebi01.shtml"">Bill Dawley</a>",PHI,30,8&‌#8532;,0,2,0,16,13,13,3,4,3,13.500,7.140,2.308,.75,-.71
"<a href=""https://www.baseball-reference.com/players/d/dayleke01.shtml"">Ken Dayley</a>",SLN,29,55&‌#8531;,2,7,5,48,20,17,2,19,38,2.765,2.843,1.211,2.00,1.13
"<a href=""https://www.baseball-reference.com/players/d/dedmoje01.shtml"">Jeff Dedmon</a>",CLE,28,33&‌#8532;,1,0,1,35,20,17,3,21,17,4.545,4.501,1.663,.81,.04
"<a href=""https://www.baseball-reference.com/players/d/dejesjo01.shtml"">Jose de Jesus</a>",KCA,23,2&‌#8532;,0,1,0,6,10,8,0,5,2,27.000,5.757,4.125,.40,-.54
"<a href=""https://www.baseball-reference.com/players/d/deleojo01.shtml"">Jose DeLeon</a>",SLN,27,225&‌#8531;,13,10,0,198,95,92,13,86,208,3.675,2.791,1.260,2.42,.00
"<a href=""https://www.baseball-reference.com/players/d/deshaji01.shtml"">Jim Deshaies</a>",HOU,28,207,11,14,0,164,77,69,20,72,127,3.000,3.851,1.140,1.76,3.53
"<a href=""https://www.baseball-reference.com/players/d/dibblro01.shtml"">Rob Dibble</a>",CIN,24,59&‌#8531;,1,1,0,43,12,12,2,21,59,1.820,2.216,1.079,2.81,1.72
"<a href=""https://www.baseball-reference.com/players/d/dillago01.shtml"">Gordon Dillard</a>",BAL,24,3,0,0,0,3,2,2,1,4,2,6.000,10.615,2.333,.50,-.01
"<a href=""https://www.baseball-reference.com/players/d/dimicfr01.shtml"">Frank DiMichele</a>",CAL,23,4&‌#8532;,0,0,0,5,5,5,2,2,1,9.643,9.661,1.500,.50,-.32
"<a href=""https://www.baseball-reference.com/players/d/dipinfr01.shtml"">Frank DiPino</a>",CHN,31,90&‌#8531;,2,3,6,102,54,50,6,32,69,4.982,3.144,1.483,2.16,-1.04
"<a href=""https://www.baseball-reference.com/players/d/dopsojo01.shtml"">John Dopson</a>",MON,24,168&‌#8532;,3,11,0,150,69,57,15,58,101,3.042,3.754,1.233,1.74,1.94
"<a href=""https://www.baseball-reference.com/players/d/dotsori01.shtml"">Richard Dotson</a>",NYA,29,171,12,9,0,178,103,95,27,72,77,5.000,5.126,1.462,1.07,.00
"<a href=""https://www.baseball-reference.com/players/d/downske01.shtml"">Kelly Downs</a>",SFN,27,168,13,9,0,140,67,62,11,47,118,3.321,3.003,1.113,2.51,.00
"<a href=""https://www.baseball-reference.com/players/d/drabedo01.shtml"">Doug Drabek</a>",PIT,25,219&‌#8531;,15,7,0,194,83,75,21,50,127,3.078,3.481,1.112,2.54,2.80
"<a href=""https://www.baseball-reference.com/players/d/draveda01.shtml"">Dave Dravecky</a>",SFN,32,37,2,2,0,33,19,13,4,8,19,3.162,3.811,1.108,2.38,-.10
"<a href=""https://www.baseball-reference.com/players/d/dunnemi01.shtml"">Mike Dunne</a>",PIT,25,170,7,11,0,163,88,74,15,88,70,3.918,4.583,1.476,.80,-.50
"<a href=""https://www.baseball-reference.com/players/e/eavega01.shtml"">Gary Eave</a>",ATL,24,5,0,0,0,7,5,5,0,3,0,9.000,4.475,2.000,.00,-.12
"<a href=""https://www.baseball-reference.com/players/e/eckerde01.shtml"">Dennis Eckersley</a>",OAK,33,72&‌#8532;,4,2,45,52,20,19,5,11,70,2.353,2.140,.867,6.36,2.26
"<a href=""https://www.baseball-reference.com/players/e/eicheju01.shtml"">Juan Eichelberger</a>",ATL,34,37&‌#8531;,2,0,0,44,19,16,3,10,13,3.857,3.864,1.446,1.30,.12
"<a href=""https://www.baseball-reference.com/players/e/eichhma01.shtml"">Mark Eichhorn</a>",TOR,27,66&‌#8532;,0,3,1,79,32,31,3,27,28,4.185,3.434,1.590,1.04,.12
"<a href=""https://www.baseball-reference.com/players/e/eilanda01.shtml"">Dave Eiland</a>",NYA,21,12&‌#8532;,0,0,0,15,9,9,6,4,7,6.395,8.661,1.500,1.75,-.14
"<a href=""https://www.baseball-reference.com/players/e/ellswst01.shtml"">Steve Ellsworth</a>",BOS,27,36,1,6,0,47,29,27,7,16,16,6.750,5.543,1.750,1.00,-.65
"<a href=""https://www.baseball-reference.com/players/f/farrejo03.shtml"">John Farrell</a>",CLE,25,210&‌#8531;,14,10,0,216,106,99,15,67,92,4.236,3.652,1.345,1.37,2.79
"<a href=""https://www.baseball-reference.com/players/f/farrst01.shtml"">Steve Farr</a>",KCA,31,82&‌#8532;,5,4,20,74,25,23,5,30,72,2.504,2.829,1.258,2.40,.00
"<a href=""https://www.baseball-reference.com/players/f/fernasi01.shtml"">Sid Fernandez</a>",NYN,25,187,12,10,0,127,69,63,15,70,189,3.032,2.819,1.053,2.70,2.86
"<a href=""https://www.baseball-reference.com/players/f/filerto01.shtml"">Tom Filer</a>",ML4,31,101&‌#8532;,5,8,0,108,54,50,8,33,39,4.426,3.978,1.387,1.18,.22
"<a href=""https://www.baseball-reference.com/players/f/finlech01.shtml"">Chuck Finley</a>",CAL,25,194&‌#8531;,9,15,0,191,95,90,15,82,111,4.168,3.816,1.405,1.35,1.99
"<a href=""https://www.baseball-reference.com/players/f/fishebr01.shtml"">Brian Fisher</a>",PIT,26,146&‌#8531;,8,10,1,157,78,75,13,57,66,4.613,4.068,1.462,1.16,-.95
"<a href=""https://www.baseball-reference.com/players/f/flanami01.shtml"">Mike Flanagan</a>",TOR,36,211,13,13,0,220,106,98,23,80,99,4.180,4.301,1.422,1.24,1.22
"<a href=""https://www.baseball-reference.com/players/f/forscbo01.shtml"">Bob Forsch</a>",2,38,136&‌#8531;,10,8,0,153,73,65,10,44,54,4.291,3.806,1.445,1.23,.41
"<a href=""https://www.baseball-reference.com/players/f/fossato01.shtml"">Tony Fossas</a>",TEX,30,5&‌#8532;,0,0,0,11,3,3,0,2,0,4.765,3.688,2.294,.00,.00
"<a href=""https://www.baseball-reference.com/players/f/francjo01.shtml"">John Franco</a>",CIN,27,86,6,6,39,60,18,15,3,27,46,1.570,3.116,1.012,1.70,2.95
"<a href=""https://www.baseball-reference.com/players/f/frasewi01.shtml"">Willie Fraser</a>",CAL,24,194&‌#8532;,12,13,0,203,129,117,33,80,86,5.409,5.208,1.454,1.08,.00
"<a href=""https://www.baseball-reference.com/players/f/freemma02.shtml"">Marvin Freeman</a>",PHI,25,51&‌#8532;,2,3,0,55,36,35,2,43,37,6.097,4.212,1.897,.86,.00
"<a href=""https://www.baseball-reference.com/players/f/frohwto01.shtml"">Todd Frohwirth</a>",PHI,25,12,1,2,0,16,11,11,2,11,11,8.250,5.569,2.250,1.00,-.54
"<a href=""https://www.baseball-reference.com/players/g/garbege01.shtml"">Gene Garber</a>",KCA,40,32&‌#8532;,0,4,6,29,15,13,4,13,20,3.582,4.196,1.286,1.54,.22
"<a href=""https://www.baseball-reference.com/players/g/garcimi02.shtml"">Miguel Garcia</a>",PIT,21,2,0,0,0,3,2,1,1,2,2,4.500,8.289,2.500,1.00,-.05
"<a href=""https://www.baseball-reference.com/players/g/gardnwe01.shtml"">Wes Gardner</a>",BOS,27,149,8,6,2,119,61,58,17,64,106,3.503,4.108,1.228,1.66,.00
"<a href=""https://www.baseball-reference.com/players/g/garresc01.shtml"">Scott Garrelts</a>",SFN,26,98,5,9,13,80,42,39,3,46,86,3.582,2.759,1.286,1.87,-.19
"<a href=""https://www.baseball-reference.com/players/g/gibsopa01.shtml"">Paul Gibson</a>",DET,28,92,4,2,0,83,33,30,6,34,50,2.935,3.577,1.272,1.47,1.36
"<a href=""https://www.baseball-reference.com/players/g/gladdda01.shtml"">Dan Gladden</a>",MIN,30,1,0,0,0,0,0,0,0,0,0,.000,2.769,.000,&infin;,.03
"<a href=""https://www.baseball-reference.com/players/g/glavito02.shtml"">Tom Glavine</a>",ATL,22,195&‌#8531;,7,17,0,201,111,99,12,63,84,4.561,3.541,1.352,1.33,.52
"<a href=""https://www.baseball-reference.com/players/g/gleatje01.shtml"">Jerry Don Gleaton</a>",KCA,30,38,0,4,3,33,17,15,2,17,29,3.553,3.032,1.316,1.71,.41
"<a href=""https://www.baseball-reference.com/players/g/gonzage01.shtml"">German Gonzalez</a>",MIN,26,21&‌#8531;,0,0,1,20,8,8,4,8,19,3.375,4.404,1.312,2.38,.28
"<a href=""https://www.baseball-reference.com/players/g/goodedw01.shtml"">Dwight Gooden</a>",NYN,23,248&‌#8531;,18,9,0,242,98,88,8,57,175,3.189,2.403,1.204,3.07,3.40
"<a href=""https://www.baseball-reference.com/players/g/gordodo01.shtml"">Don Gordon</a>",CLE,28,59&‌#8531;,3,4,1,65,33,29,5,19,20,4.399,3.977,1.416,1.05,.05
"<a href=""https://www.baseball-reference.com/players/g/gordoto01.shtml"">Tom Gordon</a>",KCA,20,15&‌#8532;,0,2,0,16,9,9,1,7,18,5.170,2.646,1.468,2.57,.01
