Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsbo02.shtml"">Bob Adams</a>",PHI,24,18,0,1,0,14,10,6,0,1,3,9.000,2.763,2.500,3.00,-0.35
"<a href=""https://www.baseball-reference.com/players/a/andreiv01.shtml"">Ivy Andrews</a>",NYA,24,103,2,0,0,36,17,16,3,8,10,4.194,4.410,1.282,1.25,0.00
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">P. Appleton</a>",CLE,27,239,4,4,0,100,51,41,2,29,25,4.632,3.818,1.619,0.86,0.00
"<a href=""https://www.baseball-reference.com/players/b/baeched01.shtml"">Ed Baecht</a>",CHN,24,201,2,4,0,64,34,28,1,32,34,3.761,3.368,1.433,1.06,0.33
"<a href=""https://www.baseball-reference.com/players/b/beanbe01.shtml"">Belve Bean</a>",CLE,26,21,0,1,0,11,5,5,0,4,3,6.429,3.484,2.143,0.75,0.03
"<a href=""https://www.baseball-reference.com/players/b/bednaan01.shtml"">Andy Bednar</a>",PIT,22,12,0,0,0,10,5,5,1,0,2,11.250,4.808,2.500,&infin;,-0.18
"<a href=""https://www.baseball-reference.com/players/b/bengera01.shtml"">Ray Benge</a>",PHI,29,741,14,18,2,251,107,87,12,61,117,3.170,3.478,1.263,1.92,6.21
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",CIN,33,613,10,15,2,240,98,76,6,53,35,3.347,3.921,1.434,0.66,1.71
"<a href=""https://www.baseball-reference.com/players/b/berlyja01.shtml"">Jack Berly</a>",NY1,28,334,7,8,0,114,55,48,6,51,45,3.880,4.301,1.482,0.88,0.32
"<a href=""https://www.baseball-reference.com/players/b/blaehge01.shtml"">G. Blaeholder</a>",SLA,27,679,11,15,0,280,137,114,15,56,79,4.533,3.964,1.485,1.41,0.00
"<a href=""https://www.baseball-reference.com/players/b/blakesh01.shtml"">S. Blake</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteblakesh01"" style=""display:none;""></input><label for=""footnoteblakesh01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivblakesh01"">CHN, PHI</div></span>",31,363,4,9,1,154,83,73,6,61,60,5.430,4.120,1.777,0.98,-0.42
"<a href=""https://www.baseball-reference.com/players/b/bolenst01.shtml"">Stew Bolen</a>",PHI,28,296,3,12,0,117,75,70,5,63,55,6.385,4.405,1.824,0.87,-0.88
"<a href=""https://www.baseball-reference.com/players/b/bowlegr01.shtml"">Grant Bowler</a>",CHA,23,106,0,1,0,40,26,21,1,24,15,5.349,4.660,1.811,0.62,0.06
"<a href=""https://www.baseball-reference.com/players/b/brameer01.shtml"">Erv Brame</a>",PIT,29,539,9,13,0,211,102,84,14,45,33,4.208,4.512,1.425,0.73,-0.35
"<a href=""https://www.baseball-reference.com/players/b/branded01.shtml"">Ed Brandt</a>",BSN,26,750,18,11,2,228,94,81,11,77,112,2.916,3.687,1.220,1.45,5.50
"<a href=""https://www.baseball-reference.com/players/b/braxtga01.shtml"">G. Braxton</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebraxtga01"" style=""display:none;""></input><label for=""footnotebraxtga01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbraxtga01"">CHA, SLA</div></span>",31,196,0,3,1,98,67,57,3,33,35,7.852,3.918,2.005,1.06,-1.23
"<a href=""https://www.baseball-reference.com/players/b/bridgto01.shtml"">T. Bridges</a>",DET,24,519,8,16,0,182,120,96,13,108,105,4.994,4.707,1.676,0.97,0.47
"<a href=""https://www.baseball-reference.com/players/b/brillji01.shtml"">J. Brillheart</a>",BOS,27,59,0,0,0,27,16,12,2,15,7,5.492,5.839,2.136,0.47,-0.16
"<a href=""https://www.baseball-reference.com/players/b/brownbo02.shtml"">Bob Brown</a>",BSN,20,19,0,1,0,9,7,6,0,3,2,8.526,3.825,1.895,0.67,-0.31
"<a href=""https://www.baseball-reference.com/players/b/browncl01.shtml"">Clint Brown</a>",CLE,27,700,11,15,0,284,143,122,10,55,50,4.706,3.914,1.453,0.91,1.99
"<a href=""https://www.baseball-reference.com/players/b/brownll01.shtml"">Lloyd Brown</a>",WS1,26,776,15,14,0,256,121,92,13,79,79,3.201,4.100,1.295,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/burkebo01.shtml"">Bobby Burke</a>",WS1,24,386,8,3,2,124,67,61,6,50,38,4.267,4.299,1.352,0.76,1.18
"<a href=""https://www.baseball-reference.com/players/b/bushgu01.shtml"">Guy Bush</a>",CHN,29,541,16,8,2,190,104,90,9,66,54,4.492,4.235,1.420,0.82,0.00
"<a href=""https://www.baseball-reference.com/players/c/cantwbe01.shtml"">Ben Cantwell</a>",BSN,29,469,7,9,2,160,73,63,4,34,32,3.627,3.695,1.241,0.94,0.00
"<a href=""https://www.baseball-reference.com/players/c/carawpa01.shtml"">Pat Caraway</a>",CHA,25,660,10,24,2,268,177,152,17,101,55,6.218,4.842,1.677,0.54,-2.31
"<a href=""https://www.baseball-reference.com/players/c/carroow01.shtml"">O. Carroll</a>",CIN,28,322,3,9,0,135,76,66,6,51,24,5.534,4.679,1.733,0.47,-1.23
"<a href=""https://www.baseball-reference.com/players/c/carteso01.shtml"">Sol Carter</a>",PHA,22,7,0,0,0,1,5,5,0,4,1,19.286,8.669,2.143,0.25,-0.23
"<a href=""https://www.baseball-reference.com/players/c/chaplti01.shtml"">Tiny Chaplin</a>",NY1,25,127,3,0,1,39,17,15,2,16,7,3.189,4.464,1.299,0.44,0.57
"<a href=""https://www.baseball-reference.com/players/c/clarkwa02.shtml"">Watty Clark</a>",BRO,29,700,14,10,1,243,86,83,4,52,96,3.201,3.168,1.264,1.85,0.00
"<a href=""https://www.baseball-reference.com/players/c/coffmdi01.shtml"">Dick Coffman</a>",SLA,24,508,9,13,1,159,81,73,10,51,39,3.880,4.326,1.240,0.76,3.68
"<a href=""https://www.baseball-reference.com/players/c/collior02.shtml"">O. Collier</a>",DET,24,31,0,1,0,17,12,9,0,7,3,7.839,4.363,2.323,0.43,-0.34
"<a href=""https://www.baseball-reference.com/players/c/colliph01.shtml"">Phil Collins</a>",PHI,29,721,12,16,4,268,126,103,14,83,73,3.857,4.241,1.460,0.88,4.11
"<a href=""https://www.baseball-reference.com/players/c/colliri01.shtml"">Rip Collins</a>",SLA,35,321,5,5,0,130,55,45,5,38,34,3.785,4.130,1.570,0.89,1.94
"<a href=""https://www.baseball-reference.com/players/c/connasa01.shtml"">S. Connally</a>",CLE,32,257,5,5,1,87,56,40,7,50,37,4.202,4.828,1.599,0.74,0.59
"<a href=""https://www.baseball-reference.com/players/c/coonebo01.shtml"">Bob Cooney</a>",SLA,23,118,0,3,0,46,21,18,1,20,13,4.119,4.219,1.678,0.65,0.83
"<a href=""https://www.baseball-reference.com/players/c/craghho01.shtml"">H. Craghead</a>",CLE,23,17,0,0,0,8,4,4,0,2,2,6.353,3.431,1.765,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/c/crowdal01.shtml"">G. Crowder</a>",WS1,32,703,18,11,2,255,117,101,13,72,85,3.879,4.022,1.395,1.18,0.00
"<a href=""https://www.baseball-reference.com/players/c/cunnibr01.shtml"">B. Cunningham</a>",BSN,25,410,3,12,1,157,74,68,7,54,32,4.478,4.470,1.544,0.59,0.66
"<a href=""https://www.baseball-reference.com/players/d/daype01.shtml"">P. Day</a>",BRO,31,172,2,2,1,75,38,29,5,13,30,4.552,3.842,1.535,2.31,-0.10
"<a href=""https://www.baseball-reference.com/players/d/derripa01.shtml"">P. Derringer</a>",SLN,24,635,18,8,2,225,88,79,9,65,134,3.359,3.263,1.370,2.06,0.00
"<a href=""https://www.baseball-reference.com/players/d/donohpe01.shtml"">Pete Donohue</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotedonohpe01"" style=""display:none;""></input><label for=""footnotedonohpe01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivdonohpe01"">NY1, CLE</div></span>",30,50,0,1,0,23,13,12,2,9,8,6.480,5.310,1.920,0.89,-0.16
"<a href=""https://www.baseball-reference.com/players/d/doyleje01.shtml"">Jess Doyle</a>",SLA,33,3,0,0,0,3,3,3,0,1,0,27.000,5.159,4.000,0.00,-0.09
"<a href=""https://www.baseball-reference.com/players/d/dudlecl01.shtml"">Clise Dudley</a>",PHI,27,537,8,14,0,206,95,70,10,56,50,3.520,4.109,1.464,0.89,2.65
"<a href=""https://www.baseball-reference.com/players/d/durhaed01.shtml"">Ed Durham</a>",BOS,23,496,8,10,0,175,91,78,9,50,53,4.246,4.020,1.361,1.06,1.67
"<a href=""https://www.baseball-reference.com/players/e/earnsge01.shtml"">G. Earnshaw</a>",PHA,31,845,21,7,6,255,130,115,16,75,152,3.675,3.545,1.172,2.03,0.00
"<a href=""https://www.baseball-reference.com/players/e/eckeral01.shtml"">Al Eckert</a>",CIN,25,56,0,1,0,26,20,19,3,9,5,9.161,5.983,1.875,0.56,-0.72
"<a href=""https://www.baseball-reference.com/players/e/ellioha01.shtml"">Hal Elliott</a>",PHI,32,99,0,2,2,46,36,35,5,19,8,9.545,6.236,1.970,0.42,-1.32
"<a href=""https://www.baseball-reference.com/players/e/ellioju01.shtml"">J. Elliott</a>",PHI,30,747,19,14,5,288,138,118,15,83,99,4.265,4.041,1.490,1.19,0.00
"<a href=""https://www.baseball-reference.com/players/f/faberre01.shtml"">Red Faber</a>",CHA,42,552,10,14,1,210,96,78,11,57,49,3.815,4.236,1.451,0.86,3.28
"<a href=""https://www.baseball-reference.com/players/f/falleed01.shtml"">E. Fallenstein</a>",PHI,22,125,0,0,0,56,37,33,2,26,15,7.128,4.809,1.968,0.58,-0.59
"<a href=""https://www.baseball-reference.com/players/f/ferrewe01.shtml"">Wes Ferrell</a>",CLE,23,829,22,12,3,276,134,115,9,130,123,3.745,4.026,1.469,0.95,0.00
"<a href=""https://www.baseball-reference.com/players/f/fischca01.shtml"">Carl Fischer</a>",WS1,25,573,13,9,3,207,98,93,12,80,96,4.382,4.141,1.503,1.20,0.00
"<a href=""https://www.baseball-reference.com/players/f/fitzsfr01.shtml"">F. Fitzsimmons</a>",NY1,29,761,18,11,0,242,111,86,16,62,78,3.051,4.091,1.198,1.26,0.00
"<a href=""https://www.baseball-reference.com/players/f/frankfr02.shtml"">F. Frankhouse</a>",BSN,27,382,8,8,1,125,64,57,4,43,50,4.029,3.687,1.319,1.16,1.44
"<a href=""https://www.baseball-reference.com/players/f/frasivi01.shtml"">Vic Frazier</a>",CHA,26,762,13,15,4,258,156,126,11,127,87,4.465,4.441,1.516,0.69,1.76
"<a href=""https://www.baseball-reference.com/players/f/frencla01.shtml"">Larry French</a>",PIT,23,827,15,13,1,301,127,100,9,70,73,3.265,3.765,1.346,1.04,0.00
"<a href=""https://www.baseball-reference.com/players/f/freybe01.shtml"">Benny Frey</a>",CIN,25,401,8,12,2,166,76,73,2,36,19,4.915,3.800,1.511,0.53,0.00
"<a href=""https://www.baseball-reference.com/players/g/galliph01.shtml"">P. Gallivan</a>",BRO,24,46,0,1,0,23,11,9,2,7,1,5.283,5.929,1.957,0.14,-0.04
"<a href=""https://www.baseball-reference.com/players/g/garlalo01.shtml"">Lou Garland</a>",CHA,25,50,0,2,0,30,24,19,2,14,4,10.260,6.163,2.640,0.29,-1.08
"<a href=""https://www.baseball-reference.com/players/g/gastomi01.shtml"">Milt Gaston</a>",BOS,35,357,2,13,0,137,76,59,4,41,33,4.462,4.017,1.496,0.80,0.37
"<a href=""https://www.baseball-reference.com/players/g/gomezle01.shtml"">Lefty Gomez</a>",NYA,22,729,21,9,3,206,88,72,7,85,150,2.667,3.256,1.198,1.76,5.83
"<a href=""https://www.baseball-reference.com/players/g/grantge02.shtml"">George Grant</a>",PIT,28,51,0,0,0,28,16,14,0,7,6,7.412,3.412,2.059,0.86,-0.43
"<a href=""https://www.baseball-reference.com/players/g/graysa01.shtml"">Sam Gray</a>",SLA,33,774,11,24,2,323,187,146,20,54,88,5.093,3.974,1.461,1.63,-0.09
"<a href=""https://www.baseball-reference.com/players/g/grimebu01.shtml"">B. Grimes</a>",SLN,37,637,17,9,0,240,97,86,11,59,67,3.645,3.857,1.408,1.14,0.00
"<a href=""https://www.baseball-reference.com/players/g/grovele01.shtml"">Lefty Grove</a>",PHA,31,866,31,4,5,249,84,66,10,62,175,2.058,2.981,1.077,2.82,10.39
