Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/buffich01.shtml"">C. Buffinton</a>",BSN,23,587,48,16,0,506,225,140,15,76,417,2.147,2.555,.991,5.49,14.94
"<a href=""https://www.baseball-reference.com/players/b/burkeja01.shtml"">James Burke</a>",BSU,?,322,19,15,0,326,201,102,10,31,255,2.851,2.406,1.109,8.23,-0.23
"<a href=""https://www.baseball-reference.com/players/b/burnsdi01.shtml"">Dick Burns</a>",CNU,20,329&frac23;,23,15,0,298,179,90,7,47,167,2.457,2.954,1.047,3.55,2.74
"<a href=""https://www.baseball-reference.com/players/b/burnsoy01.shtml"">Oyster Burns</a>",BL2,19,9,0,0,1,12,5,3,0,2,6,3.000,2.584,1.556,3.00,0.11
"<a href=""https://www.baseball-reference.com/players/c/cadych01.shtml"">Charlie Cady</a>",CHU,19,35,3,1,0,37,25,11,0,13,15,2.829,3.522,1.429,1.15,-0.26
"<a href=""https://www.baseball-reference.com/players/c/cahiljo01.shtml"">John Cahill</a>",CL5,19,16,1,0,0,15,15,9,0,4,1,5.062,3.329,1.188,0.25,-0.42
"<a href=""https://www.baseball-reference.com/players/c/carutbo01.shtml"">B. Caruthers</a>",SL4,20,82&frac23;,7,2,0,61,34,24,1,15,58,2.613,2.440,.919,3.87,1.66
"<a href=""https://www.baseball-reference.com/players/c/caseyda01.shtml"">Dan Casey</a>",WIL,21,18,1,1,0,23,17,2,0,4,10,1.000,2.857,1.500,2.50,-0.26
"<a href=""https://www.baseball-reference.com/players/c/cattajo01.shtml"">J. Cattanach</a>",2,21,22,1,1,0,14,17,9,0,8,15,3.682,2.987,1.000,1.88,-0.37
"<a href=""https://www.baseball-reference.com/players/c/chattji01.shtml"">J. Chatterton</a>",KCU,19,5,0,1,0,11,7,2,0,2,2,3.600,3.577,2.600,1.00,-0.26
"<a href=""https://www.baseball-reference.com/players/c/clarkjo01.shtml"">J. Clarkson</a>",CHN,22,118,10,3,0,94,64,28,10,25,102,2.136,3.278,1.008,4.08,1.66
"<a href=""https://www.baseball-reference.com/players/c/colemjo01.shtml"">John Coleman</a>",2,21,175&frac13;,5,17,0,244,161,92,9,24,42,4.722,3.766,1.529,1.75,-2.27
"<a href=""https://www.baseball-reference.com/players/c/comisch01.shtml"">C. Comiskey</a>",SL4,24,4,0,0,0,1,1,1,0,0,4,2.250,1.435,.250,&infin;,0.15
"<a href=""https://www.baseball-reference.com/players/c/conleed01.shtml"">Ed Conley</a>",PRO,19,71,4,4,0,63,47,17,4,22,33,2.155,4.033,1.197,1.50,-0.39
"<a href=""https://www.baseball-reference.com/players/c/connojo01.shtml"">Joe Connors</a>",2,?,21,0,2,0,42,28,13,1,5,1,5.571,4.318,2.238,0.20,-0.82
"<a href=""https://www.baseball-reference.com/players/c/connojo02.shtml"">John Connor</a>",BSN,22,60,1,4,0,70,44,21,1,18,29,3.150,3.414,1.467,1.61,-0.46
"<a href=""https://www.baseball-reference.com/players/c/conwaji01.shtml"">Jim Conway</a>",BR3,25,105&frac13;,3,9,0,132,84,52,4,15,25,4.443,3.622,1.396,1.67,-0.87
"<a href=""https://www.baseball-reference.com/players/c/corcoja01.shtml"">J. Corcoran</a>",BR3,26,1,0,0,0,0,0,0,0,1,0,.000,6.489,1.000,0.00,0.07
"<a href=""https://www.baseball-reference.com/players/c/corcola01.shtml"">L. Corcoran</a>",CHN,24,516&frac23;,35,23,0,473,286,138,35,116,272,2.404,3.787,1.140,2.34,0.00
"<a href=""https://www.baseball-reference.com/players/c/corcomi01.shtml"">M. Corcoran</a>",CHN,25,9,0,1,0,16,14,4,1,7,2,4.000,6.274,2.556,0.29,-0.34
"<a href=""https://www.baseball-reference.com/players/c/corkhpo01.shtml"">Pop Corkhill</a>",CN2,26,5,1,0,0,1,1,1,0,2,4,1.800,2.785,.600,2.00,0.23
"<a href=""https://www.baseball-reference.com/players/c/craneed01.shtml"">Ed Crane</a>",BSU,22,18,0,2,0,17,14,8,1,6,13,4.000,3.546,1.278,2.17,0.00
"<a href=""https://www.baseball-reference.com/players/c/crosbge01.shtml"">G. Crosby</a>",CHN,26,28,1,2,0,27,21,11,3,12,11,3.536,5.154,1.393,0.92,-0.14
"<a href=""https://www.baseball-reference.com/players/c/crothdo01.shtml"">D. Crothers</a>",KCU,24,25,1,2,0,26,15,5,0,6,11,1.800,3.111,1.280,1.83,0.07
"<a href=""https://www.baseball-reference.com/players/c/cudwoji01.shtml"">Jim Cudworth</a>",KCU,25,17,0,0,0,19,16,8,1,3,6,4.235,3.853,1.294,2.00,-0.40
"<a href=""https://www.baseball-reference.com/players/c/currywe01.shtml"">Wes Curry</a>",RIC,24,16,0,2,0,15,14,9,2,3,1,5.062,5.208,1.125,0.33,-0.23
"<a href=""https://www.baseball-reference.com/players/c/cushmed01.shtml"">Ed Cushman</a>",MLU,32,36,4,0,0,10,4,4,0,3,47,1.000,.704,.361,15.67,0.00
"<a href=""https://www.baseball-reference.com/players/d/dailyhu01.shtml"">Hugh Daily</a>",2,36,500&frac23;,28,28,0,446,268,135,11,72,483,2.427,2.085,1.035,6.71,4.59
"<a href=""https://www.baseball-reference.com/players/d/daniech01.shtml"">C. Daniels</a>",BSU,22,16&frac23;,0,2,0,20,14,8,0,2,12,4.320,2.268,1.320,6.00,-0.30
"<a href=""https://www.baseball-reference.com/players/d/davisda01.shtml"">Daisy Davis</a>",2,25,229&frac13;,11,15,0,246,149,91,3,43,156,3.571,2.465,1.260,3.63,0.85
"<a href=""https://www.baseball-reference.com/players/d/deaglre01.shtml"">Ren Deagle</a>",2,26,121&frac13;,7,7,0,119,69,44,0,22,35,3.264,3.014,1.162,1.59,0.28
"<a href=""https://www.baseball-reference.com/players/d/dorgami01.shtml"">Mike Dorgan</a>",NY1,30,113,8,6,0,98,84,44,5,51,90,3.504,3.602,1.319,1.76,-0.24
"<a href=""https://www.baseball-reference.com/players/d/dorseje01.shtml"">J. Dorsey</a>",BLU,?,4,0,1,0,7,8,4,1,0,3,9.000,4.827,1.750,&infin;,-0.32
"<a href=""https://www.baseball-reference.com/players/d/drewda01.shtml"">Dave Drew</a>",PHU,?,7,0,1,0,7,5,3,0,0,2,3.857,2.694,1.000,&infin;,-0.01
"<a href=""https://www.baseball-reference.com/players/d/driscde01.shtml"">D. Driscoll</a>",LS2,28,102,6,6,0,110,69,39,3,7,16,3.441,3.483,1.147,2.29,-0.97
"<a href=""https://www.baseball-reference.com/players/d/duganed01.shtml"">Ed Dugan</a>",RIC,?,166&frac13;,5,14,0,196,137,83,5,15,60,4.491,3.178,1.269,4.00,-1.81
"<a href=""https://www.baseball-reference.com/players/d/dundoed01.shtml"">Ed Dundon</a>",CL5,24,81,6,4,0,85,55,34,9,15,37,3.778,4.355,1.235,2.47,-0.75
"<a href=""https://www.baseball-reference.com/players/d/dunlafr01.shtml"">Fred Dunlap</a>",SLU,25,0&frac23;,0,0,1,2,1,1,0,0,1,13.500,1.331,3.000,&infin;,-0.06
"<a href=""https://www.baseball-reference.com/players/e/edench01.shtml"">Charlie Eden</a>",PT1,29,12,0,1,0,12,9,8,1,3,3,6.000,4.449,1.250,1.00,-0.05
"<a href=""https://www.baseball-reference.com/players/e/elybo01.shtml"">Bones Ely</a>",BFN,21,5,0,1,0,17,15,8,1,5,4,14.400,5.742,4.400,0.80,-0.41
"<a href=""https://www.baseball-reference.com/players/e/emslibo01.shtml"">Bob Emslie</a>",BL2,25,455&frac13;,32,17,0,419,241,139,5,88,264,2.747,2.746,1.113,3.00,6.78
"<a href=""https://www.baseball-reference.com/players/e/ewingbu01.shtml"">Buck Ewing</a>",NY1,24,8,0,1,0,7,3,1,0,4,3,1.125,4.119,1.375,0.75,0.28
"<a href=""https://www.baseball-reference.com/players/f/ferguch01.shtml"">C. Ferguson</a>",PHI,21,416&frac23;,21,25,1,443,297,164,13,93,194,3.542,3.410,1.286,2.09,1.46
"<a href=""https://www.baseball-reference.com/players/f/firthte01.shtml"">John Firth</a>",RIC,29,9,0,1,0,14,13,8,0,5,0,8.000,4.767,2.111,0.00,-0.34
"<a href=""https://www.baseball-reference.com/players/f/fishe01.shtml"">John Fischer</a>",PHU,27,70&frac23;,1,7,0,76,49,28,0,13,42,3.566,2.654,1.259,3.23,-0.01
"<a href=""https://www.baseball-reference.com/players/f/fogarji01.shtml"">Jim Fogarty</a>",PHI,20,1,0,0,0,2,2,0,0,0,1,.000,1.934,2.000,&infin;,-0.10
"<a href=""https://www.baseball-reference.com/players/f/foremfr01.shtml"">F. Foreman</a>",2,21,26,1,3,0,40,29,13,0,4,15,4.500,2.663,1.692,3.75,0.00
"<a href=""https://www.baseball-reference.com/players/f/foutzda01.shtml"">Dave Foutz</a>",SL4,27,206&frac23;,15,6,0,167,100,50,7,36,95,2.177,3.175,.982,2.64,2.59
"<a href=""https://www.baseball-reference.com/players/f/foxjo01.shtml"">John Fox</a>",PT1,25,59,1,6,0,76,59,37,2,16,22,5.644,3.605,1.559,1.38,-1.23
"<a href=""https://www.baseball-reference.com/players/g/gagusch01.shtml"">C. Geggus</a>",WSU,22,177&frac13;,10,9,0,143,100,50,2,38,156,2.538,2.298,1.021,4.11,1.68
"<a href=""https://www.baseball-reference.com/players/g/gallabi01.shtml"">B. Gallagher</a>",PHU,18,25,1,2,0,32,29,9,3,4,12,3.240,4.303,1.440,3.00,-0.80
"<a href=""https://www.baseball-reference.com/players/g/galvilo01.shtml"">Lou Galvin</a>",SPU,21,25,0,2,0,21,18,8,0,10,17,2.880,3.107,1.240,1.70,-0.70
"<a href=""https://www.baseball-reference.com/players/g/galvipu01.shtml"">Pud Galvin</a>",BFN,27,636&frac13;,46,22,0,566,254,141,23,63,369,1.994,2.860,.988,5.86,20.48
"<a href=""https://www.baseball-reference.com/players/g/gardngi01.shtml"">Gid Gardner</a>",CHU,25,6,0,1,0,10,8,4,0,1,4,6.000,2.570,1.833,4.00,-0.28
"<a href=""https://www.baseball-reference.com/players/g/geerbi01.shtml"">Billy Geer</a>",BR3,?,5,0,0,0,14,12,7,0,3,1,12.600,4.552,3.400,0.33,-0.55
"<a href=""https://www.baseball-reference.com/players/g/geisbi01.shtml"">Bill Geiss</a>",DTN,25,5,0,0,0,14,16,8,0,2,1,14.400,3.783,3.200,0.50,-0.42
"<a href=""https://www.baseball-reference.com/players/g/getzich01.shtml"">P. Getzien</a>",DTN,20,147&frac13;,5,12,0,118,73,32,2,25,107,1.955,2.490,.971,4.28,3.51
"<a href=""https://www.baseball-reference.com/players/g/glassja01.shtml"">J. Glasscock</a>",CL2,26,5,0,0,0,8,6,3,1,2,1,5.400,6.384,2.000,0.50,-0.18
"<a href=""https://www.baseball-reference.com/players/g/goldsfr01.shtml"">F. Goldsmith</a>",2,28,218,12,12,0,274,152,98,11,31,45,4.046,3.913,1.399,1.45,-0.87
"<a href=""https://www.baseball-reference.com/players/g/gormaja01.shtml"">Jack Gorman</a>",PT1,?,25,1,2,0,22,20,13,0,5,10,4.680,2.952,1.080,2.00,-0.19
"<a href=""https://www.baseball-reference.com/players/h/haganar01.shtml"">Art Hagan</a>",BFN,21,26,1,2,0,53,38,17,1,4,4,5.885,3.795,2.192,1.00,-0.94
"<a href=""https://www.baseball-reference.com/players/h/hamiljo01.shtml"">John Hamill</a>",WS7,23,156&frac23;,2,17,0,197,158,78,8,43,50,4.481,3.992,1.532,1.16,-3.16
"<a href=""https://www.baseball-reference.com/players/h/harkijo01.shtml"">John Harkins</a>",CL2,25,391,12,32,0,399,300,160,7,108,192,3.683,3.348,1.297,1.78,0.12
"<a href=""https://www.baseball-reference.com/players/h/heckegu01.shtml"">Guy Hecker</a>",LS2,28,670&frac23;,52,20,0,526,230,134,4,56,385,1.798,2.332,.868,6.88,15.52
"<a href=""https://www.baseball-reference.com/players/h/hendeha01.shtml"">H. Henderson</a>",BL2,21,439&frac13;,27,23,0,382,235,128,9,116,346,2.622,2.650,1.134,2.98,6.33
"<a href=""https://www.baseball-reference.com/players/h/henryjo01.shtml"">John Henry</a>",CL2,20,42,1,4,0,46,39,17,2,26,23,3.643,4.601,1.714,0.88,-0.50
"<a href=""https://www.baseball-reference.com/players/h/hibbajo01.shtml"">John Hibbard</a>",CHN,19,17,1,1,0,18,10,5,1,9,4,2.647,5.532,1.588,0.44,0.16
"<a href=""https://www.baseball-reference.com/players/h/hickmer01.shtml"">E. Hickman</a>",KCU,?,137&frac13;,4,13,0,172,146,69,5,36,68,4.522,3.524,1.515,1.89,-4.23
"<a href=""https://www.baseball-reference.com/players/h/hilsech01.shtml"">C. Hilsey</a>",PH4,20,27,2,1,0,29,19,14,0,5,10,4.667,3.086,1.259,2.00,-0.11
"<a href=""https://www.baseball-reference.com/players/h/hinespa01.shtml"">Paul Hines</a>",PRO,29,1,0,0,0,3,1,0,0,0,0,.000,3.269,3.000,&infin;,-0.04
"<a href=""https://www.baseball-reference.com/players/h/hodnech01.shtml"">C. Hodnett</a>",SLU,?,121,12,2,0,121,56,27,0,16,41,2.008,2.985,1.132,2.56,0.40
"<a href=""https://www.baseball-reference.com/players/h/horanjo01.shtml"">P. Horan</a>",CHU,?,98,3,6,0,94,73,38,0,24,55,3.490,2.883,1.204,2.29,-0.98
"<a href=""https://www.baseball-reference.com/players/h/housech01.shtml"">C. Householder</a>",CHU,28,3,0,0,0,4,3,1,0,0,3,3.000,1.467,1.333,&infin;,-0.10
"<a href=""https://www.baseball-reference.com/players/h/hutchbi01.shtml"">B. Hutchison</a>",KCU,24,17,1,1,0,14,11,5,0,1,5,2.647,2.834,.882,5.00,-0.03
"<a href=""https://www.baseball-reference.com/players/i/irwinar01.shtml"">Arthur Irwin</a>",PRO,26,3,0,0,0,5,2,1,0,1,0,3.000,4.189,2.000,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/k/keefeti01.shtml"">Tim Keefe</a>",NY4,27,483,37,17,0,380,196,121,5,71,334,2.255,2.337,.934,4.70,7.54
"<a href=""https://www.baseball-reference.com/players/k/keenaji01.shtml"">Jim Keenan</a>",IN2,28,3,0,0,0,2,1,1,0,0,0,3.000,3.269,.667,&infin;,0.11
"<a href=""https://www.baseball-reference.com/players/k/kellyki01.shtml"">King Kelly</a>",CHN,26,5&frac13;,0,1,0,12,11,5,2,2,1,8.438,7.800,2.625,0.50,-0.49
"<a href=""https://www.baseball-reference.com/players/k/kented01.shtml"">Ed Kent</a>",TL1,24,9,0,1,0,14,11,6,0,3,4,6.000,3.093,1.889,1.33,-0.28
"<a href=""https://www.baseball-reference.com/players/k/kimbesa01.shtml"">Sam Kimber</a>",BR3,31,361&frac13;,18,20,0,364,240,153,6,72,122,3.811,3.283,1.207,1.69,1.04
"<a href=""https://www.baseball-reference.com/players/k/kirbyjo01.shtml"">John Kirby</a>",KCU,19,11,0,1,0,13,10,5,0,2,1,4.091,3.631,1.364,0.50,0.00
"<a href=""https://www.baseball-reference.com/players/k/knighjo01.shtml"">Joe Knight</a>",PHI,24,51,2,4,0,66,53,31,2,21,8,5.471,4.653,1.706,0.38,-0.99
"<a href=""https://www.baseball-reference.com/players/k/knighlo01.shtml"">Lon Knight</a>",PH4,31,14,0,1,0,24,19,14,0,4,2,9.000,3.576,2.000,0.50,-0.58
"<a href=""https://www.baseball-reference.com/players/k/krieg01.shtml"">F. Kreeger</a>",KCU,?,7,0,1,0,9,8,0,0,5,3,.000,4.466,2.000,0.60,-0.25
"<a href=""https://www.baseball-reference.com/players/l/lauerch01.shtml"">Chuck Lauer</a>",PT1,19,19,0,2,0,23,25,16,0,9,8,7.579,3.368,1.684,0.89,-0.75
"<a href=""https://www.baseball-reference.com/players/l/learyja01.shtml"">Jack Leary</a>",2,26,34,0,5,0,45,44,20,0,7,13,5.294,3.132,1.529,1.86,-1.29
"<a href=""https://www.baseball-reference.com/players/l/leeto01.shtml"">Tom Lee</a>",2,22,167&frac13;,6,12,0,176,131,65,13,44,95,3.496,3.921,1.315,2.16,-0.81
"<a href=""https://www.baseball-reference.com/players/l/lilliji01.shtml"">Jim Lillie</a>",BFN,22,13,0,1,0,22,24,9,0,5,4,6.231,3.700,2.077,0.80,-0.69
"<a href=""https://www.baseball-reference.com/players/l/lockwmi01.shtml"">M. Lockwood</a>",WSU,26,67&frac23;,1,9,0,99,95,55,4,15,48,7.315,3.282,1.685,3.20,-3.23
"<a href=""https://www.baseball-reference.com/players/l/lynchja01.shtml"">Jack Lynch</a>",NY4,27,496,37,15,0,420,225,147,10,42,292,2.667,2.525,.931,6.95,5.18
"<a href=""https://www.baseball-reference.com/players/l/lynchto02.shtml"">Thomas Lynch</a>",CHN,?,7,0,0,0,7,4,2,1,3,2,2.571,5.947,1.429,0.67,0.08
"<a href=""https://www.baseball-reference.com/players/m/macarma01.shtml"">M. MacArthur</a>",IN2,22,52,1,5,0,57,49,29,1,21,19,5.019,3.882,1.500,0.90,-0.90
"<a href=""https://www.baseball-reference.com/players/m/mathebo01.shtml"">B. Mathews</a>",PH4,32,430&frac23;,30,18,0,401,238,159,10,49,286,3.323,2.497,1.045,5.84,4.32
"<a href=""https://www.baseball-reference.com/players/m/mattec.01.shtml"">C. Matteson</a>",SLU,22,6,1,0,0,9,11,6,1,3,3,9.000,5.697,2.000,1.00,-0.40
"<a href=""https://www.baseball-reference.com/players/m/maulal01.shtml"">Al Maul</a>",PHU,18,8,0,1,0,10,7,4,0,1,7,4.500,2.027,1.375,7.00,0.00
"<a href=""https://www.baseball-reference.com/players/m/mccarto01.shtml"">T. McCarthy</a>",BSU,20,56,0,7,0,73,53,30,2,14,18,4.821,3.813,1.554,1.29,-1.40
"<a href=""https://www.baseball-reference.com/players/m/mccaual01.shtml"">Al McCauley</a>",IN2,21,76,2,7,0,87,74,43,2,25,34,5.092,3.679,1.474,1.36,-1.51
"<a href=""https://www.baseball-reference.com/players/m/mccorje01.shtml"">J. McCormick</a>",PHU,22,2,0,0,0,5,4,2,1,0,3,9.000,5.930,2.500,&infin;,-0.20
"<a href=""https://www.baseball-reference.com/players/m/mccorji01.shtml"">J. McCormick</a>",2,27,569,40,25,0,508,263,150,19,89,343,2.373,2.958,1.049,3.85,0.00
"<a href=""https://www.baseball-reference.com/players/m/mcelrji01.shtml"">Jim McElroy</a>",2,21,116,1,13,0,125,118,66,1,54,48,5.121,3.949,1.543,0.89,-2.16
"<a href=""https://www.baseball-reference.com/players/m/mcfarch01.shtml"">C. McFarland</a>",BLU,22,3,0,1,0,9,10,5,1,1,3,15.000,5.616,3.333,3.00,-0.39
"<a href=""https://www.baseball-reference.com/players/m/mcginju01.shtml"">J. McGinnis</a>",SL4,30,354&frac13;,24,16,0,331,196,112,4,35,141,2.845,2.801,1.033,4.03,0.00
"<a href=""https://www.baseball-reference.com/players/m/mckeola01.shtml"">Larry McKeon</a>",IN2,18,512,18,41,0,488,350,199,20,94,308,3.498,3.018,1.137,3.28,0.96
"<a href=""https://www.baseball-reference.com/players/m/mclauba01.shtml"">B. McLaughlin</a>",KCU,?,48&frac23;,1,3,0,62,44,29,2,15,14,5.363,4.120,1.582,0.93,-1.06
"<a href=""https://www.baseball-reference.com/players/m/mclaufr01.shtml"">F. McLaughlin</a>",KCU,?,10,0,0,0,15,12,6,0,2,3,5.400,3.269,1.700,1.50,-0.42
"<a href=""https://www.baseball-reference.com/players/m/mclauji01.shtml"">J. McLaughlin</a>",BL2,23,22,1,2,0,27,22,9,2,11,8,3.682,5.288,1.727,0.73,-0.51
"<a href=""https://www.baseball-reference.com/players/m/mcsortr01.shtml"">T. McSorley</a>",TL1,31,2,0,0,0,5,2,1,0,0,1,4.500,2.358,2.500,&infin;,-0.05
"<a href=""https://www.baseball-reference.com/players/m/meegape01.shtml"">Pete Meegan</a>",RIC,21,179,7,12,0,177,130,86,7,29,106,4.324,2.839,1.151,3.66,-0.60
"<a href=""https://www.baseball-reference.com/players/m/meinkfr01.shtml"">Frank Meinke</a>",DTN,20,289,8,23,0,341,217,102,10,63,124,3.176,3.507,1.398,1.97,-0.13
"<a href=""https://www.baseball-reference.com/players/m/millecy01.shtml"">C. Miller</a>",3,24,52&frac23;,3,3,0,57,45,19,5,17,26,3.247,4.511,1.405,1.53,-0.32
"<a href=""https://www.baseball-reference.com/players/m/moffesa01.shtml"">Sam Moffet</a>",CL2,27,197&frac23;,3,19,0,236,165,85,9,58,84,3.870,3.884,1.487,1.45,-1.02
"<a href=""https://www.baseball-reference.com/players/m/moriage01.shtml"">G. Moriarty</a>",IN2,21,13&frac23;,0,2,0,16,13,8,0,7,4,5.268,3.965,1.683,0.57,-0.26
"<a href=""https://www.baseball-reference.com/players/m/morrie.01.shtml"">James Morris</a>",BLU,23,1,0,0,0,2,2,1,0,2,0,9.000,8.422,4.000,0.00,-0.11
"<a href=""https://www.baseball-reference.com/players/m/morried01.shtml"">Ed Morris</a>",CL5,21,429&frac23;,34,13,0,335,159,104,3,51,302,2.178,2.173,.898,5.92,8.61
"<a href=""https://www.baseball-reference.com/players/m/morrijo01.shtml"">John Morrill</a>",BSN,29,23,0,1,2,34,23,19,0,6,13,7.435,2.967,1.739,2.17,-0.69
"<a href=""https://www.baseball-reference.com/players/m/mortoch01.shtml"">C. Morton</a>",TL1,29,23&frac13;,0,1,0,18,14,8,0,5,7,3.086,3.173,.986,1.40,0.21
"<a href=""https://www.baseball-reference.com/players/m/mortosp01.shtml"">S. Morton</a>",PHI,25,17,0,2,0,16,20,10,0,11,5,5.294,4.601,1.588,0.45,-0.44
"<a href=""https://www.baseball-reference.com/players/m/mountbi01.shtml"">B. Mountjoy</a>",CN2,25,289,19,12,0,274,148,94,5,43,96,2.927,3.103,1.097,2.23,0.00
"<a href=""https://www.baseball-reference.com/players/m/mountfr01.shtml"">F. Mountain</a>",CL5,24,360&frac23;,23,17,1,289,163,98,7,78,156,2.445,3.210,1.018,2.00,4.00
"<a href=""https://www.baseball-reference.com/players/m/mullato01.shtml"">Tony Mullane</a>",TL1,25,567,36,26,0,481,276,159,5,89,325,2.524,2.522,1.005,3.65,0.00
"<a href=""https://www.baseball-reference.com/players/m/murphco01.shtml"">Con Murphy</a>",PHI,20,26,0,3,0,37,34,19,1,6,10,6.577,3.665,1.654,1.67,-0.80
"<a href=""https://www.baseball-reference.com/players/m/murphjo01.shtml"">John Murphy</a>",2,?,159&frac23;,5,12,0,193,126,64,6,11,73,3.608,3.059,1.278,6.64,-0.01
"<a href=""https://www.baseball-reference.com/players/n/neaglja01.shtml"">Jack Neagle</a>",PT1,26,326,11,26,0,354,219,135,6,70,85,3.727,3.463,1.301,1.21,1.04
"<a href=""https://www.baseball-reference.com/players/n/nelsobi01.shtml"">Bill Nelson</a>",PT1,20,26,1,2,0,26,21,13,1,8,6,4.500,3.803,1.308,0.75,-0.21
"<a href=""https://www.baseball-reference.com/players/n/nolanth01.shtml"">T. Nolan</a>",WIL,28,40,1,4,0,44,28,13,1,7,52,2.925,1.682,1.275,7.43,0.18
"<a href=""https://www.baseball-reference.com/players/o/oberbhe01.shtml"">H. Oberbeck</a>",2,26,35&frac23;,0,5,0,56,38,21,0,5,7,5.299,3.294,1.710,1.40,-1.10
