Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/d/denzero01.shtml"">Roger Denzer</a>",NY1,29,61&‌#8532;,2,6,0,69,30,23,2,5,22,3.357,2.779,1.200,4.40,.99
"<a href=""https://www.baseball-reference.com/players/d/dinnebi01.shtml"">Bill Dinneen</a>",BSN,25,309&‌#8531;,15,18,0,295,136,101,8,77,141,2.939,3.040,1.203,1.83,6.05
"<a href=""https://www.baseball-reference.com/players/d/dohened01.shtml"">Ed Doheny</a>",2,27,150&‌#8532;,8,7,0,156,89,54,2,39,64,3.226,2.804,1.294,1.64,.11
"<a href=""https://www.baseball-reference.com/players/d/donahre01.shtml"">Red Donahue</a>",PHI,28,295&‌#8531;,20,13,1,299,111,85,2,59,88,2.590,2.924,1.212,1.49,.00
"<a href=""https://www.baseball-reference.com/players/d/donovbi01.shtml"">Bill Donovan</a>",BRO,24,351,25,15,3,324,151,108,1,152,226,2.769,2.904,1.356,1.49,5.94
"<a href=""https://www.baseball-reference.com/players/d/donovto01.shtml"">Tom Donovan</a>",CLE,28,7,0,0,0,16,11,4,0,3,0,5.143,3.262,2.714,.00,-.29
"<a href=""https://www.baseball-reference.com/players/d/dowlipe01.shtml"">Pete Dowling</a>",2,24,306,12,25,1,340,209,141,2,118,124,4.147,3.164,1.497,1.05,-.90
"<a href=""https://www.baseball-reference.com/players/d/dugglbi01.shtml"">Bill Duggleby</a>",PHI,27,284&‌#8532;,20,12,0,302,120,91,9,41,95,2.877,2.995,1.205,2.32,4.84
"<a href=""https://www.baseball-reference.com/players/d/dunnja01.shtml"">Jack Dunn</a>",2,28,64&‌#8531;,3,4,0,85,61,35,2,28,6,4.896,4.259,1.756,.21,-.73
"<a href=""https://www.baseball-reference.com/players/e/easonma01.shtml"">Mal Eason</a>",CHN,22,220&‌#8532;,8,17,0,246,136,88,9,60,68,3.589,3.477,1.387,1.13,.00
"<a href=""https://www.baseball-reference.com/players/f/felixha01.shtml"">Harry Felix</a>",NY1,25,2,0,0,0,3,0,0,0,0,0,.000,2.924,1.500,&infin;,.14
"<a href=""https://www.baseball-reference.com/players/f/ferguch02.shtml"">Charlie Ferguson</a>",CHN,26,2,0,0,0,1,0,0,0,2,0,.000,6.396,1.500,.00,.13
"<a href=""https://www.baseball-reference.com/players/f/fishech04.shtml"">Chauncey Fisher</a>",2,29,7,0,0,0,18,14,12,0,3,1,15.429,3.663,3.000,.33,-.60
"<a href=""https://www.baseball-reference.com/players/f/foremfr01.shtml"">Frank Foreman</a>",2,38,199&‌#8531;,12,7,1,233,129,86,3,60,42,3.883,3.472,1.470,.70,-.22
"<a href=""https://www.baseball-reference.com/players/f/frasech01.shtml"">Chick Fraser</a>",PHA,27,331,22,16,0,344,210,140,6,132,110,3.807,3.405,1.438,.83,2.77
"<a href=""https://www.baseball-reference.com/players/f/friskem01.shtml"">Emil Frisk</a>",DET,26,74&‌#8532;,5,4,0,94,60,36,1,26,22,4.339,3.450,1.607,.85,-.40
"<a href=""https://www.baseball-reference.com/players/g/garvine01.shtml"">Ned Garvin</a>",MLA,27,257&‌#8531;,8,20,1,258,155,99,4,90,122,3.462,3.064,1.352,1.36,.00
"<a href=""https://www.baseball-reference.com/players/g/gearda01.shtml"">Dale Gear</a>",WS1,29,163,4,11,1,199,100,73,9,22,35,4.031,3.533,1.356,1.59,1.88
"<a href=""https://www.baseball-reference.com/players/g/griffcl01.shtml"">Clark Griffith</a>",CHA,31,266&‌#8532;,24,7,1,275,114,79,4,50,67,2.666,3.137,1.219,1.34,5.66
"<a href=""https://www.baseball-reference.com/players/g/guesewh01.shtml"">Whitey Guese</a>",CIN,29,44&‌#8531;,1,4,0,62,48,30,5,14,11,6.090,4.563,1.714,.79,-1.36
"<a href=""https://www.baseball-reference.com/players/h/hahnno01.shtml"">Noodles Hahn</a>",CIN,22,375&‌#8531;,22,19,0,370,159,113,12,69,239,2.710,2.545,1.170,3.46,7.88
"<a href=""https://www.baseball-reference.com/players/h/harpeja01.shtml"">Jack Harper</a>",SLN,23,308&‌#8532;,23,13,0,294,158,124,7,99,128,3.616,3.204,1.273,1.29,.00
"<a href=""https://www.baseball-reference.com/players/h/hartbi01.shtml"">Bill Hart</a>",CLE,35,157&‌#8532;,7,11,0,180,109,66,3,57,48,3.767,3.448,1.503,.84,.52
"<a href=""https://www.baseball-reference.com/players/h/harveza01.shtml"">Zaza Harvey</a>",CHA,22,92,3,7,1,91,59,37,2,34,27,3.620,3.580,1.359,.79,.16
"<a href=""https://www.baseball-reference.com/players/h/hawlepi01.shtml"">Pink Hawley</a>",MLA,28,182&‌#8531;,7,14,0,228,133,93,3,41,50,4.590,3.108,1.475,1.22,.29
"<a href=""https://www.baseball-reference.com/players/h/heismcr01.shtml"">Crese Heismann</a>",CIN,21,13&‌#8532;,0,1,0,18,9,9,1,6,6,5.927,3.621,1.756,1.00,.00
"<a href=""https://www.baseball-reference.com/players/h/hestela01.shtml"">Larry Hesterfer</a>",NY1,23,6,0,1,0,15,15,5,0,3,2,7.500,3.543,3.000,.67,-.41
"<a href=""https://www.baseball-reference.com/players/h/hickmch01.shtml"">Charlie Hickman</a>",NY1,25,65,3,5,0,76,42,33,1,26,11,4.569,3.842,1.569,.42,.00
"<a href=""https://www.baseball-reference.com/players/h/highed01.shtml"">Ed High</a>",DET,27,18,1,0,0,21,9,7,0,6,4,3.500,3.305,1.500,.67,.38
"<a href=""https://www.baseball-reference.com/players/h/hoffebi01.shtml"">Bill Hoffer</a>",CLE,30,99,3,8,3,113,78,50,2,35,19,4.545,3.827,1.495,.54,-.44
"<a href=""https://www.baseball-reference.com/players/h/howelha01.shtml"">Harry Howell</a>",BLA,24,294&‌#8532;,14,21,0,333,188,120,5,79,93,3.665,3.242,1.398,1.18,4.27
"<a href=""https://www.baseball-reference.com/players/h/hugheja01.shtml"">Jay Hughes</a>",BRO,27,250&‌#8532;,17,12,0,265,125,91,3,102,96,3.267,3.391,1.464,.94,2.40
"<a href=""https://www.baseball-reference.com/players/h/hugheto01.shtml"">Tom Hughes</a>",CHN,22,308&‌#8531;,10,23,0,309,166,111,4,115,225,3.240,2.592,1.375,1.96,1.94
"<a href=""https://www.baseball-reference.com/players/h/hustibe01.shtml"">Bert Husting</a>",MLA,23,217&‌#8531;,9,15,1,234,151,103,5,95,67,4.265,3.739,1.514,.71,.96
"<a href=""https://www.baseball-reference.com/players/i/isbelfr01.shtml"">Frank Isbell</a>",CHA,25,1,0,0,0,2,1,1,0,0,0,9.000,2.924,2.000,&infin;,-.03
"<a href=""https://www.baseball-reference.com/players/j/jonesco01.shtml"">Cowboy Jones</a>",SLN,26,76&‌#8531;,2,6,0,97,51,38,4,22,25,4.480,3.669,1.559,1.14,-.81
"<a href=""https://www.baseball-reference.com/players/j/jonesji01.shtml"">Jim Jones</a>",NY1,24,5,0,1,0,6,6,6,0,2,3,10.800,2.924,1.600,1.50,-.21
"<a href=""https://www.baseball-reference.com/players/k/karnsbi01.shtml"">Bill Karns</a>",BLA,25,17,1,0,0,30,18,12,0,9,5,6.353,3.777,2.294,.56,-.31
"<a href=""https://www.baseball-reference.com/players/k/katolja01.shtml"">Jack Katoll</a>",CHA,29,208,11,10,0,231,126,65,3,53,59,2.812,3.148,1.365,1.11,.00
"<a href=""https://www.baseball-reference.com/players/k/kelluwi01.shtml"">Win Kellum</a>",BOS,25,48,2,3,0,61,42,34,3,7,8,6.375,3.634,1.417,1.14,-.75
"<a href=""https://www.baseball-reference.com/players/k/kennebr01.shtml"">Brickyard Kennedy</a>",BRO,33,85&‌#8531;,3,5,0,80,40,29,1,24,28,3.059,3.239,1.219,1.17,1.09
"<a href=""https://www.baseball-reference.com/players/k/kitsofr01.shtml"">Frank Kitson</a>",BRO,31,280&‌#8532;,19,11,2,312,135,93,9,67,127,2.982,3.043,1.350,1.90,.00
"<a href=""https://www.baseball-reference.com/players/l/lawsobo01.shtml"">Bob Lawson</a>",BSN,25,46,2,2,0,45,28,17,0,28,12,3.326,4.064,1.587,.43,.07
"<a href=""https://www.baseball-reference.com/players/l/leevesa01.shtml"">Sam Leever</a>",PIT,29,176,14,5,0,182,82,56,2,39,82,2.864,2.686,1.256,2.10,1.37
"<a href=""https://www.baseball-reference.com/players/l/leewa01.shtml"">Watty Lee</a>",WS1,21,262,16,16,0,328,184,128,14,45,63,4.397,3.510,1.424,1.40,.96
"<a href=""https://www.baseball-reference.com/players/l/leitndu01.shtml"">Dummy Leitner</a>",2,30,20,0,2,0,28,9,9,0,5,4,4.050,3.109,1.650,.80,.00
"<a href=""https://www.baseball-reference.com/players/l/lewiste01.shtml"">Ted Lewis</a>",BOS,28,316&‌#8531;,16,17,1,299,172,124,14,91,103,3.528,3.662,1.233,1.13,2.96
"<a href=""https://www.baseball-reference.com/players/l/livinja01.shtml"">Jake Livingstone</a>",NY1,26,12,0,0,0,26,13,12,0,7,6,9.000,2.924,2.750,.86,-.38
"<a href=""https://www.baseball-reference.com/players/l/loospe01.shtml"">Pete Loos</a>",PHA,23,1,0,1,0,2,5,3,0,4,0,27.000,12.645,6.000,.00,-.27
"<a href=""https://www.baseball-reference.com/players/m/mageebi01.shtml"">Bill Magee</a>",2,25,50&‌#8531;,0,4,0,64,40,32,4,15,17,5.722,3.908,1.570,1.13,.03
"<a href=""https://www.baseball-reference.com/players/m/mathech01.shtml"">Christy Mathewson</a>",NY1,20,336,20,17,0,288,131,90,3,97,221,2.411,2.463,1.146,2.28,.00
"<a href=""https://www.baseball-reference.com/players/m/maulal01.shtml"">Al Maul</a>",NY1,35,19,0,3,0,39,27,24,1,8,5,11.368,3.831,2.474,.62,-.87
"<a href=""https://www.baseball-reference.com/players/m/mcaleja01.shtml"">Jack McAleese</a>",CHA,22,3,0,0,0,7,3,3,0,1,1,9.000,3.172,2.667,1.00,-.08
"<a href=""https://www.baseball-reference.com/players/m/mcaleji01.shtml"">Jimmy McAleer</a>",CLE,36,0&‌#8531;,0,0,0,2,3,0,0,3,0,.000,15.075,15.000,.00,-.20
"<a href=""https://www.baseball-reference.com/players/m/mccange01.shtml"">Gene McCann</a>",BRO,26,34,2,3,0,34,25,13,1,16,9,3.441,3.867,1.471,.56,-.42
"<a href=""https://www.baseball-reference.com/players/m/mcfadba01.shtml"">Barney McFadden</a>",CIN,26,46,3,4,0,54,39,31,2,40,11,6.065,5.210,2.043,.28,-.84
"<a href=""https://www.baseball-reference.com/players/m/mcginjo01.shtml"">Joe McGinnity</a>",BLA,30,382,26,20,1,412,219,151,7,96,75,3.558,3.363,1.330,.78,8.02
"<a href=""https://www.baseball-reference.com/players/m/mcjamdo01.shtml"">Doc McJames</a>",BRO,26,91,5,6,0,104,71,48,1,40,42,4.747,3.223,1.582,1.05,-1.39
"<a href=""https://www.baseball-reference.com/players/m/mcneaha01.shtml"">Harry McNeal</a>",CLE,23,85&‌#8531;,5,5,0,120,68,42,4,30,15,4.430,3.895,1.758,.50,-.42
"<a href=""https://www.baseball-reference.com/players/m/mcphejo01.shtml"">John McPherson</a>",PHA,32,4,0,1,0,7,5,5,0,4,0,11.250,4.843,2.750,.00,-.15
"<a href=""https://www.baseball-reference.com/players/m/menefjo01.shtml"">Jock Menefee</a>",CHN,33,182&‌#8531;,8,12,0,201,102,77,4,34,55,3.801,3.066,1.289,1.62,.78
"<a href=""https://www.baseball-reference.com/players/m/mercewi01.shtml"">Win Mercer</a>",WS1,27,179&‌#8532;,9,13,1,217,126,91,8,50,31,4.558,3.812,1.486,.62,.67
"<a href=""https://www.baseball-reference.com/players/m/merrige01.shtml"">George Merritt</a>",PIT,21,24,3,0,0,28,18,13,0,5,5,4.875,2.883,1.375,1.00,-.39
"<a href=""https://www.baseball-reference.com/players/m/millero01.shtml"">Roscoe Miller</a>",DET,24,332,23,13,1,339,168,109,1,98,79,2.955,3.261,1.316,.81,6.88
"<a href=""https://www.baseball-reference.com/players/m/millibi01.shtml"">Billy Milligan</a>",PHA,22,33,0,3,0,43,24,16,1,14,5,4.364,4.062,1.727,.36,.02
"<a href=""https://www.baseball-reference.com/players/m/millswi01.shtml"">Willie Mills</a>",NY1,23,16,0,2,0,21,15,15,2,4,3,8.438,4.702,1.562,.75,-.34
"<a href=""https://www.baseball-reference.com/players/m/mitchfr01.shtml"">Fred Mitchell</a>",BOS,23,108&‌#8532;,6,6,0,115,67,46,2,51,34,3.810,3.644,1.528,.67,.00
"<a href=""https://www.baseball-reference.com/players/m/mooreea01.shtml"">Earl Moore</a>",CLE,23,251&‌#8531;,16,14,0,234,129,81,4,107,99,2.901,3.542,1.357,.93,.00
"<a href=""https://www.baseball-reference.com/players/m/morrifr01.shtml"">Frank Morrissey</a>",BOS,25,4&‌#8531;,0,0,0,5,1,1,0,2,1,2.077,2.483,1.615,.50,.17
"<a href=""https://www.baseball-reference.com/players/m/murphed01.shtml"">Ed Murphy</a>",SLN,24,165,10,9,0,201,105,77,5,32,42,4.200,3.362,1.412,1.31,-1.36
"<a href=""https://www.baseball-reference.com/players/n/newtodo01.shtml"">Doc Newton</a>",2,23,273&‌#8531;,10,18,0,300,159,110,7,89,110,3.622,3.196,1.423,1.24,-.98
"<a href=""https://www.baseball-reference.com/players/n/nichoki01.shtml"">Kid Nichols</a>",BSN,31,321,19,16,0,306,146,115,8,90,143,3.224,3.109,1.234,1.59,.00
"<a href=""https://www.baseball-reference.com/players/n/nopsje01.shtml"">Jerry Nops</a>",BLA,26,176&‌#8532;,12,10,1,192,123,80,5,59,43,4.075,3.590,1.421,.73,1.65
"<a href=""https://www.baseball-reference.com/players/o/o'neimi01.shtml"">Mike O'Neill</a>",SLN,23,41,2,2,0,29,12,6,2,10,16,1.317,3.166,.951,1.60,1.11
"<a href=""https://www.baseball-reference.com/players/o/orthal01.shtml"">Al Orth</a>",PHI,28,281&‌#8532;,20,12,1,250,101,71,3,32,92,2.269,2.652,1.001,2.88,.00
"<a href=""https://www.baseball-reference.com/players/o/owenfr01.shtml"">Frank Owen</a>",DET,21,56,1,3,0,70,43,27,1,30,17,4.339,3.898,1.786,.57,-.15
"<a href=""https://www.baseball-reference.com/players/p/parkedo01.shtml"">Doc Parker</a>",CIN,29,8,0,1,0,26,21,14,1,2,0,15.750,4.527,3.500,.00,-.42
"<a href=""https://www.baseball-reference.com/players/p/patteca01.shtml"">Casey Patten</a>",WS1,27,254&‌#8531;,18,10,0,285,163,111,8,74,109,3.928,3.144,1.412,1.47,.00
"<a href=""https://www.baseball-reference.com/players/p/pattero01.shtml"">Roy Patterson</a>",CHA,24,312&‌#8531;,20,15,0,345,164,117,11,62,127,3.371,3.057,1.303,2.05,3.70
"<a href=""https://www.baseball-reference.com/players/p/phillbi02.shtml"">Bill Phillips</a>",CIN,32,281&‌#8531;,14,18,0,364,196,145,7,67,109,4.639,3.052,1.532,1.63,-1.66
"<a href=""https://www.baseball-reference.com/players/p/phillde01.shtml"">Deacon Phillippe</a>",PIT,29,296,22,12,2,274,115,73,7,38,103,2.220,2.815,1.054,2.71,4.76
"<a href=""https://www.baseball-reference.com/players/p/phylebi01.shtml"">Bill Phyle</a>",NY1,26,168&‌#8532;,7,10,1,208,121,80,2,54,62,4.269,3.186,1.553,1.15,-1.08
"<a href=""https://www.baseball-reference.com/players/p/piattwi01.shtml"">Wiley Piatt</a>",2,26,191&‌#8532;,9,14,1,218,141,88,5,74,64,4.132,3.633,1.523,.86,-.71
"<a href=""https://www.baseball-reference.com/players/p/pittito01.shtml"">Togie Pittinger</a>",BSN,29,281&‌#8531;,13,16,0,288,135,94,7,76,129,3.007,3.056,1.294,1.70,4.20
"<a href=""https://www.baseball-reference.com/players/p/planked01.shtml"">Eddie Plank</a>",PHA,25,260&‌#8532;,17,13,0,254,133,96,3,68,90,3.315,3.088,1.235,1.32,5.26
"<a href=""https://www.baseball-reference.com/players/p/pooleed01.shtml"">Ed Poole</a>",PIT,26,80,5,4,0,78,45,32,3,30,26,3.600,3.687,1.350,.87,.00
"<a href=""https://www.baseball-reference.com/players/p/powelja01.shtml"">Jack Powell</a>",SLN,26,338&‌#8531;,19,19,3,351,168,133,14,50,133,3.538,3.014,1.185,2.66,1.53
"<a href=""https://www.baseball-reference.com/players/p/prentge01.shtml"">George Prentiss</a>",BOS,25,10,1,0,0,7,4,2,0,6,0,1.800,4.949,1.300,.00,.00
"<a href=""https://www.baseball-reference.com/players/r/reidybi01.shtml"">Bill Reidy</a>",MLA,27,301&‌#8531;,16,20,0,364,183,141,14,62,50,4.211,3.713,1.414,.81,.00
"<a href=""https://www.baseball-reference.com/players/r/rusieam01.shtml"">Amos Rusie</a>",CIN,30,22,0,1,0,43,25,21,1,3,6,8.591,3.302,2.091,2.00,-.72
"<a href=""https://www.baseball-reference.com/players/s/schmicr01.shtml"">Crazy Schmit</a>",BLA,35,22&‌#8532;,0,2,0,25,20,5,0,16,2,1.985,4.889,1.809,.12,-.14
"<a href=""https://www.baseball-reference.com/players/s/scottdi01.shtml"">Dick Scott</a>",CIN,18,21,0,2,0,26,15,12,2,9,7,5.143,4.330,1.667,.78,-.16
"<a href=""https://www.baseball-reference.com/players/s/scotted01.shtml"">Ed Scott</a>",CLE,30,124&‌#8532;,6,6,1,149,82,61,2,38,23,4.404,3.498,1.500,.61,.78
"<a href=""https://www.baseball-reference.com/players/s/sieveed01.shtml"">Ed Siever</a>",DET,26,288&‌#8532;,18,14,0,334,166,104,9,65,85,3.242,3.326,1.382,1.31,4.04
"<a href=""https://www.baseball-reference.com/players/s/skopejo01.shtml"">John Skopec</a>",CHA,21,68&‌#8531;,6,3,0,62,39,24,1,45,24,3.161,4.079,1.566,.53,.53
"<a href=""https://www.baseball-reference.com/players/s/smithhe01.shtml"">Heinie Smith</a>",NY1,29,13&‌#8531;,0,1,0,24,13,12,0,5,5,8.100,2.670,2.175,1.00,-.33
"<a href=""https://www.baseball-reference.com/players/s/sparktu01.shtml"">Tully Sparks</a>",MLA,26,210,7,17,0,228,157,82,5,93,62,3.514,3.771,1.529,.67,.00
"<a href=""https://www.baseball-reference.com/players/s/stimmar01.shtml"">Archie Stimmel</a>",CIN,28,153&‌#8531;,4,14,0,170,96,70,10,44,55,4.109,3.683,1.396,1.25,.03
"<a href=""https://www.baseball-reference.com/players/s/sudhowi01.shtml"">Willie Sudhoff</a>",SLN,26,276&‌#8531;,17,11,2,281,142,108,4,92,78,3.517,3.360,1.350,.85,.77
"<a href=""https://www.baseball-reference.com/players/s/sutthja01.shtml"">Jack Sutthoff</a>",CIN,28,70&‌#8531;,1,6,0,82,55,43,2,39,12,5.502,4.523,1.720,.31,-.90
"<a href=""https://www.baseball-reference.com/players/s/swormle01.shtml"">Len Swormstedt</a>",CIN,22,26,2,1,0,19,8,5,2,5,13,1.731,3.302,.923,2.60,.91
"<a href=""https://www.baseball-reference.com/players/t/tanneje01.shtml"">Jesse Tannehill</a>",PIT,26,252&‌#8531;,18,10,1,240,94,61,1,36,118,2.176,2.339,1.094,3.28,4.53
"<a href=""https://www.baseball-reference.com/players/t/taylodu01.shtml"">Dummy Taylor</a>",NY1,26,353&‌#8531;,18,27,0,377,193,125,8,112,136,3.184,3.264,1.384,1.21,3.39
"<a href=""https://www.baseball-reference.com/players/t/tayloja02.shtml"">Jack Taylor</a>",CHN,27,275&‌#8532;,13,19,0,341,165,103,5,44,68,3.363,3.054,1.397,1.55,.00
"<a href=""https://www.baseball-reference.com/players/t/townsha01.shtml"">Happy Townsend</a>",PHI,22,143&‌#8532;,9,6,0,118,73,55,3,64,72,3.445,3.452,1.267,1.12,1.15
"<a href=""https://www.baseball-reference.com/players/v/vanhage01.shtml"">George Van Haltren</a>",NY1,35,6,0,0,0,12,10,2,0,6,2,3.000,4.424,3.000,.33,-.33
"<a href=""https://www.baseball-reference.com/players/v/vanzaik01.shtml"">Ike Van Zandt</a>",NY1,25,12&‌#8532;,0,0,0,16,15,10,0,8,2,7.105,4.231,1.895,.25,-.47
"<a href=""https://www.baseball-reference.com/players/v/volzja01.shtml"">Jake Volz</a>",BOS,23,7,1,0,0,6,9,7,2,9,5,9.000,9.688,2.143,.56,-.24
"<a href=""https://www.baseball-reference.com/players/w/wadderu01.shtml"">Rube Waddell</a>",2,24,251&‌#8531;,14,16,0,249,135,84,5,75,172,3.008,2.592,1.289,2.29,-.53
"<a href=""https://www.baseball-reference.com/players/w/weyhigu01.shtml"">Gus Weyhing</a>",2,34,20&‌#8531;,0,1,0,31,20,13,0,7,3,5.754,2.791,1.869,.43,-.20
"<a href=""https://www.baseball-reference.com/players/w/whitedo01.shtml"">Doc White</a>",PHI,22,236&‌#8532;,14,13,0,241,122,84,2,56,132,3.194,2.453,1.255,2.36,1.68
"<a href=""https://www.baseball-reference.com/players/w/wickebo01.shtml"">Bob Wicker</a>",SLN,24,3,0,0,0,4,3,0,0,1,2,.000,2.628,1.667,2.00,.00
"<a href=""https://www.baseball-reference.com/players/w/willivi01.shtml"">Vic Willis</a>",BSN,25,305&‌#8531;,20,17,0,262,111,80,6,78,133,2.358,2.969,1.114,1.71,8.73
"<a href=""https://www.baseball-reference.com/players/w/wiltssn01.shtml"">Snake Wiltse</a>",2,29,210&‌#8531;,14,9,0,242,119,87,3,48,50,3.723,3.145,1.379,1.04,.00
"<a href=""https://www.baseball-reference.com/players/w/wintege01.shtml"">George Winter</a>",BOS,23,241,16,12,0,234,127,75,4,66,63,2.801,3.402,1.245,.95,2.58
"<a href=""https://www.baseball-reference.com/players/w/wrighge02.shtml"">Gene Wright</a>",BRO,22,9,1,0,0,6,2,1,0,1,6,1.000,1.855,.778,6.00,.38
"<a href=""https://www.baseball-reference.com/players/y/yeagejo01.shtml"">Joe Yeager</a>",DET,25,199&‌#8532;,12,11,1,209,105,58,4,46,38,2.614,3.383,1.277,.83,3.74
"<a href=""https://www.baseball-reference.com/players/y/yerkest01.shtml"">Stan Yerkes</a>",2,26,42,3,2,0,47,23,18,2,8,19,3.857,3.136,1.310,2.38,.29
"<a href=""https://www.baseball-reference.com/players/y/youngcy01.shtml"">Cy Young</a>",BOS,34,371&‌#8531;,33,10,0,324,112,67,6,37,158,1.624,2.509,.972,4.27,.00
