Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/buckied01.shtml"">F. Buckingham</a>",WAS,19,9,0,0,0,6,5,2,0,2,1,6.000,4.814,2.667,0.50,-0.14
"<a href=""https://www.baseball-reference.com/players/c/carseki01.shtml"">Kid Carsey</a>",PHI,22,1027,24,16,1,460,274,187,14,118,64,4.916,4.714,1.688,0.54,2.06
"<a href=""https://www.baseball-reference.com/players/c/clarkda01.shtml"">Dad Clarke</a>",NY1,30,845,18,15,1,336,174,106,5,60,67,3.387,4.005,1.406,1.12,0.00
"<a href=""https://www.baseball-reference.com/players/c/clarkda02.shtml"">Dad Clarkson</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteclarkda02"" style=""display:none;""></input><label for=""footnoteclarkda02"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivclarkda02"">SLN, BLN</div></span>",28,609,13,9,0,260,150,111,12,90,32,4.921,5.422,1.724,0.36,-0.53
"<a href=""https://www.baseball-reference.com/players/c/colcoto01.shtml"">T. Colcolough</a>",PIT,24,130,1,1,0,54,49,32,3,21,16,6.646,4.983,1.731,0.76,-0.82
"<a href=""https://www.baseball-reference.com/players/c/colemjo03.shtml"">W. Coleman</a>",SLN,22,24,0,1,0,12,15,12,1,8,5,13.500,6.519,2.500,0.62,-0.31
"<a href=""https://www.baseball-reference.com/players/c/corbejo01.shtml"">Joe Corbett</a>",WAS,19,57,0,2,0,26,22,12,3,9,3,5.684,6.581,1.842,0.33,-0.28
"<a href=""https://www.baseball-reference.com/players/c/cronija01.shtml"">Jack Cronin</a>",BRO,21,15,0,0,2,10,8,6,0,3,1,10.800,4.928,2.600,0.33,0.00
"<a href=""https://www.baseball-reference.com/players/c/cunnibe01.shtml"">B. Cunningham</a>",LS3,29,693,11,16,0,299,185,122,6,104,49,4.753,4.907,1.745,0.47,2.15
"<a href=""https://www.baseball-reference.com/players/c/cuppyni01.shtml"">Nig Cuppy</a>",CL4,25,1059,26,14,2,384,210,139,9,95,91,3.544,4.299,1.357,0.96,7.83
"<a href=""https://www.baseball-reference.com/players/d/daubda01.shtml"">Dan Daub</a>",BRO,27,554,10,10,0,212,134,88,5,51,36,4.289,4.352,1.424,0.71,0.75
"<a href=""https://www.baseball-reference.com/players/d/dohened01.shtml"">Ed Doheny</a>",NY1,21,77,0,3,0,37,29,19,2,19,9,6.662,5.809,2.182,0.47,-0.42
"<a href=""https://www.baseball-reference.com/players/d/dolanco01.shtml"">Cozy Dolan</a>",BSN,22,595,10,7,1,215,142,94,11,67,47,4.266,4.819,1.422,0.70,0.00
"<a href=""https://www.baseball-reference.com/players/d/dolanjo01.shtml"">John Dolan</a>",CHN,27,33,0,1,0,16,12,8,0,6,1,6.545,4.851,2.000,0.17,-0.10
"<a href=""https://www.baseball-reference.com/players/d/donahre01.shtml"">Red Donahue</a>",SLN,22,24,0,1,0,9,6,6,2,3,2,6.750,7.533,1.500,0.67,0.00
"<a href=""https://www.baseball-reference.com/players/d/dwyerfr01.shtml"">Frank Dwyer</a>",CIN,27,841,18,15,0,355,191,132,10,74,46,4.238,4.503,1.530,0.62,4.62
"<a href=""https://www.baseball-reference.com/players/e/ehretre01.shtml"">Red Ehret</a>",SLN,26,695,6,19,0,360,223,155,11,88,55,6.022,4.799,1.934,0.62,-0.28
"<a href=""https://www.baseball-reference.com/players/e/esperdu01.shtml"">Duke Esper</a>",BLN,27,655,10,12,1,248,132,95,2,79,39,3.916,4.593,1.498,0.49,3.05
"<a href=""https://www.baseball-reference.com/players/f/forembr01.shtml"">B. Foreman</a>",PIT,20,419,8,6,2,131,83,50,0,64,54,3.222,3.930,1.396,0.84,0.00
"<a href=""https://www.baseball-reference.com/players/f/foremfr01.shtml"">F. Foreman</a>",CIN,32,657,11,14,1,253,142,100,11,92,55,4.110,4.956,1.575,0.60,0.00
"<a href=""https://www.baseball-reference.com/players/f/frienda01.shtml"">Danny Friend</a>",CHN,22,123,2,2,0,50,27,24,5,14,10,5.268,5.671,1.561,0.71,0.95
"<a href=""https://www.baseball-reference.com/players/g/gannogu01.shtml"">G. Gannon</a>",PIT,21,15,0,0,0,7,4,1,0,2,0,1.800,4.923,1.800,0.00,0.01
"<a href=""https://www.baseball-reference.com/players/g/gardnji01.shtml"">Jim Gardner</a>",PIT,21,256,8,2,0,99,53,25,1,27,31,2.637,3.891,1.477,1.15,1.37
"<a href=""https://www.baseball-reference.com/players/g/germale01.shtml"">Les German</a>",NY1,26,535,7,11,0,243,159,118,7,78,36,5.955,4.960,1.800,0.46,-0.47
"<a href=""https://www.baseball-reference.com/players/g/gettito01.shtml"">T. Gettinger</a>",LS3,26,19,0,0,0,13,7,5,1,1,0,7.105,5.959,2.211,0.00,-0.08
"<a href=""https://www.baseball-reference.com/players/g/gilrojo01.shtml"">John Gilroy</a>",WAS,25,124,1,4,0,63,48,30,3,24,2,6.532,5.926,2.105,0.08,-0.64
"<a href=""https://www.baseball-reference.com/players/g/gleaski01.shtml"">Kid Gleason</a>",BLN,28,151,2,4,1,77,51,39,4,21,6,6.974,5.504,1.947,0.29,-0.78
"<a href=""https://www.baseball-reference.com/players/g/griffcl01.shtml"">C. Griffith</a>",CHN,25,1059,26,14,0,434,228,154,11,91,79,3.926,4.271,1.487,0.87,8.61
"<a href=""https://www.baseball-reference.com/players/g/gumbead01.shtml"">Ad Gumbert</a>",BRO,27,702,11,16,1,288,183,132,11,69,45,5.077,4.691,1.526,0.65,-0.01
"<a href=""https://www.baseball-reference.com/players/h/hartbi01.shtml"">Bill Hart</a>",PIT,29,785,14,17,1,293,186,138,4,135,85,4.746,4.664,1.636,0.63,2.32
"<a href=""https://www.baseball-reference.com/players/h/hawlepi01.shtml"">Pink Hawley</a>",PIT,22,1333,31,22,1,449,242,157,7,122,142,3.180,3.900,1.285,1.16,10.02
"<a href=""https://www.baseball-reference.com/players/h/hemmige01.shtml"">G. Hemming</a>",BLN,26,787,20,13,0,288,155,118,10,96,43,4.048,4.973,1.464,0.45,3.95
"<a href=""https://www.baseball-reference.com/players/h/hewitja01.shtml"">Jake Hewitt</a>",PIT,25,39,1,0,2,13,6,6,0,2,4,4.154,3.329,1.154,2.00,0.38
"<a href=""https://www.baseball-reference.com/players/h/hodsoge01.shtml"">G. Hodson</a>",PHI,27,51,1,2,0,27,23,18,4,9,6,9.529,7.498,2.118,0.67,-0.51
"<a href=""https://www.baseball-reference.com/players/h/hoffebi01.shtml"">Bill Hoffer</a>",BLN,24,942,31,6,0,296,146,112,9,124,80,3.210,4.654,1.338,0.65,8.21
"<a href=""https://www.baseball-reference.com/players/h/holmedu01.shtml"">Ducky Holmes</a>",LS3,26,42,1,0,0,16,11,9,1,4,0,5.786,5.371,1.429,0.00,0.15
"<a href=""https://www.baseball-reference.com/players/h/hutchbi01.shtml"">B. Hutchison</a>",CHN,35,873,13,21,0,371,218,153,13,129,85,4.732,4.903,1.718,0.66,4.54
"<a href=""https://www.baseball-reference.com/players/i/inksbe01.shtml"">Bert Inks</a>",LS3,24,616,7,20,0,294,197,146,3,78,42,6.399,4.395,1.812,0.54,0.00
"<a href=""https://www.baseball-reference.com/players/j/jordaha01.shtml"">Harry Jordan</a>",PIT,22,51,0,2,0,24,15,8,0,6,4,4.235,4.120,1.765,0.67,-0.06
"<a href=""https://www.baseball-reference.com/players/k/kennebr01.shtml"">B. Kennedy</a>",BRO,27,866,19,12,1,341,199,162,14,95,41,5.051,5.018,1.510,0.43,1.95
"<a href=""https://www.baseball-reference.com/players/k/killefr01.shtml"">Frank Killen</a>",PIT,24,285,5,5,0,113,77,58,2,57,25,5.495,5.249,1.789,0.44,0.00
"<a href=""https://www.baseball-reference.com/players/k/kissibi01.shtml"">B. Kissinger</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotekissibi01"" style=""display:none;""></input><label for=""footnotekissibi01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivkissibi01"">BLN, SLN</div></span>",23,456,5,12,0,240,156,110,8,53,34,6.513,4.770,1.928,0.64,-0.96
"<a href=""https://www.baseball-reference.com/players/k/klingbi01.shtml"">Bill Kling</a>",LS3,28,3,0,0,0,0,0,0,0,1,0,.000,7.913,1.000,0.00,0.07
"<a href=""https://www.baseball-reference.com/players/k/knausfr01.shtml"">Frank Knauss</a>",NY1,26,11,0,0,0,9,7,7,0,2,1,17.182,4.548,3.000,0.50,-0.22
"<a href=""https://www.baseball-reference.com/players/k/knellph01.shtml"">Phil Knell</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteknellph01"" style=""display:none;""></input><label for=""footnoteknellph01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivknellph01"">LS3, CL4</div></span>",30,520,7,11,0,224,166,111,10,74,49,5.763,4.968,1.719,0.66,-0.89
"<a href=""https://www.baseball-reference.com/players/l/lampehe01.shtml"">Henry Lampe</a>",PHI,22,132,0,2,0,68,54,37,3,33,18,7.568,5.798,2.295,0.55,-0.93
"<a href=""https://www.baseball-reference.com/players/l/lubypa01.shtml"">Pat Luby</a>",LS3,26,214,1,5,0,115,90,54,5,19,12,6.813,4.729,1.879,0.63,-1.44
"<a href=""https://www.baseball-reference.com/players/l/lucidco01.shtml"">Con Lucid</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotelucidco01"" style=""display:none;""></input><label for=""footnotelucidco01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivlucidco01"">BRO, PHI</div></span>",21,620,16,10,0,244,169,130,7,107,43,5.661,5.091,1.698,0.40,-0.01
"<a href=""https://www.baseball-reference.com/players/m/malarjo01.shtml"">J. Malarkey</a>",WAS,23,302,0,8,2,135,113,67,3,60,32,5.990,4.983,1.937,0.53,-1.36
"<a href=""https://www.baseball-reference.com/players/m/maulal01.shtml"">Al Maul</a>",WAS,29,407,10,5,0,136,67,37,5,37,34,2.455,4.498,1.275,0.92,0.00
"<a href=""https://www.baseball-reference.com/players/m/mccreto01.shtml"">Tom McCreery</a>",LS3,20,146,3,1,1,51,40,29,0,38,14,5.363,5.231,1.829,0.37,0.37
"<a href=""https://www.baseball-reference.com/players/m/mcdermi02.shtml"">M. McDermott</a>",LS3,20,622,4,19,0,258,203,138,8,103,42,5.990,5.155,1.741,0.41,-0.76
"<a href=""https://www.baseball-reference.com/players/m/mcdoude01.shtml"">D. McDougal</a>",SLN,23,344,3,10,0,187,146,106,11,46,23,8.320,5.386,2.032,0.50,-2.31
"<a href=""https://www.baseball-reference.com/players/m/mcdousa01.shtml"">S. McDougal</a>",BRO,21,9,0,0,1,3,4,4,0,5,2,12.000,7.327,2.667,0.40,-0.11
"<a href=""https://www.baseball-reference.com/players/m/mcfarda01.shtml"">Dan McFarlan</a>",LS3,20,138,0,7,0,80,56,34,4,15,10,6.652,4.946,2.065,0.67,-0.82
"<a href=""https://www.baseball-reference.com/players/m/mcfarmo01.shtml"">M. McFarland</a>",CHN,22,42,2,0,0,21,11,8,0,5,5,5.143,4.054,1.857,1.00,0.18
"<a href=""https://www.baseball-reference.com/players/m/mcgilwi01.shtml"">W. McGill</a>",PHI,21,438,10,8,0,177,122,90,2,81,70,5.548,4.510,1.767,0.86,0.48
"<a href=""https://www.baseball-reference.com/players/m/mcjamdo01.shtml"">Doc McJames</a>",WAS,20,51,1,1,0,17,11,3,0,16,9,1.588,5.532,1.941,0.56,0.36
"<a href=""https://www.baseball-reference.com/players/m/mcmahsa01.shtml"">S. McMahon</a>",BLN,27,367,10,4,0,110,54,40,1,32,37,2.943,3.928,1.161,1.16,3.48
"<a href=""https://www.baseball-reference.com/players/m/meakige01.shtml"">G. Meakim</a>",LS3,29,21,1,0,0,7,2,2,0,4,2,2.571,4.932,1.571,0.50,0.37
"<a href=""https://www.baseball-reference.com/players/m/meekijo01.shtml"">J. Meekin</a>",NY1,28,677,16,11,0,296,170,133,10,73,76,5.304,4.461,1.635,1.04,0.00
"<a href=""https://www.baseball-reference.com/players/m/menefjo01.shtml"">Jock Menefee</a>",PIT,27,5,0,1,0,2,8,3,0,7,0,16.200,14.490,5.400,0.00,-0.41
"<a href=""https://www.baseball-reference.com/players/m/mercewi01.shtml"">Win Mercer</a>",WAS,21,940,13,23,2,432,281,154,17,96,85,4.423,4.606,1.685,0.89,0.65
"<a href=""https://www.baseball-reference.com/players/m/molesca01.shtml"">C. Molesworth</a>",WAS,19,48,0,2,0,33,34,26,1,15,7,14.625,5.385,3.000,0.47,-1.01
"<a href=""https://www.baseball-reference.com/players/m/moransa01.shtml"">Sam Moran</a>",PIT,24,188,2,4,0,78,63,52,2,51,19,7.468,5.808,2.059,0.37,-0.72
"<a href=""https://www.baseball-reference.com/players/n/nichoki01.shtml"">Kid Nichols</a>",BSN,25,1172,27,16,2,434,222,148,15,90,148,3.410,4.127,1.341,1.64,0.00
"<a href=""https://www.baseball-reference.com/players/o/orthal01.shtml"">Al Orth</a>",PHI,22,264,8,1,1,103,50,38,0,22,25,3.886,3.841,1.420,1.14,0.00
"<a href=""https://www.baseball-reference.com/players/p/parkedo01.shtml"">Doc Parker</a>",CHN,23,154,4,2,0,65,30,21,1,9,9,3.682,3.978,1.442,1.00,1.53
"<a href=""https://www.baseball-reference.com/players/p/parroto01.shtml"">Tom Parrott</a>",CIN,27,790,11,18,3,382,228,160,8,76,57,5.468,4.460,1.739,0.75,0.59
"<a href=""https://www.baseball-reference.com/players/p/phillbi02.shtml"">B. Phillips</a>",CIN,26,327,6,7,2,126,90,73,6,44,15,6.028,5.233,1.560,0.34,0.57
"<a href=""https://www.baseball-reference.com/players/p/pondar01.shtml"">Arlie Pond</a>",BLN,22,41,0,1,2,10,13,9,0,12,13,5.927,4.258,1.610,1.08,-0.14
"<a href=""https://www.baseball-reference.com/players/p/purneos01.shtml"">Oscar Purner</a>",WAS,22,6,0,0,0,4,2,2,1,3,0,9.000,13.958,3.500,0.00,-0.01
"<a href=""https://www.baseball-reference.com/players/r/rhinebi01.shtml"">Billy Rhines</a>",CIN,26,803,19,10,0,322,195,143,4,76,72,4.808,3.999,1.487,0.95,3.40
"<a href=""https://www.baseball-reference.com/players/r/rusieam01.shtml"">Amos Rusie</a>",NY1,24,1180,23,23,0,384,248,163,9,159,201,3.730,4.176,1.381,1.26,6.74
"<a href=""https://www.baseball-reference.com/players/s/sextofr01.shtml"">Frank Sexton</a>",BSN,22,147,1,5,0,59,39,31,2,22,14,5.694,4.914,1.653,0.64,0.32
"<a href=""https://www.baseball-reference.com/players/s/smithto02.shtml"">Tom Smith</a>",PHI,23,204,2,3,0,76,67,52,1,53,21,6.882,5.355,1.897,0.40,-0.48
"<a href=""https://www.baseball-reference.com/players/s/staleha01.shtml"">Harry Staley</a>",SLN,28,476,6,13,0,223,136,92,8,39,28,5.218,4.697,1.651,0.72,1.01
"<a href=""https://www.baseball-reference.com/players/s/steined01.shtml"">Ed Stein</a>",BRO,25,766,15,13,1,282,163,134,8,93,55,4.723,4.757,1.469,0.59,2.74
"<a href=""https://www.baseball-reference.com/players/s/stiveja01.shtml"">J. Stivetts</a>",BSN,27,873,17,17,0,341,219,150,15,89,111,4.639,4.431,1.478,1.25,2.87
"<a href=""https://www.baseball-reference.com/players/s/stockot01.shtml"">O. Stocksdale</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotestockot01"" style=""display:none;""></input><label for=""footnotestockot01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivstockot01"">WAS, BSN</div></span>",23,477,8,13,1,230,165,107,9,60,25,6.057,5.076,1.824,0.42,-1.12
"<a href=""https://www.baseball-reference.com/players/s/stratsc01.shtml"">S. Stratton</a>",CHN,25,90,2,3,0,51,42,32,1,14,4,9.600,4.784,2.167,0.29,-0.79
"<a href=""https://www.baseball-reference.com/players/s/sulliji01.shtml"">Jim Sullivan</a>",BSN,28,535,11,9,0,231,133,94,10,58,45,4.744,4.646,1.621,0.78,1.82
"<a href=""https://www.baseball-reference.com/players/s/sullimi02.shtml"">M. Sullivan</a>",CL4,28,93,1,2,0,42,34,29,1,16,5,8.419,5.238,1.871,0.31,-0.43
"<a href=""https://www.baseball-reference.com/players/t/tayloja01.shtml"">Jack Taylor</a>",PHI,22,1005,26,14,1,403,233,167,7,83,93,4.487,4.052,1.451,1.12,4.73
"<a href=""https://www.baseball-reference.com/players/t/terryad01.shtml"">Adonis Terry</a>",CHN,30,934,21,14,0,346,228,166,4,131,88,4.799,4.441,1.532,0.67,5.26
"<a href=""https://www.baseball-reference.com/players/t/thornwa01.shtml"">W. Thornton</a>",CHN,20,120,2,0,1,58,50,27,3,31,13,6.075,5.889,2.225,0.42,-0.76
"<a href=""https://www.baseball-reference.com/players/v/vanhage01.shtml"">G. Van Haltren</a>",NY1,29,15,0,0,0,13,12,7,0,2,1,12.600,3.421,3.000,0.50,-0.33
"<a href=""https://www.baseball-reference.com/players/w/wadswja01.shtml"">J. Wadsworth</a>",LS3,27,27,0,1,0,24,20,16,0,7,2,16.000,5.128,3.444,0.29,-0.56
"<a href=""https://www.baseball-reference.com/players/w/wallabo01.shtml"">B. Wallace</a>",CL4,21,686,12,14,1,271,166,104,3,87,63,4.093,4.384,1.566,0.72,2.57
"<a href=""https://www.baseball-reference.com/players/w/weyhigu01.shtml"">Gus Weyhing</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteweyhigu01"" style=""display:none;""></input><label for=""footnoteweyhigu01"" class=""footnoteLabel"">3</label><div class=""footnoteDiv"" id=""footnoteDivweyhigu01"">PHI, PIT, LS3</div></span>",28,693,8,21,0,318,234,149,9,84,61,5.805,4.658,1.740,0.73,0.00
"<a href=""https://www.baseball-reference.com/players/w/whitede02.shtml"">Deke White</a>",PHI,22,52,1,0,1,17,23,19,1,13,6,9.865,5.808,1.731,0.46,-0.47
"<a href=""https://www.baseball-reference.com/players/w/wilsoze01.shtml"">Zeke Wilson</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotewilsoze01"" style=""display:none;""></input><label for=""footnotewilsoze01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivwilsoze01"">BSN, CL4</div></span>",25,293,5,5,0,129,86,51,5,51,25,4.700,5.354,1.843,0.49,0.10
"<a href=""https://www.baseball-reference.com/players/w/wrighda01.shtml"">Dave Wright</a>",PIT,19,6,0,0,0,6,6,6,0,1,0,27.000,4.773,3.500,0.00,-0.25
"<a href=""https://www.baseball-reference.com/players/y/youngcy01.shtml"">Cy Young</a>",CL4,28,1109,35,10,0,363,177,134,10,75,121,3.262,3.980,1.185,1.61,0.00
