Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbotgl01.shtml"">Glenn Abbott</a>",2,32,387,7,4,0,146,58,52,14,22,49,3.628,3.817,1.302,2.23,0.97
"<a href=""https://www.baseball-reference.com/players/a/ackerji01.shtml"">Jim Acker</a>",TOR,24,293,5,1,1,103,52,47,7,38,44,4.331,3.710,1.444,1.16,0.00
"<a href=""https://www.baseball-reference.com/players/a/agostju01.shtml"">Juan Agosto</a>",CHA,25,125,2,2,7,41,20,19,2,11,29,4.104,2.706,1.248,2.64,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">D. Alexander</a>",2,32,435,7,8,0,157,76,71,20,33,63,4.407,4.362,1.310,1.91,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenne01.shtml"">Neil Allen</a>",2,25,527,12,13,2,179,84,77,12,84,106,3.945,3.853,1.497,1.26,0.00
"<a href=""https://www.baseball-reference.com/players/a/altampo01.shtml"">P. Altamirano</a>",PHI,31,124,2,3,0,38,18,17,9,15,24,3.702,5.530,1.282,1.60,0.42
"<a href=""https://www.baseball-reference.com/players/a/anderbu01.shtml"">Bud Anderson</a>",CLE,27,205,1,6,7,64,34,31,8,32,32,4.083,4.833,1.405,1.00,0.98
"<a href=""https://www.baseball-reference.com/players/a/anderla02.shtml"">L. Andersen</a>",PHI,30,79,1,0,0,19,7,7,0,9,14,2.392,2.716,1.063,1.56,0.00
"<a href=""https://www.baseball-reference.com/players/a/andujjo01.shtml"">J. Andujar</a>",SLN,30,675,6,16,1,215,112,104,23,75,125,4.160,3.949,1.289,1.67,1.27
"<a href=""https://www.baseball-reference.com/players/a/apontlu01.shtml"">Luis Aponte</a>",BOS,30,186,5,4,3,74,28,25,7,23,32,3.629,4.162,1.565,1.39,0.89
"<a href=""https://www.baseball-reference.com/players/a/armstmi01.shtml"">M. Armstrong</a>",KCA,29,308,10,7,3,86,53,44,11,45,52,3.857,4.438,1.276,1.16,0.40
"<a href=""https://www.baseball-reference.com/players/a/atherke01.shtml"">K. Atherton</a>",OAK,24,205,2,5,4,53,22,21,7,23,40,2.766,3.938,1.112,1.74,0.00
"<a href=""https://www.baseball-reference.com/players/a/augusje01.shtml"">J. Augustine</a>",ML4,30,193,3,3,2,89,45,41,11,25,40,5.736,4.673,1.772,1.60,-1.16
"<a href=""https://www.baseball-reference.com/players/b/baileho01.shtml"">H. Bailey</a>",DET,25,216,5,5,0,69,45,39,11,25,21,4.875,5.252,1.306,0.84,-0.89
"<a href=""https://www.baseball-reference.com/players/b/bairdo01.shtml"">Doug Bair</a>",2,33,256,8,4,5,75,38,34,12,32,60,3.586,4.312,1.254,1.88,0.47
"<a href=""https://www.baseball-reference.com/players/b/bakerst01.shtml"">Steve Baker</a>",2,26,192,3,4,5,69,36,28,4,30,24,3.938,4.067,1.547,0.80,-0.49
"<a href=""https://www.baseball-reference.com/players/b/bannifl01.shtml"">F. Bannister</a>",CHA,28,652,16,10,0,191,88,81,19,71,193,3.354,3.065,1.206,2.72,4.01
"<a href=""https://www.baseball-reference.com/players/b/bargagr01.shtml"">Greg Bargar</a>",MON,24,60,2,0,0,23,15,15,6,8,9,6.750,6.688,1.550,1.12,-0.43
"<a href=""https://www.baseball-reference.com/players/b/barkele01.shtml"">Len Barker</a>",2,27,548,9,16,0,181,109,99,16,66,126,4.878,3.558,1.352,1.91,0.77
"<a href=""https://www.baseball-reference.com/players/b/barneri01.shtml"">Rich Barnes</a>",CLE,23,35,1,1,0,18,10,9,0,10,2,6.943,4.838,2.400,0.20,-0.19
"<a href=""https://www.baseball-reference.com/players/b/barojsa01.shtml"">S. Barojas</a>",CHA,26,262,3,3,12,70,24,24,2,32,38,2.473,3.131,1.168,1.19,2.64
