Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/arundha01.shtml"">H. Arundel</a>",PT1,27,357,4,10,0,157,111,62,3,24,48,4.689,3.111,1.521,2.00,-2.65
"<a href=""https://www.baseball-reference.com/players/b/bohnch01.shtml"">Charlie Bohn</a>",LS2,25,54,1,1,0,21,8,6,0,3,1,3.000,3.143,1.333,0.33,0.23
"<a href=""https://www.baseball-reference.com/players/b/bondto01.shtml"">Tommy Bond</a>",WOR,26,37,0,1,0,12,13,6,0,7,2,4.378,4.041,1.541,0.29,-0.21
"<a href=""https://www.baseball-reference.com/players/b/bradlge01.shtml"">G. Bradley</a>",CL2,29,441,6,9,0,164,102,61,5,22,32,3.735,3.211,1.265,1.45,0.00
"<a href=""https://www.baseball-reference.com/players/b/browned01.shtml"">Ed Brown</a>",SL4,?,6,0,0,0,2,1,0,0,0,1,.000,1.766,1.000,&infin;,0.04
"<a href=""https://www.baseball-reference.com/players/b/brownto01.shtml"">Tom Brown</a>",BL2,21,25,0,0,0,13,7,1,0,6,2,1.080,4.238,2.280,0.33,-0.08
"<a href=""https://www.baseball-reference.com/players/b/buffich01.shtml"">C. Buffinton</a>",BSN,21,126,2,3,0,53,34,19,2,14,17,4.071,3.539,1.595,1.21,-0.37
"<a href=""https://www.baseball-reference.com/players/b/burkeja01.shtml"">James Burke</a>",BFN,?,12,0,1,0,10,9,5,0,0,0,11.250,2.764,2.500,&infin;,-0.33
"<a href=""https://www.baseball-reference.com/players/c/clarkjo01.shtml"">J. Clarkson</a>",WOR,20,72,1,2,0,49,31,12,0,2,3,4.500,2.764,2.125,1.50,-0.65
"<a href=""https://www.baseball-reference.com/players/c/comisch01.shtml"">C. Comiskey</a>",SL4,22,24,0,1,0,12,8,0,0,3,2,.000,3.318,1.875,0.67,-0.20
"<a href=""https://www.baseball-reference.com/players/c/corcola01.shtml"">L. Corcoran</a>",CHN,22,1067,27,12,0,281,153,77,5,63,170,1.948,2.519,.967,2.70,0.00
"<a href=""https://www.baseball-reference.com/players/c/coreyfr01.shtml"">Fred Corey</a>",WOR,?,417,1,13,0,180,132,55,5,19,36,3.561,3.092,1.432,1.89,-1.27
"<a href=""https://www.baseball-reference.com/players/c/critcmo01.shtml"">M. Critchley</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotecritcmo01"" style=""display:none;""></input><label for=""footnotecritcmo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivcritcmo01"">PT1, SL4</div></span>",32,129,1,4,0,50,31,16,3,8,5,3.349,3.978,1.349,0.62,-0.09
"<a href=""https://www.baseball-reference.com/players/d/dailyhu01.shtml"">Hugh Daily</a>",BFN,34,767,15,14,0,246,165,85,7,70,116,2.992,3.029,1.236,1.66,1.02
"<a href=""https://www.baseball-reference.com/players/d/derbyge01.shtml"">George Derby</a>",DTN,24,1086,17,20,0,386,267,131,8,81,182,3.257,2.719,1.290,2.25,0.51
"<a href=""https://www.baseball-reference.com/players/d/dorrbe01.shtml"">Bert Dorr</a>",SL4,20,198,2,6,0,53,39,19,0,1,34,2.591,1.761,.818,34.00,0.58
"<a href=""https://www.baseball-reference.com/players/d/doylejo02.shtml"">John Doyle</a>",SL4,?,72,0,3,0,41,33,7,0,3,5,2.625,2.728,1.833,1.67,-0.92
"<a href=""https://www.baseball-reference.com/players/d/driscde01.shtml"">D. Driscoll</a>",PT1,26,603,13,9,0,162,73,27,0,12,59,1.209,2.340,.866,4.92,5.19
"<a href=""https://www.baseball-reference.com/players/e/eganji01.shtml"">Jim Egan</a>",TRN,?,300,4,6,0,133,79,46,2,24,20,4.140,3.332,1.570,0.83,-0.53
"<a href=""https://www.baseball-reference.com/players/e/evansja01.shtml"">Jake Evans</a>",WOR,25,24,0,1,0,13,10,5,1,0,2,5.625,3.688,1.625,&infin;,-0.20
"<a href=""https://www.baseball-reference.com/players/e/ewingbu01.shtml"">Buck Ewing</a>",TRN,22,3,0,0,0,2,1,1,0,1,0,9.000,5.278,3.000,0.00,-0.02
"<a href=""https://www.baseball-reference.com/players/f/foleycu01.shtml"">Curry Foley</a>",BFN,26,3,0,0,0,2,2,2,0,0,0,18.000,2.764,2.000,&infin;,-0.11
"<a href=""https://www.baseball-reference.com/players/f/fusseed01.shtml"">E. Fusselback</a>",SL4,25,69,1,2,1,34,24,12,0,2,3,4.696,2.764,1.565,1.50,-0.62
"<a href=""https://www.baseball-reference.com/players/g/galvipu01.shtml"">Pud Galvin</a>",BFN,25,1336,28,23,0,476,255,157,8,40,162,3.173,2.545,1.159,4.05,4.74
"<a href=""https://www.baseball-reference.com/players/g/geisbi01.shtml"">Bill Geiss</a>",BL2,23,287,4,9,0,84,73,51,2,22,10,4.798,3.552,1.108,0.45,-0.30
"<a href=""https://www.baseball-reference.com/players/g/goldsfr01.shtml"">F. Goldsmith</a>",CHN,26,1215,28,17,0,377,192,109,7,38,109,2.422,2.731,1.025,2.87,0.00
"<a href=""https://www.baseball-reference.com/players/h/halbred01.shtml"">Ed Halbriter</a>",PH4,22,24,0,1,0,17,12,7,1,4,4,7.875,4.437,2.625,1.00,-0.34
"<a href=""https://www.baseball-reference.com/players/h/heckegu01.shtml"">Guy Hecker</a>",LS2,26,312,6,6,0,75,49,15,0,5,33,1.298,2.244,.769,6.60,1.07
"<a href=""https://www.baseball-reference.com/players/h/hoganed01.shtml"">Eddie Hogan</a>",SL4,20,24,0,1,0,10,7,1,0,0,4,1.125,1.848,1.250,&infin;,-0.12
"<a href=""https://www.baseball-reference.com/players/k/keefeti01.shtml"">Tim Keefe</a>",TRN,25,1128,17,26,0,367,221,104,4,78,111,2.489,2.937,1.184,1.42,4.53
"<a href=""https://www.baseball-reference.com/players/l/landido01.shtml"">Doc Landis</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotelandido01"" style=""display:none;""></input><label for=""footnotelandido01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivlandido01"">PH4, BL2</div></span>",27,1077,12,29,0,427,267,134,8,49,74,3.359,3.040,1.326,1.51,-0.05
