Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/atkinal01.shtml"">Al Atkinson</a>",PH4,25,1190,25,17,0,414,288,174,11,101,154,3.948,3.281,1.298,1.52,0.36
"<a href=""https://www.baseball-reference.com/players/a/aydelja01.shtml"">J. Aydelott</a>",PH4,24,54,0,2,0,21,11,8,0,12,5,4.000,4.628,1.833,0.42,0.20
"<a href=""https://www.baseball-reference.com/players/b/baldwla01.shtml"">Lady Baldwin</a>",DTN,27,1461,42,13,0,371,194,121,11,100,323,2.236,2.667,.967,3.23,10.75
"<a href=""https://www.baseball-reference.com/players/b/barrbo01.shtml"">Bob Barr</a>",WS8,29,575,3,18,0,221,153,94,7,54,80,4.414,3.577,1.435,1.48,-0.99
"<a href=""https://www.baseball-reference.com/players/b/baueral01.shtml"">Al Bauer</a>",SL5,26,86,0,4,0,31,27,19,1,27,13,5.965,5.462,2.023,0.48,-0.53
"<a href=""https://www.baseball-reference.com/players/b/bickhda01.shtml"">Dan Bickham</a>",CN2,21,27,1,0,0,13,11,3,0,3,6,3.000,2.783,1.778,2.00,-0.26
"<a href=""https://www.baseball-reference.com/players/b/bierblo01.shtml"">L. Bierbauer</a>",PH4,20,32,0,0,0,8,9,5,0,5,1,4.219,4.295,1.219,0.20,-0.09
"<a href=""https://www.baseball-reference.com/players/b/bishobi01.shtml"">Bill Bishop</a>",PT1,21,51,0,1,0,17,14,6,0,11,4,3.176,4.268,1.647,0.36,-0.22
"<a href=""https://www.baseball-reference.com/players/b/boylehe01.shtml"">Henry Boyle</a>",SL5,25,630,9,15,0,183,106,41,5,46,101,1.757,3.106,1.090,2.20,3.57
"<a href=""https://www.baseball-reference.com/players/b/brookha01.shtml"">Fred Mauer</a>",NY4,24,6,0,1,0,9,13,8,0,2,0,36.000,4.292,5.500,0.00,-0.43
"<a href=""https://www.baseball-reference.com/players/b/brownji01.shtml"">Jim Brown</a>",PH4,25,25,0,1,0,9,5,3,0,3,4,3.240,3.218,1.440,1.33,0.10
"<a href=""https://www.baseball-reference.com/players/b/brownto01.shtml"">Tom Brown</a>",PT1,25,6,0,0,0,2,4,2,0,5,1,9.000,6.407,3.500,0.20,-0.19
"<a href=""https://www.baseball-reference.com/players/b/buffich01.shtml"">C. Buffinton</a>",BSN,25,453,7,10,0,203,129,77,4,39,47,4.589,3.565,1.603,1.21,-1.82
"<a href=""https://www.baseball-reference.com/players/c/cahiljo01.shtml"">John Cahill</a>",SL5,21,36,1,0,0,11,5,4,0,3,2,3.000,3.600,1.167,0.67,0.31
"<a href=""https://www.baseball-reference.com/players/c/carutbo01.shtml"">B. Caruthers</a>",SL4,22,1162,30,14,0,323,164,100,3,86,166,2.324,2.950,1.056,1.93,7.63
"<a href=""https://www.baseball-reference.com/players/c/caseyda01.shtml"">Dan Casey</a>",PHI,23,1107,24,18,0,326,169,99,9,104,193,2.415,3.218,1.165,1.86,6.16
"<a href=""https://www.baseball-reference.com/players/c/chambel01.shtml"">I. Chamberlain</a>",LS2,18,94,0,3,0,39,43,23,0,17,18,6.606,3.538,1.787,1.06,0.00
"<a href=""https://www.baseball-reference.com/players/c/clarked01.shtml"">Ed Clark</a>",PH4,?,24,0,1,0,10,8,6,2,2,2,6.750,5.898,1.500,1.00,-0.15
