Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/abernte01.shtml"">T. Abernathy</a>",PHA,22,9,0,0,0,5,1,1,0,1,2,3.000,2.224,2.000,2.00,0.06
"<a href=""https://www.baseball-reference.com/players/a/adamsac01.shtml"">Ace Adams</a>",NY1,34,413,8,11,13,149,71,65,8,58,32,4.249,3.989,1.504,0.55,0.63
"<a href=""https://www.baseball-reference.com/players/a/alderda01.shtml"">D. Alderson</a>",CHN,26,65,0,0,0,31,18,16,2,9,7,6.646,4.154,1.846,0.78,-0.59
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",NY1,39,252,4,7,0,88,48,38,7,24,33,4.071,3.588,1.333,1.38,-0.28
"<a href=""https://www.baseball-reference.com/players/a/andrena01.shtml"">Nate Andrews</a>",BSN,30,772,16,15,2,263,106,92,14,74,76,3.218,3.491,1.310,1.03,5.00
"<a href=""https://www.baseball-reference.com/players/b/bagbyji02.shtml"">Jim Bagby</a>",CLE,27,237,4,5,0,101,48,38,2,34,12,4.329,3.644,1.709,0.35,-0.88
"<a href=""https://www.baseball-reference.com/players/b/barredi01.shtml"">Dick Barrett</a>",PHI,37,664,12,18,0,223,110,95,7,88,74,3.863,3.427,1.405,0.84,1.22
"<a href=""https://www.baseball-reference.com/players/b/barrefr01.shtml"">F. Barrett</a>",BOS,30,271,8,7,8,93,45,37,5,42,40,3.686,3.731,1.494,0.95,0.00
"<a href=""https://www.baseball-reference.com/players/b/barrere01.shtml"">Red Barrett</a>",BSN,29,691,9,16,2,257,124,104,13,63,54,4.064,3.572,1.389,0.86,1.26
"<a href=""https://www.baseball-reference.com/players/b/barthbo01.shtml"">B. Barthelson</a>",NY1,19,29,1,1,0,13,9,5,2,5,4,4.655,5.724,1.862,0.80,-0.39
"<a href=""https://www.baseball-reference.com/players/b/beckbo01.shtml"">B. Beck</a>",DET,39,222,1,2,1,67,36,32,5,27,25,3.892,3.730,1.270,0.93,0.21
