Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/allenmy01.shtml"">Myron Allen</a>",KC2,34,54,0,2,0,17,7,5,0,1,2,2.500,2.264,1.000,2.00,0.62
"<a href=""https://www.baseball-reference.com/players/b/bakelje01.shtml"">J. Bakley</a>",CL3,24,1598,25,33,0,518,321,176,14,128,212,2.974,2.840,1.213,1.66,0.00
"<a href=""https://www.baseball-reference.com/players/b/baldwla01.shtml"">Lady Baldwin</a>",DTN,29,159,3,3,0,76,50,32,5,15,26,5.434,3.585,1.717,1.73,-1.29
"<a href=""https://www.baseball-reference.com/players/b/baldwma01.shtml"">Mark Baldwin</a>",CHN,24,753,13,15,0,241,137,77,13,99,157,2.761,3.112,1.355,1.59,0.00
"<a href=""https://www.baseball-reference.com/players/b/beatied01.shtml"">Ed Beatin</a>",DTN,21,321,5,7,0,111,60,34,6,16,44,2.860,2.945,1.187,2.75,0.15
"<a href=""https://www.baseball-reference.com/players/b/bierblo01.shtml"">L. Bierbauer</a>",PH4,22,9,0,0,0,5,1,0,0,0,3,.000,1.047,1.667,&infin;,0.07
"<a href=""https://www.baseball-reference.com/players/b/blairbi01.shtml"">Bill Blair</a>",PH4,24,93,1,3,0,29,21,9,0,8,16,2.613,2.311,1.194,2.00,-0.23
"<a href=""https://www.baseball-reference.com/players/b/borchge01.shtml"">G. Borchers</a>",CHN,19,201,4,4,0,67,45,26,2,29,26,3.493,3.293,1.433,0.90,-0.35
"<a href=""https://www.baseball-reference.com/players/b/boylehe01.shtml"">Henry Boyle</a>",IN3,27,969,15,22,0,315,179,117,11,58,98,3.260,2.940,1.155,1.69,3.04
"<a href=""https://www.baseball-reference.com/players/b/brynato01.shtml"">Tod Brynan</a>",CHN,24,75,2,1,0,29,26,18,2,7,11,6.480,3.365,1.440,1.57,-0.69
"<a href=""https://www.baseball-reference.com/players/b/buffich01.shtml"">C. Buffinton</a>",PHI,27,1201,28,17,0,324,139,85,6,59,199,1.911,2.264,.957,3.37,12.10
"<a href=""https://www.baseball-reference.com/players/b/burdibi01.shtml"">Bill Burdick</a>",IN3,28,528,10,10,0,168,88,55,12,43,55,2.812,3.565,1.199,1.28,2.68
"<a href=""https://www.baseball-reference.com/players/b/burnsoy01.shtml"">Oyster Burns</a>",BL2,23,38,0,1,0,12,8,6,0,3,2,4.263,3.058,1.184,0.67,-0.02
"<a href=""https://www.baseball-reference.com/players/c/carutbo01.shtml"">B. Caruthers</a>",BR3,24,1175,29,15,0,337,176,104,4,53,140,2.390,2.401,.996,2.64,5.70
"<a href=""https://www.baseball-reference.com/players/c/caseyda01.shtml"">Dan Casey</a>",PHI,25,857,14,18,0,298,156,100,6,48,108,3.151,2.628,1.211,2.25,2.10
"<a href=""https://www.baseball-reference.com/players/c/chambel01.shtml"">I. Chamberlain</a>",2,20,924,25,11,0,239,157,75,3,86,176,2.192,2.307,1.055,2.05,0.00
"<a href=""https://www.baseball-reference.com/players/c/clarkda01.shtml"">Dad Clarke</a>",CHN,23,48,1,0,0,23,17,9,2,6,6,5.062,4.097,1.812,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/c/clarkjo01.shtml"">J. Clarkson</a>",BSN,26,1450,33,20,0,448,247,148,17,119,223,2.756,2.869,1.173,1.87,4.33
"<a href=""https://www.baseball-reference.com/players/c/conwadi01.shtml"">Dick Conway</a>",BSN,22,159,4,2,0,49,31,14,2,8,12,2.377,2.933,1.075,1.50,0.09
"<a href=""https://www.baseball-reference.com/players/c/conwape01.shtml"">Pete Conway</a>",DTN,21,1173,30,14,0,315,170,98,11,57,176,2.256,2.460,.951,3.09,5.60
"<a href=""https://www.baseball-reference.com/players/c/corkhpo01.shtml"">Pop Corkhill</a>",CN2,30,15,0,0,1,8,6,6,1,0,1,10.800,4.648,1.600,&infin;,-0.24
"<a href=""https://www.baseball-reference.com/players/c/craneed01.shtml"">Ed Crane</a>",NY1,26,278,5,6,1,70,51,25,3,40,58,2.428,3.053,1.187,1.45,0.00
"<a href=""https://www.baseball-reference.com/players/c/crowebi01.shtml"">B. Crowell</a>",2,22,479,5,14,0,224,162,103,9,67,66,5.806,3.541,1.823,0.99,-3.52
"<a href=""https://www.baseball-reference.com/players/c/cunnibe01.shtml"">B. Cunningham</a>",BL2,22,1360,22,29,0,412,275,171,8,157,186,3.395,2.910,1.255,1.18,0.00
"<a href=""https://www.baseball-reference.com/players/d/dailyed01.shtml"">Ed Daily</a>",WS8,25,221,2,7,0,88,69,40,7,19,20,4.887,3.925,1.452,1.05,-1.64
"<a href=""https://www.baseball-reference.com/players/d/dennyje01.shtml"">Jerry Denny</a>",IN3,29,12,0,0,0,5,5,4,1,4,1,9.000,8.017,2.250,0.25,-0.19
"<a href=""https://www.baseball-reference.com/players/d/devliji02.shtml"">Jim Devlin</a>",SL4,22,271,6,5,0,82,54,32,3,20,45,3.188,2.493,1.129,2.25,-0.01
"<a href=""https://www.baseball-reference.com/players/d/dwyerfr01.shtml"">Frank Dwyer</a>",CHN,20,126,4,1,0,32,20,5,1,9,17,1.071,2.804,.976,1.89,0.00
"<a href=""https://www.baseball-reference.com/players/e/ehretre01.shtml"">Red Ehret</a>",KC2,19,156,3,2,0,58,30,23,1,22,12,3.981,3.519,1.538,0.55,0.72
"<a href=""https://www.baseball-reference.com/players/e/ewingbu01.shtml"">Buck Ewing</a>",NY1,28,21,0,0,1,8,9,2,1,4,6,2.571,3.517,1.714,1.50,-0.41
"<a href=""https://www.baseball-reference.com/players/e/ewingjo01.shtml"">John Ewing</a>",LS2,25,573,8,13,0,175,105,60,3,34,87,2.827,2.361,1.094,2.56,2.52
"<a href=""https://www.baseball-reference.com/players/f/faganbi01.shtml"">Bill Fagan</a>",KC2,23,427,5,11,0,179,148,90,4,75,49,5.691,3.812,1.785,0.65,-3.18
"<a href=""https://www.baseball-reference.com/players/f/foutzda01.shtml"">Dave Foutz</a>",BR3,31,528,12,7,0,146,85,49,3,35,73,2.506,2.560,1.028,2.09,1.97
