Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,30,511,11,8,0,169,73,55,4,35,63,2.906,2.976,1.198,1.80,1.72
"<a href=""https://www.baseball-reference.com/players/a/adamswi01.shtml"">Willie Adams</a>",SLA,21,139,2,3,0,50,32,20,0,19,16,3.885,3.262,1.489,0.84,-0.29
"<a href=""https://www.baseball-reference.com/players/a/akersje01.shtml"">Jerry Akers</a>",WS1,24,61,1,1,0,24,17,11,1,15,11,4.869,4.281,1.918,0.73,-0.47
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",PHI,25,931,19,17,3,289,133,97,11,105,195,2.813,3.009,1.270,1.86,6.32
"<a href=""https://www.baseball-reference.com/players/a/allenfr01.shtml"">Frank Allen</a>",BRO,23,327,3,9,0,119,70,44,1,57,58,3.633,3.412,1.615,1.02,-0.51
"<a href=""https://www.baseball-reference.com/players/a/allisma01.shtml"">Mack Allison</a>",SLA,25,507,6,17,1,171,102,68,4,49,43,3.621,3.428,1.302,0.88,0.26
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",WS1,35,3,0,1,0,1,2,2,0,2,0,18.000,8.750,3.000,0.00,-0.12
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",NY1,29,537,11,5,2,194,82,49,3,35,83,2.464,2.665,1.279,2.37,0.00
"<a href=""https://www.baseball-reference.com/players/b/baderlo01.shtml"">King Bader</a>",NY1,24,30,2,0,0,9,2,1,0,6,3,.900,3.736,1.500,0.50,0.36
"<a href=""https://www.baseball-reference.com/players/b/bagbyji01.shtml"">Jim Bagby</a>",CIN,22,52,2,1,0,17,6,6,2,9,10,3.115,4.843,1.500,1.11,0.43
"<a href=""https://www.baseball-reference.com/players/b/bailebi01.shtml"">Bill Bailey</a>",SLA,24,32,0,1,0,15,12,11,0,10,2,9.281,5.141,2.344,0.20,-0.44
"<a href=""https://www.baseball-reference.com/players/b/bargecy01.shtml"">Cy Barger</a>",BRO,27,282,1,9,0,120,78,57,4,42,30,5.457,3.931,1.723,0.71,-1.89
"<a href=""https://www.baseball-reference.com/players/b/barryha01.shtml"">Hardin Barry</a>",PHA,21,39,0,0,0,18,11,11,0,4,3,7.615,3.081,1.692,0.75,-0.39
"<a href=""https://www.baseball-reference.com/players/b/baskeji01.shtml"">Jim Baskette</a>",CLE,24,348,8,4,1,109,50,41,2,46,51,3.181,3.211,1.336,1.11,2.25
"<a href=""https://www.baseball-reference.com/players/b/baumgge01.shtml"">G. Baumgardner</a>",SLA,20,655,11,13,0,222,101,82,1,79,102,3.380,2.910,1.379,1.29,3.65
"<a href=""https://www.baseball-reference.com/players/b/beckech01.shtml"">C. Becker</a>",WS1,21,27,0,0,0,8,6,3,0,6,5,3.000,3.816,1.556,0.83,-0.13
"<a href=""https://www.baseball-reference.com/players/b/bediehu01.shtml"">Hugh Bedient</a>",BOS,22,693,20,9,2,206,93,75,6,55,122,2.922,2.805,1.130,2.22,4.07
"<a href=""https://www.baseball-reference.com/players/b/bellra01.shtml"">Ralph Bell</a>",CHA,21,18,0,0,0,8,7,6,1,8,5,9.000,7.175,2.667,0.62,-0.29
"<a href=""https://www.baseball-reference.com/players/b/bendech01.shtml"">Chief Bender</a>",PHA,28,513,13,8,2,169,63,52,1,33,90,2.737,2.411,1.181,2.73,2.20
"<a href=""https://www.baseball-reference.com/players/b/bentoru01.shtml"">Rube Benton</a>",CIN,22,906,18,20,2,316,143,104,2,118,162,3.099,2.855,1.437,1.37,3.88
"<a href=""https://www.baseball-reference.com/players/b/benzjo01.shtml"">Joe Benz</a>",CHA,26,716,13,17,0,231,107,77,5,70,97,2.904,3.095,1.261,1.39,3.22
