Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/aasedo01.shtml"">Don Aase</a>",CAL,25,525,8,13,2,193,83,79,13,66,74,4.063,3.973,1.480,1.12,2.54
"<a href=""https://www.baseball-reference.com/players/a/abbotgl01.shtml"">Glenn Abbott</a>",SEA,29,645,12,12,0,228,110,98,27,49,78,4.102,4.314,1.288,1.59,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">D. Alexander</a>",ATL,29,695,14,11,0,227,120,108,20,74,114,4.196,3.800,1.299,1.54,0.00
"<a href=""https://www.baseball-reference.com/players/a/allarbr01.shtml"">Brian Allard</a>",TEX,22,43,0,1,0,13,13,9,0,10,10,5.651,3.223,1.605,1.00,-0.25
"<a href=""https://www.baseball-reference.com/players/a/allenne01.shtml"">Neil Allen</a>",NYN,22,292,7,10,22,87,43,40,7,40,79,3.699,3.299,1.305,1.98,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderri01.shtml"">R. Anderson</a>",SEA,26,29,0,0,0,8,5,4,1,10,7,3.724,5.851,1.862,0.70,0.09
"<a href=""https://www.baseball-reference.com/players/a/andujjo01.shtml"">J. Andujar</a>",HOU,27,366,3,8,2,132,59,53,8,43,75,3.910,3.410,1.434,1.74,0.02
"<a href=""https://www.baseball-reference.com/players/a/apontlu01.shtml"">Luis Aponte</a>",BOS,27,21,0,0,0,6,1,1,0,2,1,1.286,3.358,1.143,0.50,0.23
"<a href=""https://www.baseball-reference.com/players/a/armstmi01.shtml"">M. Armstrong</a>",SDN,26,43,0,0,0,16,10,9,3,13,14,5.651,6.337,2.023,1.08,-0.34
"<a href=""https://www.baseball-reference.com/players/a/arroyfe01.shtml"">F. Arroyo</a>",MIN,28,277,6,6,0,97,55,48,7,32,27,4.679,4.143,1.397,0.84,0.06
"<a href=""https://www.baseball-reference.com/players/a/augusje01.shtml"">J. Augustine</a>",ML4,27,209,4,3,2,83,37,35,5,36,22,4.522,4.471,1.708,0.61,-0.14
"<a href=""https://www.baseball-reference.com/players/b/babcobo01.shtml"">Bob Babcock</a>",TEX,30,70,1,2,0,20,13,12,3,8,15,4.629,3.949,1.200,1.88,0.09
"<a href=""https://www.baseball-reference.com/players/b/bacsimi01.shtml"">Mike Bacsik</a>",MIN,28,69,0,0,0,26,12,11,1,11,9,4.304,3.927,1.609,0.82,0.05
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>",MON,35,274,7,6,4,80,40,31,7,33,48,3.055,3.796,1.237,1.45,0.54
"<a href=""https://www.baseball-reference.com/players/b/bailobo01.shtml"">Bob Bailor</a>",TOR,28,7,0,0,0,4,2,2,0,1,0,7.714,3.839,2.143,0.00,-0.02
"<a href=""https://www.baseball-reference.com/players/b/bairdo01.shtml"">Doug Bair</a>",CIN,30,255,3,6,6,91,42,40,7,39,62,4.235,3.674,1.529,1.59,0.00
"<a href=""https://www.baseball-reference.com/players/b/bannifl01.shtml"">F. Bannister</a>",SEA,25,653,9,13,0,200,96,84,24,66,155,3.473,3.634,1.222,2.35,4.17
"<a href=""https://www.baseball-reference.com/players/b/barkele01.shtml"">Len Barker</a>",CLE,24,739,19,12,0,237,127,114,17,92,187,4.165,3.206,1.336,2.03,0.00
"<a href=""https://www.baseball-reference.com/players/b/barlomi01.shtml"">Mike Barlow</a>",TOR,32,165,3,1,5,57,29,25,4,21,19,4.091,4.061,1.418,0.90,0.23
"<a href=""https://www.baseball-reference.com/players/b/barrifr01.shtml"">F. Barrios</a>",CHA,27,49,1,1,0,21,9,9,4,8,2,4.959,7.142,1.776,0.25,0.09
"<a href=""https://www.baseball-reference.com/players/b/barrji01.shtml"">Jim Barr</a>",CAL,32,204,1,4,1,90,43,42,12,23,22,5.559,5.199,1.662,0.96,-0.14
"<a href=""https://www.baseball-reference.com/players/b/baumgro01.shtml"">R. Baumgarten</a>",CHA,25,408,2,12,0,127,60,52,10,52,66,3.441,3.899,1.316,1.27,2.23
"<a href=""https://www.baseball-reference.com/players/b/beardda01.shtml"">Dave Beard</a>",OAK,20,48,0,1,1,12,6,6,0,7,12,3.375,2.353,1.188,1.71,0.20
"<a href=""https://www.baseball-reference.com/players/b/beattji01.shtml"">Jim Beattie</a>",SEA,25,562,5,15,0,205,115,101,19,98,67,4.852,4.903,1.617,0.68,0.34
"<a href=""https://www.baseball-reference.com/players/b/beckwjo01.shtml"">Joe Beckwith</a>",LAN,25,179,3,3,0,60,17,13,1,23,40,1.961,2.736,1.391,1.74,1.20
"<a href=""https://www.baseball-reference.com/players/b/berenbr01.shtml"">B. Berenyi</a>",CIN,25,83,2,2,0,34,26,24,1,23,19,7.807,4.287,2.060,0.83,-0.95
"<a href=""https://www.baseball-reference.com/players/b/berenju01.shtml"">J. Berenguer</a>",NYN,25,28,0,1,0,9,9,6,1,10,7,5.786,5.851,2.036,0.70,-0.34
"<a href=""https://www.baseball-reference.com/players/b/bibbyji01.shtml"">Jim Bibby</a>",PIT,35,715,19,6,0,210,95,88,20,88,144,3.323,3.698,1.250,1.64,3.46
"<a href=""https://www.baseball-reference.com/players/b/billija01.shtml"">J. Billingham</a>",2,37,95,1,3,0,56,36,36,7,18,7,10.232,6.157,2.337,0.39,-0.23
"<a href=""https://www.baseball-reference.com/players/b/birddo01.shtml"">Doug Bird</a>",NYA,30,152,3,0,1,47,16,15,3,14,17,2.664,3.663,1.204,1.21,0.00
"<a href=""https://www.baseball-reference.com/players/b/blairde01.shtml"">Dennis Blair</a>",SDN,26,42,0,1,0,18,10,10,3,3,11,6.429,4.520,1.500,3.67,-0.31
"<a href=""https://www.baseball-reference.com/players/b/bluevi01.shtml"">Vida Blue</a>",SFN,30,672,14,10,0,202,79,74,14,61,129,2.973,3.236,1.174,2.11,4.97
