Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,36,68,1,1,0,15,4,3,0,4,6,1.191,2.229,.838,1.50,0.76
"<a href=""https://www.baseball-reference.com/players/a/adamswi01.shtml"">Willie Adams</a>",PHA,27,507,5,12,0,164,95,83,2,97,39,4.420,3.465,1.544,0.40,-1.42
"<a href=""https://www.baseball-reference.com/players/a/aldrivi01.shtml"">Vic Aldridge</a>",CHN,24,37,0,1,0,11,3,2,0,6,10,1.459,2.057,1.378,1.67,0.24
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",CHN,31,78,2,1,0,19,7,5,0,3,15,1.731,1.288,.846,5.00,0.67
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",WS1,41,72,1,2,0,24,11,8,1,6,5,3.000,2.934,1.250,0.83,0.05
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",SLN,35,620,9,14,1,192,75,53,1,52,68,2.308,2.315,1.181,1.31,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderfr01.shtml"">F. Anderson</a>",NY1,32,212,4,2,3,62,27,21,1,17,24,2.675,2.370,1.118,1.41,0.34
"<a href=""https://www.baseball-reference.com/players/a/ayersdo01.shtml"">Doc Ayers</a>",WS1,27,659,10,12,3,215,91,69,2,63,67,2.827,2.499,1.266,1.06,0.00
"<a href=""https://www.baseball-reference.com/players/b/baderlo01.shtml"">King Bader</a>",BOS,30,81,1,3,0,26,13,10,1,12,10,3.333,2.978,1.407,0.83,-0.18
"<a href=""https://www.baseball-reference.com/players/b/bagbyji01.shtml"">Jim Bagby</a>",CLE,28,814,17,16,6,274,108,81,0,78,57,2.687,2.635,1.297,0.73,4.31
"<a href=""https://www.baseball-reference.com/players/b/bailebi01.shtml"">Bill Bailey</a>",DET,30,113,1,2,0,53,34,25,0,26,13,5.973,3.450,2.097,0.50,-1.29
"<a href=""https://www.baseball-reference.com/players/b/barneje01.shtml"">Jesse Barnes</a>",NY1,25,164,6,1,0,53,15,11,0,13,12,1.811,2.499,1.207,0.92,0.00
"<a href=""https://www.baseball-reference.com/players/b/bentoru01.shtml"">Rube Benton</a>",NY1,28,72,1,2,0,17,8,5,0,3,9,1.875,1.842,.833,3.00,0.41
"<a href=""https://www.baseball-reference.com/players/b/benzjo01.shtml"">Joe Benz</a>",CHA,32,462,8,8,0,156,57,45,1,28,30,2.630,2.435,1.195,1.07,2.24
"<a href=""https://www.baseball-reference.com/players/b/bernhwa01.shtml"">W. Bernhardt</a>",NYA,25,2,0,0,0,0,0,0,0,0,1,.000,-1.145,.000,&infin;,0.02
"<a href=""https://www.baseball-reference.com/players/b/bolanbe01.shtml"">B. Boland</a>",DET,26,612,14,10,0,176,69,60,1,67,63,2.647,2.576,1.191,0.94,4.15
"<a href=""https://www.baseball-reference.com/players/b/brennad01.shtml"">Ad Brennan</a>",2,30,25,0,0,0,10,5,4,0,8,0,4.320,5.020,2.160,0.00,-0.17
"<a href=""https://www.baseball-reference.com/players/b/bressru01.shtml"">R. Bressler</a>",CIN,23,384,8,5,0,124,48,35,3,39,37,2.461,2.838,1.273,0.95,1.20
"<a href=""https://www.baseball-reference.com/players/b/buckega01.shtml"">G. Buckeye</a>",WS1,20,6,0,0,0,3,4,4,0,6,2,18.000,7.867,4.500,0.33,-0.13
"<a href=""https://www.baseball-reference.com/players/b/bushjo01.shtml"">B. Bush</a>",BOS,25,818,15,15,2,241,88,64,3,91,125,2.112,2.422,1.218,1.37,0.00
"<a href=""https://www.baseball-reference.com/players/c/cadorle01.shtml"">Leon Cadore</a>",BRO,26,51,1,0,0,6,1,1,0,2,5,.529,1.742,.471,2.50,0.88
"<a href=""https://www.baseball-reference.com/players/c/caldwra02.shtml"">Ray Caldwell</a>",NYA,30,530,9,8,1,173,69,60,2,62,59,3.057,2.735,1.330,0.95,1.55
"<a href=""https://www.baseball-reference.com/players/c/canavhu01.shtml"">Hugh Canavan</a>",BSN,21,140,0,4,0,70,42,33,0,15,18,6.364,2.116,1.821,1.20,-1.60
"<a href=""https://www.baseball-reference.com/players/c/carlsha01.shtml"">Hal Carlson</a>",PIT,26,36,0,1,0,12,5,5,1,5,5,3.750,3.791,1.417,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/c/cartepa01.shtml"">Paul Carter</a>",CHN,24,219,3,2,2,78,29,22,2,19,13,2.712,2.952,1.329,0.68,0.46
"<a href=""https://www.baseball-reference.com/players/c/causere01.shtml"">Red Causey</a>",NY1,24,475,11,6,2,143,58,49,2,42,48,2.785,2.450,1.168,1.14,0.00
"<a href=""https://www.baseball-reference.com/players/c/chenela01.shtml"">Larry Cheney</a>",BRO,32,602,11,13,1,177,84,67,2,74,83,3.005,2.483,1.251,1.12,1.41
"<a href=""https://www.baseball-reference.com/players/c/cicoted01.shtml"">E. Cicotte</a>",CHA,34,798,12,19,2,275,102,82,2,40,104,2.774,1.978,1.184,2.60,3.55
"<a href=""https://www.baseball-reference.com/players/c/cobbty01.shtml"">Ty Cobb</a>",DET,31,12,0,0,0,6,2,2,0,2,0,4.500,3.771,2.000,0.00,-0.01
"<a href=""https://www.baseball-reference.com/players/c/comstra01.shtml"">R. Comstock</a>",PIT,27,243,5,6,1,78,33,27,0,14,44,3.000,1.613,1.136,3.14,0.40
"<a href=""https://www.baseball-reference.com/players/c/conlesn01.shtml"">Snipe Conley</a>",CIN,26,41,2,0,1,17,10,8,2,5,2,5.268,4.891,1.610,0.40,-0.35
"<a href=""https://www.baseball-reference.com/players/c/coombja01.shtml"">Jack Coombs</a>",BRO,35,567,8,14,0,191,97,80,10,49,44,3.810,3.178,1.270,0.90,-0.62
"<a href=""https://www.baseball-reference.com/players/c/coopewi01.shtml"">W. Cooper</a>",PIT,26,820,19,14,3,219,86,64,2,65,117,2.107,2.069,1.039,1.80,4.28
"<a href=""https://www.baseball-reference.com/players/c/coreyed01.shtml"">Ed Corey</a>",CHA,23,6,0,0,0,2,1,1,0,1,0,4.500,4.156,1.500,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/c/coumbfr01.shtml"">Fritz Coumbe</a>",CLE,28,450,13,7,3,164,60,51,4,52,41,3.060,3.073,1.440,0.79,2.20
"<a href=""https://www.baseball-reference.com/players/c/covelha01.shtml"">H. Coveleski</a>",DET,32,42,0,1,0,17,9,6,0,6,3,3.857,3.042,1.643,0.50,-0.20
