Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/adkindo01.shtml"">Doc Adkins</a>",NYA,30,21,0,0,1,10,8,6,0,5,0,7.714,4.336,2.143,0.00,-0.34
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotealtroni01"" style=""display:none;""></input><label for=""footnotealtroni01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivaltroni01"">BOS, CHA</div></span>",26,237,4,4,0,72,45,25,3,23,22,2.848,3.477,1.203,0.96,0.04
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",NY1,20,42,2,0,0,5,2,2,0,8,14,1.286,2.429,.929,1.75,0.00
"<a href=""https://www.baseball-reference.com/players/b/bartlbi01.shtml"">Bill Bartley</a>",NY1,18,9,0,0,0,3,4,0,0,4,2,.000,5.472,2.333,0.50,-0.17
"<a href=""https://www.baseball-reference.com/players/b/bendech01.shtml"">Chief Bender</a>",PHA,19,810,17,14,0,239,115,92,6,65,127,3.067,2.543,1.126,1.95,4.07
"<a href=""https://www.baseball-reference.com/players/b/bernhbi01.shtml"">B. Bernhard</a>",CLE,32,497,14,5,0,151,62,39,1,21,60,2.119,2.484,1.038,2.86,2.52
"<a href=""https://www.baseball-reference.com/players/b/bettsha01.shtml"">Harry Betts</a>",SLN,22,27,0,1,0,11,10,10,0,5,2,10.000,3.280,1.778,0.40,-0.24
"<a href=""https://www.baseball-reference.com/players/b/blissel01.shtml"">Elmer Bliss</a>",NYA,28,21,1,0,0,4,1,0,0,0,3,.000,1.805,.571,&infin;,0.37
"<a href=""https://www.baseball-reference.com/players/b/brownmo01.shtml"">M. Brown</a>",SLN,26,603,9,13,0,231,105,58,7,59,83,2.597,3.166,1.443,1.41,0.00
"<a href=""https://www.baseball-reference.com/players/b/burchfr01.shtml"">F. Burchell</a>",PHI,23,132,0,3,0,48,28,14,0,14,12,2.864,3.038,1.409,0.86,-0.01
"<a href=""https://www.baseball-reference.com/players/c/callani01.shtml"">J. Callahan</a>",CHA,29,84,1,2,0,40,24,14,0,5,12,4.500,2.372,1.607,2.40,-0.61
"<a href=""https://www.baseball-reference.com/players/c/carnepa01.shtml"">Pat Carney</a>",BSN,26,234,4,5,0,93,52,35,2,31,29,4.038,3.403,1.590,0.94,-0.08
"<a href=""https://www.baseball-reference.com/players/c/chesbja01.shtml"">Jack Chesbro</a>",NYA,29,974,21,15,0,300,140,100,7,74,147,2.772,2.730,1.152,1.99,0.00
"<a href=""https://www.baseball-reference.com/players/c/coaklan01.shtml"">Andy Coakley</a>",PHA,20,113,0,3,0,48,31,23,2,11,20,5.496,3.077,1.566,1.82,0.00
"<a href=""https://www.baseball-reference.com/players/c/cronija01.shtml"">Jack Cronin</a>",NY1,29,347,6,4,1,130,67,49,5,37,50,3.813,3.244,1.444,1.35,0.60
"<a href=""https://www.baseball-reference.com/players/c/curricl01.shtml"">C. Currie</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotecurricl01"" style=""display:none;""></input><label for=""footnotecurricl01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivcurricl01"">SLN, CHN</div></span>",24,544,5,14,2,190,118,77,8,69,61,3.822,3.600,1.428,0.88,0.40
"<a href=""https://www.baseball-reference.com/players/d/deerijo01.shtml"">John Deering</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotedeerijo01"" style=""display:none;""></input><label for=""footnotedeerijo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivdeerijo01"">DET, NYA</div></span>",25,362,7,7,0,136,71,51,3,42,28,3.804,3.593,1.475,0.67,-0.38
"<a href=""https://www.baseball-reference.com/players/d/dinnebi01.shtml"">Bill Dinneen</a>",BOS,27,897,21,13,2,255,98,75,6,66,148,2.258,2.645,1.074,2.24,6.26
"<a href=""https://www.baseball-reference.com/players/d/dohened01.shtml"">Ed Doheny</a>",PIT,29,668,16,8,2,209,122,79,1,89,75,3.193,3.093,1.338,0.84,0.44
"<a href=""https://www.baseball-reference.com/players/d/donahre01.shtml"">Red Donahue</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotedonahre01"" style=""display:none;""></input><label for=""footnotedonahre01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivdonahre01"">SLA, CLE</div></span>",30,803,15,16,0,287,120,77,3,34,96,2.589,2.502,1.199,2.82,1.22
"<a href=""https://www.baseball-reference.com/players/d/donovbi01.shtml"">Bill Donovan</a>",DET,26,921,17,16,0,247,104,78,3,95,187,2.287,2.537,1.114,1.97,6.98
"<a href=""https://www.baseball-reference.com/players/d/dornegu01.shtml"">Gus Dorner</a>",CLE,26,221,3,5,0,83,51,37,4,24,28,4.520,3.617,1.452,1.17,0.00
"<a href=""https://www.baseball-reference.com/players/d/doschja01.shtml"">Jack Doscher</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotedoschja01"" style=""display:none;""></input><label for=""footnotedoschja01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivdoschja01"">CHN, BRO</div></span>",22,30,0,1,0,14,13,10,1,11,9,9.000,4.784,2.500,0.82,-0.23
"<a href=""https://www.baseball-reference.com/players/d/dugglbi01.shtml"">B. Duggleby</a>",PHI,29,793,13,16,2,318,162,110,4,79,57,3.745,3.271,1.502,0.72,0.57
"<a href=""https://www.baseball-reference.com/players/d/dunklda01.shtml"">Davey Dunkle</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotedunklda01"" style=""display:none;""></input><label for=""footnotedunklda01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivdunklda01"">CHA, WS1</div></span>",30,571,9,13,1,207,118,88,5,64,77,4.161,3.176,1.424,1.20,-0.49
"<a href=""https://www.baseball-reference.com/players/d/dunleja01.shtml"">J. Dunleavy</a>",SLN,23,306,6,8,0,101,59,46,2,57,51,4.059,3.463,1.549,0.89,0.75
"<a href=""https://www.baseball-reference.com/players/e/easonma01.shtml"">Mal Eason</a>",DET,24,169,2,5,0,60,33,21,1,19,21,3.355,3.086,1.402,1.11,-0.24
"<a href=""https://www.baseball-reference.com/players/e/evansro01.shtml"">Roy Evans</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteevansro01"" style=""display:none;""></input><label for=""footnoteevansro01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivevansro01"">BRO, SLA</div></span>",29,492,5,13,0,187,105,65,2,55,66,3.567,2.932,1.476,1.20,-0.61
"<a href=""https://www.baseball-reference.com/players/e/ewingbo01.shtml"">Bob Ewing</a>",CIN,30,740,14,13,1,254,127,76,3,64,104,2.773,2.727,1.289,1.62,3.86
"<a href=""https://www.baseball-reference.com/players/f/fairbji01.shtml"">Jim Fairbank</a>",PHA,22,72,1,1,0,33,14,13,1,12,10,4.875,3.866,1.875,0.83,-0.04
"<a href=""https://www.baseball-reference.com/players/f/falkecy01.shtml"">C. Falkenberg</a>",PIT,23,168,1,5,0,65,43,24,0,32,24,3.857,3.484,1.732,0.75,0.00
"<a href=""https://www.baseball-reference.com/players/f/flahepa02.shtml"">P. Flaherty</a>",CHA,27,881,11,25,1,338,173,122,9,50,65,3.739,3.071,1.321,1.30,-1.30
"<a href=""https://www.baseball-reference.com/players/f/frasech01.shtml"">Chick Fraser</a>",PHI,29,750,12,17,1,260,160,125,8,97,104,4.500,3.306,1.428,1.07,-0.13
"<a href=""https://www.baseball-reference.com/players/g/garvine01.shtml"">Ned Garvin</a>",BRO,29,894,15,18,2,277,163,102,2,84,154,3.081,2.521,1.211,1.83,2.16
"<a href=""https://www.baseball-reference.com/players/g/gibsono01.shtml"">N. Gibson</a>",BOS,26,550,13,9,0,166,95,65,2,65,76,3.191,3.022,1.260,1.17,-0.07
"<a href=""https://www.baseball-reference.com/players/g/glendma01.shtml"">M. Glendon</a>",CLE,24,83,1,2,0,20,9,3,0,7,9,.976,2.871,.976,1.29,0.59
"<a href=""https://www.baseball-reference.com/players/g/grahape01.shtml"">P. Graham</a>",CHN,26,15,0,1,0,9,6,3,0,3,4,5.400,2.400,2.400,1.33,-0.22
"<a href=""https://www.baseball-reference.com/players/g/griffcl01.shtml"">C. Griffith</a>",NYA,33,639,14,11,0,201,92,64,3,33,69,2.704,2.669,1.099,2.09,3.17
"<a href=""https://www.baseball-reference.com/players/h/hackeji01.shtml"">Jim Hackett</a>",SLN,25,145,1,3,1,47,28,20,0,18,21,3.724,2.816,1.345,1.17,0.36
"<a href=""https://www.baseball-reference.com/players/h/hahnno01.shtml"">Noodles Hahn</a>",CIN,24,888,22,12,0,297,125,83,3,47,127,2.524,2.424,1.162,2.70,7.69
"<a href=""https://www.baseball-reference.com/players/h/hardyal01.shtml"">Alex Hardy</a>",CHN,26,38,1,1,0,21,10,9,0,7,4,6.395,3.445,2.211,0.57,-0.23
"<a href=""https://www.baseball-reference.com/players/h/harpeja01.shtml"">Jack Harper</a>",CIN,25,405,8,9,0,143,87,65,2,70,45,4.333,3.605,1.578,0.64,0.00
"<a href=""https://www.baseball-reference.com/players/h/henlewe01.shtml"">W. Henley</a>",PHA,22,559,12,10,0,186,108,81,3,67,86,3.912,2.926,1.358,1.28,-0.25
"<a href=""https://www.baseball-reference.com/players/h/hoffmda01.shtml"">D. Hoffman</a>",PHA,23,9,0,0,0,2,1,1,0,2,0,3.000,4.910,1.333,0.00,0.08
"<a href=""https://www.baseball-reference.com/players/h/hookebu01.shtml"">Buck Hooker</a>",CIN,22,7,0,0,0,2,0,0,0,2,0,.000,5.719,1.714,0.00,0.17
"<a href=""https://www.baseball-reference.com/players/h/howelha01.shtml"">Harry Howell</a>",NYA,26,467,9,6,0,140,79,61,4,44,62,3.527,3.032,1.182,1.41,1.02
"<a href=""https://www.baseball-reference.com/players/h/hugheto01.shtml"">Tom Hughes</a>",BOS,24,734,20,7,0,232,95,70,5,60,112,2.575,2.730,1.193,1.87,3.29
"<a href=""https://www.baseball-reference.com/players/h/hynespa01.shtml"">Pat Hynes</a>",SLN,19,27,0,1,0,10,6,4,0,6,1,4.000,4.597,1.778,0.17,-0.01
"<a href=""https://www.baseball-reference.com/players/j/jonesal01.shtml"">Alex Jones</a>",DET,33,26,0,1,0,19,15,12,0,6,2,12.462,3.994,2.885,0.33,-0.63
"<a href=""https://www.baseball-reference.com/players/j/jonesos01.shtml"">Oscar Jones</a>",BRO,23,973,19,14,0,320,159,106,4,77,95,2.941,2.868,1.224,1.23,4.23
"<a href=""https://www.baseball-reference.com/players/j/jossad01.shtml"">Addie Joss</a>",CLE,23,851,18,13,0,232,105,69,3,37,120,2.189,2.325,.948,3.24,4.47
"<a href=""https://www.baseball-reference.com/players/k/kaneha01.shtml"">Harry Kane</a>",DET,19,54,0,2,0,26,22,17,0,8,10,8.500,2.804,1.889,1.25,-0.81
"<a href=""https://www.baseball-reference.com/players/k/kennebr01.shtml"">B. Kennedy</a>",PIT,35,376,9,6,0,130,62,48,0,57,39,3.447,3.468,1.492,0.68,0.89
"<a href=""https://www.baseball-reference.com/players/k/killied01.shtml"">Ed Killian</a>",CLE,26,185,3,4,0,61,24,17,1,13,18,2.481,2.820,1.200,1.38,0.82
"<a href=""https://www.baseball-reference.com/players/k/kisinru01.shtml"">R. Kisinger</a>",DET,26,356,7,9,0,118,58,39,0,27,33,2.958,2.831,1.222,1.22,0.62
