Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/bensoal01.shtml"">Allen Benson</a>",WS1,29,9&frac23;,0,1,0,19,14,13,0,5,4,12.103,3.206,2.483,0.80,-0.52
"<a href=""https://www.baseball-reference.com/players/b/bentoal01.shtml"">Al Benton</a>",PHA,23,155,7,9,1,145,98,84,7,88,58,4.877,4.697,1.503,0.66,0.20
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",CIN,36,29,0,1,2,53,25,21,1,7,5,6.517,3.840,2.069,0.71,-0.49
"<a href=""https://www.baseball-reference.com/players/b/bettshu01.shtml"">Huck Betts</a>",BSN,37,213,17,10,3,258,105,96,17,42,69,4.056,4.039,1.408,1.64,1.34
"<a href=""https://www.baseball-reference.com/players/b/birkora01.shtml"">R. Birkofer</a>",PIT,25,204,11,12,1,227,106,93,11,66,71,4.103,4.016,1.436,1.08,2.39
"<a href=""https://www.baseball-reference.com/players/b/blaehge01.shtml"">G. Blaeholder</a>",SLA,30,234&frac13;,14,18,3,276,130,110,16,68,66,4.225,4.315,1.468,0.97,0.00
"<a href=""https://www.baseball-reference.com/players/b/blantcy01.shtml"">Cy Blanton</a>",PIT,25,8,0,1,0,5,3,3,1,4,5,3.375,4.666,1.125,1.25,0.24
"<a href=""https://www.baseball-reference.com/players/b/bowmajo01.shtml"">Joe Bowman</a>",NY1,24,107&frac13;,5,4,3,119,52,43,9,36,36,3.606,4.506,1.444,1.00,0.54
"<a href=""https://www.baseball-reference.com/players/b/branded01.shtml"">Ed Brandt</a>",BSN,29,255,16,14,5,249,111,100,13,83,106,3.529,3.901,1.302,1.28,3.15
"<a href=""https://www.baseball-reference.com/players/b/brenndo01.shtml"">Don Brennan</a>",CIN,30,78,4,3,2,89,51,33,3,35,31,3.808,4.129,1.590,0.89,-0.10
"<a href=""https://www.baseball-reference.com/players/b/bridgto01.shtml"">T. Bridges</a>",DET,27,275,22,11,1,249,117,112,16,104,151,3.665,3.910,1.284,1.45,5.40
"<a href=""https://www.baseball-reference.com/players/b/broacjo01.shtml"">J. Broaca</a>",NYA,24,177&frac13;,12,9,0,203,94,82,9,65,74,4.162,4.008,1.511,1.14,1.07
"<a href=""https://www.baseball-reference.com/players/b/brownbo02.shtml"">Bob Brown</a>",BSN,23,58&frac13;,1,3,0,59,40,37,2,36,21,5.709,4.559,1.629,0.58,-0.61
"<a href=""https://www.baseball-reference.com/players/b/browncl01.shtml"">Clint Brown</a>",CLE,30,50&frac13;,4,3,1,83,42,33,3,14,15,5.901,4.001,1.927,1.07,-0.61
"<a href=""https://www.baseball-reference.com/players/b/brownll01.shtml"">Lloyd Brown</a>",CLE,29,117,5,10,6,116,67,50,7,51,39,3.846,4.555,1.427,0.76,1.27
"<a href=""https://www.baseball-reference.com/players/b/burkebo01.shtml"">Bobby Burke</a>",WS1,27,168,8,8,0,155,67,60,2,72,52,3.214,3.953,1.351,0.72,4.33
"<a href=""https://www.baseball-reference.com/players/b/bushgu01.shtml"">Guy Bush</a>",CHN,32,209&frac13;,18,10,2,213,96,89,15,54,75,3.826,4.117,1.275,1.39,0.00
"<a href=""https://www.baseball-reference.com/players/c/cainsu01.shtml"">Sugar Cain</a>",PHA,27,230&frac23;,9,17,0,235,128,113,15,128,66,4.409,5.088,1.574,0.52,0.00
"<a href=""https://www.baseball-reference.com/players/c/cantwbe01.shtml"">Ben Cantwell</a>",BSN,32,143&frac13;,5,11,5,163,88,69,8,34,45,4.333,3.882,1.374,1.32,0.00
"<a href=""https://www.baseball-reference.com/players/c/carlete01.shtml"">Tex Carleton</a>",SLN,27,240&frac23;,16,11,2,260,126,114,14,52,103,4.263,3.579,1.296,1.98,2.11
"<a href=""https://www.baseball-reference.com/players/c/carroow01.shtml"">O. Carroll</a>",BRO,31,74&frac13;,1,3,1,108,64,53,9,33,17,6.417,5.442,1.897,0.52,-1.75
"<a href=""https://www.baseball-reference.com/players/c/cascajo01.shtml"">J. Cascarella</a>",PHA,27,194&frac13;,12,15,1,214,111,101,8,104,71,4.678,4.512,1.636,0.68,0.00
"<a href=""https://www.baseball-reference.com/players/c/castege01.shtml"">G. Caster</a>",PHA,26,37,3,2,0,32,16,14,3,14,15,3.405,4.346,1.243,1.07,0.00
"<a href=""https://www.baseball-reference.com/players/c/castlsl01.shtml"">S. Castleman</a>",NY1,20,16&frac23;,1,0,0,18,11,10,1,10,5,5.400,5.116,1.680,0.50,-0.12
"<a href=""https://www.baseball-reference.com/players/c/chagnle01.shtml"">Leon Chagnon</a>",PIT,31,58,4,1,1,68,32,31,5,24,19,4.810,4.708,1.586,0.79,0.55
"<a href=""https://www.baseball-reference.com/players/c/clarkwa02.shtml"">Watty Clark</a>",2,32,44,3,2,0,63,34,29,5,14,16,5.932,4.628,1.750,1.14,-0.37
"<a href=""https://www.baseball-reference.com/players/c/coffmdi01.shtml"">Dick Coffman</a>",SLA,27,173,9,10,3,212,112,87,11,59,55,4.526,4.298,1.566,0.93,1.51
"<a href=""https://www.baseball-reference.com/players/c/cohensy01.shtml"">Syd Cohen</a>",WS1,28,18,1,1,0,25,15,15,2,6,6,7.500,4.821,1.722,1.00,-0.18
"<a href=""https://www.baseball-reference.com/players/c/colliph01.shtml"">Phil Collins</a>",PHI,32,254,13,18,1,277,138,118,30,87,72,4.181,5.109,1.433,0.83,3.85
"<a href=""https://www.baseball-reference.com/players/c/connasa01.shtml"">S. Connally</a>",CLE,35,5&frac13;,0,0,1,4,3,3,0,5,1,5.062,6.024,1.688,0.20,0.11
"<a href=""https://www.baseball-reference.com/players/c/crowdal01.shtml"">G. Crowder</a>",2,35,167&frac13;,9,11,3,223,123,107,12,58,69,5.755,4.193,1.679,1.19,-2.00
"<a href=""https://www.baseball-reference.com/players/d/darroge01.shtml"">G. Darrow</a>",PHI,30,49,2,6,1,57,37,30,4,28,14,5.510,5.138,1.735,0.50,-0.50
"<a href=""https://www.baseball-reference.com/players/d/daviscu01.shtml"">Curt Davis</a>",PHI,30,274&frac13;,19,17,5,283,114,90,14,60,99,2.953,3.659,1.250,1.65,0.00
"<a href=""https://www.baseball-reference.com/players/d/deandi01.shtml"">Dizzy Dean</a>",SLN,24,311&frac23;,30,7,7,288,110,92,14,75,195,2.657,3.117,1.165,2.60,8.94
"<a href=""https://www.baseball-reference.com/players/d/deanpa01.shtml"">Paul Dean</a>",SLN,21,233&frac13;,19,11,2,225,96,89,19,52,150,3.433,3.499,1.187,2.88,5.13
"<a href=""https://www.baseball-reference.com/players/d/derripa01.shtml"">P. Derringer</a>",CIN,27,261,15,21,4,297,129,104,8,59,122,3.586,3.213,1.364,2.07,3.82
"<a href=""https://www.baseball-reference.com/players/d/deshoji01.shtml"">J. DeShong</a>",NYA,24,133&frac23;,6,7,3,126,71,61,6,56,40,4.107,4.355,1.362,0.71,1.01
"<a href=""https://www.baseball-reference.com/players/d/devench01.shtml"">C. Devens</a>",NYA,24,11,1,0,0,9,3,2,0,5,4,1.636,3.796,1.273,0.80,0.40
"<a href=""https://www.baseball-reference.com/players/d/dietrbi01.shtml"">B. Dietrich</a>",PHA,24,207&frac23;,11,12,3,201,121,108,12,114,88,4.681,4.670,1.517,0.77,0.00
"<a href=""https://www.baseball-reference.com/players/d/diggsre01.shtml"">Reese Diggs</a>",WS1,18,21&frac13;,1,2,0,26,17,16,3,15,2,6.750,7.186,1.922,0.13,-0.16
"<a href=""https://www.baseball-reference.com/players/e/earnsge01.shtml"">G. Earnshaw</a>",CHA,34,227,14,11,0,242,128,114,28,104,97,4.520,5.219,1.524,0.93,0.00
"<a href=""https://www.baseball-reference.com/players/e/edwarsh01.shtml"">S. Edwards</a>",CIN,24,3,0,0,0,4,1,1,0,1,1,3.000,3.452,1.667,1.00,0.06
"<a href=""https://www.baseball-reference.com/players/e/ellioju01.shtml"">J. Elliott</a>",2,33,20&frac23;,1,2,0,27,23,16,2,13,7,6.968,5.136,1.935,0.54,-0.28
"<a href=""https://www.baseball-reference.com/players/f/ferrewe01.shtml"">Wes Ferrell</a>",BOS,26,181,14,5,1,205,87,73,4,49,67,3.630,3.472,1.403,1.37,0.00
"<a href=""https://www.baseball-reference.com/players/f/fillema01.shtml"">Mark Filley</a>",WS1,22,0&frac13;,0,0,0,2,1,1,0,0,0,27.000,3.120,6.000,&infin;,-0.09
"<a href=""https://www.baseball-reference.com/players/f/fischca01.shtml"">Carl Fischer</a>",DET,28,95,6,4,1,107,50,46,5,38,39,4.358,4.150,1.526,1.03,0.00
"<a href=""https://www.baseball-reference.com/players/f/fitzsfr01.shtml"">F. Fitzsimmons</a>",NY1,32,263&frac13;,18,14,1,266,114,89,12,51,73,3.042,3.748,1.204,1.43,0.00
"<a href=""https://www.baseball-reference.com/players/f/flohrmo01.shtml"">Mort Flohr</a>",PHA,22,30&frac23;,0,2,0,34,21,20,3,33,6,5.870,7.389,2.185,0.18,-0.02
"<a href=""https://www.baseball-reference.com/players/f/frankfr02.shtml"">F. Frankhouse</a>",BSN,30,233&frac23;,17,9,1,239,102,83,10,77,78,3.197,3.961,1.352,1.01,2.88
"<a href=""https://www.baseball-reference.com/players/f/frasivi01.shtml"">Vic Frazier</a>",DET,29,22&frac23;,1,3,0,30,19,15,0,12,11,5.956,3.562,1.853,0.92,-0.42
"<a href=""https://www.baseball-reference.com/players/f/freitto01.shtml"">Tony Freitas</a>",CIN,26,152&frac23;,6,12,1,194,80,68,6,25,37,4.009,3.568,1.434,1.48,1.92
"<a href=""https://www.baseball-reference.com/players/f/frencla01.shtml"">Larry French</a>",PIT,26,263&frac23;,12,18,1,299,135,105,8,59,103,3.584,3.364,1.358,1.75,0.00
"<a href=""https://www.baseball-reference.com/players/f/freybe01.shtml"">Benny Frey</a>",CIN,28,245&frac13;,11,16,2,288,118,96,10,42,33,3.522,3.863,1.345,0.79,4.42
"<a href=""https://www.baseball-reference.com/players/g/galehde01.shtml"">D. Galehouse</a>",CLE,22,1,0,0,0,2,3,2,0,1,0,18.000,5.171,3.000,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/g/galliph01.shtml"">P. Gallivan</a>",CHA,27,126&frac23;,4,7,1,155,97,79,14,64,55,5.613,5.099,1.729,0.86,0.07
"<a href=""https://www.baseball-reference.com/players/g/gastomi01.shtml"">Milt Gaston</a>",CHA,38,194,6,19,0,247,146,126,16,84,48,5.845,4.945,1.706,0.57,0.00
"<a href=""https://www.baseball-reference.com/players/g/gomezle01.shtml"">Lefty Gomez</a>",NYA,25,281&frac23;,26,5,1,223,86,73,12,96,158,2.333,3.601,1.133,1.65,8.35
"<a href=""https://www.baseball-reference.com/players/g/grabore01.shtml"">R. Grabowski</a>",PHI,26,65&frac13;,1,3,0,114,72,67,13,23,13,9.230,5.955,2.097,0.57,-2.22
"<a href=""https://www.baseball-reference.com/players/g/grimebu01.shtml"">B. Grimes</a>",3,40,53,4,5,1,63,38,36,1,26,15,6.113,4.139,1.679,0.58,0.20
"<a href=""https://www.baseball-reference.com/players/g/grissle01.shtml"">Lee Grissom</a>",CIN,26,7,0,1,0,13,12,12,0,7,4,15.429,4.582,2.857,0.57,0.00
"<a href=""https://www.baseball-reference.com/players/g/grovele01.shtml"">Lefty Grove</a>",BOS,34,109&frac13;,8,8,0,149,84,79,5,32,43,6.503,3.731,1.655,1.34,-0.47
"<a href=""https://www.baseball-reference.com/players/h/hadlebu01.shtml"">Bump Hadley</a>",SLA,29,213,10,16,1,212,120,103,14,127,79,4.352,4.986,1.592,0.62,4.14
"<a href=""https://www.baseball-reference.com/players/h/haineje01.shtml"">Jesse Haines</a>",SLN,40,90,4,4,1,86,42,35,6,19,17,3.500,4.196,1.167,0.89,1.04
"<a href=""https://www.baseball-reference.com/players/h/hallabi01.shtml"">B. Hallahan</a>",SLN,31,162&frac23;,8,12,0,195,93,77,2,66,70,4.260,3.616,1.605,1.06,0.00
"<a href=""https://www.baseball-reference.com/players/h/hamlilu01.shtml"">Luke Hamlin</a>",DET,29,75&frac13;,2,3,1,87,48,45,11,44,30,5.376,6.021,1.739,0.68,0.09
"<a href=""https://www.baseball-reference.com/players/h/hansesn01.shtml"">Snipe Hansen</a>",PHI,27,151,6,12,3,194,112,91,15,61,40,5.424,4.959,1.689,0.66,-0.83
"<a href=""https://www.baseball-reference.com/players/h/hardeme01.shtml"">Mel Harder</a>",CLE,24,255&frac13;,20,12,4,246,97,74,6,81,91,2.608,3.599,1.281,1.12,8.03
"<a href=""https://www.baseball-reference.com/players/h/harribi01.shtml"">Bill Harris</a>",PIT,34,19,0,0,0,28,15,14,2,7,8,6.632,4.489,1.842,1.14,-0.17
"<a href=""https://www.baseball-reference.com/players/h/heisecl01.shtml"">C. Heise</a>",SLN,26,2,0,0,0,3,3,1,1,0,1,4.500,7.938,1.500,&infin;,-0.07
"<a href=""https://www.baseball-reference.com/players/h/herriar01.shtml"">Art Herring</a>",BRO,28,49&frac13;,2,4,0,63,36,34,2,29,15,6.203,4.722,1.865,0.52,-0.73
"<a href=""https://www.baseball-reference.com/players/h/hevinjo02.shtml"">Joe Heving</a>",CHA,33,88,1,7,4,133,85,71,12,48,40,7.261,5.286,2.057,0.83,0.00
"<a href=""https://www.baseball-reference.com/players/h/hildeor01.shtml"">O. Hildebrand</a>",CLE,27,198,11,9,1,225,112,99,14,99,72,4.500,4.742,1.636,0.73,2.24
"<a href=""https://www.baseball-reference.com/players/h/hockege01.shtml"">G. Hockette</a>",BOS,26,27&frac13;,2,1,0,22,5,5,3,6,14,1.646,4.262,1.024,2.33,1.48
"<a href=""https://www.baseball-reference.com/players/h/hogsech01.shtml"">C. Hogsett</a>",DET,30,50&frac13;,3,2,3,61,34,24,4,19,23,4.291,4.284,1.589,1.21,-0.27
"<a href=""https://www.baseball-reference.com/players/h/holleed01.shtml"">Ed Holley</a>",2,34,82,1,11,0,105,78,74,11,37,16,8.122,5.619,1.732,0.43,-1.96
"<a href=""https://www.baseball-reference.com/players/h/hoytwa01.shtml"">Waite Hoyt</a>",PIT,34,190&frac23;,15,6,5,184,75,62,6,43,105,2.927,3.072,1.191,2.44,0.00
"<a href=""https://www.baseball-reference.com/players/h/hubbeca01.shtml"">Carl Hubbell</a>",NY1,31,313,21,12,8,286,100,80,17,37,118,2.300,3.417,1.032,3.19,7.28
"<a href=""https://www.baseball-reference.com/players/h/hudliwi01.shtml"">W. Hudlin</a>",CLE,28,195,15,10,4,210,109,103,8,65,58,4.754,4.002,1.410,0.89,2.14
"<a href=""https://www.baseball-reference.com/players/j/johnsha01.shtml"">Hank Johnson</a>",BOS,28,124&frac13;,6,8,1,162,95,74,12,53,66,5.357,4.405,1.729,1.25,-0.16
"<a href=""https://www.baseball-reference.com/players/j/johnsll01.shtml"">L. Johnson</a>",PIT,23,1,0,0,0,1,0,0,0,0,0,.000,3.120,1.000,&infin;,0.03
"<a href=""https://www.baseball-reference.com/players/j/johnssi01.shtml"">Si Johnson</a>",CIN,27,215&frac23;,7,22,3,264,150,125,15,84,89,5.216,4.226,1.614,1.06,0.00
"<a href=""https://www.baseball-reference.com/players/j/johnssy01.shtml"">Syl Johnson</a>",2,33,140&frac13;,5,9,3,131,64,54,16,24,54,3.463,4.393,1.105,2.25,3.45
"<a href=""https://www.baseball-reference.com/players/j/joinero01.shtml"">Roy Joiner</a>",CHN,27,34,0,1,0,61,33,31,3,8,9,8.206,4.265,2.029,1.12,-1.06
"<a href=""https://www.baseball-reference.com/players/j/jonessa01.shtml"">S. Jones</a>",CHA,41,183&frac13;,8,12,0,217,120,104,16,60,60,5.105,4.527,1.511,1.00,1.40
"<a href=""https://www.baseball-reference.com/players/k/kenneve01.shtml"">Vern Kennedy</a>",CHA,27,19&frac13;,0,2,0,21,8,8,1,9,7,3.724,4.590,1.552,0.78,0.00
"<a href=""https://www.baseball-reference.com/players/k/kinzyha01.shtml"">Harry Kinzy</a>",CHA,23,34&frac13;,0,1,0,38,23,19,1,31,12,4.981,5.210,2.010,0.39,0.24
"<a href=""https://www.baseball-reference.com/players/k/klaerhu01.shtml"">H. Klaerner</a>",CHA,25,17&frac13;,0,2,0,24,21,21,4,16,9,10.904,7.587,2.308,0.56,-0.53
"<a href=""https://www.baseball-reference.com/players/k/kleinte01.shtml"">T. Kleinhans</a>",2,35,86,2,6,0,118,71,57,3,41,25,5.965,4.299,1.849,0.61,-0.32
"<a href=""https://www.baseball-reference.com/players/k/klinebo01.shtml"">Bob Kline</a>",2,24,43&frac23;,7,2,1,60,42,35,6,17,15,7.214,5.232,1.763,0.88,-1.45
"<a href=""https://www.baseball-reference.com/players/k/knottja01.shtml"">Jack Knott</a>",SLA,27,138,10,3,4,149,86,76,17,67,56,4.957,5.408,1.565,0.84,0.00
"<a href=""https://www.baseball-reference.com/players/k/kolpra01.shtml"">Ray Kolp</a>",CIN,39,61&frac23;,0,2,3,78,36,31,1,12,19,4.524,3.198,1.459,1.58,0.39
"<a href=""https://www.baseball-reference.com/players/l/laggeed01.shtml"">Ed Lagger</a>",PHA,21,18,0,0,0,27,23,22,1,14,2,11.000,5.590,2.278,0.14,-0.64
"<a href=""https://www.baseball-reference.com/players/l/larkist01.shtml"">Steve Larkin</a>",DET,23,6,0,0,0,8,7,1,0,5,8,1.500,2.983,2.167,1.60,-0.09
"<a href=""https://www.baseball-reference.com/players/l/leebi02.shtml"">Bill Lee</a>",CHN,24,214&frac13;,13,14,1,218,91,81,9,74,104,3.401,3.714,1.362,1.41,0.00
"<a href=""https://www.baseball-reference.com/players/l/leeth01.shtml"">Thornton Lee</a>",CLE,27,85&frac23;,1,1,0,105,57,48,8,44,41,5.043,4.772,1.739,0.93,0.40
"<a href=""https://www.baseball-reference.com/players/l/leonadu02.shtml"">D. Leonard</a>",BRO,25,183&frac23;,14,11,5,210,90,67,12,33,58,3.283,3.816,1.323,1.76,1.79
"<a href=""https://www.baseball-reference.com/players/l/lindsji01.shtml"">Jim Lindsey</a>",2,35,18,0,1,1,25,16,12,2,5,9,6.000,4.105,1.667,1.80,-0.50
"<a href=""https://www.baseball-reference.com/players/l/linkeed01.shtml"">Ed Linke</a>",WS1,22,34&frac23;,2,2,0,38,20,16,1,9,9,4.154,3.754,1.356,1.00,0.27
"<a href=""https://www.baseball-reference.com/players/l/lohrmbi01.shtml"">Bill Lohrman</a>",PHI,21,6,0,1,1,5,5,3,0,1,2,4.500,2.947,1.000,2.00,0.00
"<a href=""https://www.baseball-reference.com/players/l/lucasra01.shtml"">Ray Lucas</a>",BRO,25,30&frac23;,1,1,0,39,24,23,2,14,3,6.750,4.858,1.728,0.21,-0.45
"<a href=""https://www.baseball-reference.com/players/l/lucasre01.shtml"">Red Lucas</a>",PIT,32,172&frac23;,10,9,0,198,89,84,14,40,44,4.378,4.327,1.378,1.10,1.71
"<a href=""https://www.baseball-reference.com/players/l/luquedo01.shtml"">Dolf Luque</a>",NY1,43,42&frac13;,4,3,7,54,20,18,3,17,12,3.827,4.569,1.677,0.71,0.20
"<a href=""https://www.baseball-reference.com/players/l/lyonste01.shtml"">Ted Lyons</a>",CHA,33,205&frac13;,11,13,1,249,138,111,15,66,53,4.865,4.454,1.534,0.80,1.61
"<a href=""https://www.baseball-reference.com/players/m/macfada01.shtml"">D. MacFayden</a>",NYA,29,96,4,3,0,110,57,48,5,31,41,4.500,3.840,1.469,1.32,0.00
"<a href=""https://www.baseball-reference.com/players/m/mahafro01.shtml"">Roy Mahaffey</a>",PHA,30,129,6,7,2,142,88,77,10,55,37,5.372,4.825,1.527,0.67,-0.23
"<a href=""https://www.baseball-reference.com/players/m/maliscy01.shtml"">Cy Malis</a>",PHI,27,3&frac23;,0,0,0,4,2,2,0,2,1,4.909,4.188,1.636,0.50,0.03
"<a href=""https://www.baseball-reference.com/players/m/malonpa02.shtml"">Pat Malone</a>",CHN,31,191,14,7,0,200,85,75,14,55,111,3.534,3.728,1.335,2.02,2.04
"<a href=""https://www.baseball-reference.com/players/m/mangule01.shtml"">Leo Mangum</a>",BSN,38,94&frac13;,5,3,1,127,67,60,9,23,28,5.724,4.417,1.590,1.22,-0.93
"<a href=""https://www.baseball-reference.com/players/m/marbefi01.shtml"">F. Marberry</a>",DET,35,155&frac23;,15,5,3,174,92,79,12,48,64,4.567,4.212,1.426,1.33,0.25
"<a href=""https://www.baseball-reference.com/players/m/marcujo01.shtml"">J. Marcum</a>",PHA,24,232,14,11,0,257,131,116,13,88,92,4.500,4.134,1.487,1.05,0.00
"<a href=""https://www.baseball-reference.com/players/m/martipe01.shtml"">P. Martin</a>",SLN,30,2,0,0,0,1,1,1,0,0,0,4.500,3.120,.500,&infin;,0.02
"<a href=""https://www.baseball-reference.com/players/m/matuzha01.shtml"">H. Matuzak</a>",PHA,24,24,0,3,0,28,16,13,2,10,9,4.875,4.537,1.583,0.90,-0.08
"<a href=""https://www.baseball-reference.com/players/m/mcafebi01.shtml"">Bill McAfee</a>",SLA,26,61&frac23;,1,0,0,84,48,40,4,26,11,5.838,4.688,1.784,0.42,0.04
"<a href=""https://www.baseball-reference.com/players/m/mccolal01.shtml"">Alex McColl</a>",WS1,40,112,3,4,1,129,56,48,6,36,29,3.857,4.236,1.473,0.81,1.53
"<a href=""https://www.baseball-reference.com/players/m/mckeiti01.shtml"">T. McKeithan</a>",PHA,27,4,0,0,0,7,7,7,2,5,0,15.750,13.634,3.000,0.00,-0.29
"<a href=""https://www.baseball-reference.com/players/m/meinehe01.shtml"">Heinie Meine</a>",PIT,38,106&frac13;,7,6,0,134,60,51,12,25,22,4.317,4.828,1.495,0.88,0.80
"<a href=""https://www.baseball-reference.com/players/m/merensp01.shtml"">Spike Merena</a>",BOS,24,24&frac23;,1,2,0,20,8,8,2,16,7,2.919,5.674,1.459,0.44,1.00
"<a href=""https://www.baseball-reference.com/players/m/millijo02.shtml"">J. Milligan</a>",WS1,30,2&frac23;,0,0,0,6,3,3,0,0,1,10.125,2.457,2.250,&infin;,-0.04
"<a href=""https://www.baseball-reference.com/players/m/millsle01.shtml"">Lefty Mills</a>",SLA,24,8&frac23;,0,0,0,10,4,4,0,11,2,4.154,6.647,2.423,0.18,0.29
"<a href=""https://www.baseball-reference.com/players/m/mooneji01.shtml"">Jim Mooney</a>",SLN,27,82&frac13;,2,4,1,114,59,50,3,49,27,5.466,4.488,1.980,0.55,-0.52
"<a href=""https://www.baseball-reference.com/players/m/moorecy01.shtml"">Cy Moore</a>",PHI,29,126&frac23;,4,9,0,163,98,91,11,65,55,6.466,4.800,1.800,0.85,-1.03
"<a href=""https://www.baseball-reference.com/players/m/mooreeu01.shtml"">Euel Moore</a>",PHI,26,122&frac13;,5,7,1,145,60,55,9,41,38,4.046,4.414,1.520,0.93,0.00
"<a href=""https://www.baseball-reference.com/players/m/mullijo02.shtml"">Joe Mulligan</a>",BOS,20,44&frac23;,1,0,0,46,21,18,1,27,13,3.627,4.592,1.634,0.48,1.00
"<a href=""https://www.baseball-reference.com/players/m/mungova01.shtml"">Van Mungo</a>",BRO,23,315&frac13;,18,16,3,300,137,118,15,104,184,3.368,3.538,1.281,1.77,4.72
"<a href=""https://www.baseball-reference.com/players/m/munnsle01.shtml"">Les Munns</a>",BRO,25,99&frac13;,3,7,0,106,67,52,7,60,41,4.711,5.098,1.671,0.68,-0.76
"<a href=""https://www.baseball-reference.com/players/m/murphjo04.shtml"">J. Murphy</a>",NYA,25,207&frac23;,14,10,4,193,79,72,11,76,70,3.120,4.308,1.295,0.92,4.88
"<a href=""https://www.baseball-reference.com/players/n/nelsoly01.shtml"">Lynn Nelson</a>",CHN,29,1,0,1,0,4,4,4,1,1,0,36.000,16.249,5.000,0.00,-0.16
"<a href=""https://www.baseball-reference.com/players/n/newkifl01.shtml"">F. Newkirk</a>",NYA,25,1,0,0,0,1,0,0,0,1,0,.000,6.197,2.000,0.00,0.03
"<a href=""https://www.baseball-reference.com/players/n/newsobo01.shtml"">Bobo Newsom</a>",SLA,26,262&frac13;,16,20,5,259,138,117,15,149,135,4.014,4.571,1.555,0.91,0.00
"<a href=""https://www.baseball-reference.com/players/o/osterfr01.shtml"">F. Ostermuel</a>",BOS,26,198&frac23;,10,13,3,200,93,77,7,99,75,3.488,4.323,1.505,0.76,0.00
"<a href=""https://www.baseball-reference.com/players/p/pageph01.shtml"">Phil Page</a>",BRO,28,10,1,0,0,13,7,6,1,6,4,5.400,5.452,1.900,0.67,-0.03
"<a href=""https://www.baseball-reference.com/players/p/parmero01.shtml"">Roy Parmelee</a>",NY1,27,152&frac23;,10,6,0,134,59,58,6,60,83,3.419,3.627,1.271,1.38,2.16
"<a href=""https://www.baseball-reference.com/players/p/pearcfr02.shtml"">Frank Pearce</a>",PHI,28,20,0,2,0,25,16,16,4,5,4,7.200,6.128,1.500,0.80,-0.06
"<a href=""https://www.baseball-reference.com/players/p/pearsmo01.shtml"">M. Pearson</a>",CLE,25,254&frac23;,18,13,2,257,144,128,16,130,140,4.524,4.362,1.520,1.08,2.52
"<a href=""https://www.baseball-reference.com/players/p/pennohe01.shtml"">Herb Pennock</a>",BOS,40,62,2,0,1,68,31,21,2,16,16,3.048,3.801,1.355,1.00,1.34
"<a href=""https://www.baseball-reference.com/players/p/perkich01.shtml"">C. Perkins</a>",BRO,28,24&frac13;,0,3,0,37,25,23,3,14,5,8.507,5.526,2.096,0.36,-0.96
"<a href=""https://www.baseball-reference.com/players/p/perribi01.shtml"">Bill Perrin</a>",CLE,24,5,0,1,0,13,9,8,0,2,3,14.400,2.682,3.000,1.50,-0.31
