Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbotji01.shtml"">Jim Abbott</a>",NYA,25,214,11,14,0,221,115,104,22,73,95,4.374,4.455,1.374,1.30,.00
"<a href=""https://www.baseball-reference.com/players/a/abbotpa01.shtml"">Paul Abbott</a>",CLE,25,18&‌#8531;,0,1,0,19,15,13,5,11,7,6.382,7.797,1.636,.64,.00
"<a href=""https://www.baseball-reference.com/players/a/agostju01.shtml"">Juan Agosto</a>",HOU,35,6,0,0,0,8,4,4,1,0,3,6.000,4.072,1.333,&infin;,-.02
"<a href=""https://www.baseball-reference.com/players/a/aguilri01.shtml"">Rick Aguilera</a>",MIN,31,72&‌#8531;,4,3,34,60,25,25,9,14,59,3.111,3.529,1.023,4.21,.00
"<a href=""https://www.baseball-reference.com/players/a/aldresc01.shtml"">Scott Aldred</a>",2,25,12,1,0,0,19,14,12,2,10,9,9.000,5.549,2.417,.90,.00
"<a href=""https://www.baseball-reference.com/players/a/alvarwi01.shtml"">Wilson Alvarez</a>",CHA,23,207&‌#8532;,15,8,0,168,78,68,14,122,155,2.947,4.099,1.396,1.27,4.93
"<a href=""https://www.baseball-reference.com/players/a/anderbr02.shtml"">Brian Anderson</a>",CAL,21,11&‌#8531;,0,0,0,11,5,5,1,2,4,3.971,4.010,1.147,2.00,.21
"<a href=""https://www.baseball-reference.com/players/a/anderla02.shtml"">Larry Andersen</a>",PHI,40,61&‌#8532;,3,2,0,54,22,20,4,21,67,2.919,2.638,1.216,3.19,1.38
"<a href=""https://www.baseball-reference.com/players/a/andermi02.shtml"">Mike Anderson</a>",CIN,26,5&‌#8531;,0,0,0,12,11,11,3,3,4,18.562,9.342,2.812,1.33,-.39
"<a href=""https://www.baseball-reference.com/players/a/appieke01.shtml"">Kevin Appier</a>",KCA,25,238&‌#8532;,18,8,0,183,74,68,8,81,186,2.564,2.866,1.106,2.30,9.27
