Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/aberal01.shtml"">Al Aber</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteaberal01"" style=""display:none;""></input><label for=""footnoteaberal01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivaberal01"">DET, KC1</div></span>",29,120,3,3,1,52,37,32,8,13,15,7.200,5.063,1.625,1.15,-2.28
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">T. Abernathy</a>",WS1,24,255,2,10,0,100,65,64,9,65,50,6.776,4.809,1.941,0.77,0.00
"<a href=""https://www.baseball-reference.com/players/a/ackerto01.shtml"">Tom Acker</a>",CIN,27,326,10,5,4,122,63,60,16,41,67,4.969,4.002,1.500,1.63,0.38
"<a href=""https://www.baseball-reference.com/players/a/aguirha01.shtml"">Hank Aguirre</a>",CLE,26,61,1,1,0,26,15,13,0,13,9,5.754,3.380,1.918,0.69,-0.23
"<a href=""https://www.baseball-reference.com/players/a/alexabo01.shtml"">B. Alexander</a>",CLE,34,21,0,1,0,10,7,7,0,5,1,9.000,3.804,2.143,0.20,-0.30
"<a href=""https://www.baseball-reference.com/players/a/amorvi01.shtml"">Vicente Amor</a>",CIN,24,82,1,2,0,39,19,18,2,10,9,5.927,3.520,1.793,0.90,-0.20
"<a href=""https://www.baseball-reference.com/players/a/anderbo01.shtml"">Bob Anderson</a>",CHN,21,49,0,1,0,20,16,14,2,8,7,7.714,4.396,1.714,0.88,-0.51
"<a href=""https://www.baseball-reference.com/players/a/antonjo02.shtml"">J. Antonelli</a>",NY1,27,637,12,18,0,228,98,89,19,67,114,3.772,3.423,1.389,1.70,3.39
"<a href=""https://www.baseball-reference.com/players/a/arroylu01.shtml"">Luis Arroyo</a>",PIT,30,392,3,11,1,151,76,68,19,31,101,4.684,3.282,1.393,3.26,-0.59
"<a href=""https://www.baseball-reference.com/players/b/barclcu01.shtml"">Curt Barclay</a>",NY1,25,549,9,9,0,196,85,70,21,48,67,3.443,3.957,1.333,1.40,2.90
"<a href=""https://www.baseball-reference.com/players/b/barnefr02.shtml"">Frank Barnes</a>",SLN,30,30,0,1,0,13,5,5,0,9,5,4.500,4.034,2.200,0.56,0.09
"<a href=""https://www.baseball-reference.com/players/b/baumafr01.shtml"">F. Baumann</a>",BOS,23,36,1,0,0,13,5,5,1,3,7,3.750,2.857,1.333,2.33,0.28
"<a href=""https://www.baseball-reference.com/players/b/beamoch01.shtml"">C. Beamon</a>",BAL,22,26,0,0,0,8,6,5,1,7,5,5.192,4.788,1.731,0.71,-0.14
"<a href=""https://www.baseball-reference.com/players/b/bessedo01.shtml"">Don Bessent</a>",BRO,26,132,1,3,0,58,28,28,5,19,24,5.727,4.015,1.750,1.26,-0.10
"<a href=""https://www.baseball-reference.com/players/b/blackjo02.shtml"">Joe Black</a>",WS1,33,38,0,1,0,22,11,10,4,1,2,7.105,6.079,1.816,2.00,-0.16
"<a href=""https://www.baseball-reference.com/players/b/blakeed01.shtml"">Ed Blake</a>",KC1,31,5,0,0,0,1,1,1,1,2,0,5.400,17.473,1.800,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/breweto01.shtml"">Tom Brewer</a>",BOS,25,715,16,13,0,225,113,102,24,93,128,3.852,3.791,1.334,1.38,1.79
"<a href=""https://www.baseball-reference.com/players/b/briggjo01.shtml"">John Briggs</a>",CHN,23,13,0,1,0,7,6,6,2,3,1,12.462,9.576,2.308,0.33,-0.34
"<a href=""https://www.baseball-reference.com/players/b/brododi01.shtml"">D. Brodowski</a>",WS1,24,34,0,1,0,12,15,14,2,10,4,11.118,6.384,1.941,0.40,-0.48
"<a href=""https://www.baseball-reference.com/players/b/brosnji01.shtml"">Jim Brosnan</a>",CHN,27,296,5,5,0,79,38,37,11,46,73,3.375,3.835,1.267,1.59,0.00
"<a href=""https://www.baseball-reference.com/players/b/brownha01.shtml"">Hal Brown</a>",BAL,32,450,7,8,1,132,68,65,17,37,62,3.900,3.852,1.127,1.68,0.56
"<a href=""https://www.baseball-reference.com/players/b/brunege01.shtml"">G. Brunet</a>",KC1,22,34,0,1,0,13,7,7,2,4,3,5.559,5.208,1.500,0.75,0.00
"<a href=""https://www.baseball-reference.com/players/b/buhlbo01.shtml"">Bob Buhl</a>",ML1,28,650,18,7,0,191,77,66,15,121,117,2.742,4.004,1.440,0.97,0.00
"<a href=""https://www.baseball-reference.com/players/b/bunniji01.shtml"">Jim Bunning</a>",DET,25,802,20,8,1,214,91,80,33,72,182,2.693,3.414,1.070,2.53,0.00
"<a href=""https://www.baseball-reference.com/players/b/burdele01.shtml"">Lew Burdette</a>",ML1,30,770,17,9,0,260,117,106,25,59,78,3.717,3.792,1.243,1.32,0.00
"<a href=""https://www.baseball-reference.com/players/b/burnewa01.shtml"">W. Burnette</a>",KC1,28,339,7,12,1,115,62,54,8,44,57,4.301,3.499,1.407,1.30,0.40
"<a href=""https://www.baseball-reference.com/players/b/burnspe01.shtml"">P. Burnside</a>",NY1,26,92,1,4,0,47,30,30,5,13,18,8.804,4.335,1.957,1.38,-1.12
"<a href=""https://www.baseball-reference.com/players/b/byerlbu01.shtml"">Bud Byerly</a>",WS1,37,285,6,6,6,94,38,33,6,22,39,3.126,3.109,1.221,1.77,0.00
"<a href=""https://www.baseball-reference.com/players/b/byrdha01.shtml"">Harry Byrd</a>",DET,32,177,4,3,5,53,23,22,6,28,20,3.356,4.518,1.373,0.71,1.00
"<a href=""https://www.baseball-reference.com/players/b/byrneto01.shtml"">Tommy Byrne</a>",NYA,37,254,4,6,2,70,41,41,8,60,57,4.358,4.262,1.535,0.95,-0.07
"<a href=""https://www.baseball-reference.com/players/c/cardwdo01.shtml"">Don Cardwell</a>",PHI,21,385,4,8,1,122,71,70,17,42,92,4.909,3.635,1.278,2.19,0.00
"<a href=""https://www.baseball-reference.com/players/c/ceccaar01.shtml"">A. Ceccarelli</a>",BAL,27,174,0,5,0,62,34,29,3,31,30,4.500,3.559,1.603,0.97,-0.56
"<a href=""https://www.baseball-reference.com/players/c/chakabo01.shtml"">Bob Chakales</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotechakabo01"" style=""display:none;""></input><label for=""footnotechakabo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivchakabo01"">WS1, BOS</div></span>",29,151,0,3,3,73,43,40,7,21,28,7.152,4.163,1.868,1.33,-0.22
"<a href=""https://www.baseball-reference.com/players/c/cheneto01.shtml"">Tom Cheney</a>",SLN,22,27,0,1,0,6,6,5,0,15,10,5.000,5.527,2.333,0.67,0.00
"<a href=""https://www.baseball-reference.com/players/c/churnch01.shtml"">Chuck Churn</a>",PIT,27,25,0,0,0,9,4,4,1,4,4,4.320,4.676,1.560,1.00,0.07
"<a href=""https://www.baseball-reference.com/players/c/cicotal01.shtml"">Al Cicotte</a>",NYA,27,196,2,2,2,57,25,22,5,30,36,3.031,3.718,1.332,1.20,0.00
"<a href=""https://www.baseball-reference.com/players/c/clevete01.shtml"">T. Clevenger</a>",WS1,24,419,7,6,8,139,69,65,11,47,75,4.189,3.316,1.332,1.60,1.97
"<a href=""https://www.baseball-reference.com/players/c/colemri01.shtml"">Rip Coleman</a>",KC1,25,123,0,7,0,53,32,27,5,25,15,5.927,5.032,1.902,0.60,0.00
"<a href=""https://www.baseball-reference.com/players/c/colluja01.shtml"">J. Collum</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotecolluja01"" style=""display:none;""></input><label for=""footnotecolluja01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivcolluja01"">CHN, BRO</div></span>",30,45,1,1,1,15,12,12,1,10,10,7.200,3.707,1.667,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/c/conlege01.shtml"">Gene Conley</a>",ML1,26,444,9,9,1,133,63,52,9,64,61,3.162,3.704,1.331,0.95,1.23
"<a href=""https://www.baseball-reference.com/players/c/constji01.shtml"">J. Constable</a>",NY1,24,85,1,1,0,27,10,9,2,7,13,2.859,2.791,1.200,1.86,0.00
"<a href=""https://www.baseball-reference.com/players/c/consusa01.shtml"">S. Consuegra</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteconsusa01"" style=""display:none;""></input><label for=""footnoteconsusa01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivconsusa01"">BAL, NY1</div></span>",36,26,0,0,0,11,6,2,1,1,1,2.077,3.900,1.385,1.00,-0.18
"<a href=""https://www.baseball-reference.com/players/c/coxgl01.shtml"">Glenn Cox</a>",KC1,26,43,1,0,0,18,9,8,1,9,8,5.023,4.076,1.884,0.89,-0.02
"<a href=""https://www.baseball-reference.com/players/c/craigro01.shtml"">Roger Craig</a>",BRO,27,334,6,9,0,102,58,57,18,47,69,4.608,4.630,1.338,1.47,0.82
"<a href=""https://www.baseball-reference.com/players/c/crimija01.shtml"">Jack Crimian</a>",DET,31,17,0,1,0,9,8,8,1,4,1,12.706,6.194,2.294,0.25,-0.73
"<a href=""https://www.baseball-reference.com/players/c/cronera01.shtml"">Ray Crone</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotecronera01"" style=""display:none;""></input><label for=""footnotecronera01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivcronera01"">ML1, NY1</div></span>",25,489,7,9,1,185,91,79,19,55,71,4.362,4.006,1.472,1.29,0.46
"<a href=""https://www.baseball-reference.com/players/d/daleybu01.shtml"">Bud Daley</a>",CLE,24,262,2,8,2,99,59,43,7,40,54,4.431,3.238,1.592,1.35,-1.01
"<a href=""https://www.baseball-reference.com/players/d/daniebe02.shtml"">B. Daniels</a>",PIT,25,21,0,1,0,5,2,1,0,3,2,1.286,3.227,1.143,0.67,0.22
"<a href=""https://www.baseball-reference.com/players/d/daniech02.shtml"">Chuck Daniel</a>",DET,23,7,0,0,0,3,2,2,1,0,2,7.714,6.575,1.286,&infin;,-0.06
"<a href=""https://www.baseball-reference.com/players/d/davisji01.shtml"">Jim Davis</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotedavisji01"" style=""display:none;""></input><label for=""footnotedavisji01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivdavisji01"">SLN, NY1</div></span>",32,74,1,1,1,31,17,16,3,11,11,5.838,4.384,1.703,1.00,0.07
"<a href=""https://www.baseball-reference.com/players/d/delocik01.shtml"">Ike Delock</a>",BOS,27,282,9,8,11,80,40,40,11,45,62,3.830,4.036,1.330,1.38,0.00
"<a href=""https://www.baseball-reference.com/players/d/derriji01.shtml"">J. Derrington</a>",CHA,17,111,0,1,0,29,21,20,4,29,14,4.865,5.584,1.568,0.48,-0.35
"<a href=""https://www.baseball-reference.com/players/d/dicksmu01.shtml"">M. Dickson</a>",SLN,40,222,5,3,0,87,41,34,8,25,29,4.135,4.004,1.514,1.16,0.18
"<a href=""https://www.baseball-reference.com/players/d/ditmaar01.shtml"">Art Ditmar</a>",NYA,28,382,8,3,6,128,55,46,9,35,64,3.251,3.143,1.280,1.83,0.00
"<a href=""https://www.baseball-reference.com/players/d/donovdi01.shtml"">Dick Donovan</a>",CHA,29,662,16,6,0,203,76,68,17,45,88,2.773,3.181,1.124,1.96,3.88
"<a href=""https://www.baseball-reference.com/players/d/douglwh01.shtml"">W. Douglas</a>",PIT,22,141,3,3,0,48,23,17,5,30,28,3.255,4.390,1.660,0.93,0.15
"<a href=""https://www.baseball-reference.com/players/d/drabomo01.shtml"">M. Drabowsky</a>",CHN,21,719,13,15,0,214,103,94,22,94,170,3.530,3.290,1.285,1.81,0.00
"<a href=""https://www.baseball-reference.com/players/d/drottdi01.shtml"">Dick Drott</a>",CHN,20,687,15,11,0,200,107,91,22,129,170,3.576,3.822,1.437,1.32,3.25
"<a href=""https://www.baseball-reference.com/players/d/drysddo01.shtml"">Don Drysdale</a>",BRO,20,663,17,9,0,197,76,66,17,61,148,2.688,2.850,1.167,2.43,6.00
"<a href=""https://www.baseball-reference.com/players/d/durenry01.shtml"">Ryne Duren</a>",KC1,28,128,0,3,1,37,26,25,4,30,37,5.273,3.908,1.570,1.23,0.00
"<a href=""https://www.baseball-reference.com/players/e/elstodo01.shtml"">Don Elston</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteelstodo01"" style=""display:none;""></input><label for=""footnoteelstodo01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivelstodo01"">BRO, CHN</div></span>",28,435,6,7,8,140,61,57,15,55,103,3.538,3.422,1.345,1.87,3.04
"<a href=""https://www.baseball-reference.com/players/e/erskica01.shtml"">Carl Erskine</a>",BRO,30,198,5,3,0,62,27,26,8,20,26,3.545,4.197,1.242,1.30,1.21
"<a href=""https://www.baseball-reference.com/players/f/facero01.shtml"">Roy Face</a>",PIT,29,281,4,6,10,97,41,32,9,24,53,3.075,3.293,1.292,2.21,0.00
"<a href=""https://www.baseball-reference.com/players/f/farretu01.shtml"">Turk Farrell</a>",PHI,23,250,10,2,10,74,29,22,2,36,54,2.376,2.695,1.320,1.50,0.00
"<a href=""https://www.baseball-reference.com/players/f/ferrado01.shtml"">D. Ferrarese</a>",BAL,28,57,1,1,0,14,13,10,1,12,13,4.737,3.682,1.368,1.08,-0.36
"<a href=""https://www.baseball-reference.com/players/f/fischbi01.shtml"">Bill Fischer</a>",CHA,26,372,7,8,1,139,50,48,1,35,48,3.484,2.558,1.403,1.37,0.00
"<a href=""https://www.baseball-reference.com/players/f/fordwh01.shtml"">Whitey Ford</a>",NYA,28,388,11,5,0,114,46,37,10,53,84,2.575,3.386,1.291,1.58,1.95
"<a href=""https://www.baseball-reference.com/players/f/fornimi01.shtml"">M. Fornieles</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotefornimi01"" style=""display:none;""></input><label for=""footnotefornimi01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivfornimi01"">BAL, BOS</div></span>",25,547,10,13,2,193,91,76,11,55,107,3.751,2.897,1.360,1.95,0.27
"<a href=""https://www.baseball-reference.com/players/f/fowlear01.shtml"">Art Fowler</a>",CIN,34,263,3,0,0,111,65,63,11,24,45,6.468,3.730,1.540,1.88,-1.08
"<a href=""https://www.baseball-reference.com/players/f/foytapa01.shtml"">Paul Foytack</a>",DET,26,636,14,11,1,175,79,74,19,104,118,3.142,3.965,1.316,1.13,3.69
"<a href=""https://www.baseball-reference.com/players/f/freemhe01.shtml"">H. Freeman</a>",CIN,28,251,7,2,8,90,49,42,14,14,36,4.518,4.151,1.243,2.57,0.00
"<a href=""https://www.baseball-reference.com/players/f/frienbo01.shtml"">Bob Friend</a>",PIT,26,831,14,18,0,273,121,104,28,68,143,3.379,3.462,1.231,2.10,0.00
"<a href=""https://www.baseball-reference.com/players/g/garcimi01.shtml"">Mike Garcia</a>",CLE,33,634,12,8,0,221,98,88,14,73,110,3.748,3.208,1.391,1.51,2.33
"<a href=""https://www.baseball-reference.com/players/g/garvene01.shtml"">Ned Garver</a>",KC1,31,436,6,13,0,120,72,62,13,55,61,3.839,3.860,1.204,1.11,1.07
"<a href=""https://www.baseball-reference.com/players/g/gomezru01.shtml"">Ruben Gomez</a>",NY1,29,715,15,13,0,233,110,100,28,71,92,3.776,4.052,1.276,1.30,3.60
"<a href=""https://www.baseball-reference.com/players/g/gormato02.shtml"">Tom Gorman</a>",KC1,32,374,5,9,3,125,59,53,18,33,66,3.826,4.047,1.267,2.00,1.39
