Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/acostjo01.shtml"">Jose Acosta</a>",WS1,29,248,5,4,1,92,40,37,1,26,9,4.028,3.639,1.427,0.35,1.33
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,38,789,17,13,2,240,83,63,6,18,84,2.156,2.600,.981,4.67,5.91
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",CHN,33,1090,27,14,5,335,96,77,8,69,173,1.907,2.643,1.112,2.51,11.92
"<a href=""https://www.baseball-reference.com/players/a/altener01.shtml"">Ernie Alten</a>",DET,25,69,0,1,0,40,27,23,2,9,4,9.000,4.392,2.130,0.44,-0.74
"<a href=""https://www.baseball-reference.com/players/a/ayersdo01.shtml"">Doc Ayers</a>",DET,29,626,7,14,1,217,115,90,6,62,103,3.882,2.914,1.337,1.66,1.17
"<a href=""https://www.baseball-reference.com/players/b/bagbyji01.shtml"">Jim Bagby</a>",CLE,30,1019,31,12,0,338,122,109,9,79,73,2.888,3.340,1.228,0.92,8.99
"<a href=""https://www.baseball-reference.com/players/b/bailesw01.shtml"">S. Bailey</a>",CHN,25,110,1,2,0,55,38,29,1,11,8,7.118,3.331,1.800,0.73,0.00
"<a href=""https://www.baseball-reference.com/players/b/barneje01.shtml"">Jesse Barnes</a>",NY1,27,878,20,15,0,271,108,86,9,56,63,2.645,3.281,1.117,1.12,0.00
"<a href=""https://www.baseball-reference.com/players/b/barnevi01.shtml"">V. Barnes</a>",NY1,23,21,0,1,0,9,3,3,0,1,2,3.857,2.615,1.429,2.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/baumgha01.shtml"">H. Baumgartner</a>",DET,27,54,0,1,0,18,10,8,1,6,7,4.000,3.751,1.333,1.17,0.14
"<a href=""https://www.baseball-reference.com/players/b/baynebi01.shtml"">Bill Bayne</a>",SLA,21,299,5,6,0,102,51,41,3,41,38,3.702,3.416,1.435,0.93,1.13
"<a href=""https://www.baseball-reference.com/players/b/bentoru01.shtml"">Rube Benton</a>",NY1,30,580,9,16,2,222,82,65,8,31,52,3.026,3.167,1.309,1.68,0.51
"<a href=""https://www.baseball-reference.com/players/b/bettshu01.shtml"">Huck Betts</a>",PHI,23,265,1,1,0,86,48,35,3,33,18,3.566,3.856,1.347,0.55,-0.01
"<a href=""https://www.baseball-reference.com/players/b/biemiha01.shtml"">H. Biemiller</a>",WS1,22,51,1,0,0,21,13,9,1,13,10,4.765,4.608,2.000,0.77,-0.19
"<a href=""https://www.baseball-reference.com/players/b/bigbely01.shtml"">Lyle Bigbee</a>",PHA,26,135,0,3,0,66,42,40,5,25,12,8.000,5.263,2.022,0.48,-0.74
"<a href=""https://www.baseball-reference.com/players/b/blakesh01.shtml"">S. Blake</a>",PIT,20,40,0,0,0,21,14,12,0,6,7,8.100,2.816,2.025,1.17,-0.44
"<a href=""https://www.baseball-reference.com/players/b/boehlge01.shtml"">G. Boehler</a>",SLA,28,21,0,1,0,10,10,6,1,4,2,7.714,5.299,2.000,0.50,-0.52
"<a href=""https://www.baseball-reference.com/players/b/boehljo01.shtml"">Joe Boehling</a>",CLE,29,39,0,1,0,16,10,7,0,10,4,4.846,4.518,2.000,0.40,-0.16
"<a href=""https://www.baseball-reference.com/players/b/bogarjo01.shtml"">John Bogart</a>",DET,19,71,2,1,0,16,12,8,0,18,5,3.042,4.835,1.437,0.28,0.32
"<a href=""https://www.baseball-reference.com/players/b/bolanbe01.shtml"">B. Boland</a>",DET,28,52,0,2,0,23,18,15,0,14,4,7.788,4.398,2.135,0.29,-0.48
