Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/burrote01.shtml"">Terry Burrows</a>",SDN,28,10&‌#8531;,0,2,0,12,13,12,1,8,8,10.452,4.740,1.935,1.00,-.66
"<a href=""https://www.baseball-reference.com/players/b/busbymi01.shtml"">Mike Busby</a>",SLN,24,14&‌#8531;,0,2,0,24,14,14,2,4,6,8.791,4.783,1.953,1.50,-.49
"<a href=""https://www.baseball-reference.com/players/b/byrdpa01.shtml"">Paul Byrd</a>",ATL,26,53,4,4,0,47,34,31,6,28,37,5.264,4.572,1.415,1.32,.00
"<a href=""https://www.baseball-reference.com/players/c/cabrejo01.shtml"">Jose Cabrera</a>",HOU,25,15&‌#8531;,0,0,0,6,2,2,1,6,18,1.174,2.749,.783,3.00,.56
"<a href=""https://www.baseball-reference.com/players/c/cadargr01.shtml"">Greg Cadaret</a>",ANA,35,13&‌#8532;,0,0,0,11,5,5,1,8,11,3.293,3.788,1.390,1.38,.26
"<a href=""https://www.baseball-reference.com/players/c/candito01.shtml"">Tom Candiotti</a>",LAN,39,135,10,7,0,128,60,54,21,40,89,3.600,4.498,1.244,2.22,.00
"<a href=""https://www.baseball-reference.com/players/c/cangejo01.shtml"">John Cangelosi</a>",FLO,34,1,0,0,0,0,0,0,0,1,0,.000,7.173,1.000,.00,.03
"<a href=""https://www.baseball-reference.com/players/c/carlsda01.shtml"">Dan Carlson</a>",SFN,27,15&‌#8531;,0,0,0,20,14,13,5,8,14,7.630,6.985,1.826,1.75,-.30
"<a href=""https://www.baseball-reference.com/players/c/carmora01.shtml"">Rafael Carmona</a>",SEA,24,5&‌#8532;,0,0,0,3,3,2,1,2,6,3.176,4.455,.882,3.00,.03
"<a href=""https://www.baseball-reference.com/players/c/carpech01.shtml"">Chris Carpenter</a>",TOR,22,81&‌#8531;,3,7,0,108,55,46,7,37,55,5.090,4.115,1.783,1.49,-.08
"<a href=""https://www.baseball-reference.com/players/c/carragi01.shtml"">Giovanni Carrara</a>",CIN,29,10&‌#8531;,0,1,0,14,9,9,4,6,5,7.839,9.089,1.935,.83,-.08
"<a href=""https://www.baseball-reference.com/players/c/carrahe01.shtml"">Hector Carrasco</a>",2,27,86,2,8,0,80,46,42,7,41,76,4.395,3.539,1.407,1.85,.00
"<a href=""https://www.baseball-reference.com/players/c/casiala01.shtml"">Larry Casian</a>",2,31,36&‌#8531;,0,3,0,48,24,23,8,8,23,5.697,5.178,1.541,2.88,-.37
"<a href=""https://www.baseball-reference.com/players/c/castica02.shtml"">Carlos Castillo</a>",CHA,22,66&‌#8531;,2,1,1,68,35,33,9,33,43,4.477,5.040,1.523,1.30,.49
"<a href=""https://www.baseball-reference.com/players/c/castifr01.shtml"">Frank Castillo</a>",2,28,184&‌#8531;,12,12,0,220,121,111,25,69,126,5.420,4.455,1.568,1.83,.36
"<a href=""https://www.baseball-reference.com/players/c/castito02.shtml"">Tony Castillo</a>",CHA,34,62&‌#8531;,4,4,4,74,48,34,6,23,42,4.909,4.019,1.556,1.83,-1.28
"<a href=""https://www.baseball-reference.com/players/c/cathemi01.shtml"">Mike Cather</a>",ATL,26,37&‌#8532;,2,4,0,23,12,10,1,19,29,2.389,3.279,1.115,1.53,.75
"<a href=""https://www.baseball-reference.com/players/c/charlno01.shtml"">Norm Charlton</a>",SEA,34,69&‌#8531;,3,8,14,89,59,56,7,47,55,7.269,4.577,1.962,1.17,.00
"<a href=""https://www.baseball-reference.com/players/c/chavean01.shtml"">Anthony Chavez</a>",ANA,26,9&‌#8532;,0,0,0,7,1,1,1,5,10,.931,3.952,1.241,2.00,.37
"<a href=""https://www.baseball-reference.com/players/c/checoro01.shtml"">Robinson Checo</a>",BOS,25,13&‌#8531;,1,1,0,12,5,5,0,3,14,3.375,1.729,1.125,4.67,.31
"<a href=""https://www.baseball-reference.com/players/c/chrisja01.shtml"">Jason Christiansen</a>",PIT,27,33&‌#8532;,3,0,0,37,11,11,2,17,37,2.941,3.026,1.604,2.18,.00
"<a href=""https://www.baseball-reference.com/players/c/clarkma01.shtml"">Mark Clark</a>",2,29,205,14,8,0,213,96,87,24,59,123,3.820,4.250,1.327,2.08,.32
"<a href=""https://www.baseball-reference.com/players/c/clarkte01.shtml"">Terry Clark</a>",2,36,57,1,7,0,70,41,38,6,23,24,6.000,4.728,1.632,1.04,-.10
"<a href=""https://www.baseball-reference.com/players/c/clemero02.shtml"">Roger Clemens</a>",TOR,34,264,21,7,0,204,65,60,9,68,292,2.045,1.961,1.030,4.29,11.93
"<a href=""https://www.baseball-reference.com/players/c/clemoch01.shtml"">Chris Clemons</a>",CHA,24,12&‌#8532;,0,2,0,19,13,12,4,11,8,8.526,8.091,2.368,.73,-.30
"<a href=""https://www.baseball-reference.com/players/c/clontbr01.shtml"">Brad Clontz</a>",ATL,26,48,5,1,1,52,24,20,3,18,42,3.750,3.233,1.458,2.33,.08
"<a href=""https://www.baseball-reference.com/players/c/cloudke01.shtml"">Ken Cloude</a>",SEA,22,51,4,2,0,41,32,29,8,26,46,5.118,4.769,1.314,1.77,.23
"<a href=""https://www.baseball-reference.com/players/c/colonba01.shtml"">Bartolo Colon</a>",CLE,24,94,4,7,0,107,66,59,12,45,66,5.649,4.670,1.617,1.47,-.15
"<a href=""https://www.baseball-reference.com/players/c/coneda01.shtml"">David Cone</a>",NYA,34,195,12,6,0,155,67,61,17,86,222,2.815,3.229,1.236,2.58,6.74
"<a href=""https://www.baseball-reference.com/players/c/conveji01.shtml"">Jim Converse</a>",KCA,25,5,0,0,0,4,2,2,2,5,3,3.600,11.445,1.800,.60,.08
"<a href=""https://www.baseball-reference.com/players/c/cookde01.shtml"">Dennis Cook</a>",FLO,34,62&‌#8531;,1,2,0,64,28,27,4,28,63,3.898,3.171,1.476,2.25,.49
"<a href=""https://www.baseball-reference.com/players/c/cookest01.shtml"">Steve Cooke</a>",PIT,27,167&‌#8531;,9,15,0,184,95,80,15,77,109,4.303,4.169,1.560,1.42,1.95
"<a href=""https://www.baseball-reference.com/players/c/coppiro01.shtml"">Rocky Coppinger</a>",BAL,23,20,1,1,0,21,14,14,2,16,22,6.300,4.418,1.850,1.38,-.09
"<a href=""https://www.baseball-reference.com/players/c/cordofr01.shtml"">Francisco Cordova</a>",PIT,25,178&‌#8532;,11,8,0,175,80,72,14,49,121,3.627,3.450,1.254,2.47,4.40
"<a href=""https://www.baseball-reference.com/players/c/cormirh01.shtml"">Rheal Cormier</a>",MON,30,1&‌#8531;,0,1,0,4,5,5,1,1,0,33.750,12.398,3.750,.00,.00
"<a href=""https://www.baseball-reference.com/players/c/corsiji01.shtml"">Jim Corsi</a>",BOS,35,57&‌#8532;,5,3,2,56,26,22,1,21,40,3.434,2.837,1.335,1.90,.00
"<a href=""https://www.baseball-reference.com/players/c/crabtti01.shtml"">Tim Crabtree</a>",TOR,27,40&‌#8532;,3,3,2,65,32,32,7,17,26,7.082,4.982,2.016,1.53,-.80
"<a href=""https://www.baseball-reference.com/players/c/crawfjo01.shtml"">Joe Crawford</a>",NYN,27,46&‌#8531;,4,3,0,36,18,17,7,13,25,3.302,5.012,1.058,1.92,.62
"<a href=""https://www.baseball-reference.com/players/c/creekdo01.shtml"">Doug Creek</a>",SFN,28,13&‌#8531;,1,2,0,12,12,10,1,14,14,6.750,5.142,1.950,1.00,.00
"<a href=""https://www.baseball-reference.com/players/c/croweji01.shtml"">Jim Crowell</a>",CIN,23,6&‌#8531;,0,1,0,12,7,7,2,5,3,9.947,7.840,2.684,.60,-.26
"<a href=""https://www.baseball-reference.com/players/c/cruzne01.shtml"">Nelson Cruz</a>",CHA,24,26&‌#8531;,0,2,0,29,19,19,6,9,23,6.494,5.306,1.443,2.56,-.32
"<a href=""https://www.baseball-reference.com/players/c/cummijo01.shtml"">John Cummings</a>",DET,28,24&‌#8532;,2,0,0,32,22,15,3,14,8,5.473,5.629,1.865,.57,-.63
"<a href=""https://www.baseball-reference.com/players/c/cunnawi01.shtml"">Will Cunnane</a>",SDN,23,91&‌#8531;,6,3,0,114,69,59,11,49,79,5.814,4.319,1.785,1.61,-.80
"<a href=""https://www.baseball-reference.com/players/d/daalom01.shtml"">Omar Daal</a>",2,25,57&‌#8531;,2,3,1,82,48,45,7,21,44,7.064,4.063,1.797,2.10,-1.84
"<a href=""https://www.baseball-reference.com/players/d/d'amije01.shtml"">Jeff D'Amico</a>",ML4,21,135&‌#8532;,9,7,0,139,81,71,25,43,94,4.710,4.922,1.342,2.19,.82
"<a href=""https://www.baseball-reference.com/players/d/darwida01.shtml"">Danny Darwin</a>",2,41,157&‌#8531;,5,11,0,181,86,76,26,45,92,4.347,4.874,1.436,2.04,1.51
"<a href=""https://www.baseball-reference.com/players/d/darwije01.shtml"">Jeff Darwin</a>",CHA,27,13&‌#8532;,0,1,0,17,8,8,1,7,9,5.268,4.189,1.756,1.29,.03
"<a href=""https://www.baseball-reference.com/players/d/davisma01.shtml"">Mark Davis</a>",ML4,36,16&‌#8531;,0,0,0,21,10,10,4,5,14,5.510,5.294,1.592,2.80,-.08
"<a href=""https://www.baseball-reference.com/players/d/davisti01.shtml"">Tim Davis</a>",SEA,26,6&‌#8532;,0,0,0,6,5,5,1,4,10,6.750,3.394,1.500,2.50,-.04
"<a href=""https://www.baseball-reference.com/players/d/deharri01.shtml"">Rick DeHart</a>",MON,27,29&‌#8531;,2,1,0,33,21,18,7,14,29,5.523,5.664,1.602,2.07,-.44
"<a href=""https://www.baseball-reference.com/players/d/dejeami01.shtml"">Mike DeJean</a>",COL,26,67&‌#8532;,5,0,2,74,34,30,4,24,38,3.990,3.680,1.448,1.58,.00
"<a href=""https://www.baseball-reference.com/players/d/delamro01.shtml"">Roland de la Maza</a>",KCA,25,2,0,0,0,1,1,1,1,1,1,4.500,10.845,1.000,1.00,.01
"<a href=""https://www.baseball-reference.com/players/d/delucri01.shtml"">Rich DeLucia</a>",2,32,44,6,4,3,35,21,19,5,27,44,3.886,4.435,1.409,1.63,-.22
"<a href=""https://www.baseball-reference.com/players/d/desseel01.shtml"">Elmer Dessens</a>",PIT,26,3&‌#8531;,0,0,0,2,0,0,0,0,2,.000,.871,.600,&infin;,.00
"<a href=""https://www.baseball-reference.com/players/d/dicksja01.shtml"">Jason Dickson</a>",ANA,24,203&‌#8532;,13,9,0,236,111,97,32,56,115,4.286,4.732,1.434,2.05,2.28
"<a href=""https://www.baseball-reference.com/players/d/dipotje01.shtml"">Jerry Dipoto</a>",COL,29,95&‌#8532;,5,3,16,108,56,50,6,33,74,4.704,3.279,1.474,2.24,.87
"<a href=""https://www.baseball-reference.com/players/d/dishmgl01.shtml"">Glenn Dishman</a>",DET,26,29,1,2,0,30,18,17,4,8,20,5.276,4.141,1.310,2.50,.14
"<a href=""https://www.baseball-reference.com/players/d/drabedo01.shtml"">Doug Drabek</a>",CHA,34,169&‌#8531;,12,11,0,170,109,108,30,69,85,5.740,5.672,1.411,1.23,.44
"<a href=""https://www.baseball-reference.com/players/d/dreifda01.shtml"">Darren Dreifort</a>",LAN,25,63,5,2,4,45,21,20,3,34,63,2.857,3.305,1.254,1.85,1.43
"<a href=""https://www.baseball-reference.com/players/d/duranro01.shtml"">Roberto Duran</a>",DET,24,10&‌#8532;,0,0,0,7,9,9,0,15,11,7.594,4.467,2.062,.73,-.11
"<a href=""https://www.baseball-reference.com/players/e/eckerde01.shtml"">Dennis Eckersley</a>",SLN,42,53,1,5,36,49,24,23,9,8,45,3.906,3.960,1.075,5.62,.24
"<a href=""https://www.baseball-reference.com/players/e/eischjo01.shtml"">Joey Eischen</a>",CIN,27,1&‌#8531;,0,0,0,2,2,1,0,1,2,6.750,2.503,2.250,2.00,-.05
"<a href=""https://www.baseball-reference.com/players/e/eldreca01.shtml"">Cal Eldred</a>",ML4,29,202,13,15,0,207,118,112,31,89,122,4.990,5.138,1.465,1.37,1.27
"<a href=""https://www.baseball-reference.com/players/e/embreal01.shtml"">Alan Embree</a>",ATL,27,46,3,1,0,36,13,13,1,20,45,2.543,2.598,1.217,2.25,.00
"<a href=""https://www.baseball-reference.com/players/e/erdosto01.shtml"">Todd Erdos</a>",SDN,23,13&‌#8532;,2,0,0,17,9,8,1,4,13,5.268,2.647,1.537,3.25,-.07
"<a href=""https://www.baseball-reference.com/players/e/erickjo01.shtml"">John Ericks</a>",PIT,29,9&‌#8531;,1,0,6,7,3,2,1,4,6,1.929,4.571,1.179,1.50,.28
"<a href=""https://www.baseball-reference.com/players/e/ericksc01.shtml"">Scott Erickson</a>",BAL,29,221&‌#8532;,16,7,0,218,100,91,16,61,131,3.695,3.632,1.259,2.15,4.00
"<a href=""https://www.baseball-reference.com/players/e/escobke01.shtml"">Kelvim Escobar</a>",TOR,21,31,3,2,14,28,12,10,1,19,36,2.903,3.047,1.516,1.89,.73
"<a href=""https://www.baseball-reference.com/players/e/eshelva01.shtml"">Vaughn Eshelman</a>",BOS,28,42&‌#8532;,3,3,0,58,32,30,3,17,18,6.328,4.179,1.758,1.06,-.50
"<a href=""https://www.baseball-reference.com/players/e/estessh01.shtml"">Shawn Estes</a>",SFN,24,201,19,5,0,162,80,71,12,100,181,3.179,3.468,1.303,1.81,.00
"<a href=""https://www.baseball-reference.com/players/e/eversbr01.shtml"">Bryan Eversgerd</a>",TEX,28,1&‌#8531;,0,2,0,5,3,3,0,3,2,20.250,5.202,6.000,.67,-.38
"<a href=""https://www.baseball-reference.com/players/e/eyresc01.shtml"">Scott Eyre</a>",CHA,25,60&‌#8532;,4,4,0,62,36,34,11,31,36,5.044,5.872,1.533,1.16,.00
"<a href=""https://www.baseball-reference.com/players/f/faltest01.shtml"">Steve Falteisek</a>",MON,25,8,0,0,0,8,4,3,0,3,2,3.375,3.374,1.375,.67,.06
"<a href=""https://www.baseball-reference.com/players/f/fasseje01.shtml"">Jeff Fassero</a>",SEA,34,234&‌#8531;,16,9,0,226,108,94,21,84,189,3.610,3.688,1.323,2.25,.00
"<a href=""https://www.baseball-reference.com/players/f/fernaal01.shtml"">Alex Fernandez</a>",FLO,27,220&‌#8532;,17,12,0,193,93,88,25,69,183,3.589,3.828,1.187,2.65,3.80
"<a href=""https://www.baseball-reference.com/players/f/fernaos01.shtml"">Osvaldo Fernandez</a>",SFN,30,56&‌#8531;,3,4,0,74,39,31,9,15,31,4.953,4.781,1.580,2.07,-.72
