Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/aldrivi01.shtml"">Vic Aldridge</a>",PIT,33,718,15,10,1,248,123,113,16,74,86,4.249,4.048,1.345,1.16,2.26
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",SLN,40,804,21,10,3,261,94,75,11,38,48,2.519,3.636,1.116,1.26,6.15
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">P. Appleton</a>",CIN,23,89,2,1,0,29,7,6,0,17,3,1.820,4.653,1.551,0.18,0.00
"<a href=""https://www.baseball-reference.com/players/b/baeched01.shtml"">Ed Baecht</a>",PHI,20,18,0,1,0,12,8,8,0,2,0,12.000,3.864,2.333,0.00,-0.28
"<a href=""https://www.baseball-reference.com/players/b/bakerne01.shtml"">Neal Baker</a>",PHA,23,52,0,0,0,27,17,11,2,7,3,5.712,5.211,1.962,0.43,-0.41
"<a href=""https://www.baseball-reference.com/players/b/ballowi01.shtml"">Win Ballou</a>",SLA,29,271,5,6,0,105,56,48,4,46,17,4.782,4.793,1.672,0.37,0.65
"<a href=""https://www.baseball-reference.com/players/b/barnach01.shtml"">C. Barnabe</a>",CHA,27,183,0,5,0,86,46,36,2,20,5,5.311,3.981,1.738,0.25,-0.80
"<a href=""https://www.baseball-reference.com/players/b/barneje01.shtml"">Jesse Barnes</a>",BRO,34,236,2,10,0,106,64,50,5,25,14,5.720,4.381,1.665,0.56,-1.34
"<a href=""https://www.baseball-reference.com/players/b/barnevi01.shtml"">V. Barnes</a>",NY1,30,686,14,11,2,251,116,101,14,51,66,3.975,3.869,1.321,1.29,0.00
"<a href=""https://www.baseball-reference.com/players/b/beallwa01.shtml"">Walter Beall</a>",NYA,27,3,0,0,0,1,1,1,0,0,0,9.000,3.025,1.000,&infin;,-0.02
"<a href=""https://www.baseball-reference.com/players/b/beckbo01.shtml"">B. Beck</a>",SLA,22,34,1,0,0,15,8,7,0,5,6,5.559,3.025,1.765,1.20,-0.08
"<a href=""https://www.baseball-reference.com/players/b/beckmji01.shtml"">Jim Beckman</a>",CIN,22,37,0,1,0,18,10,8,2,6,0,5.838,6.162,1.946,0.00,-0.27
"<a href=""https://www.baseball-reference.com/players/b/bellhi01.shtml"">Hi Bell</a>",SLN,29,172,1,3,0,71,37,25,5,22,31,3.924,4.150,1.622,1.41,-0.30
"<a href=""https://www.baseball-reference.com/players/b/bennefr01.shtml"">F. Bennett</a>",BOS,22,37,0,1,0,15,4,4,0,6,1,2.919,4.425,1.703,0.17,0.53
"<a href=""https://www.baseball-reference.com/players/b/bentlja01.shtml"">Jack Bentley</a>",NY1,32,29,0,0,0,7,7,3,1,10,3,2.793,6.849,1.759,0.30,-0.26
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",2,29,700,17,7,2,255,116,106,12,81,90,4.089,3.918,1.440,1.11,0.00
"<a href=""https://www.baseball-reference.com/players/b/billijo02.shtml"">J. Billings</a>",DET,19,201,5,4,0,64,36,36,3,39,18,4.836,4.614,1.537,0.46,0.59
"<a href=""https://www.baseball-reference.com/players/b/blaehge01.shtml"">G. Blaeholder</a>",SLA,23,27,0,1,0,8,5,5,1,4,2,5.000,5.327,1.333,0.50,0.00
"<a href=""https://www.baseball-reference.com/players/b/blakesh01.shtml"">S. Blake</a>",CHN,27,673,13,14,0,238,101,82,3,82,64,3.290,3.681,1.426,0.78,2.21
"<a href=""https://www.baseball-reference.com/players/b/blankte01.shtml"">T. Blankenship</a>",CHA,26,710,12,17,0,280,156,133,14,74,51,5.058,4.262,1.496,0.69,-0.40
"<a href=""https://www.baseball-reference.com/players/b/bolenst01.shtml"">Stew Bolen</a>",SLA,24,29,0,1,0,14,9,9,0,5,7,8.379,3.123,1.966,1.40,-0.25
"<a href=""https://www.baseball-reference.com/players/b/boneyha01.shtml"">Hank Boney</a>",NY1,23,12,0,0,0,4,1,1,0,2,0,2.250,4.647,1.500,0.00,0.07
"<a href=""https://www.baseball-reference.com/players/b/bradlhe01.shtml"">Herb Bradley</a>",BOS,24,69,1,1,0,16,9,8,0,7,6,3.130,3.168,1.000,0.86,0.67
"<a href=""https://www.baseball-reference.com/players/b/braxtga01.shtml"">G. Braxton</a>",WS1,27,466,10,9,13,144,62,51,5,33,96,2.955,2.807,1.139,2.91,0.00
"<a href=""https://www.baseball-reference.com/players/b/brillji01.shtml"">J. Brillheart</a>",CHN,23,386,4,2,0,140,67,59,4,38,36,4.127,3.661,1.383,0.95,0.51
"<a href=""https://www.baseball-reference.com/players/b/brownju01.shtml"">Jumbo Brown</a>",CLE,20,56,0,2,0,19,14,13,3,26,8,6.268,8.637,2.411,0.31,-0.14
"<a href=""https://www.baseball-reference.com/players/b/buckega01.shtml"">G. Buckeye</a>",CLE,29,614,10,17,1,231,106,90,6,74,38,3.958,4.049,1.490,0.51,3.50
"<a href=""https://www.baseball-reference.com/players/b/burkebo01.shtml"">Bobby Burke</a>",WS1,20,300,3,2,0,91,48,44,6,32,20,3.960,4.244,1.230,0.62,1.35
"<a href=""https://www.baseball-reference.com/players/b/bushefr01.shtml"">Frank Bushey</a>",BOS,20,4,0,0,0,2,1,1,0,2,0,6.750,9.107,3.000,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/bushgu01.shtml"">Guy Bush</a>",CHN,25,580,10,10,2,177,76,65,3,79,62,3.026,3.753,1.324,0.78,0.00
"<a href=""https://www.baseball-reference.com/players/b/bushjo01.shtml"">B. Bush</a>",2,34,56,2,3,0,32,24,20,2,10,7,9.643,4.908,2.250,0.70,-0.86
"<a href=""https://www.baseball-reference.com/players/c/cantrgu01.shtml"">Guy Cantrell</a>",2,23,84,0,2,0,35,13,13,0,13,12,4.179,3.531,1.714,0.92,0.39
"<a href=""https://www.baseball-reference.com/players/c/cantwbe01.shtml"">Ben Cantwell</a>",NY1,25,59,1,1,0,26,9,9,1,2,6,4.119,3.216,1.424,3.00,0.00
"<a href=""https://www.baseball-reference.com/players/c/carlsha01.shtml"">Hal Carlson</a>",2,35,744,16,13,1,281,114,102,16,45,40,3.702,4.073,1.315,0.89,-0.28
"<a href=""https://www.baseball-reference.com/players/c/carroow01.shtml"">O. Carroll</a>",DET,24,516,10,6,0,186,99,76,5,73,41,3.977,4.103,1.506,0.56,0.00
"<a href=""https://www.baseball-reference.com/players/c/cheevvi01.shtml"">V. Cheeves</a>",NY1,26,19,0,0,0,8,3,3,1,4,1,4.263,6.704,1.895,0.25,0.04
"<a href=""https://www.baseball-reference.com/players/c/clarkbi02.shtml"">B. Clarkson</a>",NY1,28,260,3,9,2,92,50,42,3,52,28,4.362,4.597,1.662,0.54,0.00
"<a href=""https://www.baseball-reference.com/players/c/clarkwa02.shtml"">Watty Clark</a>",BRO,25,221,7,2,2,74,23,19,2,19,32,2.321,3.286,1.262,1.68,0.00
"<a href=""https://www.baseball-reference.com/players/c/coffmdi01.shtml"">Dick Coffman</a>",WS1,20,48,0,1,0,20,9,6,0,2,5,3.375,2.435,1.375,2.50,0.12
"<a href=""https://www.baseball-reference.com/players/c/colebe01.shtml"">Bert Cole</a>",CHA,30,200,1,4,0,79,43,35,3,19,12,4.725,3.967,1.470,0.63,0.00
"<a href=""https://www.baseball-reference.com/players/c/collaha01.shtml"">Hap Collard</a>",CLE,28,16,0,0,0,8,7,3,0,3,2,5.062,3.784,2.062,0.67,-0.16
"<a href=""https://www.baseball-reference.com/players/c/colliri01.shtml"">Rip Collins</a>",DET,31,518,13,7,0,207,116,90,5,59,37,4.691,3.849,1.541,0.63,-0.49
"<a href=""https://www.baseball-reference.com/players/c/connasa01.shtml"">S. Connally</a>",CHA,28,595,10,15,5,217,108,90,8,83,58,4.084,4.112,1.513,0.70,1.81
"<a href=""https://www.baseball-reference.com/players/c/covelst01.shtml"">S. Coveleski</a>",WS1,37,43,2,1,0,13,7,5,0,8,3,3.140,4.327,1.465,0.38,0.14
"<a href=""https://www.baseball-reference.com/players/c/cremibo01.shtml"">Bob Cremins</a>",BOS,21,16,0,0,0,5,4,3,0,3,0,5.062,4.763,1.500,0.00,0.04
"<a href=""https://www.baseball-reference.com/players/c/crowdal01.shtml"">G. Crowder</a>",2,28,423,7,12,3,129,88,75,6,84,52,4.787,4.633,1.511,0.62,0.00
"<a href=""https://www.baseball-reference.com/players/c/culloni02.shtml"">Nick Cullop</a>",CLE,26,3,0,0,0,3,1,1,0,0,0,9.000,3.025,3.000,&infin;,-0.02
"<a href=""https://www.baseball-reference.com/players/c/cvengmi01.shtml"">M. Cvengros</a>",PIT,26,161,2,1,1,55,25,20,3,24,21,3.354,4.217,1.472,0.88,0.82
"<a href=""https://www.baseball-reference.com/players/d/dawsojo01.shtml"">Joe Dawson</a>",PIT,30,242,3,7,0,80,47,40,2,32,17,4.463,4.137,1.388,0.53,0.25
"<a href=""https://www.baseball-reference.com/players/d/deanwa01.shtml"">Wayland Dean</a>",2,25,15,0,1,0,6,4,4,0,4,3,7.200,3.632,2.000,0.75,-0.18
"<a href=""https://www.baseball-reference.com/players/d/decatar01.shtml"">Art Decatur</a>",PHI,33,284,3,5,0,130,78,78,11,20,27,7.415,4.388,1.585,1.35,-1.75
"<a href=""https://www.baseball-reference.com/players/d/doakbi01.shtml"">Bill Doak</a>",BRO,36,435,11,8,0,153,73,56,6,40,32,3.476,3.893,1.331,0.80,1.62
"<a href=""https://www.baseball-reference.com/players/d/donohpe01.shtml"">Pete Donohue</a>",CIN,26,572,6,16,1,253,111,87,3,32,48,4.107,3.202,1.495,1.50,0.00
"<a href=""https://www.baseball-reference.com/players/d/doyleje01.shtml"">Jess Doyle</a>",DET,29,37,0,0,0,16,11,11,0,5,5,8.027,3.402,1.703,1.00,-0.31
"<a href=""https://www.baseball-reference.com/players/d/dyered01.shtml"">Eddie Dyer</a>",SLN,27,6,0,0,0,5,4,4,1,2,1,18.000,10.396,3.500,0.50,-0.11
"<a href=""https://www.baseball-reference.com/players/d/dykesji01.shtml"">Jimmy Dykes</a>",PHA,30,6,0,0,1,2,1,1,0,1,0,4.500,4.763,1.500,0.00,0.02
"<a href=""https://www.baseball-reference.com/players/e/edwarfo01.shtml"">F. Edwards</a>",BSN,23,276,2,8,0,95,59,51,2,45,37,4.989,3.866,1.522,0.82,-0.20
"<a href=""https://www.baseball-reference.com/players/e/ehmkeho01.shtml"">Howard Ehmke</a>",PHA,33,569,12,10,0,200,103,89,13,60,68,4.223,3.946,1.371,1.13,1.89
"<a href=""https://www.baseball-reference.com/players/e/ehrharu01.shtml"">R. Ehrhardt</a>",BRO,32,287,3,7,2,90,46,38,3,37,22,3.575,4.092,1.328,0.59,1.06
"<a href=""https://www.baseball-reference.com/players/e/ellioju01.shtml"">J. Elliott</a>",BRO,26,565,6,13,3,188,82,69,5,60,99,3.297,3.261,1.317,1.65,0.00
"<a href=""https://www.baseball-reference.com/players/f/faberre01.shtml"">Red Faber</a>",CHA,38,332,4,7,0,131,64,56,2,41,39,4.554,3.525,1.554,0.95,0.77
"<a href=""https://www.baseball-reference.com/players/f/falkch01.shtml"">Chet Falk</a>",SLA,22,47,1,0,0,25,18,10,1,10,2,5.745,5.200,2.234,0.20,-0.42
"<a href=""https://www.baseball-reference.com/players/f/faulkji01.shtml"">Jim Faulkner</a>",NY1,27,29,1,0,0,13,4,4,0,5,2,3.724,3.803,1.862,0.40,0.18
"<a href=""https://www.baseball-reference.com/players/f/fergual01.shtml"">A. Ferguson</a>",PHI,30,681,8,16,0,280,132,122,15,65,73,4.837,3.999,1.520,1.12,0.00
"<a href=""https://www.baseball-reference.com/players/f/ferrewe01.shtml"">Wes Ferrell</a>",CLE,19,3,0,0,0,3,3,3,0,2,0,27.000,7.080,5.000,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/f/fitzsfr01.shtml"">F. Fitzsimmons</a>",NY1,25,734,17,10,3,260,127,101,15,67,78,3.715,3.964,1.337,1.16,0.00
"<a href=""https://www.baseball-reference.com/players/f/frankfr02.shtml"">F. Frankhouse</a>",SLN,23,150,5,1,0,41,18,15,2,16,20,2.700,3.653,1.140,1.25,0.00
"<a href=""https://www.baseball-reference.com/players/g/gastomi01.shtml"">Milt Gaston</a>",SLA,31,762,13,17,1,275,177,141,18,100,77,4.996,4.495,1.476,0.77,0.03
"<a href=""https://www.baseball-reference.com/players/g/genewjo01.shtml"">Joe Genewich</a>",BSN,30,543,11,8,1,199,93,77,7,54,38,3.829,3.957,1.398,0.70,1.85
"<a href=""https://www.baseball-reference.com/players/g/giardjo01.shtml"">Joe Giard</a>",NYA,28,81,0,0,0,38,25,24,1,19,10,8.000,4.750,2.111,0.53,-0.69
"<a href=""https://www.baseball-reference.com/players/g/gibsosa01.shtml"">Sam Gibson</a>",DET,27,554,11,12,0,201,113,78,9,86,76,3.801,4.093,1.554,0.88,0.83
"<a href=""https://www.baseball-reference.com/players/g/goldsha01.shtml"">H. Goldsmith</a>",BSN,28,215,1,3,1,83,34,28,4,26,13,3.516,4.457,1.521,0.50,0.87
"<a href=""https://www.baseball-reference.com/players/g/grampha01.shtml"">Hank Grampp</a>",CHN,23,9,0,0,0,4,3,3,0,1,3,9.000,2.093,1.667,3.00,-0.08
"<a href=""https://www.baseball-reference.com/players/g/grantge02.shtml"">George Grant</a>",CLE,24,224,4,6,1,85,46,37,1,40,19,4.460,4.302,1.674,0.48,0.22
"<a href=""https://www.baseball-reference.com/players/g/graysa01.shtml"">Sam Gray</a>",PHA,29,400,9,6,3,153,78,68,4,51,49,4.590,3.733,1.530,0.96,1.06
