Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/barnero01.shtml"">Ross Barnes</a>",CHN,26,1&‌#8531;,0,0,0,7,8,3,0,0,0,20.250,2.233,5.250,&infin;,-.36
"<a href=""https://www.baseball-reference.com/players/b/blongjo01.shtml"">Joe Blong</a>",SL3,22,4,0,0,0,2,0,0,0,1,0,.000,3.227,.750,.00,.22
"<a href=""https://www.baseball-reference.com/players/b/bondto01.shtml"">Tommy Bond</a>",HAR,20,408,31,13,0,355,164,76,2,13,88,1.676,1.943,.902,6.77,10.42
"<a href=""https://www.baseball-reference.com/players/b/bootham01.shtml"">Amos Booth</a>",CN1,27,9&‌#8532;,0,1,0,22,18,10,0,0,0,9.310,2.233,2.276,&infin;,-.65
"<a href=""https://www.baseball-reference.com/players/b/boothed01.shtml"">Eddie Booth</a>",NY3,?,5,0,0,0,16,10,6,0,0,0,10.800,2.233,3.200,&infin;,-.30
"<a href=""https://www.baseball-reference.com/players/b/bordejo01.shtml"">Joe Borden</a>",BSN,22,218&‌#8531;,11,12,1,257,155,70,4,51,34,2.885,2.859,1.411,.67,-.19
"<a href=""https://www.baseball-reference.com/players/b/bradlfo01.shtml"">Foghorn Bradley</a>",BSN,20,173&‌#8531;,9,10,1,201,116,48,1,16,16,2.492,2.395,1.252,1.00,.42
"<a href=""https://www.baseball-reference.com/players/b/bradlge01.shtml"">George Bradley</a>",SL3,23,573,45,19,0,470,229,78,3,38,103,1.225,2.133,.887,2.71,.00
"<a href=""https://www.baseball-reference.com/players/c/clackbo01.shtml"">Bobby Clack</a>",CN1,26,2,0,0,0,2,1,1,0,0,0,4.500,2.233,1.000,&infin;,.06
"<a href=""https://www.baseball-reference.com/players/c/clintji01.shtml"">Jim Clinton</a>",LS1,25,9,0,1,0,12,11,6,0,0,1,6.000,2.035,1.333,&infin;,-.22
"<a href=""https://www.baseball-reference.com/players/c/coonwi01.shtml"">William Coon</a>",PHN,21,7,0,0,0,9,8,4,0,0,0,5.143,2.233,1.286,&infin;,-.15
"<a href=""https://www.baseball-reference.com/players/c/cummica01.shtml"">Candy Cummings</a>",HAR,27,216,16,8,0,215,97,40,0,14,26,1.667,2.186,1.060,1.86,4.33
"<a href=""https://www.baseball-reference.com/players/d/deando01.shtml"">Dory Dean</a>",CN1,23,262&‌#8532;,4,26,0,397,268,109,1,24,22,3.735,2.375,1.603,.92,-3.43
"<a href=""https://www.baseball-reference.com/players/d/devliji01.shtml"">Jim Devlin</a>",LS1,27,622,30,35,0,566,309,108,3,37,122,1.563,2.076,.969,3.30,17.68
"<a href=""https://www.baseball-reference.com/players/f/fishech01.shtml"">Cherokee Fisher</a>",CN1,31,229&‌#8531;,4,20,0,294,206,77,6,6,29,3.022,2.390,1.308,4.83,-1.25
"<a href=""https://www.baseball-reference.com/players/g/gouldch01.shtml"">Charlie Gould</a>",CN1,28,4&‌#8531;,0,0,0,10,9,0,0,0,0,.000,2.233,2.308,&infin;,-.37
"<a href=""https://www.baseball-reference.com/players/k/knighlo01.shtml"">Lon Knight</a>",PHN,23,282,10,22,0,383,288,82,0,34,12,2.617,2.492,1.479,.35,-3.35
"<a href=""https://www.baseball-reference.com/players/l/laffefl01.shtml"">Flip Lafferty</a>",PHN,22,9,0,1,0,5,3,0,0,0,0,.000,2.233,.556,&infin;,.43
