Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/allenmy01.shtml"">Myron Allen</a>",CL3,33,29,1,0,0,9,4,1,0,3,1,.931,3.721,1.241,0.33,0.41
"<a href=""https://www.baseball-reference.com/players/a/atkinal01.shtml"">Al Atkinson</a>",PH4,26,374,6,8,0,156,121,82,2,54,34,5.920,4.054,1.684,0.63,-1.32
"<a href=""https://www.baseball-reference.com/players/b/baldwla01.shtml"">Lady Baldwin</a>",DTN,28,633,13,10,0,225,136,90,7,61,60,3.839,3.955,1.355,0.98,1.74
"<a href=""https://www.baseball-reference.com/players/b/baldwma01.shtml"">Mark Baldwin</a>",CHN,23,1002,18,17,1,329,218,126,22,122,164,3.395,4.106,1.350,1.34,0.00
"<a href=""https://www.baseball-reference.com/players/b/beatied01.shtml"">Ed Beatin</a>",DTN,20,54,1,1,0,13,11,8,2,8,6,4.000,5.537,1.167,0.75,0.21
"<a href=""https://www.baseball-reference.com/players/b/bierblo01.shtml"">L. Bierbauer</a>",PH4,21,3,0,0,1,0,0,0,0,0,1,.000,.823,.000,&infin;,0.06
"<a href=""https://www.baseball-reference.com/players/b/bishobi01.shtml"">Bill Bishop</a>",PIT,22,81,0,3,0,45,46,40,2,22,4,13.333,5.837,2.481,0.18,-0.99
"<a href=""https://www.baseball-reference.com/players/b/boylehe01.shtml"">Henry Boyle</a>",IN3,26,984,13,24,0,356,204,133,11,69,85,3.649,3.715,1.296,1.23,5.45
"<a href=""https://www.baseball-reference.com/players/b/buffich01.shtml"">C. Buffinton</a>",PHI,26,997,21,17,0,352,224,135,16,92,160,3.656,3.734,1.336,1.74,3.82
"<a href=""https://www.baseball-reference.com/players/b/burkebi01.shtml"">W. Burke</a>",DTN,24,45,0,1,0,21,14,10,0,5,3,6.000,3.463,1.733,0.60,-0.20
"<a href=""https://www.baseball-reference.com/players/b/burnsoy01.shtml"">Oyster Burns</a>",BL2,22,34,1,0,0,16,16,12,0,4,2,9.529,3.203,1.765,0.50,-0.45
"<a href=""https://www.baseball-reference.com/players/c/cahiljo01.shtml"">John Cahill</a>",IN3,22,66,0,2,0,40,38,35,3,19,5,14.318,6.891,2.682,0.26,-1.25
"<a href=""https://www.baseball-reference.com/players/c/carutbo01.shtml"">B. Caruthers</a>",SL4,23,1023,29,9,0,337,185,125,6,61,74,3.299,3.472,1.167,1.21,6.78
"<a href=""https://www.baseball-reference.com/players/c/caseybi01.shtml"">Tommy Casey</a>",PH4,?,3,0,0,0,4,3,2,0,1,0,18.000,5.354,5.000,0.00,-0.15
"<a href=""https://www.baseball-reference.com/players/c/caseyda01.shtml"">Dan Casey</a>",PHI,24,1171,28,13,0,377,199,124,15,115,119,2.859,3.968,1.260,1.03,10.37
"<a href=""https://www.baseball-reference.com/players/c/chambel01.shtml"">I. Chamberlain</a>",LS2,19,927,18,16,0,340,226,130,8,117,118,3.786,3.851,1.479,1.01,0.00
"<a href=""https://www.baseball-reference.com/players/c/chapmfr01.shtml"">F. Chapman</a>",PH4,25,15,0,0,0,8,6,4,0,2,4,7.200,2.924,2.000,2.00,-0.13
"<a href=""https://www.baseball-reference.com/players/c/clarkjo01.shtml"">J. Clarkson</a>",CHN,25,1569,38,21,0,513,283,179,19,92,237,3.080,3.325,1.157,2.58,14.85
"<a href=""https://www.baseball-reference.com/players/c/conwadi01.shtml"">Dick Conway</a>",BSN,21,667,9,15,0,249,161,115,10,86,45,4.655,4.541,1.507,0.52,0.93
"<a href=""https://www.baseball-reference.com/players/c/conwape01.shtml"">Pete Conway</a>",DTN,20,438,8,9,0,132,95,47,3,47,40,2.897,3.893,1.226,0.85,1.14
"<a href=""https://www.baseball-reference.com/players/c/corcola01.shtml"">L. Corcoran</a>",IN3,27,45,0,2,0,23,31,21,2,19,4,12.600,7.520,2.800,0.21,-0.71
"<a href=""https://www.baseball-reference.com/players/c/corkhpo01.shtml"">Pop Corkhill</a>",CN2,29,44,1,0,0,22,15,9,0,5,3,5.523,3.818,1.841,0.60,-0.26
"<a href=""https://www.baseball-reference.com/players/c/crowebi01.shtml"">B. Crowell</a>",CL3,21,1168,14,31,0,541,350,211,9,138,72,4.878,4.089,1.744,0.52,0.87
"<a href=""https://www.baseball-reference.com/players/c/cunnibe01.shtml"">B. Cunningham</a>",BR3,21,69,0,2,0,26,22,13,0,13,8,5.087,3.725,1.696,0.62,0.00
