Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/aasedo01.shtml"">Don Aase</a>",LAN,35,38,3,1,3,33,24,21,5,19,24,4.974,4.821,1.368,1.26,-.72
"<a href=""https://www.baseball-reference.com/players/a/abbotji01.shtml"">Jim Abbott</a>",CAL,22,211&‌#8532;,10,14,0,246,116,106,16,72,105,4.507,3.726,1.502,1.46,.00
"<a href=""https://www.baseball-reference.com/players/a/abbotpa01.shtml"">Paul Abbott</a>",MIN,22,34&‌#8532;,0,5,0,37,24,23,0,28,25,5.971,3.685,1.875,.89,.00
"<a href=""https://www.baseball-reference.com/players/a/ackerji01.shtml"">Jim Acker</a>",TOR,31,91&‌#8532;,4,4,1,103,49,39,9,30,54,3.829,3.758,1.451,1.80,.00
"<a href=""https://www.baseball-reference.com/players/a/adkinst01.shtml"">Steve Adkins</a>",NYA,25,24,1,2,0,19,18,17,4,29,14,6.375,7.930,2.000,.48,-.34
"<a href=""https://www.baseball-reference.com/players/a/agostju01.shtml"">Juan Agosto</a>",HOU,32,92&‌#8531;,9,8,4,91,46,44,4,39,50,4.289,3.326,1.408,1.28,.00
"<a href=""https://www.baseball-reference.com/players/a/aguilri01.shtml"">Rick Aguilera</a>",MIN,28,65&‌#8531;,5,3,32,55,27,20,5,19,61,2.755,2.624,1.133,3.21,.00
"<a href=""https://www.baseball-reference.com/players/a/akerfda01.shtml"">Darrel Akerfelds</a>",PHI,28,93,5,2,3,65,45,39,10,54,42,3.774,5.135,1.280,.78,-.24
"<a href=""https://www.baseball-reference.com/players/a/aldresc01.shtml"">Scott Aldred</a>",DET,22,14&‌#8531;,1,2,0,13,6,6,0,10,7,3.767,3.765,1.605,.70,.00
"<a href=""https://www.baseball-reference.com/players/a/aldrija01.shtml"">Jay Aldrich</a>",BAL,29,12,1,2,1,17,13,11,1,7,5,8.250,4.564,2.000,.71,-.92
"<a href=""https://www.baseball-reference.com/players/a/alexage01.shtml"">Gerald Alexander</a>",TEX,22,7,0,0,0,14,6,6,0,5,8,7.714,2.359,2.714,1.60,-.15
"<a href=""https://www.baseball-reference.com/players/a/anderal02.shtml"">Allan Anderson</a>",MIN,26,188&‌#8532;,7,18,0,214,106,95,20,39,82,4.532,3.850,1.341,2.10,1.34
"<a href=""https://www.baseball-reference.com/players/a/anderla02.shtml"">Larry Andersen</a>",2,37,95&‌#8532;,5,2,7,79,22,19,2,27,93,1.787,1.930,1.108,3.44,2.30
"<a href=""https://www.baseball-reference.com/players/a/andersc01.shtml"">Scott Anderson</a>",MON,27,18,0,1,0,12,6,6,1,5,16,3.000,2.581,.944,3.20,.37
"<a href=""https://www.baseball-reference.com/players/a/appieke01.shtml"">Kevin Appier</a>",KCA,22,185&‌#8532;,12,8,0,179,67,57,13,54,127,2.763,3.121,1.255,2.35,5.31
"<a href=""https://www.baseball-reference.com/players/a/aquinlu01.shtml"">Luis Aquino</a>",KCA,26,68&‌#8531;,4,1,0,59,25,24,6,27,28,3.161,4.211,1.259,1.04,1.70
"<a href=""https://www.baseball-reference.com/players/a/armstja01.shtml"">Jack Armstrong</a>",CIN,25,166,12,9,0,151,72,63,9,59,110,3.416,3.144,1.265,1.86,2.61
