Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/blairde01.shtml"">Dennis Blair</a>",MON,20,146,11,7,0,113,61,53,7,72,76,3.267,3.565,1.267,1.06,2.09
"<a href=""https://www.baseball-reference.com/players/b/blassst01.shtml"">Steve Blass</a>",PIT,32,5,0,0,0,5,8,5,2,7,2,9.000,11.270,2.400,.29,-.16
"<a href=""https://www.baseball-reference.com/players/b/bluevi01.shtml"">Vida Blue</a>",OAK,24,282&‌#8531;,17,15,0,246,118,102,17,98,174,3.251,3.171,1.218,1.78,2.08
"<a href=""https://www.baseball-reference.com/players/b/blylebe01.shtml"">Bert Blyleven</a>",MIN,23,281,17,17,0,244,99,83,14,77,249,2.658,2.184,1.142,3.23,7.83
"<a href=""https://www.baseball-reference.com/players/b/bonhabi01.shtml"">Bill Bonham</a>",CHN,25,242&‌#8532;,11,22,1,246,133,104,13,109,191,3.857,2.954,1.463,1.75,3.22
"<a href=""https://www.baseball-reference.com/players/b/borbope01.shtml"">Pedro Borbon</a>",CIN,27,139,10,7,14,133,54,50,11,32,53,3.237,3.468,1.187,1.66,.50
"<a href=""https://www.baseball-reference.com/players/b/bosmadi01.shtml"">Dick Bosman</a>",CLE,30,127&‌#8531;,7,5,0,126,69,58,13,29,56,4.099,3.689,1.217,1.93,-.27
"<a href=""https://www.baseball-reference.com/players/b/bradlto01.shtml"">Tom Bradley</a>",SFN,27,134&‌#8531;,8,11,0,152,90,77,15,52,72,5.159,4.014,1.519,1.38,-1.27
"<a href=""https://www.baseball-reference.com/players/b/brettke01.shtml"">Ken Brett</a>",PIT,25,191,13,9,0,192,81,70,9,52,96,3.298,2.962,1.277,1.85,.00
"<a href=""https://www.baseball-reference.com/players/b/breweji01.shtml"">Jim Brewer</a>",LAN,36,39&‌#8531;,4,4,0,29,14,11,5,10,26,2.517,3.721,.992,2.60,.00
"<a href=""https://www.baseball-reference.com/players/b/brilene01.shtml"">Nelson Briles</a>",KCA,30,103,5,7,0,118,48,46,9,21,41,4.019,3.462,1.350,1.95,.00
"<a href=""https://www.baseball-reference.com/players/b/brobepe01.shtml"">Pete Broberg</a>",TEX,24,29,0,4,0,29,29,26,7,13,15,8.069,6.022,1.448,1.15,-1.18
"<a href=""https://www.baseball-reference.com/players/b/brownja01.shtml"">Jackie Brown</a>",TEX,31,216&‌#8532;,13,12,0,219,97,86,13,74,134,3.572,3.087,1.352,1.81,.00
"<a href=""https://www.baseball-reference.com/players/b/bryanro01.shtml"">Ron Bryant</a>",SFN,26,126&‌#8532;,3,15,0,142,92,79,11,68,75,5.613,3.953,1.658,1.10,-2.18
"<a href=""https://www.baseball-reference.com/players/b/burgmto01.shtml"">Tom Burgmeier</a>",MIN,30,91&‌#8532;,5,3,4,92,46,46,7,26,34,4.516,3.635,1.287,1.31,.24
"<a href=""https://www.baseball-reference.com/players/b/burrira01.shtml"">Ray Burris</a>",CHN,23,75,3,5,1,91,61,55,8,26,40,6.600,3.699,1.560,1.54,-1.35
"<a href=""https://www.baseball-reference.com/players/b/busbyst01.shtml"">Steve Busby</a>",KCA,24,292&‌#8531;,22,14,0,284,118,110,14,92,198,3.387,2.697,1.286,2.15,6.47
"<a href=""https://www.baseball-reference.com/players/b/busketo01.shtml"">Tom Buskey</a>",2,27,98&‌#8532;,2,7,18,103,40,37,11,36,43,3.375,4.177,1.409,1.19,-.29
"<a href=""https://www.baseball-reference.com/players/b/butlebi02.shtml"">Bill Butler</a>",MIN,27,98&‌#8532;,4,6,1,91,47,45,9,56,79,4.105,3.852,1.490,1.41,1.01
"<a href=""https://www.baseball-reference.com/players/c/caldwmi01.shtml"">Mike Caldwell</a>",SFN,25,189&‌#8531;,14,5,0,176,80,62,17,63,83,2.947,3.839,1.262,1.32,3.29
"<a href=""https://www.baseball-reference.com/players/c/campbbi02.shtml"">Bill Campbell</a>",MIN,25,120&‌#8531;,8,7,19,109,37,35,4,55,89,2.618,2.850,1.363,1.62,3.92
"<a href=""https://www.baseball-reference.com/players/c/caprabu01.shtml"">Buzz Capra</a>",ATL,26,217,16,8,1,163,67,55,13,84,137,2.281,3.238,1.138,1.63,5.40
"<a href=""https://www.baseball-reference.com/players/c/carltst01.shtml"">Steve Carlton</a>",PHI,29,291,16,13,0,249,118,104,21,136,240,3.216,3.224,1.323,1.76,.00
"<a href=""https://www.baseball-reference.com/players/c/carrido01.shtml"">Don Carrithers</a>",MON,24,60,5,2,1,56,22,20,6,17,31,3.000,3.554,1.217,1.82,.94
"<a href=""https://www.baseball-reference.com/players/c/carrocl02.shtml"">Clay Carroll</a>",CIN,33,100&‌#8532;,12,5,6,96,27,24,3,30,46,2.146,2.945,1.252,1.53,.00
"<a href=""https://www.baseball-reference.com/players/c/carroto02.shtml"">Tom Carroll</a>",CIN,21,78&‌#8531;,4,3,0,68,44,32,11,44,37,3.677,5.230,1.430,.84,-.62
"<a href=""https://www.baseball-reference.com/players/c/castrbi01.shtml"">Bill Castro</a>",ML4,22,18,0,0,0,19,10,9,2,5,10,4.500,3.701,1.333,2.00,-.12
"<a href=""https://www.baseball-reference.com/players/c/champbi01.shtml"">Bill Champion</a>",ML4,26,161&‌#8532;,11,4,0,168,72,65,12,49,60,3.619,3.716,1.342,1.22,1.55
"<a href=""https://www.baseball-reference.com/players/c/chrisla01.shtml"">Larry Christenson</a>",PHI,20,23,1,1,2,20,11,11,2,15,18,4.304,4.161,1.522,1.20,-.01
"<a href=""https://www.baseball-reference.com/players/c/clemola01.shtml"">Lance Clemons</a>",BOS,26,6&‌#8531;,1,0,0,8,8,7,1,4,1,9.947,5.596,1.895,.25,-.37
"<a href=""https://www.baseball-reference.com/players/c/clevere01.shtml"">Reggie Cleveland</a>",BOS,26,221&‌#8531;,12,14,0,234,121,106,25,69,103,4.310,3.912,1.369,1.49,-.35
"<a href=""https://www.baseball-reference.com/players/c/clydeda01.shtml"">David Clyde</a>",TEX,19,117,3,9,0,129,64,57,14,47,52,4.385,4.350,1.504,1.11,.22
"<a href=""https://www.baseball-reference.com/players/c/colboji01.shtml"">Jim Colborn</a>",ML4,28,224,10,13,0,230,104,101,27,60,83,4.058,4.159,1.295,1.38,1.92
"<a href=""https://www.baseball-reference.com/players/c/colemjo05.shtml"">Joe Coleman</a>",DET,27,285&‌#8532;,14,12,0,272,160,137,30,158,177,4.316,4.260,1.505,1.12,.00
"<a href=""https://www.baseball-reference.com/players/c/corbira01.shtml"">Ray Corbin</a>",MIN,25,112&‌#8531;,7,6,0,133,78,66,8,40,50,5.288,3.543,1.540,1.25,-1.29
"<a href=""https://www.baseball-reference.com/players/c/corkimi01.shtml"">Mike Corkins</a>",SDN,28,56&‌#8531;,2,2,0,53,32,30,5,32,41,4.793,3.942,1.509,1.28,-.05
"<a href=""https://www.baseball-reference.com/players/c/cosgrmi01.shtml"">Mike Cosgrove</a>",HOU,23,90,7,3,2,76,35,35,2,39,47,3.500,3.106,1.278,1.21,.99
"<a href=""https://www.baseball-reference.com/players/c/cramje01.shtml"">Jerry Cram</a>",NYN,26,22&‌#8531;,0,1,0,22,4,4,1,4,8,1.612,3.016,1.164,2.00,.86
"<a href=""https://www.baseball-reference.com/players/c/cuellmi01.shtml"">Mike Cuellar</a>",BAL,37,269&‌#8531;,22,10,0,253,106,93,17,86,106,3.108,3.574,1.259,1.23,3.36
"<a href=""https://www.baseball-reference.com/players/c/culvege01.shtml"">George Culver</a>",PHI,30,21&‌#8532;,1,0,0,20,16,16,1,16,9,6.646,4.494,1.662,.56,-.48
"<a href=""https://www.baseball-reference.com/players/c/cumbejo01.shtml"">John Cumberland</a>",CAL,27,21&‌#8532;,0,1,0,24,9,9,2,10,12,3.738,4.058,1.569,1.20,.21
"<a href=""https://www.baseball-reference.com/players/c/curtijo01.shtml"">John Curtis</a>",SLN,26,195,10,14,1,199,91,82,15,83,89,3.785,3.909,1.446,1.07,.00
"<a href=""https://www.baseball-reference.com/players/d/d'acqjo01.shtml"">John D'Acquisto</a>",SFN,22,215,12,14,0,182,101,90,13,124,167,3.767,3.464,1.423,1.35,.00
"<a href=""https://www.baseball-reference.com/players/d/dalcabr01.shtml"">Bruce Dal Canton</a>",KCA,33,175&‌#8531;,8,10,0,135,71,61,5,82,96,3.131,3.190,1.238,1.17,.00
"<a href=""https://www.baseball-reference.com/players/d/darcypa01.shtml"">Pat Darcy</a>",CIN,24,17,1,0,0,17,7,7,2,8,14,3.706,3.872,1.471,1.75,.06
"<a href=""https://www.baseball-reference.com/players/d/deckejo01.shtml"">Joe Decker</a>",MIN,27,248&‌#8532;,16,14,0,234,105,91,24,97,158,3.294,3.722,1.331,1.63,4.66
"<a href=""https://www.baseball-reference.com/players/d/delosra01.shtml"">Ramon de los Santos</a>",HOU,25,12&‌#8531;,1,1,0,11,6,3,0,9,7,2.189,3.605,1.622,.78,-.08
"<a href=""https://www.baseball-reference.com/players/d/demerla01.shtml"">Larry Demery</a>",PIT,21,95&‌#8531;,6,6,0,95,47,45,12,51,51,4.248,4.779,1.531,1.00,.45
"<a href=""https://www.baseball-reference.com/players/d/demoldo01.shtml"">Don DeMola</a>",MON,21,57&‌#8532;,1,0,0,46,21,20,7,21,47,3.121,3.665,1.162,2.24,.68
"<a href=""https://www.baseball-reference.com/players/d/dennyjo01.shtml"">John Denny</a>",SLN,21,2,0,0,0,3,2,0,0,0,1,.000,1.877,1.500,&infin;,-.09
"<a href=""https://www.baseball-reference.com/players/d/dettoto01.shtml"">Tom Dettore</a>",CHN,26,64&‌#8532;,3,5,0,64,39,30,4,31,43,4.175,3.190,1.469,1.39,.23
"<a href=""https://www.baseball-reference.com/players/d/dierkla01.shtml"">Larry Dierker</a>",HOU,27,223&‌#8532;,11,10,0,189,76,72,18,82,150,2.897,3.330,1.212,1.83,4.43
"<a href=""https://www.baseball-reference.com/players/d/dioriro01.shtml"">Ron Diorio</a>",PHI,27,1,0,0,0,2,2,2,1,1,0,18.000,18.465,3.000,.00,-.20
"<a href=""https://www.baseball-reference.com/players/d/dobsoch01.shtml"">Chuck Dobson</a>",CAL,30,30,2,3,0,39,19,19,3,13,16,5.700,4.026,1.733,1.23,-.13
"<a href=""https://www.baseball-reference.com/players/d/dobsopa01.shtml"">Pat Dobson</a>",NYA,32,281,19,15,0,282,111,96,23,75,157,3.075,3.281,1.270,2.09,4.29
"<a href=""https://www.baseball-reference.com/players/d/downial01.shtml"">Al Downing</a>",LAN,33,98&‌#8531;,5,6,0,94,52,40,7,45,63,3.661,3.499,1.414,1.40,-.53
"<a href=""https://www.baseball-reference.com/players/d/dragodi01.shtml"">Dick Drago</a>",BOS,29,175&‌#8532;,7,10,3,165,71,68,17,56,90,3.484,3.711,1.258,1.61,.00
"<a href=""https://www.baseball-reference.com/players/d/dunnist01.shtml"">Steve Dunning</a>",TEX,25,2&‌#8531;,0,0,0,3,5,5,2,3,1,19.286,20.474,2.571,.33,-.23
"<a href=""https://www.baseball-reference.com/players/e/easteja01.shtml"">Jamie Easterly</a>",ATL,21,2&‌#8532;,0,0,0,6,7,5,0,4,0,16.875,5.755,3.750,.00,.00
"<a href=""https://www.baseball-reference.com/players/e/eastwra01.shtml"">Rawly Eastwick</a>",CIN,23,17&‌#8532;,0,0,2,12,5,4,1,5,14,2.038,2.578,.962,2.80,.26
"<a href=""https://www.baseball-reference.com/players/e/ellinbr01.shtml"">Bruce Ellingsen</a>",CLE,25,42,1,1,0,45,21,15,5,17,16,3.214,4.562,1.476,.94,-.11
"<a href=""https://www.baseball-reference.com/players/e/ellisdo01.shtml"">Dock Ellis</a>",PIT,29,176&‌#8532;,12,9,0,163,71,62,13,41,91,3.158,3.083,1.155,2.22,.00
"<a href=""https://www.baseball-reference.com/players/e/enyarte01.shtml"">Terry Enyart</a>",MON,23,1&‌#8532;,0,0,0,4,6,3,0,4,2,16.200,5.871,4.800,.50,-.23
"<a href=""https://www.baseball-reference.com/players/e/espinni01.shtml"">Nino Espinosa</a>",NYN,20,9,0,0,0,12,5,5,1,0,2,5.000,3.503,1.333,&infin;,.02
"<a href=""https://www.baseball-reference.com/players/f/farmeed01.shtml"">Ed Farmer</a>",PHI,24,31,2,1,0,41,32,29,5,27,20,8.419,5.732,2.194,.74,.00
"<a href=""https://www.baseball-reference.com/players/f/fifeda01.shtml"">Danny Fife</a>",MIN,24,4&‌#8532;,0,0,0,10,11,9,0,4,3,17.357,3.055,3.000,.75,-.46
"<a href=""https://www.baseball-reference.com/players/f/figueed01.shtml"">Ed Figueroa</a>",CAL,25,105&‌#8531;,2,8,0,119,46,43,3,36,49,3.674,2.921,1.472,1.36,1.18
"<a href=""https://www.baseball-reference.com/players/f/fingero01.shtml"">Rollie Fingers</a>",OAK,27,119,9,5,18,104,41,35,5,29,95,2.647,2.238,1.118,3.28,1.36
"<a href=""https://www.baseball-reference.com/players/f/fitzmal01.shtml"">Al Fitzmorris</a>",KCA,28,190,13,6,1,189,73,59,8,63,53,2.795,3.565,1.326,.84,.00
"<a href=""https://www.baseball-reference.com/players/f/folkeri01.shtml"">Rich Folkers</a>",SLN,27,90,6,2,2,65,31,30,4,38,57,3.000,3.119,1.144,1.50,1.52
"<a href=""https://www.baseball-reference.com/players/f/forscbo01.shtml"">Bob Forsch</a>",SLN,24,100,7,4,0,84,38,33,5,34,39,2.970,3.475,1.180,1.15,.00
"<a href=""https://www.baseball-reference.com/players/f/forscke01.shtml"">Ken Forsch</a>",HOU,27,103&‌#8531;,8,7,10,98,38,32,3,37,48,2.787,2.988,1.306,1.30,1.43
"<a href=""https://www.baseball-reference.com/players/f/forstte01.shtml"">Terry Forster</a>",CHA,22,134&‌#8531;,7,8,24,120,57,54,6,48,105,3.618,2.489,1.251,2.19,1.97
"<a href=""https://www.baseball-reference.com/players/f/fosteal01.shtml"">Alan Foster</a>",SLN,27,162&‌#8531;,7,10,0,167,81,70,16,61,78,3.881,3.976,1.405,1.28,.37
"<a href=""https://www.baseball-reference.com/players/f/foucast01.shtml"">Steve Foucault</a>",TEX,24,144&‌#8531;,8,9,12,123,51,36,8,40,106,2.245,2.557,1.129,2.65,2.81
"<a href=""https://www.baseball-reference.com/players/f/frailke01.shtml"">Ken Frailing</a>",CHN,26,125&‌#8531;,6,9,1,150,65,54,11,43,71,3.878,3.541,1.540,1.65,2.03
"<a href=""https://www.baseball-reference.com/players/f/freisda01.shtml"">Dave Freisleben</a>",SDN,22,211&‌#8532;,9,14,0,194,100,86,13,112,130,3.657,3.634,1.446,1.16,.00
"<a href=""https://www.baseball-reference.com/players/f/friseda01.shtml"">Danny Frisella</a>",ATL,28,41&‌#8532;,3,4,6,37,26,24,4,28,27,5.184,4.567,1.560,.96,.00
"<a href=""https://www.baseball-reference.com/players/f/frymawo01.shtml"">Woodie Fryman</a>",DET,34,141&‌#8532;,6,9,0,120,73,68,16,67,92,4.320,4.142,1.320,1.37,.99
"<a href=""https://www.baseball-reference.com/players/g/garbege01.shtml"">Gene Garber</a>",2,26,76,5,2,5,74,36,26,4,44,41,3.079,3.848,1.553,.93,.00
"<a href=""https://www.baseball-reference.com/players/g/garcira02.shtml"">Ralph Garcia</a>",SDN,25,10&‌#8531;,0,0,0,15,8,7,1,7,9,6.097,3.904,2.129,1.29,-.16
"<a href=""https://www.baseball-reference.com/players/g/garlawa01.shtml"">Wayne Garland</a>",BAL,23,91,5,5,1,68,37,30,5,26,40,2.967,3.211,1.033,1.54,.70
"<a href=""https://www.baseball-reference.com/players/g/garmami01.shtml"">Mike Garman</a>",SLN,24,81&‌#8532;,7,2,6,66,26,24,4,27,45,2.645,3.053,1.139,1.67,1.62
"<a href=""https://www.baseball-reference.com/players/g/gebhabo01.shtml"">Bob Gebhard</a>",MON,31,2,0,0,0,5,1,1,1,0,0,4.500,7.741,2.500,&infin;,.00
"<a href=""https://www.baseball-reference.com/players/g/gentrga01.shtml"">Gary Gentry</a>",ATL,27,6&‌#8532;,0,0,0,4,1,1,1,2,0,1.350,5.341,.900,.00,.20
"<a href=""https://www.baseball-reference.com/players/g/gerharu01.shtml"">Rusty Gerhardt</a>",SDN,23,35&‌#8532;,2,1,1,44,28,28,1,17,22,7.065,2.944,1.710,1.29,-.66
"<a href=""https://www.baseball-reference.com/players/g/gibsobo01.shtml"">Bob Gibson</a>",SLN,38,240,11,13,0,236,111,102,24,104,129,3.825,4.046,1.417,1.24,1.47
"<a href=""https://www.baseball-reference.com/players/g/gilbrbi01.shtml"">Bill Gilbreth</a>",CAL,26,1&‌#8531;,0,0,0,2,2,2,0,1,0,13.500,4.564,2.250,.00,-.30
"<a href=""https://www.baseball-reference.com/players/g/giustda01.shtml"">Dave Giusti</a>",PIT,34,105&‌#8532;,7,5,12,101,43,39,2,40,53,3.322,2.956,1.334,1.32,.00
"<a href=""https://www.baseball-reference.com/players/g/gogolbi01.shtml"">Bill Gogolewski</a>",CLE,26,13&‌#8532;,0,0,0,15,7,7,1,2,3,4.610,3.328,1.244,1.50,-.02
"<a href=""https://www.baseball-reference.com/players/g/goltzda01.shtml"">Dave Goltz</a>",MIN,25,174&‌#8531;,10,10,1,192,81,63,14,45,89,3.252,3.239,1.359,1.98,.00
"<a href=""https://www.baseball-reference.com/players/g/gossari01.shtml"">Rich Gossage</a>",CHA,22,89&‌#8531;,4,6,1,92,45,41,4,47,64,4.131,3.220,1.556,1.36,.00
"<a href=""https://www.baseball-reference.com/players/g/grangwa01.shtml"">Wayne Granger</a>",CHA,30,7&‌#8532;,0,0,0,16,8,7,1,3,4,8.217,4.069,2.478,1.33,-.24
"<a href=""https://www.baseball-reference.com/players/g/greifbi01.shtml"">Bill Greif</a>",SDN,24,226,9,19,1,244,126,117,17,95,137,4.659,3.393,1.500,1.44,1.16
"<a href=""https://www.baseball-reference.com/players/g/griffto02.shtml"">Tom Griffin</a>",HOU,26,211,14,10,0,202,97,83,14,89,110,3.540,3.583,1.379,1.24,1.29
"<a href=""https://www.baseball-reference.com/players/g/grimsro02.shtml"">Ross Grimsley</a>",BAL,24,295&‌#8532;,18,13,1,267,111,101,26,76,158,3.074,3.415,1.160,2.08,.00
"<a href=""https://www.baseball-reference.com/players/g/gulledo01.shtml"">Don Gullett</a>",CIN,23,243,17,11,0,201,93,82,22,88,183,3.037,3.317,1.189,2.08,2.77
"<a href=""https://www.baseball-reference.com/players/g/gurala01.shtml"">Larry Gura</a>",NYA,26,56,5,1,0,54,17,15,2,12,17,2.411,3.080,1.179,1.42,.00
"<a href=""https://www.baseball-reference.com/players/h/haliced01.shtml"">Ed Halicki</a>",SFN,23,74&‌#8531;,1,8,0,84,49,35,6,31,40,4.238,3.627,1.547,1.29,.00
"<a href=""https://www.baseball-reference.com/players/h/hallto01.shtml"">Tom Hall</a>",CIN,26,64,3,1,1,54,32,29,9,30,48,4.078,4.373,1.312,1.60,.00
"<a href=""https://www.baseball-reference.com/players/h/hamilda01.shtml"">Dave Hamilton</a>",OAK,26,117,7,4,0,104,45,41,10,48,69,3.154,3.648,1.299,1.44,.00
"<a href=""https://www.baseball-reference.com/players/h/handsbi01.shtml"">Bill Hands</a>",2,34,129&‌#8531;,6,5,3,141,60,60,9,28,78,4.175,2.824,1.307,2.79,1.45
"<a href=""https://www.baseball-reference.com/players/h/hardyla01.shtml"">Larry Hardy</a>",SDN,26,101&‌#8532;,9,4,2,129,58,53,9,44,57,4.692,3.815,1.702,1.30,-.21
"<a href=""https://www.baseball-reference.com/players/h/hargast01.shtml"">Steve Hargan</a>",TEX,31,186&‌#8532;,12,9,0,202,103,82,15,48,98,3.954,3.240,1.339,2.04,.00
"<a href=""https://www.baseball-reference.com/players/h/harriro01.shtml"">Roric Harrison</a>",ATL,27,126,6,11,0,148,70,66,12,49,46,4.714,4.142,1.563,.94,-.55
"<a href=""https://www.baseball-reference.com/players/h/hasslan01.shtml"">Andy Hassler</a>",CAL,22,162,7,11,1,132,64,47,10,79,76,2.611,3.801,1.302,.96,.00
"<a href=""https://www.baseball-reference.com/players/h/hendejo01.shtml"">Joe Henderson</a>",CHA,27,15,1,0,0,21,15,14,2,11,12,8.400,4.656,2.133,1.09,-.54
"<a href=""https://www.baseball-reference.com/players/h/hernaje01.shtml"">Jesus Hernaiz</a>",PHI,29,41&‌#8531;,2,3,1,53,31,27,6,25,16,5.879,5.470,1.887,.64,-1.30
"<a href=""https://www.baseball-reference.com/players/h/hernara01.shtml"">Ramon Hernandez</a>",PIT,33,68&‌#8532;,5,2,2,68,21,21,3,18,33,2.752,2.881,1.252,1.83,.00
"<a href=""https://www.baseball-reference.com/players/h/hilgeto01.shtml"">Tom Hilgendorf</a>",CLE,32,48&‌#8531;,4,3,3,58,26,26,6,17,23,4.841,4.155,1.552,1.35,-.64
"<a href=""https://www.baseball-reference.com/players/h/hillejo01.shtml"">John Hiller</a>",DET,31,150,17,14,13,127,51,44,10,62,134,2.640,2.836,1.260,2.16,4.08
"<a href=""https://www.baseball-reference.com/players/h/hoernjo01.shtml"">Joe Hoerner</a>",KCA,37,35&‌#8531;,2,3,2,32,15,15,3,12,24,3.821,2.998,1.245,2.00,.63
"<a href=""https://www.baseball-reference.com/players/h/holdsfr01.shtml"">Fred Holdsworth</a>",DET,22,35&‌#8532;,0,3,0,40,20,17,4,14,16,4.290,4.203,1.514,1.14,.10
"<a href=""https://www.baseball-reference.com/players/h/holtzke01.shtml"">Ken Holtzman</a>",OAK,28,255&‌#8531;,19,17,0,273,111,87,14,51,117,3.067,2.928,1.269,2.29,.00
"<a href=""https://www.baseball-reference.com/players/h/hooddo01.shtml"">Don Hood</a>",BAL,24,57&‌#8531;,1,1,1,47,26,22,1,20,26,3.453,2.955,1.169,1.30,.02
"<a href=""https://www.baseball-reference.com/players/h/hootele01.shtml"">Leon Hooten</a>",OAK,26,8&‌#8531;,0,0,0,6,3,3,1,4,1,3.240,5.287,1.200,.25,.06
"<a href=""https://www.baseball-reference.com/players/h/hootobu01.shtml"">Burt Hooton</a>",CHN,24,176&‌#8531;,7,11,1,214,112,94,16,51,94,4.798,3.445,1.503,1.84,.73
"<a href=""https://www.baseball-reference.com/players/h/houghch01.shtml"">Charlie Hough</a>",LAN,26,96,9,4,1,65,45,40,12,40,63,3.750,4.129,1.094,1.58,-.48
"<a href=""https://www.baseball-reference.com/players/h/houseto01.shtml"">Tom House</a>",ATL,27,102&‌#8532;,6,2,11,74,26,22,5,27,64,1.929,2.670,.984,2.37,3.01
"<a href=""https://www.baseball-reference.com/players/h/hraboal01.shtml"">Al Hrabosky</a>",SLN,24,88&‌#8531;,8,1,9,71,34,29,3,38,82,2.955,2.420,1.234,2.16,.88
"<a href=""https://www.baseball-reference.com/players/h/hudsore01.shtml"">Rex Hudson</a>",LAN,20,2,0,0,0,6,5,5,2,0,0,22.500,12.905,3.000,&infin;,-.16
"<a href=""https://www.baseball-reference.com/players/h/hugheji03.shtml"">Jim Hughes</a>",MIN,22,10&‌#8531;,0,2,0,8,8,6,2,4,8,5.226,4.842,1.161,2.00,-.13
"<a href=""https://www.baseball-reference.com/players/h/hunteca01.shtml"">Catfish Hunter</a>",OAK,28,318&‌#8531;,25,12,0,268,97,88,25,46,143,2.488,3.119,.986,3.11,6.86
"<a href=""https://www.baseball-reference.com/players/h/hutsohe01.shtml"">Herb Hutson</a>",CHN,24,28&‌#8532;,0,2,0,24,15,11,3,15,22,3.453,3.866,1.360,1.47,.29
"<a href=""https://www.baseball-reference.com/players/j/jacksgr01.shtml"">Grant Jackson</a>",BAL,31,66&‌#8532;,6,4,12,48,19,19,7,22,56,2.565,3.219,1.050,2.55,.00
