Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/brownmo01.shtml"">M. Brown</a>",CHN,33,295&frac13;,25,14,7,256,95,61,3,64,143,1.859,2.101,1.084,2.23,0.00
"<a href=""https://www.baseball-reference.com/players/b/burkebi02.shtml"">Billy Burke</a>",BSN,20,64,1,0,0,68,32,29,1,29,22,4.078,3.136,1.516,0.76,0.64
"<a href=""https://www.baseball-reference.com/players/b/burksa01.shtml"">Sandy Burk</a>",BRO,23,19&frac13;,0,3,0,17,16,13,0,27,14,6.052,4.850,2.276,0.52,-0.51
"<a href=""https://www.baseball-reference.com/players/b/burnsbi01.shtml"">Bill Burns</a>",2,30,179,8,13,0,183,103,69,3,50,57,3.469,2.535,1.302,1.14,-1.07
"<a href=""https://www.baseball-reference.com/players/c/caldwra02.shtml"">Ray Caldwell</a>",NYA,22,19&frac13;,1,0,1,19,8,8,1,9,17,3.724,2.616,1.448,1.89,0.26
"<a href=""https://www.baseball-reference.com/players/c/camniho01.shtml"">H. Camnitz</a>",PIT,28,260,12,13,2,246,110,93,1,61,120,3.219,2.020,1.181,1.97,0.00
"<a href=""https://www.baseball-reference.com/players/c/cantwto01.shtml"">Tom Cantwell</a>",CIN,21,1&frac13;,0,0,0,2,2,2,0,3,0,13.500,9.045,3.750,0.00,-0.14
"<a href=""https://www.baseball-reference.com/players/c/carsoal01.shtml"">Al Carson</a>",CHN,27,6&frac23;,0,0,0,6,5,3,0,1,2,4.050,2.175,1.050,2.00,-0.19
"<a href=""https://www.baseball-reference.com/players/c/castlro01.shtml"">R. Castleton</a>",CIN,24,13&frac23;,1,2,0,15,5,5,0,6,5,3.293,2.673,1.537,0.83,0.14
"<a href=""https://www.baseball-reference.com/players/c/chalmge01.shtml"">G. Chalmers</a>",PHI,22,22,1,1,0,21,17,13,0,11,12,5.318,2.610,1.455,1.09,-0.52
"<a href=""https://www.baseball-reference.com/players/c/chambbi01.shtml"">B. Chambers</a>",SLN,21,1,0,0,0,1,1,0,0,0,0,.000,2.322,1.000,&infin;,-0.06
"<a href=""https://www.baseball-reference.com/players/c/chounch01.shtml"">C. Chouneau</a>",CHA,21,5&frac13;,0,1,0,7,2,2,0,0,1,3.375,2.014,1.312,&infin;,0.06
"<a href=""https://www.baseball-reference.com/players/c/cicoted01.shtml"">E. Cicotte</a>",BOS,26,250,15,11,0,213,94,76,4,86,104,2.736,2.574,1.196,1.21,3.08
"<a href=""https://www.baseball-reference.com/players/c/coleki01.shtml"">King Cole</a>",CHN,24,239&frac23;,20,4,1,174,64,48,2,130,114,1.803,3.030,1.268,0.88,5.04
"<a href=""https://www.baseball-reference.com/players/c/collira01.shtml"">Ray Collins</a>",BOS,23,244&frac23;,13,11,1,205,73,44,1,41,109,1.619,1.977,1.005,2.66,6.11
"<a href=""https://www.baseball-reference.com/players/c/coombja01.shtml"">Jack Coombs</a>",PHA,27,353,31,9,1,248,74,51,0,115,224,1.300,1.962,1.028,1.95,9.47
"<a href=""https://www.baseball-reference.com/players/c/corrifr01.shtml"">F. Corridon</a>",SLN,29,156,6,14,3,168,88,66,1,55,51,3.808,2.624,1.429,0.93,-0.22
"<a href=""https://www.baseball-reference.com/players/c/covelha01.shtml"">H. Coveleski</a>",CIN,24,39&frac13;,1,1,0,35,41,23,1,42,27,5.263,4.169,1.958,0.64,-1.56
"<a href=""https://www.baseball-reference.com/players/c/crablge01.shtml"">G. Crable</a>",BRO,25,7&frac13;,0,0,0,5,4,4,0,5,3,4.909,2.794,1.364,0.60,0.01
"<a href=""https://www.baseball-reference.com/players/c/cranddo01.shtml"">Doc Crandall</a>",NY1,22,207&frac23;,17,4,5,194,86,59,10,43,73,2.557,2.796,1.141,1.70,2.41
"<a href=""https://www.baseball-reference.com/players/c/crissdo01.shtml"">Dode Criss</a>",SLA,25,19&frac13;,2,1,0,12,7,3,0,9,9,1.397,2.162,1.086,1.00,0.33
"<a href=""https://www.baseball-reference.com/players/c/croucbi01.shtml"">Bill Crouch</a>",SLA,23,8,0,0,0,6,4,3,0,7,2,3.375,4.719,1.625,0.29,-0.01
"<a href=""https://www.baseball-reference.com/players/c/culpbi01.shtml"">Bill Culp</a>",PHI,23,6&frac23;,0,0,1,8,6,6,0,4,4,8.100,2.920,1.800,1.00,-0.27
"<a href=""https://www.baseball-reference.com/players/c/curticl01.shtml"">Cliff Curtis</a>",BSN,28,251,6,24,2,251,154,99,9,124,75,3.550,3.557,1.494,0.60,0.00
"<a href=""https://www.baseball-reference.com/players/d/demotbe01.shtml"">Ben DeMott</a>",CLE,21,28&frac13;,0,3,0,45,25,17,0,8,13,5.400,2.165,1.871,1.62,-0.83
"<a href=""https://www.baseball-reference.com/players/d/dessaru01.shtml"">Rube Dessau</a>",BRO,27,51&frac13;,2,3,1,67,48,33,0,29,24,5.786,2.749,1.870,0.83,-2.05
"<a href=""https://www.baseball-reference.com/players/d/dickswa01.shtml"">Walt Dickson</a>",NY1,31,29&frac23;,1,0,0,31,19,18,1,9,9,5.461,3.035,1.348,1.00,-0.37
"<a href=""https://www.baseball-reference.com/players/d/doanewa01.shtml"">Walt Doan</a>",CLE,23,17&frac23;,0,0,0,31,21,11,1,8,7,5.604,3.309,2.208,0.88,-1.04
"<a href=""https://www.baseball-reference.com/players/d/donovbi01.shtml"">Bill Donovan</a>",DET,33,206&frac23;,17,7,0,184,74,56,4,61,107,2.439,2.322,1.185,1.75,3.59
"<a href=""https://www.baseball-reference.com/players/d/dowdki01.shtml"">Skip Dowd</a>",PIT,21,2,0,0,0,4,4,0,0,2,1,.000,2.687,3.000,0.50,-0.23
"<a href=""https://www.baseball-reference.com/players/d/doylesl01.shtml"">S. Doyle</a>",2,28,23&frac23;,0,2,0,35,32,19,0,16,10,7.225,3.225,2.155,0.62,-0.57
"<a href=""https://www.baseball-reference.com/players/d/drucklo01.shtml"">Louis Drucke</a>",NY1,21,215&frac13;,12,10,0,174,73,59,3,82,151,2.466,2.088,1.189,1.84,4.27
"<a href=""https://www.baseball-reference.com/players/d/dygerji01.shtml"">Jimmy Dygert</a>",PHA,25,99&frac13;,4,4,0,81,44,28,0,49,59,2.537,2.527,1.309,1.20,-0.12
"<a href=""https://www.baseball-reference.com/players/e/evansch01.shtml"">Chick Evans</a>",BSN,20,31,1,1,2,28,20,18,1,27,12,5.226,4.514,1.774,0.44,-0.22
"<a href=""https://www.baseball-reference.com/players/e/ewingbo01.shtml"">Bob Ewing</a>",PHI,37,255&frac13;,16,14,0,235,110,85,5,86,102,2.996,2.704,1.257,1.19,2.63
"<a href=""https://www.baseball-reference.com/players/f/falkecy01.shtml"">C. Falkenberg</a>",CLE,30,256&frac23;,14,13,1,246,114,84,3,75,107,2.945,2.422,1.251,1.43,0.00
"<a href=""https://www.baseball-reference.com/players/f/fanweha01.shtml"">H. Fanwell</a>",CLE,23,92,2,9,0,87,52,37,0,38,30,3.620,2.716,1.359,0.79,-0.49
"<a href=""https://www.baseball-reference.com/players/f/ferguge01.shtml"">C. Ferguson</a>",BSN,26,123,7,7,0,110,56,52,3,58,40,3.805,3.273,1.366,0.69,1.65
"<a href=""https://www.baseball-reference.com/players/f/ferryja01.shtml"">Jack Ferry</a>",PIT,23,31,1,2,0,26,10,8,0,8,12,2.323,2.225,1.097,1.50,0.86
"<a href=""https://www.baseball-reference.com/players/f/fishera01.shtml"">Ray Fisher</a>",NYA,22,92&frac13;,5,3,1,95,41,30,0,18,42,2.924,1.914,1.224,2.33,0.43
"<a href=""https://www.baseball-reference.com/players/f/flahepa02.shtml"">P. Flaherty</a>",PHI,34,0&frac13;,0,0,0,1,4,0,0,1,0,.000,6.057,6.000,0.00,-0.29
"<a href=""https://www.baseball-reference.com/players/f/fordru01.shtml"">Russ Ford</a>",NYA,27,299&frac23;,26,6,1,194,69,55,4,70,209,1.652,1.700,.881,2.99,11.39
"<a href=""https://www.baseball-reference.com/players/f/formabi01.shtml"">Bill Forman</a>",WS1,23,0&frac23;,0,0,0,1,1,1,0,0,0,13.500,2.322,1.500,&infin;,-0.08
"<a href=""https://www.baseball-reference.com/players/f/foxenbi01.shtml"">Bill Foxen</a>",2,31,82&frac23;,5,5,0,80,35,27,2,43,35,2.940,3.273,1.488,0.81,1.19
"<a href=""https://www.baseball-reference.com/players/f/frilljo01.shtml"">John Frill</a>",NYA,31,48&frac13;,2,2,1,55,33,24,1,5,27,4.469,1.768,1.241,5.40,0.00
"<a href=""https://www.baseball-reference.com/players/f/frocksa01.shtml"">Sam Frock</a>",2,27,257&frac13;,12,19,2,247,137,92,8,93,80,3.218,3.139,1.321,0.86,-0.24
"<a href=""https://www.baseball-reference.com/players/f/frommar01.shtml"">Art Fromme</a>",CIN,26,49&frac13;,3,4,0,44,22,16,2,39,10,2.919,4.967,1.682,0.26,0.29
"<a href=""https://www.baseball-reference.com/players/g/gaspaha01.shtml"">Harry Gaspar</a>",CIN,27,275,15,17,7,257,103,79,6,75,74,2.585,2.726,1.207,0.99,4.18
"<a href=""https://www.baseball-reference.com/players/g/geyerru01.shtml"">Rube Geyer</a>",SLN,26,4,0,1,0,5,3,2,0,3,5,4.500,2.117,2.000,1.67,-0.08
"<a href=""https://www.baseball-reference.com/players/g/gillija01.shtml"">J. Gilligan</a>",SLA,24,39&frac13;,0,3,0,37,21,16,0,28,10,3.661,3.857,1.653,0.36,0.06
"<a href=""https://www.baseball-reference.com/players/g/girarch01.shtml"">C. Girard</a>",PHI,25,26&frac23;,1,2,1,33,26,19,2,12,11,6.412,3.501,1.688,0.92,-1.07
"<a href=""https://www.baseball-reference.com/players/g/goldero01.shtml"">Roy Golden</a>",SLN,21,42&frac23;,2,3,0,44,28,21,3,33,31,4.430,3.971,1.805,0.94,-0.37
"<a href=""https://www.baseball-reference.com/players/g/goodra01.shtml"">Ralph Good</a>",BSN,24,9,0,0,0,6,4,2,0,2,4,2.000,1.416,.889,2.00,0.14
"<a href=""https://www.baseball-reference.com/players/g/grahabi01.shtml"">Bill Grahame</a>",SLA,26,43,0,8,0,46,31,17,2,13,12,3.558,3.017,1.372,0.92,-0.83
"<a href=""https://www.baseball-reference.com/players/g/graydo01.shtml"">Dolly Gray</a>",WS1,31,229,8,19,0,216,106,67,3,65,84,2.633,2.474,1.227,1.29,1.24
"<a href=""https://www.baseball-reference.com/players/g/groombo01.shtml"">Bob Groom</a>",WS1,25,257&frac23;,12,17,0,244,117,79,8,77,98,2.759,2.760,1.246,1.27,0.44
"<a href=""https://www.baseball-reference.com/players/h/hallch02.shtml"">Charley Hall</a>",BOS,25,188&frac23;,12,9,2,142,68,40,6,73,95,1.908,2.747,1.140,1.30,2.73
"<a href=""https://www.baseball-reference.com/players/h/hallma01.shtml"">Marc Hall</a>",SLA,22,46&frac13;,1,7,0,50,33,22,0,31,25,4.273,3.031,1.748,0.81,-0.92
"<a href=""https://www.baseball-reference.com/players/h/harknsp01.shtml"">S. Harkness</a>",CLE,22,136&frac13;,10,7,1,132,61,46,2,55,60,3.037,2.781,1.372,1.09,0.93
"<a href=""https://www.baseball-reference.com/players/h/harmobo01.shtml"">Bob Harmon</a>",SLN,22,236,13,15,2,227,128,117,1,133,87,4.462,3.223,1.525,0.65,-0.15
"<a href=""https://www.baseball-reference.com/players/h/hearnbu01.shtml"">Bunny Hearn</a>",SLN,19,39,1,3,0,49,22,22,2,16,14,5.077,3.369,1.667,0.88,-0.04
"<a href=""https://www.baseball-reference.com/players/h/hendred01.shtml"">Ed Hendricks</a>",NY1,25,12,0,1,1,12,7,5,0,4,2,3.750,2.965,1.333,0.50,-0.05
"<a href=""https://www.baseball-reference.com/players/h/higgied01.shtml"">E. Higgins</a>",SLN,22,10&frac13;,0,1,0,15,8,5,0,7,1,4.355,3.963,2.129,0.14,-0.16
"<a href=""https://www.baseball-reference.com/players/h/hinridu01.shtml"">D. Hinrichs</a>",WS1,21,7,0,1,1,10,7,2,0,3,5,2.571,2.194,1.857,1.67,-0.38
"<a href=""https://www.baseball-reference.com/players/h/hovlijo01.shtml"">Joe Hovlik</a>",WS1,25,1&frac23;,0,0,0,6,5,3,0,0,0,16.200,1.388,3.600,&infin;,-0.31
"<a href=""https://www.baseball-reference.com/players/h/howelha01.shtml"">Harry Howell</a>",SLA,33,3&frac13;,0,0,0,7,7,4,0,2,1,10.800,3.302,2.700,0.50,-0.33
"<a href=""https://www.baseball-reference.com/players/h/hugheto02.shtml"">Tom Hughes</a>",NYA,26,151&frac23;,7,9,1,153,77,59,2,37,64,3.501,2.322,1.253,1.73,-0.08
"<a href=""https://www.baseball-reference.com/players/h/humphbe01.shtml"">B. Humphries</a>",PHI,29,9&frac23;,0,0,2,13,8,5,0,3,3,4.655,2.322,1.655,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/h/huntbe01.shtml"">Ben Hunt</a>",BOS,21,46&frac23;,2,3,0,45,22,21,4,20,19,4.050,3.951,1.393,0.95,0.04
"<a href=""https://www.baseball-reference.com/players/j/johnswa01.shtml"">W. Johnson</a>",WS1,22,370,25,17,1,262,92,56,1,76,313,1.362,1.152,.914,4.12,10.44
"<a href=""https://www.baseball-reference.com/players/j/jossad01.shtml"">Addie Joss</a>",CLE,30,107&frac13;,5,5,0,96,35,27,2,18,49,2.264,2.099,1.062,2.72,2.37
"<a href=""https://www.baseball-reference.com/players/k/kahlege01.shtml"">G. Kahler</a>",CLE,20,95&frac13;,6,4,0,80,35,17,0,46,38,1.605,2.860,1.322,0.83,1.57
"<a href=""https://www.baseball-reference.com/players/k/kargeed01.shtml"">Ed Karger</a>",BOS,27,183&frac13;,11,7,1,162,75,65,5,53,81,3.191,2.567,1.173,1.53,2.93
"<a href=""https://www.baseball-reference.com/players/k/killied01.shtml"">Ed Killian</a>",DET,33,74,4,3,0,75,38,25,2,27,20,3.041,2.969,1.378,0.74,-0.27
"<a href=""https://www.baseball-reference.com/players/k/kinseed01.shtml"">Ed Kinsella</a>",SLA,30,50,1,3,0,62,30,21,0,16,10,3.780,2.742,1.560,0.62,-0.35
"<a href=""https://www.baseball-reference.com/players/k/kirscha01.shtml"">Harry Kirsch</a>",CLE,22,3,0,0,0,5,2,2,0,1,5,6.000,.484,2.000,5.00,-0.04
"<a href=""https://www.baseball-reference.com/players/k/klawial01.shtml"">Al Klawitter</a>",NY1,21,1,0,0,0,2,1,1,0,2,0,9.000,6.804,4.000,0.00,-0.05
"<a href=""https://www.baseball-reference.com/players/k/knetzel01.shtml"">E. Knetzer</a>",BRO,24,132&frac23;,7,5,0,122,63,47,1,60,56,3.188,2.914,1.372,0.93,0.91
"<a href=""https://www.baseball-reference.com/players/k/koestel01.shtml"">E. Koestner</a>",CLE,24,145,5,10,2,145,76,49,0,63,44,3.041,2.913,1.434,0.70,-0.54
"<a href=""https://www.baseball-reference.com/players/k/koneted01.shtml"">Ed Konetchy</a>",SLN,24,4,0,0,0,4,2,2,0,1,0,4.500,3.069,1.250,0.00,0.02
"<a href=""https://www.baseball-reference.com/players/k/krausha01.shtml"">Harry Krause</a>",PHA,21,112&frac13;,6,6,0,99,46,36,4,42,60,2.884,2.640,1.255,1.43,0.00
"<a href=""https://www.baseball-reference.com/players/k/krohru01.shtml"">Rube Kroh</a>",CHN,23,34&frac13;,3,1,0,33,19,17,1,15,16,4.456,2.884,1.398,1.07,-0.12
"<a href=""https://www.baseball-reference.com/players/l/lakejo01.shtml"">Joe Lake</a>",SLA,29,261&frac13;,11,17,2,243,116,64,2,77,141,2.204,2.219,1.224,1.83,0.00
"<a href=""https://www.baseball-reference.com/players/l/langefr01.shtml"">Frank Lange</a>",CHA,26,130&frac23;,9,4,0,93,48,24,2,54,98,1.653,2.049,1.125,1.81,1.59
"<a href=""https://www.baseball-reference.com/players/l/leevesa01.shtml"">Sam Leever</a>",PIT,38,111,6,5,2,104,45,34,2,25,33,2.757,2.478,1.162,1.32,1.50
"<a href=""https://www.baseball-reference.com/players/l/leifile01.shtml"">L. Leifield</a>",PIT,26,218&frac13;,15,13,2,197,84,64,6,67,64,2.638,2.894,1.209,0.96,0.00
"<a href=""https://www.baseball-reference.com/players/l/lelivbi01.shtml"">B. Lelivelt</a>",DET,25,9,0,1,0,6,4,1,0,3,2,1.000,2.955,1.000,0.67,0.01
"<a href=""https://www.baseball-reference.com/players/l/leroylo01.shtml"">Louis LeRoy</a>",BOS,31,4,0,0,0,7,9,5,1,2,3,11.250,5.060,2.250,1.50,-0.38
"<a href=""https://www.baseball-reference.com/players/l/linkfr01.shtml"">Fred Link</a>",2,24,144&frac23;,5,7,1,145,63,53,0,63,60,3.297,2.630,1.438,0.95,1.22
"<a href=""https://www.baseball-reference.com/players/l/loudear01.shtml"">Art Loudell</a>",DET,28,21&frac13;,1,1,0,23,13,8,0,14,12,3.375,3.123,1.734,0.86,-0.30
"<a href=""https://www.baseball-reference.com/players/l/lushjo01.shtml"">Johnny Lush</a>",SLN,24,225&frac13;,14,13,1,235,116,80,6,70,54,3.195,3.013,1.354,0.77,0.82
"<a href=""https://www.baseball-reference.com/players/m/maddoni01.shtml"">Nick Maddox</a>",PIT,23,87&frac13;,2,3,0,73,40,33,0,28,29,3.401,2.457,1.156,1.04,0.60
"<a href=""https://www.baseball-reference.com/players/m/mahonch01.shtml"">C. Mahoney</a>",BOS,25,11,0,1,1,16,11,4,1,5,6,3.273,3.530,1.909,1.20,-0.43
"<a href=""https://www.baseball-reference.com/players/m/malloal01.shtml"">Alex Malloy</a>",SLA,23,52&frac23;,0,6,0,47,26,15,0,17,27,2.563,2.142,1.215,1.59,-0.06
"<a href=""https://www.baseball-reference.com/players/m/manniru01.shtml"">Rube Manning</a>",NYA,27,75,2,4,0,80,43,31,4,25,25,3.720,3.173,1.400,1.00,-0.43
"<a href=""https://www.baseball-reference.com/players/m/marquru01.shtml"">R. Marquard</a>",NY1,23,70&frac23;,4,4,0,65,35,35,2,40,52,4.458,2.742,1.486,1.30,0.00
"<a href=""https://www.baseball-reference.com/players/m/mathech01.shtml"">C. Mathewson</a>",NY1,29,318&frac13;,27,9,0,292,100,67,5,60,184,1.894,1.918,1.106,3.07,0.00
"<a href=""https://www.baseball-reference.com/players/m/matteal01.shtml"">Al Mattern</a>",BSN,27,305,16,19,1,288,145,101,5,121,94,2.980,3.049,1.341,0.78,2.35
"<a href=""https://www.baseball-reference.com/players/m/mchalma01.shtml"">Marty McHale</a>",BOS,23,13&frac23;,0,2,0,15,8,7,0,6,14,4.610,1.532,1.537,2.33,-0.16
"<a href=""https://www.baseball-reference.com/players/m/mcintha01.shtml"">H. McIntire</a>",CHN,31,176,13,9,0,152,70,60,5,50,65,3.068,2.641,1.148,1.30,1.39
"<a href=""https://www.baseball-reference.com/players/m/mcquige01.shtml"">G. McQuillan</a>",PHI,25,152&frac13;,9,6,1,109,42,27,2,50,71,1.595,2.492,1.044,1.42,0.00
"<a href=""https://www.baseball-reference.com/players/m/merceja01.shtml"">Jack Mercer</a>",PIT,21,1,0,0,0,0,0,0,0,2,1,.000,8.977,2.000,0.50,0.06
"<a href=""https://www.baseball-reference.com/players/m/millefr01.shtml"">Fred Miller</a>",BRO,24,21,1,1,0,25,19,11,1,13,2,4.714,4.132,1.810,0.15,-0.67
"<a href=""https://www.baseball-reference.com/players/m/mitchro01.shtml"">Roy Mitchell</a>",SLA,25,52,4,2,0,43,24,15,0,12,23,2.596,1.993,1.058,1.92,0.11
"<a href=""https://www.baseball-reference.com/players/m/mitchwi01.shtml"">W. Mitchell</a>",CLE,20,183&frac23;,12,8,0,155,77,53,2,55,102,2.597,2.003,1.143,1.85,2.05
"<a href=""https://www.baseball-reference.com/players/m/mooreea01.shtml"">Earl Moore</a>",PHI,32,283,22,15,0,228,98,81,5,121,185,2.576,2.423,1.233,1.53,0.00
"<a href=""https://www.baseball-reference.com/players/m/moorege02.shtml"">Gene Moore</a>",PIT,24,17&frac13;,2,1,0,19,7,6,1,7,9,3.115,3.150,1.500,1.29,0.28
"<a href=""https://www.baseball-reference.com/players/m/morenle01.shtml"">Lew Moren</a>",PHI,26,205&frac13;,13,14,1,207,104,81,6,82,74,3.550,3.034,1.407,0.90,0.24
"<a href=""https://www.baseball-reference.com/players/m/morgacy01.shtml"">Cy Morgan</a>",PHA,31,290&frac23;,18,12,0,214,92,50,0,117,134,1.548,2.428,1.139,1.15,3.01
"<a href=""https://www.baseball-reference.com/players/m/moronji01.shtml"">Jim Moroney</a>",PHI,26,42,1,2,1,43,20,10,1,11,13,2.143,2.524,1.286,1.18,0.34
"<a href=""https://www.baseball-reference.com/players/m/moyered01.shtml"">Ed Moyer</a>",WS1,24,25,0,3,0,22,15,9,1,13,3,3.240,3.915,1.400,0.23,-0.32
"<a href=""https://www.baseball-reference.com/players/m/mullige01.shtml"">G. Mullin</a>",DET,29,289,21,12,0,260,125,92,7,102,98,2.865,2.892,1.253,0.96,2.10
"<a href=""https://www.baseball-reference.com/players/n/nelsore01.shtml"">Red Nelson</a>",SLA,24,60,5,1,0,57,26,17,0,14,30,2.550,1.825,1.183,2.14,0.00
"<a href=""https://www.baseball-reference.com/players/o/oberlfr01.shtml"">F. Oberlin</a>",WS1,34,57&frac13;,0,6,0,52,32,19,0,23,18,2.983,2.813,1.308,0.78,-0.26
"<a href=""https://www.baseball-reference.com/players/o/o'harbi01.shtml"">Bill O'Hara</a>",SLN,28,1,0,0,0,0,0,0,0,0,0,.000,2.322,.000,&infin;,0.06
"<a href=""https://www.baseball-reference.com/players/o/olmstfr01.shtml"">F. Olmstead</a>",CHA,28,184&frac13;,10,12,0,174,64,40,1,50,68,1.953,2.404,1.215,1.36,2.37
"<a href=""https://www.baseball-reference.com/players/o/oteybi01.shtml"">Bill Otey</a>",WS1,23,34&frac23;,0,1,0,40,17,13,1,6,12,3.375,2.433,1.327,2.00,0.01
"<a href=""https://www.baseball-reference.com/players/o/overaor01.shtml"">O. Overall</a>",CHN,29,144&frac23;,12,6,1,106,44,43,2,54,92,2.675,2.329,1.106,1.70,2.17
"<a href=""https://www.baseball-reference.com/players/p/parsoji01.shtml"">Jiggs Parson</a>",BSN,24,35&frac13;,0,2,0,35,23,15,2,26,7,3.821,4.818,1.726,0.27,-0.57
"<a href=""https://www.baseball-reference.com/players/p/pattoha01.shtml"">Harry Patton</a>",SLN,26,4,0,0,0,4,2,1,0,2,2,2.250,2.804,1.500,1.00,0.04
"<a href=""https://www.baseball-reference.com/players/p/peaslma01.shtml"">Marv Peasley</a>",DET,20,10,0,1,0,13,14,9,0,11,4,8.100,4.149,2.400,0.36,-0.63
"<a href=""https://www.baseball-reference.com/players/p/peltyba01.shtml"">Barney Pelty</a>",SLA,29,165&frac13;,5,11,0,157,81,64,3,70,48,3.484,3.117,1.373,0.69,0.42
"<a href=""https://www.baseball-reference.com/players/p/pernohu01.shtml"">Hub Pernoll</a>",DET,22,54&frac23;,4,3,0,54,20,18,1,14,25,2.963,2.140,1.244,1.79,0.40
"<a href=""https://www.baseball-reference.com/players/p/pfeffbi01.shtml"">B. Pfeffer</a>",CHN,28,41&frac13;,1,0,0,43,31,15,1,16,11,3.266,3.191,1.427,0.69,-1.11
"<a href=""https://www.baseball-reference.com/players/p/pfiesja01.shtml"">J. Pfiester</a>",CHN,32,100&frac13;,6,3,0,82,28,20,0,26,34,1.794,2.392,1.076,1.31,2.23
"<a href=""https://www.baseball-reference.com/players/p/phillde01.shtml"">D. Phillippe</a>",PIT,38,121&frac23;,14,2,4,111,46,31,4,9,30,2.293,2.402,.986,3.33,1.70
"<a href=""https://www.baseball-reference.com/players/p/pickech01.shtml"">C. Pickett</a>",SLN,27,6,0,0,0,7,2,1,0,2,2,1.500,2.615,1.500,1.00,0.15
