Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/bellje01.shtml"">Jerry Bell</a>",ML4,23,44,2,1,0,10,5,5,0,6,8,3.068,2.596,1.091,1.33,0.18
"<a href=""https://www.baseball-reference.com/players/b/billija01.shtml"">J. Billingham</a>",HOU,28,685,10,16,0,205,98,86,9,68,139,3.390,2.429,1.196,2.04,0.00
"<a href=""https://www.baseball-reference.com/players/b/blasiwa01.shtml"">W. Blasingame</a>",HOU,27,475,9,11,0,177,90,81,11,45,93,4.604,2.769,1.402,2.07,-1.07
"<a href=""https://www.baseball-reference.com/players/b/blassst01.shtml"">Steve Blass</a>",PIT,29,720,15,8,0,226,81,76,16,68,136,2.850,3.005,1.225,2.00,4.01
"<a href=""https://www.baseball-reference.com/players/b/blatest01.shtml"">S. Blateric</a>",CIN,27,8,0,0,0,5,4,4,2,0,4,13.500,7.276,1.875,&infin;,-0.19
"<a href=""https://www.baseball-reference.com/players/b/bluevi01.shtml"">Vida Blue</a>",OAK,21,936,24,8,0,209,73,63,19,88,301,1.817,2.110,.952,3.42,8.95
"<a href=""https://www.baseball-reference.com/players/b/blylebe01.shtml"">B. Blyleven</a>",MIN,20,835,16,15,0,267,95,87,21,59,224,2.813,2.405,1.171,3.80,6.45
"<a href=""https://www.baseball-reference.com/players/b/bolinbo01.shtml"">Bobby Bolin</a>",BOS,32,209,5,3,6,74,34,33,7,24,51,4.263,3.283,1.407,2.12,0.14
"<a href=""https://www.baseball-reference.com/players/b/bonhabi01.shtml"">Bill Bonham</a>",CHN,22,180,2,1,0,63,38,31,6,36,41,4.650,3.926,1.650,1.14,-0.25
"<a href=""https://www.baseball-reference.com/players/b/borbope01.shtml"">Pedro Borbon</a>",CIN,24,13,0,0,0,3,3,2,1,1,4,4.154,4.518,.923,4.00,-0.07
"<a href=""https://www.baseball-reference.com/players/b/bosmadi01.shtml"">Dick Bosman</a>",WS2,27,710,12,16,0,245,110,98,29,71,113,3.727,3.941,1.335,1.59,0.00
"<a href=""https://www.baseball-reference.com/players/b/bosweda01.shtml"">Dave Boswell</a>",2,26,87,1,2,0,35,19,15,4,21,17,4.655,5.040,1.931,0.81,-0.03
"<a href=""https://www.baseball-reference.com/players/b/bradlto01.shtml"">Tom Bradley</a>",CHA,24,857,15,15,2,273,111,94,16,74,206,2.961,2.491,1.215,2.78,6.18
"<a href=""https://www.baseball-reference.com/players/b/brandbu01.shtml"">B. Brandon</a>",PHI,30,249,6,6,4,81,42,36,5,47,44,3.904,3.879,1.542,0.94,-0.14
"<a href=""https://www.baseball-reference.com/players/b/brettke01.shtml"">Ken Brett</a>",BOS,22,177,0,3,1,57,38,35,7,35,57,5.339,3.755,1.559,1.63,0.00
"<a href=""https://www.baseball-reference.com/players/b/breweji01.shtml"">Jim Brewer</a>",LAN,33,244,6,5,22,55,17,17,4,24,66,1.881,2.349,.971,2.75,0.00
"<a href=""https://www.baseball-reference.com/players/b/brilene01.shtml"">N. Briles</a>",PIT,27,408,8,4,1,131,51,46,12,35,76,3.044,3.181,1.221,2.17,0.00
"<a href=""https://www.baseball-reference.com/players/b/brittji02.shtml"">Jim Britton</a>",MON,27,137,2,3,0,49,33,29,10,27,23,5.715,5.968,1.664,0.85,-0.89
"<a href=""https://www.baseball-reference.com/players/b/brobepe01.shtml"">Pete Broberg</a>",WS2,21,374,5,9,0,104,57,48,10,53,89,3.465,3.114,1.259,1.68,0.77
"<a href=""https://www.baseball-reference.com/players/b/brossfr01.shtml"">F. Brosseau</a>",PIT,26,6,0,0,0,1,0,0,0,0,0,.000,2.451,.500,&infin;,0.15
"<a href=""https://www.baseball-reference.com/players/b/brownja01.shtml"">Jackie Brown</a>",WS2,28,141,3,4,0,60,34,31,9,27,21,5.936,5.583,1.851,0.78,0.00
"<a href=""https://www.baseball-reference.com/players/b/brunege01.shtml"">G. Brunet</a>",SLN,36,28,0,1,0,12,6,6,3,7,4,5.786,7.953,2.036,0.57,-0.26
"<a href=""https://www.baseball-reference.com/players/b/bryanro01.shtml"">Ron Bryant</a>",SFN,23,420,7,10,0,146,69,59,9,49,79,3.793,3.126,1.393,1.61,0.27
"<a href=""https://www.baseball-reference.com/players/b/bunkewa01.shtml"">Wally Bunker</a>",KCA,26,97,2,3,0,35,19,18,7,6,15,5.010,4.890,1.268,2.50,-0.26
"<a href=""https://www.baseball-reference.com/players/b/bunniji01.shtml"">Jim Bunning</a>",PHI,39,330,5,12,1,126,72,67,11,37,58,5.482,3.506,1.482,1.57,-1.96
"<a href=""https://www.baseball-reference.com/players/b/burbabi01.shtml"">Bill Burbach</a>",NYA,23,10,0,1,0,6,6,4,0,5,3,10.800,4.428,3.300,0.60,-0.45
"<a href=""https://www.baseball-reference.com/players/b/burgmto01.shtml"">T. Burgmeier</a>",KCA,27,265,9,7,17,71,23,17,3,30,44,1.732,2.684,1.143,1.47,2.81
"<a href=""https://www.baseball-reference.com/players/b/butlebi02.shtml"">Bill Butler</a>",KCA,24,133,1,2,0,45,19,17,6,18,32,3.451,3.974,1.421,1.78,0.33
"<a href=""https://www.baseball-reference.com/players/c/cainle01.shtml"">Les Cain</a>",DET,23,434,10,9,0,121,77,70,14,91,118,4.355,3.863,1.465,1.30,0.06
"<a href=""https://www.baseball-reference.com/players/c/caldwmi01.shtml"">M. Caldwell</a>",SDN,22,20,1,0,0,4,0,0,0,3,5,.000,2.291,1.050,1.67,0.34
"<a href=""https://www.baseball-reference.com/players/c/campisa01.shtml"">Sal Campisi</a>",MIN,28,13,0,0,0,5,2,2,1,4,2,4.154,7.430,2.077,0.50,0.05
"<a href=""https://www.baseball-reference.com/players/c/caprabu01.shtml"">Buzz Capra</a>",NYN,23,16,0,1,0,3,6,5,0,5,6,8.438,3.017,1.500,1.20,-0.33
"<a href=""https://www.baseball-reference.com/players/c/carltst01.shtml"">S. Carlton</a>",SLN,26,820,20,9,0,275,120,108,23,98,172,3.556,3.290,1.365,1.76,0.00
"<a href=""https://www.baseball-reference.com/players/c/carrido01.shtml"">D. Carrithers</a>",SFN,21,241,5,3,1,77,48,36,6,37,41,4.033,3.692,1.419,1.11,-0.84
"<a href=""https://www.baseball-reference.com/players/c/carrocl02.shtml"">Clay Carroll</a>",CIN,30,281,10,4,15,78,26,26,5,42,64,2.498,3.079,1.281,1.52,0.00
"<a href=""https://www.baseball-reference.com/players/c/champbi01.shtml"">B. Champion</a>",PHI,23,326,3,5,0,100,61,53,10,48,49,4.390,4.017,1.362,1.02,-0.43
"<a href=""https://www.baseball-reference.com/players/c/chancde01.shtml"">Dean Chance</a>",DET,30,269,4,6,0,91,43,35,5,50,64,3.513,3.259,1.572,1.28,0.67
"<a href=""https://www.baseball-reference.com/players/c/chlupbo01.shtml"">Bob Chlupsa</a>",SLN,25,6,0,0,0,3,2,2,0,0,1,9.000,1.604,1.500,&infin;,-0.05
"<a href=""https://www.baseball-reference.com/players/c/clarkri01.shtml"">Rickey Clark</a>",CAL,25,132,2,1,1,36,15,14,6,28,28,2.864,4.787,1.455,1.00,0.75
"<a href=""https://www.baseball-reference.com/players/c/clemola01.shtml"">L. Clemons</a>",KCA,23,72,1,0,0,26,16,11,2,12,20,4.125,3.162,1.583,1.67,-0.55
"<a href=""https://www.baseball-reference.com/players/c/clevere01.shtml"">R. Cleveland</a>",SLN,23,666,12,12,0,238,107,99,20,53,148,4.014,2.901,1.311,2.79,2.12
"<a href=""https://www.baseball-reference.com/players/c/clonito01.shtml"">T. Cloninger</a>",CIN,30,292,3,6,0,79,42,42,12,49,51,3.884,4.515,1.315,1.04,0.18
"<a href=""https://www.baseball-reference.com/players/c/clostal01.shtml"">Al Closter</a>",NYA,28,85,2,2,0,33,22,16,4,13,22,5.082,3.766,1.624,1.69,-0.87
"<a href=""https://www.baseball-reference.com/players/c/colbevi01.shtml"">V. Colbert</a>",CLE,25,428,7,6,2,140,71,63,11,71,74,3.974,3.788,1.479,1.04,0.75
"<a href=""https://www.baseball-reference.com/players/c/colboji01.shtml"">Jim Colborn</a>",CHN,25,31,0,1,0,18,8,8,1,3,2,6.968,3.973,2.032,0.67,-0.14
"<a href=""https://www.baseball-reference.com/players/c/colemjo05.shtml"">Joe Coleman</a>",DET,24,858,20,9,0,241,106,100,17,96,236,3.147,2.507,1.178,2.46,0.00
"<a href=""https://www.baseball-reference.com/players/c/cookro02.shtml"">Ron Cook</a>",HOU,23,77,0,4,0,23,14,14,2,8,10,4.909,3.493,1.208,1.25,0.00
"<a href=""https://www.baseball-reference.com/players/c/coombda01.shtml"">Danny Coombs</a>",SDN,29,173,1,6,0,81,52,40,10,25,37,6.243,4.487,1.838,1.48,-2.13
"<a href=""https://www.baseball-reference.com/players/c/corbira01.shtml"">Ray Corbin</a>",MIN,22,421,8,11,3,141,74,64,19,70,83,4.105,4.457,1.504,1.19,0.11
"<a href=""https://www.baseball-reference.com/players/c/corkimi01.shtml"">Mike Corkins</a>",SDN,25,39,0,0,0,14,6,5,1,6,16,3.462,2.378,1.538,2.67,0.05
"<a href=""https://www.baseball-reference.com/players/c/coxca01.shtml"">Casey Cox</a>",WS2,29,373,5,7,7,131,69,55,9,40,43,3.981,3.475,1.375,1.08,0.00
"<a href=""https://www.baseball-reference.com/players/c/cuellmi01.shtml"">Mike Cuellar</a>",BAL,34,877,20,9,0,250,111,100,30,78,124,3.079,3.793,1.122,1.59,2.79
"<a href=""https://www.baseball-reference.com/players/c/culpra01.shtml"">Ray Culp</a>",BOS,29,727,14,16,0,236,108,97,21,67,151,3.602,3.084,1.250,2.25,2.30
"<a href=""https://www.baseball-reference.com/players/c/culvege01.shtml"">G. Culver</a>",HOU,27,286,5,8,7,89,33,28,4,38,57,2.643,2.939,1.332,1.50,1.38
"<a href=""https://www.baseball-reference.com/players/c/cumbejo01.shtml"">J. Cumberland</a>",SFN,24,555,9,6,2,153,66,60,22,55,65,2.919,4.276,1.124,1.18,2.86
"<a href=""https://www.baseball-reference.com/players/c/curtijo01.shtml"">John Curtis</a>",BOS,23,78,2,2,0,30,9,9,3,6,19,3.115,3.151,1.385,3.17,0.00
"<a href=""https://www.baseball-reference.com/players/d/dalcabr01.shtml"">B. Dal Canton</a>",KCA,30,424,8,6,0,144,63,54,8,44,58,3.439,3.282,1.330,1.32,0.00
"<a href=""https://www.baseball-reference.com/players/d/deckejo01.shtml"">Joe Decker</a>",CHN,24,137,3,2,0,62,24,24,2,25,37,4.730,2.984,1.905,1.48,0.18
"<a href=""https://www.baseball-reference.com/players/d/denehbi01.shtml"">Bill Denehy</a>",DET,25,147,0,3,1,47,25,23,4,28,27,4.224,3.856,1.531,0.96,0.06
"<a href=""https://www.baseball-reference.com/players/d/dierkla01.shtml"">L. Dierker</a>",HOU,24,477,12,6,0,150,50,48,8,33,91,2.717,2.544,1.151,2.76,3.48
"<a href=""https://www.baseball-reference.com/players/d/dobsoch01.shtml"">Chuck Dobson</a>",OAK,27,567,15,5,0,185,84,80,24,71,100,3.810,4.187,1.354,1.41,-0.08
"<a href=""https://www.baseball-reference.com/players/d/dobsopa01.shtml"">Pat Dobson</a>",BAL,29,847,20,8,1,248,104,91,24,63,187,2.901,2.883,1.102,2.97,3.12
"<a href=""https://www.baseball-reference.com/players/d/downial01.shtml"">Al Downing</a>",LAN,30,787,20,9,0,245,93,78,16,84,136,2.676,3.133,1.254,1.62,3.80
"<a href=""https://www.baseball-reference.com/players/d/drabomo01.shtml"">M. Drabowsky</a>",SLN,35,181,6,1,8,45,23,23,2,33,49,3.431,2.804,1.293,1.48,0.00
"<a href=""https://www.baseball-reference.com/players/d/dragodi01.shtml"">Dick Drago</a>",KCA,26,724,17,11,0,251,84,80,14,46,109,2.983,2.765,1.231,2.37,0.00
"<a href=""https://www.baseball-reference.com/players/d/dukesto01.shtml"">Tom Dukes</a>",BAL,28,115,1,5,4,40,15,15,4,8,30,3.522,2.768,1.252,3.75,0.22
"<a href=""https://www.baseball-reference.com/players/d/dunnist01.shtml"">S. Dunning</a>",CLE,22,552,8,14,1,173,98,92,25,109,132,4.500,4.512,1.533,1.21,1.04
"<a href=""https://www.baseball-reference.com/players/e/eddydo01.shtml"">Don Eddy</a>",CHA,24,68,0,2,0,19,6,6,3,19,14,2.382,5.590,1.676,0.74,0.73
"<a href=""https://www.baseball-reference.com/players/e/ellisdo01.shtml"">Dock Ellis</a>",PIT,26,680,19,9,0,207,93,77,15,63,137,3.057,2.904,1.191,2.17,0.00
"<a href=""https://www.baseball-reference.com/players/e/ellswdi01.shtml"">D. Ellsworth</a>",ML4,31,44,0,1,0,22,10,8,1,7,10,4.909,3.107,1.977,1.43,-0.30
"<a href=""https://www.baseball-reference.com/players/f/farmeed01.shtml"">Ed Farmer</a>",CLE,21,236,5,4,4,77,42,38,9,41,48,4.347,4.179,1.500,1.17,0.00
"<a href=""https://www.baseball-reference.com/players/f/fingero01.shtml"">R. Fingers</a>",OAK,24,388,4,6,17,94,46,43,14,30,98,2.992,2.877,.959,3.27,1.61
"<a href=""https://www.baseball-reference.com/players/f/fisheed02.shtml"">Eddie Fisher</a>",CAL,34,357,10,8,3,92,46,36,11,50,82,2.723,3.517,1.193,1.64,0.86
"<a href=""https://www.baseball-reference.com/players/f/fitzmal01.shtml"">A. Fitzmorris</a>",KCA,25,382,7,5,0,112,61,59,6,55,53,4.170,3.548,1.312,0.96,0.00
"<a href=""https://www.baseball-reference.com/players/f/foorji01.shtml"">Jim Foor</a>",DET,22,3,0,0,0,2,2,2,0,4,2,18.000,8.055,6.000,0.50,-0.23
"<a href=""https://www.baseball-reference.com/players/f/forscke01.shtml"">Ken Forsch</a>",HOU,24,565,8,8,0,162,60,53,8,53,131,2.533,2.393,1.142,2.47,3.64
"<a href=""https://www.baseball-reference.com/players/f/forstte01.shtml"">T. Forster</a>",CHA,19,149,2,3,1,46,23,22,5,23,48,3.987,3.124,1.389,2.09,0.50
"<a href=""https://www.baseball-reference.com/players/f/fosteal01.shtml"">Alan Foster</a>",CLE,24,545,8,12,0,158,93,84,19,82,97,4.161,4.066,1.321,1.18,1.48
"<a href=""https://www.baseball-reference.com/players/f/frankja02.shtml"">Jay Franklin</a>",SDN,18,17,0,1,0,5,5,4,3,4,4,6.353,10.426,1.588,1.00,-0.19
"<a href=""https://www.baseball-reference.com/players/f/friseda01.shtml"">D. Frisella</a>",NYN,25,272,8,5,12,76,28,20,6,30,93,1.985,2.160,1.169,3.10,0.00
"<a href=""https://www.baseball-reference.com/players/f/frymawo01.shtml"">W. Fryman</a>",PHI,31,448,10,7,2,133,61,56,7,46,104,3.375,2.531,1.199,2.26,0.00
"<a href=""https://www.baseball-reference.com/players/g/gardnro01.shtml"">Rob Gardner</a>",2,26,32,0,0,0,11,3,3,1,5,7,2.531,3.729,1.500,1.40,0.00
"<a href=""https://www.baseball-reference.com/players/g/garmami01.shtml"">Mike Garman</a>",BOS,21,56,1,1,0,15,8,8,3,9,6,3.857,5.370,1.286,0.67,0.33
"<a href=""https://www.baseball-reference.com/players/g/garregr01.shtml"">Greg Garrett</a>",CIN,24,26,0,1,0,7,1,1,0,10,2,1.038,5.911,1.962,0.20,0.34
"<a href=""https://www.baseball-reference.com/players/g/gebhabo01.shtml"">Bob Gebhard</a>",MIN,28,54,1,2,0,17,6,6,0,11,13,3.000,2.656,1.556,1.18,0.38
"<a href=""https://www.baseball-reference.com/players/g/gelnajo01.shtml"">John Gelnar</a>",ML4,28,4,0,0,0,3,2,2,0,1,0,13.500,4.141,3.000,0.00,-0.09
"<a href=""https://www.baseball-reference.com/players/g/gentrga01.shtml"">Gary Gentry</a>",NYN,24,610,12,11,0,167,84,73,16,82,155,3.231,3.076,1.225,1.89,1.84
"<a href=""https://www.baseball-reference.com/players/g/gibbojo01.shtml"">Joe Gibbon</a>",CIN,36,193,5,6,11,54,25,21,3,32,34,2.938,3.478,1.337,1.06,0.13
"<a href=""https://www.baseball-reference.com/players/g/gibsobo01.shtml"">Bob Gibson</a>",SLN,35,737,16,13,0,215,96,83,14,76,185,3.041,2.527,1.185,2.43,4.95
"<a href=""https://www.baseball-reference.com/players/g/gilbrbi01.shtml"">B. Gilbreth</a>",DET,23,90,2,1,0,28,17,16,4,21,14,4.800,5.344,1.633,0.67,-0.11
"<a href=""https://www.baseball-reference.com/players/g/giustda01.shtml"">Dave Giusti</a>",PIT,31,258,5,6,30,79,31,28,5,31,55,2.930,2.965,1.279,1.77,0.00
"<a href=""https://www.baseball-reference.com/players/g/gladdfr01.shtml"">F. Gladding</a>",HOU,35,154,4,5,12,51,17,12,0,22,17,2.104,2.663,1.422,0.77,0.87
"<a href=""https://www.baseball-reference.com/players/g/gogolbi01.shtml"">B. Gogolewski</a>",WS2,23,373,6,5,0,112,39,38,5,39,70,2.751,2.741,1.214,1.79,2.90
"<a href=""https://www.baseball-reference.com/players/g/grangwa01.shtml"">W. Granger</a>",CIN,27,300,7,6,11,94,39,37,8,28,51,3.330,3.288,1.220,1.82,0.00
"<a href=""https://www.baseball-reference.com/players/g/grantmu01.shtml"">Mudcat Grant</a>",2,35,307,6,3,10,104,41,36,11,34,35,3.166,4.150,1.349,1.03,0.21
"<a href=""https://www.baseball-reference.com/players/g/greifbi01.shtml"">Bill Greif</a>",HOU,21,48,1,1,0,18,10,9,1,8,14,5.062,2.621,1.625,1.75,-0.28
"<a href=""https://www.baseball-reference.com/players/g/griffto02.shtml"">Tom Griffin</a>",HOU,23,113,0,6,0,44,22,20,4,20,29,4.779,3.633,1.699,1.45,-0.34
"<a href=""https://www.baseball-reference.com/players/g/grimsro02.shtml"">R. Grimsley</a>",CIN,21,484,10,7,0,151,67,64,15,43,67,3.570,3.619,1.202,1.56,0.00
"<a href=""https://www.baseball-reference.com/players/g/grzenjo01.shtml"">Joe Grzenda</a>",WS2,34,211,5,2,5,54,19,15,2,17,56,1.919,1.897,1.009,3.29,2.18
"<a href=""https://www.baseball-reference.com/players/g/guinnsk01.shtml"">Skip Guinn</a>",HOU,26,14,0,0,1,1,0,0,0,3,3,.000,3.193,.857,1.00,0.19
"<a href=""https://www.baseball-reference.com/players/g/gulledo01.shtml"">Don Gullett</a>",CIN,20,653,16,6,0,196,73,64,14,64,107,2.646,3.170,1.194,1.67,3.05
"<a href=""https://www.baseball-reference.com/players/g/gurala01.shtml"">Larry Gura</a>",CHN,23,9,0,0,1,6,3,2,0,1,2,6.000,2.227,2.333,2.00,0.00
"<a href=""https://www.baseball-reference.com/players/g/guzmasa01.shtml"">S. Guzman</a>",SLN,21,30,0,0,0,6,1,0,0,2,13,.000,.532,.800,6.50,0.50
"<a href=""https://www.baseball-reference.com/players/h/halldi01.shtml"">Dick Hall</a>",BAL,40,130,6,6,1,52,27,24,4,11,26,4.985,3.086,1.454,2.36,-1.35
"<a href=""https://www.baseball-reference.com/players/h/hallto01.shtml"">Tom Hall</a>",MIN,23,389,4,7,9,104,54,48,13,58,137,3.332,2.974,1.249,2.36,0.00
"<a href=""https://www.baseball-reference.com/players/h/hambrro01.shtml"">R. Hambright</a>",NYA,22,80,3,1,2,22,13,13,5,10,14,4.388,5.108,1.200,1.40,-0.08
"<a href=""https://www.baseball-reference.com/players/h/hamilst01.shtml"">S. Hamilton</a>",SFN,36,134,2,2,4,29,15,15,4,11,38,3.022,2.591,.896,3.45,0.75
"<a href=""https://www.baseball-reference.com/players/h/hammpe01.shtml"">Pete Hamm</a>",MIN,23,132,2,4,0,55,33,33,7,18,16,6.750,4.860,1.659,0.89,-1.01
"<a href=""https://www.baseball-reference.com/players/h/handri01.shtml"">Rich Hand</a>",CLE,22,182,2,6,0,74,43,39,6,38,26,5.786,4.526,1.846,0.68,0.00
"<a href=""https://www.baseball-reference.com/players/h/handsbi01.shtml"">Bill Hands</a>",CHN,31,727,12,18,0,248,112,92,27,50,128,3.417,3.412,1.230,2.56,3.46
"<a href=""https://www.baseball-reference.com/players/h/hannaji01.shtml"">Jim Hannan</a>",2,31,130,2,1,0,45,27,22,8,28,23,4.569,5.619,1.685,0.82,-0.58
"<a href=""https://www.baseball-reference.com/players/h/hardiji01.shtml"">Jim Hardin</a>",2,27,102,0,2,0,47,24,19,3,12,17,5.029,3.475,1.735,1.42,-0.73
"<a href=""https://www.baseball-reference.com/players/h/hargast01.shtml"">Steve Hargan</a>",CLE,28,340,1,13,1,138,83,78,18,56,52,6.194,4.839,1.712,0.93,0.00
"<a href=""https://www.baseball-reference.com/players/h/harribu03.shtml"">Buddy Harris</a>",HOU,22,92,1,1,0,33,22,22,3,16,21,6.457,3.863,1.598,1.31,-0.48
"<a href=""https://www.baseball-reference.com/players/h/hasslan01.shtml"">Andy Hassler</a>",CAL,19,56,0,3,0,25,10,8,0,15,13,3.857,3.239,2.143,0.87,0.00
"<a href=""https://www.baseball-reference.com/players/h/haydeha01.shtml"">Hal Haydel</a>",MIN,26,120,4,2,1,33,19,19,3,20,29,4.275,3.376,1.325,1.45,0.19
"<a href=""https://www.baseball-reference.com/players/h/hedlumi01.shtml"">Mike Hedlund</a>",KCA,24,617,15,8,0,168,68,62,15,72,76,2.713,3.764,1.167,1.06,4.12
"<a href=""https://www.baseball-reference.com/players/h/henniph01.shtml"">P. Hennigan</a>",CLE,25,246,4,3,14,80,45,45,13,51,69,4.939,4.563,1.598,1.35,0.04
"<a href=""https://www.baseball-reference.com/players/h/herbero01.shtml"">Ron Herbel</a>",ATL,33,155,0,1,1,61,31,30,6,23,22,5.226,4.160,1.626,0.96,0.00
"<a href=""https://www.baseball-reference.com/players/h/hernara01.shtml"">R. Hernandez</a>",PIT,30,37,0,1,4,5,1,1,0,2,7,.730,1.737,.568,3.50,0.00
"<a href=""https://www.baseball-reference.com/players/h/higgide01.shtml"">D. Higgins</a>",SLN,31,21,1,0,0,6,3,3,0,2,6,3.857,1.632,1.143,3.00,0.10
"<a href=""https://www.baseball-reference.com/players/h/hintori01.shtml"">Rich Hinton</a>",CHA,24,73,3,4,0,27,12,12,1,6,15,4.438,2.370,1.356,2.50,0.09
"<a href=""https://www.baseball-reference.com/players/h/hoernjo01.shtml"">Joe Hoerner</a>",PHI,34,219,4,5,9,57,19,16,6,21,57,1.973,2.782,1.068,2.71,0.00
"<a href=""https://www.baseball-reference.com/players/h/holtzke01.shtml"">Ken Holtzman</a>",CHN,25,585,9,15,0,213,108,97,18,64,143,4.477,3.104,1.421,2.23,0.00
"<a href=""https://www.baseball-reference.com/players/h/hootobu01.shtml"">Burt Hooton</a>",CHN,21,64,2,0,0,8,5,5,2,10,22,2.109,3.066,.844,2.20,0.92
"<a href=""https://www.baseball-reference.com/players/h/horlejo01.shtml"">Joe Horlen</a>",CHA,33,412,8,9,2,150,72,65,12,30,82,4.260,2.928,1.311,2.73,0.78
"<a href=""https://www.baseball-reference.com/players/h/houghch01.shtml"">C. Hough</a>",LAN,23,13,0,0,0,3,3,2,1,3,4,4.154,5.846,1.385,1.33,-0.06
"<a href=""https://www.baseball-reference.com/players/h/houseto01.shtml"">Tom House</a>",ATL,24,62,1,0,0,20,8,7,2,3,11,3.048,2.947,1.113,3.67,0.42
"<a href=""https://www.baseball-reference.com/players/h/hraboal01.shtml"">Al Hrabosky</a>",SLN,21,6,0,0,0,2,0,0,0,0,2,.000,.623,1.000,&infin;,0.06
"<a href=""https://www.baseball-reference.com/players/h/hunteca01.shtml"">C. Hunter</a>",OAK,25,821,21,11,0,225,103,90,27,80,181,2.960,3.262,1.114,2.26,2.65
"<a href=""https://www.baseball-reference.com/players/j/jacksgr01.shtml"">G. Jackson</a>",BAL,28,233,4,3,0,72,31,27,7,20,51,3.129,3.007,1.185,2.55,0.00
"<a href=""https://www.baseball-reference.com/players/j/jacksmi01.shtml"">Mike Jackson</a>",SLN,25,2,0,0,0,1,0,0,0,1,0,.000,6.393,3.000,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/j/jacqupa01.shtml"">Pat Jacquez</a>",CHA,24,6,0,0,0,4,1,1,0,2,1,4.500,3.980,3.000,0.50,0.02
"<a href=""https://www.baseball-reference.com/players/j/janesje01.shtml"">G. Janeski</a>",WS2,25,185,1,5,1,72,38,34,5,34,19,4.962,4.382,1.719,0.56,-0.58
"<a href=""https://www.baseball-reference.com/players/j/jarvipa01.shtml"">Pat Jarvis</a>",ATL,30,487,6,14,1,162,81,74,16,51,68,4.103,3.787,1.312,1.33,1.14
"<a href=""https://www.baseball-reference.com/players/j/jenkife01.shtml"">F. Jenkins</a>",CHN,28,975,24,13,0,304,114,100,29,37,263,2.769,2.292,1.049,7.11,10.10
"<a href=""https://www.baseball-reference.com/players/j/johnsba01.shtml"">Bart Johnson</a>",CHA,21,534,12,10,14,148,67,58,9,111,153,2.933,3.155,1.455,1.38,3.88
"<a href=""https://www.baseball-reference.com/players/j/johnsbo03.shtml"">Bob Johnson</a>",PIT,28,524,9,10,0,170,73,67,19,55,101,3.452,3.542,1.288,1.84,1.16
"<a href=""https://www.baseball-reference.com/players/j/johnsje01.shtml"">J. Johnson</a>",SFN,27,327,12,9,18,93,42,36,9,48,85,2.972,3.244,1.294,1.77,0.88
