playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
abernte02,1967,1,CIN,NL,6,3,70,0,0,0,28,319,63,15,1,41,88,0.17,1.27,5,1,5,0,427,61,19,,,
adamsmi01,1967,1,BAL,AL,0,1,3,2,0,0,0,29,9,9,1,12,8,0.25,8.38,0,1,0,0,48,1,9,,,
aguirha01,1967,1,DET,AL,0,1,31,1,0,0,0,124,34,11,2,17,33,0.21,2.4,2,1,0,0,174,11,15,,,
akerja01,1967,1,KC1,AL,3,8,57,0,0,0,12,264,87,42,9,32,65,0.26,4.3,8,1,3,0,373,40,44,,,
allenbo04,1967,1,CLE,AL,0,5,47,0,0,0,5,163,49,18,4,25,50,0.24,2.98,7,4,1,1,232,23,22,,,
arrigge01,1967,1,CIN,NL,6,6,32,5,1,1,1,222,61,26,6,35,56,0.23,3.16,5,5,4,1,312,10,31,,,
bailest01,1967,1,CLE,AL,2,5,32,1,0,0,2,194,62,28,5,42,46,0.25,3.9,4,7,3,2,291,17,31,,,
baldsja01,1967,1,CIN,NL,0,0,9,0,0,0,0,39,15,6,0,9,12,0.28,4.15,3,0,0,0,62,1,6,,,
baldwda01,1967,1,WS2,AL,2,4,58,0,0,0,12,206,53,13,2,20,52,0.21,1.7,4,5,4,0,279,26,19,,,
barbest01,1967,1,BAL,AL,4,9,15,15,1,1,0,224,47,34,5,61,48,0.18,4.1,2,5,5,1,331,0,39,,,
barbest01,1967,2,NYA,AL,6,9,17,17,3,1,0,293,103,44,4,54,70,0.27,4.05,3,9,3,0,441,0,47,,,
belinbo01,1967,1,HOU,NL,3,9,27,18,0,0,0,346,112,60,12,54,80,0.25,4.68,0,16,8,0,510,0,74,,,
bellga01,1967,1,CLE,AL,1,5,9,9,1,0,0,182,50,25,7,24,39,0.23,3.71,1,1,1,0,249,0,28,,,
bellga01,1967,2,BOS,AL,12,8,29,24,8,0,3,496,143,58,16,47,115,0.23,3.16,3,4,4,0,683,3,70,,,
bennede01,1967,1,BOS,AL,4,3,13,11,4,1,0,209,72,30,12,22,34,0.26,3.88,2,3,2,0,300,1,32,,,
bennede01,1967,2,NYN,NL,1,1,8,6,0,0,0,79,37,15,4,7,14,0.33,5.13,1,1,1,0,121,1,15,,,
bertafr01,1967,1,BAL,AL,1,1,5,2,0,0,0,65,17,8,4,14,19,0.22,3.32,0,4,0,0,93,1,9,,,
bertafr01,1967,2,WS2,AL,6,5,18,17,4,4,0,287,90,31,8,37,67,0.25,2.92,1,3,0,0,401,1,36,,,
blasiwa01,1967,1,ATL,NL,1,0,10,4,0,0,0,76,27,13,1,21,20,0.28,4.62,1,4,1,0,119,2,13,,,
blasiwa01,1967,2,HOU,NL,4,7,15,14,0,0,0,231,91,51,9,27,46,0.29,5.96,2,5,2,0,340,1,57,,,
blassst01,1967,1,PIT,NL,6,8,32,16,2,0,0,380,126,50,12,47,72,0.26,3.55,7,3,2,0,541,2,65,,,
bolinbo01,1967,1,SFN,NL,6,8,37,15,0,0,0,360,120,65,16,50,69,0.25,4.88,9,5,3,1,526,10,71,,,
boozejo01,1967,1,PHI,NL,5,4,28,7,1,0,1,224,86,34,6,24,48,0.29,4.1,5,5,1,1,324,8,39,,,
bosmadi01,1967,1,WS2,AL,3,1,7,7,2,1,0,154,38,10,3,10,25,0.2,1.75,2,0,0,0,198,0,12,,,
bosweda01,1967,1,MIN,AL,14,12,37,32,11,3,0,668,162,81,14,107,204,0.2,3.27,5,7,7,0,923,1,84,,,
boutoji01,1967,1,NYA,AL,1,0,17,1,0,0,0,133,47,23,5,18,31,0.27,4.67,5,0,1,0,195,4,31,,,
brabege01,1967,1,BAL,AL,6,4,14,14,3,1,0,282,77,35,6,23,71,0.22,3.35,1,5,1,1,378,0,38,,,
brandbu01,1967,1,BOS,AL,5,11,39,19,2,0,3,473,147,73,21,59,96,0.24,4.17,7,9,7,0,683,11,86,,,
brettke01,1967,1,BOS,AL,0,0,1,0,0,0,0,6,3,1,0,0,2,0.37,4.5,0,0,0,0,8,1,1,,,
breweji01,1967,1,LAN,NL,5,4,30,11,0,0,1,302,78,30,8,31,74,0.21,2.68,7,3,1,0,397,6,32,,,
brilene01,1967,1,SLN,NL,14,5,49,14,4,2,6,466,139,42,8,40,94,0.23,2.43,8,8,5,2,642,14,45,,,
brittji02,1967,1,ATL,NL,0,2,2,2,0,0,0,40,15,9,2,2,4,0.27,6.08,0,0,0,0,56,0,9,,,
brubabr01,1967,1,LAN,NL,0,0,1,0,0,0,0,4,3,3,1,0,2,0.42,20.25,0,0,0,0,7,1,3,,,
brucebo01,1967,1,ATL,NL,2,3,12,7,1,0,1,116,42,21,3,15,22,0.26,4.89,4,1,1,1,173,2,25,,,
brunege01,1967,1,CAL,AL,11,19,40,37,7,2,1,750,203,92,19,90,165,0.22,3.31,9,5,4,0,1027,2,99,,,
bryanro01,1967,1,SFN,NL,0,0,1,0,0,0,0,12,3,2,0,0,2,0.2,4.5,0,0,1,0,16,0,2,,,
buhlbo01,1967,1,PHI,NL,0,0,3,0,0,0,0,9,6,4,2,2,1,0.46,12,0,0,0,0,15,0,4,,,
bunkewa01,1967,1,BAL,AL,3,7,29,9,1,0,1,264,83,40,7,31,51,0.25,4.09,1,5,2,0,365,7,46,,,
bunniji01,1967,1,PHI,NL,17,15,40,40,16,6,0,907,241,77,18,73,253,0.21,2.29,20,4,13,1,1216,0,94,,,
burdele01,1967,1,CAL,AL,1,0,19,0,0,0,1,55,16,10,4,0,8,0.23,4.91,0,0,1,0,71,8,10,,,
buzhajo01,1967,1,CHA,AL,3,9,28,7,0,0,0,266,100,39,11,37,33,0.29,3.96,5,5,6,0,391,6,44,,,
buzhajo01,1967,2,BAL,AL,0,1,7,1,0,0,0,35,14,6,1,5,7,0.29,4.63,1,1,0,0,53,2,6,,,
buzhajo01,1967,3,HOU,NL,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,
calmudi01,1967,1,CHN,NL,0,0,1,1,0,0,0,13,5,4,2,0,1,0.27,8.31,0,0,0,0,18,0,4,,,
cardwdo01,1967,1,NYN,NL,5,9,26,16,3,3,0,355,112,47,8,39,71,0.24,3.57,8,5,7,1,498,3,55,,,
carloci01,1967,1,CHA,AL,2,0,8,7,1,1,0,125,23,4,0,9,27,0.16,0.86,0,1,1,0,158,1,5,,,
carltst01,1967,1,SLN,NL,14,9,30,28,11,2,1,579,173,64,10,62,168,0.23,2.98,1,6,2,0,802,1,71,,,
carrocl02,1967,1,ATL,NL,6,12,42,7,1,0,0,279,111,57,6,29,35,0.3,5.52,10,5,3,0,411,10,62,,,
chancde01,1967,1,MIN,AL,20,14,41,39,18,5,1,851,244,86,17,68,220,0.22,2.73,7,9,7,2,1161,2,109,,,
chavene01,1967,1,SFN,NL,1,0,2,0,0,0,0,15,4,0,0,3,3,0.21,0,1,0,0,0,22,0,2,,,
ciminpe01,1967,1,CAL,AL,3,3,46,1,0,0,1,265,73,32,12,31,80,0.22,3.26,4,2,2,0,363,19,38,,,
ciscoga01,1967,1,BOS,AL,0,1,11,0,0,0,1,67,21,9,4,8,8,0.26,3.63,0,0,0,0,90,6,10,,,
clarkri01,1967,1,CAL,AL,12,11,32,30,1,1,0,522,144,50,15,69,81,0.22,2.59,0,12,6,1,729,0,69,,,
clonito01,1967,1,ATL,NL,4,7,16,16,1,0,0,230,85,44,13,31,55,0.28,5.17,4,5,0,0,337,0,50,,,
coateji01,1967,1,CAL,AL,1,2,25,1,0,0,0,157,47,25,5,23,39,0.24,4.3,5,2,4,0,222,5,26,,,
colemjo05,1967,1,WS2,AL,8,9,28,22,3,0,0,402,154,69,6,47,77,0.29,4.63,4,8,9,1,597,0,78,,,
connobi01,1967,1,NYN,NL,0,0,6,1,0,0,0,39,8,9,3,5,13,0.17,6.23,0,0,1,0,54,3,9,,,
connoed02,1967,1,CLE,AL,2,1,15,4,0,0,0,148,63,41,6,34,45,0.31,7.48,2,5,1,0,241,3,46,,,
coombda01,1967,1,HOU,NL,3,0,6,2,0,0,0,73,21,9,0,9,23,0.23,3.33,4,2,0,0,101,3,9,,,
cosmaji01,1967,1,SLN,NL,1,0,10,5,0,0,0,94,21,11,2,24,11,0.19,3.16,2,2,5,1,139,2,12,,,
coxca01,1967,1,WS2,AL,7,4,54,0,0,0,1,219,67,24,2,21,32,0.25,2.96,7,0,4,1,301,21,33,,,
cuellmi01,1967,1,HOU,NL,16,11,36,32,16,3,1,739,233,83,16,63,203,0.24,3.03,3,1,1,1,1021,3,99,,,
culpra01,1967,1,CHN,NL,8,11,30,22,4,1,0,458,138,66,22,59,111,0.23,3.89,4,5,2,0,649,3,69,,,
culvege01,1967,1,CLE,AL,7,3,53,1,0,0,3,225,71,33,2,31,41,0.25,3.96,9,8,6,1,322,21,40,,,
dalcabr01,1967,1,PIT,NL,2,1,8,2,1,0,0,72,19,5,1,10,13,0.21,1.88,3,0,1,0,101,2,5,,,
davidte01,1967,1,CIN,NL,1,0,9,0,0,0,0,39,13,6,0,3,6,0.25,4.15,1,1,0,0,55,3,6,,,
denehbi01,1967,1,NYN,NL,1,7,15,8,0,0,0,161,51,28,8,29,35,0.24,4.7,2,6,0,0,240,1,38,,,
dierkla01,1967,1,HOU,NL,6,5,15,15,4,0,0,297,95,37,4,25,68,0.25,3.36,0,7,1,0,410,0,44,,,
dillmbi01,1967,1,BAL,AL,5,9,32,15,2,1,3,372,115,60,13,33,69,0.24,4.35,2,7,3,1,503,6,61,,,
dobsoch01,1967,1,KC1,AL,10,10,32,29,4,1,0,593,172,81,17,75,110,0.23,3.69,6,10,3,0,826,2,83,,,
dobsopa01,1967,1,DET,AL,1,2,28,1,0,0,0,148,38,16,6,27,34,0.21,2.92,1,3,2,0,210,3,20,,,
downial01,1967,1,NYA,AL,14,10,31,28,10,4,0,605,158,59,13,61,171,0.21,2.63,1,5,6,0,807,2,65,,,
drabomo01,1967,1,BAL,AL,7,5,43,0,0,0,12,286,66,17,7,25,96,0.19,1.6,3,2,2,0,372,26,21,,,
drysddo01,1967,1,LAN,NL,13,16,38,38,9,3,0,846,269,86,19,60,196,0.25,2.74,19,5,8,2,1151,0,101,,,
duffijo01,1967,1,LAN,NL,0,2,2,2,0,0,0,29,11,3,1,4,6,0.28,2.79,1,0,0,0,44,0,6,,,
dukesto01,1967,1,HOU,NL,0,2,17,0,0,0,1,71,25,14,2,11,23,0.27,5.32,1,0,2,0,107,9,14,,,
dulibbo01,1967,1,KC1,AL,0,0,7,0,0,0,0,29,13,7,3,1,6,0.34,6.52,0,1,0,0,40,5,7,,,
earlear01,1967,1,HOU,NL,0,0,2,0,0,0,0,4,5,4,1,1,1,0.62,27,0,0,0,0,9,1,5,,,
edgerbi01,1967,1,KC1,AL,1,0,7,0,0,0,0,25,11,2,1,3,6,0.32,2.16,0,1,1,0,39,3,4,,,
egandi02,1967,1,LAN,NL,1,1,20,0,0,0,0,95,34,22,3,15,20,0.27,6.25,4,2,4,0,148,7,25,,,
eilerda01,1967,1,HOU,NL,6,4,35,0,0,0,1,178,68,26,3,17,27,0.29,3.94,7,1,3,0,257,13,29,,,
