Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/bosioch01.shtml"">Chris Bosio</a>",SEA,31,125,4,10,0,137,72,60,15,40,67,4.320,4.518,1.416,1.68,1.51
"<a href=""https://www.baseball-reference.com/players/b/boskish01.shtml"">Shawn Boskie</a>",3,27,90&frac23;,4,7,0,92,58,51,15,30,61,5.062,4.833,1.346,2.03,-0.13
"<a href=""https://www.baseball-reference.com/players/b/bottari01.shtml"">R. Bottalico</a>",PHI,24,3,0,0,0,3,0,0,0,1,3,.000,2.198,1.333,3.00,0.12
"<a href=""https://www.baseball-reference.com/players/b/botteke01.shtml"">K. Bottenfield</a>",2,25,26&frac13;,3,1,1,33,18,18,2,10,15,6.152,3.855,1.633,1.50,0.18
"<a href=""https://www.baseball-reference.com/players/b/bouchde01.shtml"">D. Boucher</a>",MON,26,18&frac23;,0,1,0,24,16,14,6,7,17,6.750,6.560,1.661,2.43,-0.62
"<a href=""https://www.baseball-reference.com/players/b/bowenry01.shtml"">Ryan Bowen</a>",FLO,26,47&frac13;,1,5,0,50,28,26,9,19,32,4.944,5.363,1.458,1.68,0.03
"<a href=""https://www.baseball-reference.com/players/b/brantje01.shtml"">J. Brantley</a>",CIN,30,65&frac13;,6,6,15,46,20,18,6,28,63,2.480,3.715,1.133,2.25,2.16
"<a href=""https://www.baseball-reference.com/players/b/brewebi01.shtml"">Billy Brewer</a>",KCA,26,38&frac23;,4,1,3,28,11,11,4,16,25,2.560,4.374,1.138,1.56,1.87
"<a href=""https://www.baseball-reference.com/players/b/brinkbr01.shtml"">Brad Brink</a>",SFN,29,8&frac13;,0,0,0,4,1,1,1,4,3,1.080,5.883,.960,0.75,0.26
"<a href=""https://www.baseball-reference.com/players/b/briscjo01.shtml"">John Briscoe</a>",OAK,26,49&frac13;,4,2,1,31,24,22,7,39,45,4.014,5.743,1.419,1.15,0.43
"<a href=""https://www.baseball-reference.com/players/b/brocado01.shtml"">Doug Brocail</a>",SDN,27,17,0,0,0,21,13,11,1,5,11,5.824,3.131,1.529,2.20,-0.13
"<a href=""https://www.baseball-reference.com/players/b/bronkje01.shtml"">Jeff Bronkey</a>",ML4,28,20&frac23;,1,1,1,20,10,10,3,12,13,4.355,5.542,1.548,1.08,0.33
"<a href=""https://www.baseball-reference.com/players/b/brownke01.shtml"">Kevin Brown</a>",TEX,29,170,7,9,0,218,109,91,18,50,123,4.818,3.799,1.576,2.46,1.64
"<a href=""https://www.baseball-reference.com/players/b/brownto05.shtml"">Tom Browning</a>",CIN,34,40&frac23;,3,1,0,34,20,19,8,13,22,4.205,5.651,1.156,1.69,0.36
"<a href=""https://www.baseball-reference.com/players/b/browsc01.shtml"">Scott Brow</a>",TOR,25,29,0,3,2,34,27,19,4,19,15,5.897,5.656,1.828,0.79,-0.71
"<a href=""https://www.baseball-reference.com/players/b/brumldu01.shtml"">Duff Brumley</a>",TEX,23,3&frac13;,0,0,0,6,6,6,1,5,4,16.200,7.797,3.300,0.80,-0.16
"<a href=""https://www.baseball-reference.com/players/b/buckega02.shtml"">Gary Buckels</a>",SLN,28,12,0,1,0,8,5,3,2,7,9,2.250,5.739,1.250,1.29,0.08
"<a href=""https://www.baseball-reference.com/players/b/bulliji01.shtml"">J. Bullinger</a>",CHN,28,100,6,2,2,87,43,40,6,34,72,3.600,3.469,1.210,2.12,1.50
"<a href=""https://www.baseball-reference.com/players/b/burbada01.shtml"">Dave Burba</a>",SFN,27,74,3,6,0,59,39,36,5,45,84,4.378,3.323,1.405,1.87,0.00
"<a href=""https://www.baseball-reference.com/players/b/burkejo03.shtml"">John Burkett</a>",SFN,29,159&frac13;,6,8,0,176,72,64,14,36,85,3.615,3.751,1.331,2.36,1.46
"<a href=""https://www.baseball-reference.com/players/b/burrote01.shtml"">T. Burrows</a>",TEX,25,1,0,0,0,1,1,1,1,1,0,9.000,24.807,2.000,0.00,-0.01
"<a href=""https://www.baseball-reference.com/players/b/butchmi01.shtml"">Mike Butcher</a>",CAL,29,29&frac23;,2,1,1,31,24,22,2,23,19,6.674,4.862,1.820,0.83,-0.50
"<a href=""https://www.baseball-reference.com/players/c/cadargr01.shtml"">Greg Cadaret</a>",2,32,40,1,1,2,41,24,21,4,33,29,4.725,5.432,1.850,0.88,-0.09
"<a href=""https://www.baseball-reference.com/players/c/campbke01.shtml"">K. Campbell</a>",MIN,29,24&frac23;,1,0,0,20,8,8,2,5,15,2.919,3.476,1.014,3.00,0.64
"<a href=""https://www.baseball-reference.com/players/c/campbmi01.shtml"">M. Campbell</a>",SDN,30,8&frac13;,1,1,0,13,12,12,5,5,10,12.960,9.803,2.160,2.00,-0.43
"<a href=""https://www.baseball-reference.com/players/c/candito01.shtml"">T. Candiotti</a>",LAN,36,153,7,7,0,149,77,70,9,54,102,4.118,3.524,1.327,1.89,0.00
"<a href=""https://www.baseball-reference.com/players/c/carpecr01.shtml"">C. Carpenter</a>",TEX,29,59,2,5,5,69,35,33,7,20,39,5.034,4.319,1.508,1.95,0.47
"<a href=""https://www.baseball-reference.com/players/c/carrahe01.shtml"">H. Carrasco</a>",CIN,24,56&frac13;,5,6,6,42,17,14,3,30,41,2.237,3.901,1.278,1.37,0.00
"<a href=""https://www.baseball-reference.com/players/c/cartean01.shtml"">Andy Carter</a>",PHI,25,34&frac13;,0,2,0,34,18,17,5,12,18,4.456,4.574,1.340,1.50,0.28
"<a href=""https://www.baseball-reference.com/players/c/casiala01.shtml"">Larry Casian</a>",2,28,49,1,5,1,73,43,40,12,16,20,7.347,6.217,1.816,1.25,-0.66
"<a href=""https://www.baseball-reference.com/players/c/castifr01.shtml"">F. Castillo</a>",CHN,25,23,2,1,0,25,13,11,3,5,19,4.304,3.817,1.304,3.80,-0.02
"<a href=""https://www.baseball-reference.com/players/c/castiju02.shtml"">J. Castillo</a>",NYN,24,11&frac23;,0,0,0,17,9,9,2,5,1,6.943,6.478,1.886,0.20,-0.17
"<a href=""https://www.baseball-reference.com/players/c/castito02.shtml"">T. Castillo</a>",TOR,31,68,5,2,1,66,22,19,7,28,43,2.515,4.343,1.382,1.54,0.00
"<a href=""https://www.baseball-reference.com/players/c/cimorfr01.shtml"">F. Cimorelli</a>",SLN,25,13&frac13;,0,0,1,20,14,13,0,10,1,8.775,4.588,2.250,0.10,-0.53
"<a href=""https://www.baseball-reference.com/players/c/clarkma01.shtml"">Mark Clark</a>",CLE,26,127&frac13;,11,3,0,133,61,54,14,40,60,3.817,4.504,1.359,1.50,0.00
"<a href=""https://www.baseball-reference.com/players/c/clemero02.shtml"">R. Clemens</a>",BOS,31,170&frac23;,9,7,0,124,62,54,15,71,168,2.848,3.500,1.143,2.37,6.00
"<a href=""https://www.baseball-reference.com/players/c/coneda01.shtml"">David Cone</a>",KCA,31,171&frac23;,16,5,0,130,60,56,15,54,132,2.936,3.574,1.072,2.44,0.00
"<a href=""https://www.baseball-reference.com/players/c/conveji01.shtml"">Jim Converse</a>",SEA,22,48&frac23;,0,5,0,73,49,47,5,40,39,8.692,5.045,2.322,0.98,0.00
"<a href=""https://www.baseball-reference.com/players/c/cookde01.shtml"">Dennis Cook</a>",CHA,31,33,3,1,0,29,17,13,4,14,26,3.545,4.403,1.303,1.86,0.37
"<a href=""https://www.baseball-reference.com/players/c/cookest01.shtml"">Steve Cooke</a>",PIT,24,134&frac13;,4,11,0,157,79,75,21,46,74,5.025,4.983,1.511,1.61,0.14
"<a href=""https://www.baseball-reference.com/players/c/cormirh01.shtml"">R. Cormier</a>",SLN,27,39&frac23;,3,2,0,40,24,24,6,7,26,5.445,4.083,1.185,3.71,0.00
"<a href=""https://www.baseball-reference.com/players/c/cornebr01.shtml"">Brad Cornett</a>",TOR,25,31,1,3,0,40,25,23,1,11,22,6.677,2.918,1.645,2.00,-0.14
"<a href=""https://www.baseball-reference.com/players/c/coxda01.shtml"">Danny Cox</a>",TOR,34,18&frac23;,1,1,3,7,3,3,0,7,14,1.446,2.542,.750,2.00,0.98
"<a href=""https://www.baseball-reference.com/players/c/crimch01.shtml"">Chuck Crim</a>",CHN,32,64&frac13;,5,4,2,69,36,32,9,24,43,4.477,4.669,1.446,1.79,-0.11
"<a href=""https://www.baseball-reference.com/players/c/cummijo01.shtml"">J. Cummings</a>",SEA,25,64,2,4,0,66,43,40,7,37,33,5.625,5.318,1.609,0.89,0.00
"<a href=""https://www.baseball-reference.com/players/c/czajkji01.shtml"">J. Czajkowski</a>",COL,30,8&frac23;,0,0,0,9,4,4,2,6,2,4.154,7.104,1.731,0.33,0.10
"<a href=""https://www.baseball-reference.com/players/d/daalom01.shtml"">Omar Daal</a>",LAN,22,13&frac23;,0,0,0,12,5,5,1,5,9,3.293,3.910,1.244,1.80,0.34
"<a href=""https://www.baseball-reference.com/players/d/darliro01.shtml"">Ron Darling</a>",OAK,33,160,10,11,0,162,89,80,18,59,108,4.500,4.242,1.381,1.83,0.97
"<a href=""https://www.baseball-reference.com/players/d/darwida01.shtml"">Danny Darwin</a>",BOS,38,75&frac23;,7,5,0,101,54,53,13,24,54,6.304,4.726,1.652,2.25,0.00
"<a href=""https://www.baseball-reference.com/players/d/darwije01.shtml"">Jeff Darwin</a>",SEA,24,4,0,0,0,7,6,6,1,3,1,13.500,7.112,2.500,0.33,-0.16
"<a href=""https://www.baseball-reference.com/players/d/davisma01.shtml"">Mark Davis</a>",SDN,33,16&frac13;,0,1,0,20,18,16,4,13,15,8.816,6.707,2.020,1.15,-0.86
"<a href=""https://www.baseball-reference.com/players/d/davisst02.shtml"">Storm Davis</a>",DET,32,48,2,4,0,36,23,19,3,34,38,3.562,4.533,1.458,1.12,0.82
"<a href=""https://www.baseball-reference.com/players/d/davisti01.shtml"">Tim Davis</a>",SEA,23,49&frac13;,2,2,2,57,25,22,4,25,28,4.014,4.480,1.662,1.12,0.79
"<a href=""https://www.baseball-reference.com/players/d/dejesjo01.shtml"">J. de Jesus</a>",KCA,29,26&frac23;,3,1,0,27,14,14,2,13,12,4.725,4.777,1.500,0.92,0.56
"<a href=""https://www.baseball-reference.com/players/d/deleojo01.shtml"">Jose DeLeon</a>",CHA,33,67,3,2,2,48,28,25,5,31,67,3.358,3.221,1.179,2.16,1.38
"<a href=""https://www.baseball-reference.com/players/d/delucri01.shtml"">Rich DeLucia</a>",CIN,29,10&frac23;,0,0,0,9,6,5,4,5,15,4.219,6.602,1.312,3.00,0.00
"<a href=""https://www.baseball-reference.com/players/d/deshaji01.shtml"">Jim Deshaies</a>",MIN,34,130&frac13;,6,12,0,170,109,107,30,54,78,7.389,6.079,1.719,1.44,-1.31
"<a href=""https://www.baseball-reference.com/players/d/dettmjo01.shtml"">John Dettmer</a>",TEX,24,54,0,6,0,63,42,26,10,20,27,4.333,5.409,1.537,1.35,-0.07
"<a href=""https://www.baseball-reference.com/players/d/deweyma01.shtml"">Mark Dewey</a>",PIT,29,51&frac13;,2,1,1,61,22,21,4,19,30,3.682,3.903,1.558,1.58,0.63
"<a href=""https://www.baseball-reference.com/players/d/dipotje01.shtml"">Jerry Dipoto</a>",CLE,26,15&frac23;,0,0,0,26,14,14,1,10,9,8.043,4.405,2.298,0.90,-0.34
"<a href=""https://www.baseball-reference.com/players/d/dixonst01.shtml"">Steve Dixon</a>",SLN,24,2&frac13;,0,0,0,3,6,6,0,8,1,23.143,11.766,4.714,0.12,-0.36
"<a href=""https://www.baseball-reference.com/players/d/doherjo02.shtml"">John Doherty</a>",DET,27,101&frac13;,6,7,0,139,75,73,13,26,28,6.484,4.884,1.628,1.08,0.21
"<a href=""https://www.baseball-reference.com/players/d/dopsojo01.shtml"">John Dopson</a>",CAL,30,58&frac23;,1,4,1,67,41,40,6,26,33,6.136,4.499,1.585,1.27,0.01
"<a href=""https://www.baseball-reference.com/players/d/drabedo01.shtml"">Doug Drabek</a>",HOU,31,164&frac23;,12,6,0,132,58,52,14,45,121,2.842,3.570,1.075,2.69,3.41
"<a href=""https://www.baseball-reference.com/players/d/drahmbr01.shtml"">B. Drahman</a>",FLO,27,13,0,0,0,15,9,9,2,6,7,6.231,5.411,1.615,1.17,-0.08
"<a href=""https://www.baseball-reference.com/players/d/dreifda01.shtml"">D. Dreifort</a>",LAN,22,29,0,5,6,45,21,20,0,15,22,6.207,2.804,2.069,1.47,-0.49
"<a href=""https://www.baseball-reference.com/players/d/dreyest01.shtml"">Steve Dreyer</a>",TEX,24,17&frac13;,1,1,0,19,15,11,1,8,11,5.712,3.791,1.558,1.38,-0.14
"<a href=""https://www.baseball-reference.com/players/d/dyermi01.shtml"">Mike Dyer</a>",PIT,27,15&frac13;,1,1,4,15,12,10,1,12,13,5.870,4.040,1.761,1.08,-0.47
"<a href=""https://www.baseball-reference.com/players/e/eckerde01.shtml"">D. Eckersley</a>",OAK,39,44&frac13;,5,4,19,49,26,21,5,13,47,4.263,3.280,1.398,3.62,-0.20
"<a href=""https://www.baseball-reference.com/players/e/edensto01.shtml"">Tom Edens</a>",2,33,54,5,1,1,59,26,26,3,18,39,4.333,3.296,1.426,2.17,0.05
"<a href=""https://www.baseball-reference.com/players/e/eichhma01.shtml"">M. Eichhorn</a>",BAL,33,71,6,5,1,62,19,17,1,19,35,2.155,2.911,1.141,1.84,2.61
"<a href=""https://www.baseball-reference.com/players/e/eischjo01.shtml"">Joey Eischen</a>",MON,24,0&frac23;,0,0,0,4,4,4,0,0,1,54.000,-.067,6.000,&infin;,0.00
"<a href=""https://www.baseball-reference.com/players/e/eldreca01.shtml"">Cal Eldred</a>",ML4,26,179,11,11,0,158,96,93,23,84,98,4.676,5.143,1.352,1.17,2.76
"<a href=""https://www.baseball-reference.com/players/e/elliodo01.shtml"">D. Elliott</a>",SDN,25,33,0,1,0,31,12,12,3,21,24,3.273,4.707,1.576,1.14,1.07
"<a href=""https://www.baseball-reference.com/players/e/ericksc01.shtml"">S. Erickson</a>",MIN,26,144,8,11,0,173,95,87,15,59,104,5.438,4.047,1.611,1.76,0.00
"<a href=""https://www.baseball-reference.com/players/e/eversbr01.shtml"">B. Eversgerd</a>",SLN,25,67&frac23;,2,3,0,75,36,34,8,20,47,4.522,4.096,1.404,2.35,-0.01
"<a href=""https://www.baseball-reference.com/players/f/fajarhe01.shtml"">H. Fajardo</a>",TEX,23,83&frac13;,5,7,0,95,67,64,15,26,45,6.912,5.229,1.452,1.73,-0.37
"<a href=""https://www.baseball-reference.com/players/f/farrejo03.shtml"">John Farrell</a>",CAL,31,13,1,2,0,16,14,13,2,8,10,9.000,5.180,1.846,1.25,-0.37
"<a href=""https://www.baseball-reference.com/players/f/farrst01.shtml"">Steve Farr</a>",2,37,28&frac13;,2,1,4,41,21,18,5,18,20,5.718,5.503,2.082,1.11,-0.24
"<a href=""https://www.baseball-reference.com/players/f/fasseje01.shtml"">Jeff Fassero</a>",MON,31,138&frac23;,8,6,0,119,54,46,13,40,119,2.986,3.481,1.147,2.98,0.00
"<a href=""https://www.baseball-reference.com/players/f/fernaal01.shtml"">A. Fernandez</a>",CHA,24,170&frac13;,11,7,0,163,83,73,25,50,122,3.857,4.495,1.250,2.44,2.97
"<a href=""https://www.baseball-reference.com/players/f/fernasi01.shtml"">S. Fernandez</a>",BAL,31,115&frac13;,6,6,0,109,66,66,27,46,95,5.150,5.761,1.344,2.07,1.14
"<a href=""https://www.baseball-reference.com/players/f/fettemi01.shtml"">Mike Fetters</a>",ML4,29,46,1,4,17,41,16,13,0,27,31,2.543,3.483,1.478,1.15,0.00
"<a href=""https://www.baseball-reference.com/players/f/finlech01.shtml"">Chuck Finley</a>",CAL,31,183&frac13;,10,10,0,178,95,88,21,71,148,4.320,4.137,1.358,2.08,3.44
"<a href=""https://www.baseball-reference.com/players/f/finnvga01.shtml"">Gar Finnvold</a>",BOS,26,36&frac13;,0,4,0,45,27,24,4,15,17,5.945,4.584,1.651,1.13,-0.01
"<a href=""https://www.baseball-reference.com/players/f/flemida01.shtml"">Dave Fleming</a>",SEA,24,117,7,11,0,152,93,84,17,65,65,6.462,5.427,1.855,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/f/floribr01.shtml"">Bryce Florie</a>",SDN,24,9&frac13;,0,0,0,8,1,1,0,3,8,.964,2.359,1.179,2.67,0.00
"<a href=""https://www.baseball-reference.com/players/f/fortuti01.shtml"">Tim Fortugno</a>",CIN,32,30,1,0,0,32,14,14,2,14,29,4.200,3.164,1.533,2.07,0.21
"<a href=""https://www.baseball-reference.com/players/f/fossato01.shtml"">Tony Fossas</a>",BOS,36,34,2,0,1,35,18,18,6,15,31,4.765,4.815,1.471,2.07,0.00
"<a href=""https://www.baseball-reference.com/players/f/fosteke01.shtml"">Kevin Foster</a>",CHN,25,81,3,4,0,70,31,26,7,35,75,2.889,3.676,1.296,2.14,1.82
"<a href=""https://www.baseball-reference.com/players/f/francjo01.shtml"">John Franco</a>",NYN,33,50,1,4,30,47,20,15,2,19,42,2.700,3.053,1.320,2.21,0.94
"<a href=""https://www.baseball-reference.com/players/f/frascjo01.shtml"">J. Frascatore</a>",SLN,24,3&frac13;,0,1,0,7,6,6,2,2,2,16.200,10.867,2.700,1.00,-0.28
"<a href=""https://www.baseball-reference.com/players/f/frasewi01.shtml"">W. Fraser</a>",FLO,30,12&frac13;,2,0,0,20,9,8,1,6,7,5.838,4.312,2.108,1.17,-0.20
"<a href=""https://www.baseball-reference.com/players/f/freemma02.shtml"">M. Freeman</a>",COL,31,112&frac23;,10,2,0,113,39,35,10,23,67,2.796,3.582,1.207,2.91,0.00
"<a href=""https://www.baseball-reference.com/players/f/freyst01.shtml"">Steve Frey</a>",SFN,30,31,1,0,0,37,17,17,6,15,20,4.935,5.715,1.677,1.33,0.00
"<a href=""https://www.baseball-reference.com/players/f/frohwto01.shtml"">T. Frohwirth</a>",BOS,31,26&frac23;,0,3,1,40,36,32,3,17,13,10.800,5.038,2.138,0.76,-1.52
"<a href=""https://www.baseball-reference.com/players/g/garagke01.shtml"">K. Garagozzo</a>",MIN,24,9&frac13;,0,0,0,9,10,10,3,13,3,9.643,11.981,2.357,0.23,-0.17
"<a href=""https://www.baseball-reference.com/players/g/gardimi01.shtml"">M. Gardiner</a>",DET,28,58&frac23;,2,2,5,53,35,27,10,23,31,4.142,5.531,1.295,1.35,0.49
"<a href=""https://www.baseball-reference.com/players/g/gardnma01.shtml"">Mark Gardner</a>",FLO,32,92&frac13;,4,4,0,97,53,50,14,30,57,4.874,4.851,1.375,1.90,0.47
"<a href=""https://www.baseball-reference.com/players/g/gibsopa01.shtml"">Paul Gibson</a>",NYA,34,29,1,1,0,26,17,16,5,17,21,4.966,5.652,1.483,1.24,0.08
"<a href=""https://www.baseball-reference.com/players/g/glavito02.shtml"">Tom Glavine</a>",ATL,28,165&frac13;,13,9,0,173,76,73,10,70,140,3.974,3.462,1.470,2.00,2.09
"<a href=""https://www.baseball-reference.com/players/g/glinage01.shtml"">G. Glinatsis</a>",SEA,25,5&frac13;,0,1,0,9,8,8,2,6,1,13.500,11.517,2.812,0.17,-0.33
"<a href=""https://www.baseball-reference.com/players/g/gohrgr01.shtml"">Greg Gohr</a>",DET,26,34,2,2,0,36,19,17,3,21,21,4.500,4.843,1.676,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/g/gomezpa01.shtml"">Pat Gomez</a>",SFN,26,33&frac13;,0,1,0,23,14,14,2,20,14,3.780,5.164,1.290,0.70,0.23
"<a href=""https://www.baseball-reference.com/players/g/goodedw01.shtml"">D. Gooden</a>",NYN,29,41&frac13;,3,4,0,46,32,29,9,15,40,6.315,5.007,1.476,2.67,-0.59
"<a href=""https://www.baseball-reference.com/players/g/gordoto01.shtml"">Tom Gordon</a>",KCA,26,155&frac13;,11,7,0,136,79,75,15,87,126,4.345,4.420,1.436,1.45,3.17
"<a href=""https://www.baseball-reference.com/players/g/gossari01.shtml"">Rich Gossage</a>",SEA,42,47&frac13;,3,0,1,44,23,22,6,15,29,4.183,4.373,1.246,1.93,0.67
"<a href=""https://www.baseball-reference.com/players/g/gottji01.shtml"">Jim Gott</a>",LAN,34,36&frac13;,5,3,2,46,24,24,3,20,29,5.945,3.963,1.817,1.45,-0.28
"<a href=""https://www.baseball-reference.com/players/g/gozzoma01.shtml"">Mauro Gozzo</a>",NYN,28,69,3,5,0,86,48,37,5,28,33,4.826,4.212,1.652,1.18,-0.68
