Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/aasedo01.shtml"">Don Aase</a>",NYN,34,178,1,5,2,56,27,26,5,26,34,3.944,3.958,1.382,1.31,-0.32
"<a href=""https://www.baseball-reference.com/players/a/abbotji01.shtml"">Jim Abbott</a>",CAL,21,544,12,12,0,190,95,79,13,74,115,3.921,3.572,1.456,1.55,0.00
"<a href=""https://www.baseball-reference.com/players/a/ackerji01.shtml"">Jim Acker</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteackerji01"" style=""display:none;""></input><label for=""footnoteackerji01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivackerji01"">ATL, TOR</div></span>",30,378,2,7,2,108,36,34,6,32,92,2.429,2.633,1.111,2.88,2.55
"<a href=""https://www.baseball-reference.com/players/a/agostju01.shtml"">Juan Agosto</a>",HOU,31,249,4,5,1,81,32,27,3,32,46,2.928,3.198,1.361,1.44,0.00
"<a href=""https://www.baseball-reference.com/players/a/aguilri01.shtml"">R. Aguilera</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteaguilri01"" style=""display:none;""></input><label for=""footnoteaguilri01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivaguilri01"">NYN, MIN</div></span>",27,435,9,11,7,130,51,45,8,38,137,2.793,2.324,1.159,3.61,0.00
"<a href=""https://www.baseball-reference.com/players/a/akerfda01.shtml"">D. Akerfelds</a>",TEX,27,33,0,1,0,11,6,4,1,5,9,3.273,3.612,1.455,1.80,0.01
"<a href=""https://www.baseball-reference.com/players/a/aldrija01.shtml"">Jay Aldrich</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotealdrija01"" style=""display:none;""></input><label for=""footnotealdrija01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivaldrija01"">ML4, ATL</div></span>",28,115,2,2,1,31,16,14,3,19,19,3.287,4.294,1.304,1.00,0.31
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">D. Alexander</a>",DET,38,669,6,18,0,245,118,110,28,76,95,4.439,4.479,1.439,1.25,1.66
"<a href=""https://www.baseball-reference.com/players/a/allenne01.shtml"">Neil Allen</a>",CLE,31,9,0,1,0,8,5,5,1,0,0,15.000,6.003,2.667,&infin;,-0.31
"<a href=""https://www.baseball-reference.com/players/a/alvarjo01.shtml"">Jose Alvarez</a>",ATL,33,151,3,3,2,44,18,16,4,24,45,2.861,3.373,1.351,1.88,0.60
"<a href=""https://www.baseball-reference.com/players/a/anderal02.shtml"">A. Anderson</a>",MIN,25,590,17,10,0,214,97,83,15,53,69,3.798,3.743,1.358,1.30,2.68
"<a href=""https://www.baseball-reference.com/players/a/anderla02.shtml"">L. Andersen</a>",HOU,36,263,4,4,3,63,19,15,2,24,85,1.540,1.950,.992,3.54,0.00
"<a href=""https://www.baseball-reference.com/players/a/appieke01.shtml"">Kevin Appier</a>",KCA,21,65,1,4,0,34,22,22,3,12,10,9.138,5.089,2.123,0.83,-0.75
"<a href=""https://www.baseball-reference.com/players/a/aquinlu01.shtml"">Luis Aquino</a>",KCA,25,424,6,8,0,148,62,55,6,35,68,3.502,3.009,1.295,1.94,2.28
"<a href=""https://www.baseball-reference.com/players/a/armstja01.shtml"">J. Armstrong</a>",CIN,24,128,2,3,0,40,24,22,5,21,23,4.641,4.703,1.430,1.10,0.12
"<a href=""https://www.baseball-reference.com/players/a/arnsbbr01.shtml"">B. Arnsberg</a>",TEX,25,144,2,1,1,45,27,22,6,22,26,4.125,4.537,1.396,1.18,-0.01
"<a href=""https://www.baseball-reference.com/players/a/assenpa01.shtml"">P. Assenmacher</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteassenpa01"" style=""display:none;""></input><label for=""footnoteassenpa01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivassenpa01"">ATL, CHN</div></span>",28,230,3,4,0,74,37,34,3,28,79,3.991,2.297,1.330,2.82,-0.26
"<a href=""https://www.baseball-reference.com/players/a/atherke01.shtml"">K. Atherton</a>",CLE,30,117,0,3,2,48,22,18,7,13,13,4.154,5.319,1.564,1.00,-0.06
"<a href=""https://www.baseball-reference.com/players/a/augusdo01.shtml"">Don August</a>",ML4,25,427,12,12,0,175,93,84,17,58,51,5.311,4.710,1.637,0.88,-0.64
"<a href=""https://www.baseball-reference.com/players/b/bailesc01.shtml"">Scott Bailes</a>",CLE,27,341,5,9,0,116,57,54,7,29,47,4.276,3.428,1.276,1.62,0.93
"<a href=""https://www.baseball-reference.com/players/b/bairdo01.shtml"">Doug Bair</a>",PIT,39,202,2,3,1,52,19,17,4,28,56,2.272,3.128,1.188,2.00,1.28
"<a href=""https://www.baseball-reference.com/players/b/ballaje01.shtml"">Jeff Ballard</a>",BAL,25,646,18,8,0,240,95,82,16,57,62,3.427,3.896,1.379,1.09,2.52
"<a href=""https://www.baseball-reference.com/players/b/bankhsc01.shtml"">S. Bankhead</a>",SEA,25,631,14,6,0,187,84,78,19,63,140,3.338,3.475,1.189,2.22,4.53
"<a href=""https://www.baseball-reference.com/players/b/bannifl01.shtml"">F. Bannister</a>",KCA,34,226,4,1,0,87,40,39,8,18,35,4.659,3.865,1.394,1.94,0.68
"<a href=""https://www.baseball-reference.com/players/b/barfijo01.shtml"">J. Barfield</a>",TEX,24,35,0,1,0,15,10,8,0,4,9,6.171,2.293,1.629,2.25,-0.23
"<a href=""https://www.baseball-reference.com/players/b/bautijo01.shtml"">J. Bautista</a>",BAL,24,234,3,4,0,84,46,46,17,15,30,5.308,5.445,1.269,2.00,-0.32
"<a href=""https://www.baseball-reference.com/players/b/beardda01.shtml"">Dave Beard</a>",DET,29,16,0,2,0,9,7,3,2,2,1,5.062,7.585,2.062,0.50,-0.35
"<a href=""https://www.baseball-reference.com/players/b/beattbl01.shtml"">B. Beatty</a>",NYN,25,18,0,0,0,5,1,1,1,2,3,1.500,5.018,1.167,1.50,0.20
"<a href=""https://www.baseball-reference.com/players/b/bedrost01.shtml"">S. Bedrosian</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebedrost01"" style=""display:none;""></input><label for=""footnotebedrost01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbedrost01"">PHI, SFN</div></span>",31,254,3,7,23,56,31,27,12,39,58,2.870,4.750,1.122,1.49,0.89
"<a href=""https://www.baseball-reference.com/players/b/belchti01.shtml"">Tim Belcher</a>",LAN,27,690,15,12,1,182,81,72,20,80,200,2.817,3.115,1.139,2.50,0.00
"<a href=""https://www.baseball-reference.com/players/b/belinst01.shtml"">Stan Belinda</a>",PIT,22,31,0,1,0,13,8,7,0,2,10,6.097,1.582,1.452,5.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/benesan01.shtml"">Andy Benes</a>",SDN,21,200,6,3,0,51,28,26,7,31,66,3.510,3.507,1.230,2.13,1.00
"<a href=""https://www.baseball-reference.com/players/b/berenju01.shtml"">J. Berenguer</a>",MIN,34,318,9,3,3,96,44,41,11,47,93,3.481,3.631,1.349,1.98,1.88
"<a href=""https://www.baseball-reference.com/players/b/bielemi01.shtml"">M. Bielecki</a>",CHN,29,637,18,7,0,187,82,74,16,81,147,3.137,3.514,1.262,1.81,0.00
"<a href=""https://www.baseball-reference.com/players/b/birkbmi01.shtml"">M. Birkbeck</a>",ML4,28,134,0,4,0,57,32,27,4,22,31,5.440,3.723,1.769,1.41,-0.48
"<a href=""https://www.baseball-reference.com/players/b/birtsti01.shtml"">Tim Birtsas</a>",CIN,28,209,2,2,1,68,33,29,5,27,57,3.746,3.086,1.364,2.11,0.34
"<a href=""https://www.baseball-reference.com/players/b/bittije01.shtml"">J. Bittiger</a>",CHA,27,29,0,1,0,9,7,7,2,6,7,6.517,6.152,1.552,1.17,-0.14
