Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,43,304,6,5,3,129,67,61,7,17,18,5.418,4.034,1.441,1.06,-0.10
"<a href=""https://www.baseball-reference.com/players/a/adamsbo01.shtml"">Bob Adams</a>",BOS,23,17,0,0,0,10,5,5,1,3,1,7.941,6.462,2.294,0.33,-0.02
"<a href=""https://www.baseball-reference.com/players/a/aldrivi01.shtml"">Vic Aldridge</a>",PIT,31,640,15,7,0,218,99,86,15,74,88,3.628,4.200,1.369,1.19,3.91
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",CHN,38,708,15,11,0,270,106,89,14,29,63,3.394,3.681,1.267,2.17,4.39
"<a href=""https://www.baseball-reference.com/players/a/anderbi01.shtml"">B. Anderson</a>",BSN,29,8,0,0,0,5,3,3,0,2,1,10.125,4.429,2.625,0.50,-0.07
"<a href=""https://www.baseball-reference.com/players/a/andreel01.shtml"">E. Andrews</a>",PHA,23,24,0,0,0,12,12,9,0,11,0,10.125,7.194,2.875,0.00,-0.46
"<a href=""https://www.baseball-reference.com/players/a/ashke01.shtml"">Ken Ash</a>",CHA,23,12,0,0,0,7,4,4,2,0,0,9.000,9.749,1.750,&infin;,-0.06
"<a href=""https://www.baseball-reference.com/players/b/baldwha01.shtml"">H. Baldwin</a>",NY1,25,3,0,0,0,3,2,1,0,1,0,9.000,5.151,4.000,0.00,-0.06
"<a href=""https://www.baseball-reference.com/players/b/ballowi01.shtml"">Win Ballou</a>",WS1,27,83,1,1,0,38,17,14,1,13,13,4.554,4.025,1.843,1.00,0.03
"<a href=""https://www.baseball-reference.com/players/b/barneje01.shtml"">Jesse Barnes</a>",BSN,32,649,11,16,0,255,127,109,14,63,55,4.535,4.281,1.470,0.87,0.87
"<a href=""https://www.baseball-reference.com/players/b/barnevi01.shtml"">V. Barnes</a>",NY1,28,665,15,11,2,242,110,87,9,53,53,3.532,3.874,1.331,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/batchjo01.shtml"">J. Batchelder</a>",BSN,26,21,0,0,0,10,5,4,0,1,2,5.143,2.986,1.571,2.00,-0.03
"<a href=""https://www.baseball-reference.com/players/b/baumgst01.shtml"">S. Baumgartner</a>",PHA,30,340,6,3,3,120,55,45,2,35,18,3.574,3.768,1.368,0.51,2.40
"<a href=""https://www.baseball-reference.com/players/b/beallwa01.shtml"">Walter Beall</a>",NYA,25,34,0,1,0,11,17,16,0,19,8,12.706,6.086,2.647,0.42,-0.44
"<a href=""https://www.baseball-reference.com/players/b/bendech01.shtml"">Chief Bender</a>",CHA,41,3,0,0,0,1,2,2,1,1,0,18.000,24.905,2.000,0.00,-0.11
"<a href=""https://www.baseball-reference.com/players/b/bengera01.shtml"">Ray Benge</a>",CLE,23,35,1,0,0,9,2,2,0,3,3,1.543,3.373,1.029,1.00,0.66
"<a href=""https://www.baseball-reference.com/players/b/bentlja01.shtml"">Jack Bentley</a>",NY1,30,471,11,9,0,200,90,88,10,59,47,5.045,4.427,1.650,0.80,0.00
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",BSN,27,550,14,7,1,170,72,63,6,70,49,3.093,4.162,1.309,0.70,0.00
"<a href=""https://www.baseball-reference.com/players/b/bentoru01.shtml"">Rube Benton</a>",CIN,35,440,9,10,1,182,88,66,3,34,36,4.050,3.540,1.473,1.06,0.15
"<a href=""https://www.baseball-reference.com/players/b/bettshu01.shtml"">Huck Betts</a>",PHI,28,292,4,5,1,146,86,60,10,38,28,5.548,4.792,1.890,0.74,-0.75
"<a href=""https://www.baseball-reference.com/players/b/biemiha01.shtml"">H. Biemiller</a>",CIN,27,141,0,1,2,45,28,21,2,21,9,4.021,4.307,1.404,0.43,0.21
"<a href=""https://www.baseball-reference.com/players/b/blaehge01.shtml"">G. Blaeholder</a>",SLA,21,6,0,0,0,6,7,7,3,1,1,31.500,21.191,3.500,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/blakesh01.shtml"">S. Blake</a>",CHN,25,694,10,18,2,260,144,125,17,114,93,4.863,4.675,1.617,0.82,0.72
"<a href=""https://www.baseball-reference.com/players/b/blankte01.shtml"">T. Blankenship</a>",CHA,24,696,17,8,1,218,90,78,11,69,81,3.026,3.958,1.237,1.17,5.24
"<a href=""https://www.baseball-reference.com/players/b/bradyne01.shtml"">Neal Brady</a>",CIN,28,191,1,3,1,73,44,33,4,20,12,4.665,4.287,1.461,0.60,-0.20
"<a href=""https://www.baseball-reference.com/players/b/braxtga01.shtml"">G. Braxton</a>",NYA,25,58,1,1,0,26,14,14,1,5,11,6.517,3.257,1.603,2.20,0.00
"<a href=""https://www.baseball-reference.com/players/b/bretthe01.shtml"">Duke Brett</a>",CHN,25,52,1,1,0,12,7,7,0,3,6,3.635,2.742,.865,2.00,0.32
"<a href=""https://www.baseball-reference.com/players/b/brownju01.shtml"">Jumbo Brown</a>",CHN,18,18,0,0,0,5,5,2,0,4,0,3.000,5.151,1.500,0.00,-0.01
"<a href=""https://www.baseball-reference.com/players/b/brownll01.shtml"">Lloyd Brown</a>",BRO,20,190,0,3,0,79,39,29,1,25,23,4.121,3.672,1.642,0.92,0.00
"<a href=""https://www.baseball-reference.com/players/b/buckega01.shtml"">G. Buckeye</a>",CLE,27,459,13,8,0,161,74,62,3,58,49,3.647,3.732,1.431,0.84,3.01
"<a href=""https://www.baseball-reference.com/players/b/bushgu01.shtml"">Guy Bush</a>",CHN,23,546,6,13,4,213,102,87,15,52,76,4.302,4.146,1.456,1.46,0.00
"<a href=""https://www.baseball-reference.com/players/b/bushjo01.shtml"">B. Bush</a>",SLA,32,626,14,14,0,230,129,118,18,91,63,5.089,4.917,1.538,0.69,0.00
"<a href=""https://www.baseball-reference.com/players/c/caldwch01.shtml"">C. Caldwell</a>",NYA,23,8,0,0,0,7,6,5,0,3,1,16.875,4.969,3.750,0.33,-0.22
"<a href=""https://www.baseball-reference.com/players/c/cantrgu01.shtml"">Guy Cantrell</a>",BRO,21,108,1,0,0,42,27,12,0,14,13,3.000,3.460,1.556,0.93,-0.22
"<a href=""https://www.baseball-reference.com/players/c/carlsha01.shtml"">Hal Carlson</a>",PHI,33,702,13,14,0,281,131,110,19,52,80,4.231,4.049,1.423,1.54,0.00
"<a href=""https://www.baseball-reference.com/players/c/carroow01.shtml"">O. Carroll</a>",DET,22,122,2,2,0,46,30,17,1,28,12,3.762,4.773,1.820,0.43,0.00
"<a href=""https://www.baseball-reference.com/players/c/clouged01.shtml"">Ed Clough</a>",SLN,18,30,0,1,0,11,9,9,1,5,3,8.100,5.094,1.600,0.60,-0.19
"<a href=""https://www.baseball-reference.com/players/c/cobbty01.shtml"">Ty Cobb</a>",DET,38,3,0,0,1,0,0,0,0,0,0,.000,3.107,.000,&infin;,0.08
"<a href=""https://www.baseball-reference.com/players/c/colebe01.shtml"">Bert Cole</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotecolebe01"" style=""display:none;""></input><label for=""footnotecolebe01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivcolebe01"">DET, CLE</div></span>",28,233,3,4,2,99,60,52,3,40,16,6.026,4.658,1.790,0.40,-0.32
"<a href=""https://www.baseball-reference.com/players/c/colliri01.shtml"">Rip Collins</a>",DET,29,420,6,11,0,149,86,71,7,52,33,4.564,4.303,1.436,0.63,0.62
"<a href=""https://www.baseball-reference.com/players/c/connasa01.shtml"">S. Connally</a>",CHA,26,314,6,7,8,122,66,54,2,58,45,4.643,4.083,1.720,0.78,0.22
"<a href=""https://www.baseball-reference.com/players/c/coonejo01.shtml"">J. Cooney</a>",BSN,24,737,14,14,0,267,123,95,18,50,65,3.480,4.109,1.290,1.30,2.47
"<a href=""https://www.baseball-reference.com/players/c/coopewi01.shtml"">W. Cooper</a>",CHN,33,637,12,14,0,249,115,101,18,61,41,4.281,4.628,1.460,0.67,1.57
"<a href=""https://www.baseball-reference.com/players/c/couchjo01.shtml"">Johnny Couch</a>",PHI,34,283,5,6,2,112,71,57,9,39,11,5.438,5.332,1.601,0.28,0.14
"<a href=""https://www.baseball-reference.com/players/c/covelst01.shtml"">S. Coveleski</a>",WS1,35,723,20,5,0,230,86,76,7,73,58,2.838,3.931,1.257,0.79,6.26
"<a href=""https://www.baseball-reference.com/players/c/crumpro01.shtml"">Roy Crumpler</a>",PHI,28,14,0,0,0,8,4,4,0,2,1,7.714,3.872,2.143,0.50,-0.01
"<a href=""https://www.baseball-reference.com/players/c/cullobu01.shtml"">Bud Culloton</a>",PIT,29,63,0,1,0,19,8,6,1,1,3,2.571,3.617,.952,3.00,0.39
"<a href=""https://www.baseball-reference.com/players/c/cvengmi01.shtml"">M. Cvengros</a>",CHA,24,314,3,9,0,109,56,50,7,55,32,4.299,4.924,1.567,0.58,0.71
"<a href=""https://www.baseball-reference.com/players/d/danfoda01.shtml"">D. Danforth</a>",SLA,35,477,7,9,2,172,96,77,19,61,53,4.358,5.140,1.465,0.87,1.89
