Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/l/luffhe01.shtml"">Henry Luff</a>",NH1,22,206,1,6,0,98,91,25,2,3,5,3.277,2.699,1.471,1.67,-2.18
"<a href=""https://www.baseball-reference.com/players/m/mannija01.shtml"">Jack Manning</a>",BS1,21,432,16,2,6,152,86,38,1,14,34,2.375,2.280,1.153,2.43,0.93
"<a href=""https://www.baseball-reference.com/players/m/masonch01.shtml"">C. Mason</a>",WS6,22,6,0,0,0,3,2,1,0,1,0,4.500,3.683,2.000,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/m/mathebo01.shtml"">B. Mathews</a>",NY2,23,1877,29,38,0,711,421,173,4,20,75,2.489,2.310,1.168,3.75,0.00
"<a href=""https://www.baseball-reference.com/players/m/mcbridi01.shtml"">Dick McBride</a>",PH1,28,1614,44,14,0,607,297,139,4,24,27,2.325,2.505,1.173,1.12,9.23
"<a href=""https://www.baseball-reference.com/players/m/mcmuljo01.shtml"">J. McMullin</a>",PH2,26,34,0,0,0,32,23,10,0,1,0,7.941,2.560,2.912,0.00,-0.91
"<a href=""https://www.baseball-reference.com/players/m/mcveyca01.shtml"">Cal McVey</a>",BS1,25,33,1,0,1,15,9,6,0,1,1,4.909,2.455,1.455,1.00,-0.13
"<a href=""https://www.baseball-reference.com/players/m/morgapi01.shtml"">P. Morgan</a>",SL1,22,126,1,3,0,40,40,6,0,1,7,1.286,2.119,.976,7.00,-0.36
"<a href=""https://www.baseball-reference.com/players/n/nichotr01.shtml"">T. Nichols</a>",NH1,24,864,4,29,0,321,245,76,2,9,48,2.375,2.230,1.146,5.33,-1.18
"<a href=""https://www.baseball-reference.com/players/o/o'neij.01.shtml"">Hugh O'Neil</a>",BR2,19,102,0,4,0,59,45,19,3,0,0,5.029,3.380,1.735,&infin;,-0.97
"<a href=""https://www.baseball-reference.com/players/p/paborch01.shtml"">C. Pabor</a>",BR2,28,12,0,1,0,11,12,4,0,1,0,9.000,2.856,3.000,0.00,-0.37
"<a href=""https://www.baseball-reference.com/players/p/parksbi01.shtml"">Bill Parks</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteparksbi01"" style=""display:none;""></input><label for=""footnoteparksbi01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivparksbi01"">WS6, PH2</div></span>",26,336,4,8,0,157,131,44,3,6,3,3.536,2.780,1.455,0.50,-1.08
"<a href=""https://www.baseball-reference.com/players/p/pearcdi01.shtml"">D. Pearce</a>",SL2,39,16,0,0,0,10,11,2,0,0,0,3.375,2.370,1.875,&infin;,-0.49
"<a href=""https://www.baseball-reference.com/players/r/ryanjo01.shtml"">Johnny Ryan</a>",NH1,21,178,1,5,0,70,55,21,1,9,1,3.185,2.978,1.331,0.11,-0.58
"<a href=""https://www.baseball-reference.com/players/s/spaldal01.shtml"">Al Spalding</a>",BS1,24,1712,54,5,9,573,241,101,1,18,75,1.593,2.217,1.036,4.17,12.84
"<a href=""https://www.baseball-reference.com/players/s/stearbi01.shtml"">Bill Stearns</a>",WS6,22,423,1,14,0,246,211,63,3,4,3,4.021,2.636,1.773,0.75,-3.98
"<a href=""https://www.baseball-reference.com/players/s/suttoez01.shtml"">Ezra Sutton</a>",PH1,25,18,0,0,0,14,13,7,0,0,0,10.500,2.370,2.333,&infin;,-0.52
"<a href=""https://www.baseball-reference.com/players/w/weavesa01.shtml"">Sam Weaver</a>",PH2,19,18,1,0,0,6,2,1,0,2,2,1.500,2.708,1.333,1.00,0.26
"<a href=""https://www.baseball-reference.com/players/w/withech01.shtml"">C. Witherow</a>",WS6,23,3,0,1,0,4,5,2,0,0,0,18.000,2.370,4.000,&infin;,-0.25
"<a href=""https://www.baseball-reference.com/players/w/wrighge01.shtml"">G. Wright</a>",BS1,28,12,0,1,0,5,3,3,0,0,0,6.750,2.370,1.250,&infin;,-0.03
"<a href=""https://www.baseball-reference.com/players/z/zettlge01.shtml"">G. Zettlein</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotezettlge01"" style=""display:none;""></input><label for=""footnotezettlge01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivzettlge01"">CH2, PH2</div></span>",30,1390,29,22,0,475,263,82,0,16,31,1.593,2.339,1.060,1.94,8.39
