Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/aasedo01.shtml"">Don Aase</a>",CAL,23,178&‌#8532;,11,8,0,185,88,80,14,80,93,4.030,3.872,1.483,1.16,1.51
"<a href=""https://www.baseball-reference.com/players/a/abbotgl01.shtml"">Glenn Abbott</a>",SEA,27,155&‌#8531;,7,15,0,191,99,91,22,44,67,5.273,4.297,1.513,1.52,.00
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">Doyle Alexander</a>",TEX,27,191,9,10,0,198,84,82,18,71,81,3.864,4.057,1.408,1.14,.00
"<a href=""https://www.baseball-reference.com/players/a/andujjo01.shtml"">Joaquin Andujar</a>",HOU,25,110&‌#8532;,5,7,1,88,45,42,3,58,55,3.416,3.437,1.319,.95,1.32
"<a href=""https://www.baseball-reference.com/players/a/arroyfe01.shtml"">Fernando Arroyo</a>",DET,26,4&‌#8531;,0,0,0,8,4,4,1,0,1,8.308,4.223,1.846,&infin;,-.08
"<a href=""https://www.baseball-reference.com/players/a/atkinbi01.shtml"">Bill Atkinson</a>",MON,23,45&‌#8531;,2,2,3,45,23,22,5,28,32,4.368,4.385,1.610,1.14,-.48
"<a href=""https://www.baseball-reference.com/players/a/augusje01.shtml"">Jerry Augustine</a>",ML4,25,188&‌#8531;,13,12,0,204,100,95,14,61,59,4.540,3.824,1.407,.97,.22
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>",MON,33,75,1,5,7,74,35,32,9,31,44,3.840,4.243,1.400,1.42,-.45
"<a href=""https://www.baseball-reference.com/players/b/bairdo01.shtml"">Doug Bair</a>",CIN,28,100&‌#8531;,7,6,28,87,23,22,6,38,91,1.973,2.684,1.246,2.39,.00
"<a href=""https://www.baseball-reference.com/players/b/bakerst01.shtml"">Steve Baker</a>",DET,21,63&‌#8531;,2,4,0,66,37,32,6,42,39,4.547,4.551,1.705,.93,-.18
"<a href=""https://www.baseball-reference.com/players/b/bannifl01.shtml"">Floyd Bannister</a>",HOU,23,110&‌#8531;,3,9,0,120,59,59,13,63,94,4.813,4.037,1.659,1.49,-.27
"<a href=""https://www.baseball-reference.com/players/b/barkele01.shtml"">Len Barker</a>",TEX,22,52&‌#8531;,1,5,4,63,31,28,6,29,33,4.815,4.284,1.758,1.14,.00
"<a href=""https://www.baseball-reference.com/players/b/barlomi01.shtml"">Mike Barlow</a>",CAL,30,2,0,0,0,3,1,1,0,0,1,4.500,1.634,1.500,&infin;,.01
"<a href=""https://www.baseball-reference.com/players/b/barrifr01.shtml"">Francisco Barrios</a>",CHA,25,195&‌#8532;,9,15,0,180,93,88,13,85,79,4.048,3.855,1.354,.93,2.48
"<a href=""https://www.baseball-reference.com/players/b/barrji01.shtml"">Jim Barr</a>",SFN,30,163,8,11,1,180,69,64,7,35,44,3.534,3.230,1.319,1.26,1.69
"<a href=""https://www.baseball-reference.com/players/b/baumgro01.shtml"">Ross Baumgarten</a>",CHA,23,23,2,2,0,29,15,15,3,9,15,5.870,3.920,1.652,1.67,-.20
"<a href=""https://www.baseball-reference.com/players/b/beattji01.shtml"">Jim Beattie</a>",NYA,23,128,6,9,0,123,60,53,8,51,65,3.727,3.389,1.359,1.27,.67
"<a href=""https://www.baseball-reference.com/players/b/berenju01.shtml"">Juan Berenguer</a>",NYN,23,13,0,2,0,17,12,12,1,11,8,8.308,4.542,2.154,.73,-.43
"<a href=""https://www.baseball-reference.com/players/b/bernadw01.shtml"">Dwight Bernard</a>",NYN,26,48,1,4,0,54,25,23,4,27,26,4.312,4.268,1.688,.96,-.15
"<a href=""https://www.baseball-reference.com/players/b/bibbyji01.shtml"">Jim Bibby</a>",PIT,33,107,8,7,1,100,52,42,10,39,72,3.533,3.473,1.299,1.85,.63
"<a href=""https://www.baseball-reference.com/players/b/billija01.shtml"">Jack Billingham</a>",DET,35,201&‌#8532;,15,8,0,218,95,87,16,65,59,3.883,3.897,1.403,.91,.00
"<a href=""https://www.baseball-reference.com/players/b/birddo01.shtml"">Doug Bird</a>",KCA,28,98&‌#8532;,6,6,1,110,63,58,8,31,48,5.291,3.505,1.429,1.55,.00
"<a href=""https://www.baseball-reference.com/players/b/bluevi01.shtml"">Vida Blue</a>",SFN,28,258,18,10,0,233,87,80,12,70,171,2.791,2.679,1.174,2.44,5.75
"<a href=""https://www.baseball-reference.com/players/b/blylebe01.shtml"">Bert Blyleven</a>",PIT,27,243&‌#8532;,14,10,0,217,94,82,17,66,182,3.029,2.734,1.161,2.76,5.05
"<a href=""https://www.baseball-reference.com/players/b/boggsto01.shtml"">Tommy Boggs</a>",ATL,22,59,2,8,0,80,46,44,8,26,21,6.712,4.712,1.797,.81,-.85
"<a href=""https://www.baseball-reference.com/players/b/boitada01.shtml"">Dan Boitano</a>",PHI,25,1,0,0,0,0,0,0,0,1,0,.000,6.539,1.000,.00,.05
"<a href=""https://www.baseball-reference.com/players/b/bombama01.shtml"">Mark Bomback</a>",ML4,25,1&‌#8532;,0,0,0,5,3,3,1,1,1,16.200,8.526,3.600,1.00,-.10
"<a href=""https://www.baseball-reference.com/players/b/bonhabi01.shtml"">Bill Bonham</a>",CIN,29,140&‌#8531;,11,5,0,151,59,55,9,50,83,3.527,3.257,1.432,1.66,1.70
"<a href=""https://www.baseball-reference.com/players/b/borbope01.shtml"">Pedro Borbon</a>",CIN,31,99&‌#8531;,8,2,4,102,56,55,6,27,35,4.983,3.390,1.299,1.30,-.79
"<a href=""https://www.baseball-reference.com/players/b/boutoji01.shtml"">Jim Bouton</a>",ATL,39,29,1,3,0,25,18,16,4,21,10,4.966,6.090,1.586,.48,.03
"<a href=""https://www.baseball-reference.com/players/b/brettke01.shtml"">Ken Brett</a>",CAL,29,100,3,5,1,100,60,55,12,42,43,4.950,4.559,1.420,1.02,.00
"<a href=""https://www.baseball-reference.com/players/b/brilene01.shtml"">Nelson Briles</a>",BAL,34,54&‌#8531;,4,4,0,58,31,28,6,21,30,4.638,3.955,1.454,1.43,-.26
"<a href=""https://www.baseball-reference.com/players/b/brobepe01.shtml"">Pete Broberg</a>",OAK,28,165&‌#8532;,10,12,0,174,101,85,16,65,94,4.618,3.790,1.443,1.45,-.55
"<a href=""https://www.baseball-reference.com/players/b/brownto04.shtml"">Tom Brown</a>",SEA,28,13,0,0,0,14,6,6,2,4,8,4.154,4.341,1.385,2.00,.12
