Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/allenbo03.shtml"">Bob Allen</a>",PHI,22,12,0,1,0,18,12,9,2,8,8,6.750,5.472,2.167,1.00,-.43
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",CLE,32,173,15,1,0,157,55,49,4,60,87,2.549,3.298,1.254,1.45,.00
"<a href=""https://www.baseball-reference.com/players/a/anderre01.shtml"">Red Anderson</a>",WS1,25,10&‌#8532;,0,1,0,11,9,8,0,11,3,6.750,5.417,2.062,.27,-.19
"<a href=""https://www.baseball-reference.com/players/a/andreiv01.shtml"">Ivy Andrews</a>",2,30,108&‌#8532;,6,6,1,125,52,46,5,26,33,3.810,3.739,1.390,1.27,1.91
"<a href=""https://www.baseball-reference.com/players/a/andrena01.shtml"">Nate Andrews</a>",SLN,23,9,0,0,0,12,4,4,1,3,6,4.000,4.106,1.667,2.00,.13
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">Pete Appleton</a>",WS1,33,168,8,15,2,167,103,82,16,72,62,4.393,4.793,1.423,.86,.63
"<a href=""https://www.baseball-reference.com/players/a/archefr01.shtml"">Fred Archer</a>",PHA,27,3,0,0,0,4,2,2,0,0,2,6.000,1.852,1.333,&infin;,.01
"<a href=""https://www.baseball-reference.com/players/a/aukerel01.shtml"">Elden Auker</a>",DET,26,252&‌#8532;,17,9,1,250,127,109,13,97,73,3.883,4.254,1.373,.75,4.25
"<a href=""https://www.baseball-reference.com/players/b/baeched01.shtml"">Ed Baecht</a>",SLA,30,6&‌#8531;,0,0,0,13,15,9,3,6,3,12.789,9.338,3.000,.50,-.38
"<a href=""https://www.baseball-reference.com/players/b/bakerto01.shtml"">Tom Baker</a>",2,24,39&‌#8531;,1,1,0,44,25,22,1,21,13,5.034,4.252,1.653,.62,-.03
"<a href=""https://www.baseball-reference.com/players/b/barrere01.shtml"">Red Barrett</a>",CIN,22,6&‌#8531;,0,0,0,5,1,1,0,2,1,1.421,3.767,1.105,.50,.24
"<a href=""https://www.baseball-reference.com/players/b/bauerru01.shtml"">Russ Bauers</a>",PIT,23,187&‌#8532;,13,6,1,174,70,60,2,80,118,2.877,3.135,1.353,1.48,4.10
"<a href=""https://www.baseball-reference.com/players/b/bildiem01.shtml"">Emil Bildilli</a>",SLA,24,8,0,1,0,12,9,9,1,3,2,10.125,5.211,1.875,.67,-.16
"<a href=""https://www.baseball-reference.com/players/b/birkora01.shtml"">Ralph Birkofer</a>",BRO,28,29&‌#8532;,0,2,0,45,28,22,3,9,9,6.674,4.473,1.820,1.00,-.58
"<a href=""https://www.baseball-reference.com/players/b/blakesh01.shtml"">Sheriff Blake</a>",2,37,80&‌#8531;,2,5,1,100,56,49,6,38,32,5.490,4.573,1.718,.84,-.03
"<a href=""https://www.baseball-reference.com/players/b/blantcy01.shtml"">Cy Blanton</a>",PIT,28,242&‌#8532;,14,12,0,250,115,89,13,76,143,3.301,3.433,1.343,1.88,2.34
"<a href=""https://www.baseball-reference.com/players/b/bonetju01.shtml"">Julio Bonetti</a>",SLA,25,143&‌#8531;,4,11,1,190,103,93,13,60,43,5.840,4.772,1.744,.72,.70
"<a href=""https://www.baseball-reference.com/players/b/bowmajo01.shtml"">Joe Bowman</a>",PIT,27,128,8,8,1,161,78,65,11,35,38,4.570,4.328,1.531,1.09,-.40
"<a href=""https://www.baseball-reference.com/players/b/branded01.shtml"">Ed Brandt</a>",PIT,32,176&‌#8531;,11,10,2,177,73,61,11,67,74,3.113,4.149,1.384,1.10,3.02
