Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",CLE,35,138&‌#8532;,9,8,5,126,61,53,3,48,62,3.440,3.206,1.255,1.29,.00
"<a href=""https://www.baseball-reference.com/players/a/anderre01.shtml"">Red Anderson</a>",WS1,28,14,1,1,0,12,6,6,0,5,3,3.857,3.545,1.214,.60,.31
"<a href=""https://www.baseball-reference.com/players/a/andrena01.shtml"">Nate Andrews</a>",CLE,26,12,0,1,0,16,9,8,1,6,3,6.000,4.889,1.833,.50,-.15
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">Pete Appleton</a>",CHA,36,57&‌#8532;,4,0,5,54,39,36,8,28,21,5.618,5.404,1.422,.75,-.43
"<a href=""https://www.baseball-reference.com/players/a/aukerel01.shtml"">Elden Auker</a>",SLA,29,263&‌#8532;,16,11,0,299,129,116,17,96,78,3.960,4.110,1.498,.81,4.44
"<a href=""https://www.baseball-reference.com/players/b/babicjo01.shtml"">Johnny Babich</a>",PHA,27,229&‌#8531;,14,13,0,222,111,95,16,80,94,3.728,3.956,1.317,1.18,4.79
"<a href=""https://www.baseball-reference.com/players/b/bagbyji02.shtml"">Jim Bagby</a>",BOS,23,182&‌#8532;,10,16,2,217,104,96,15,83,57,4.730,4.592,1.642,.69,1.72
"<a href=""https://www.baseball-reference.com/players/b/barnige01.shtml"">George Barnicle</a>",BSN,22,32&‌#8532;,1,0,0,28,28,27,1,31,11,7.439,4.983,1.806,.35,-.76
"<a href=""https://www.baseball-reference.com/players/b/barrere01.shtml"">Red Barrett</a>",CIN,25,2&‌#8532;,1,0,0,5,2,2,0,1,0,6.750,3.934,2.250,.00,-.06
"<a href=""https://www.baseball-reference.com/players/b/bauerru01.shtml"">Russ Bauers</a>",PIT,26,30&‌#8532;,0,2,0,42,29,26,2,18,11,7.630,4.389,1.957,.61,-.76
"<a href=""https://www.baseball-reference.com/players/b/beckbo01.shtml"">Boom-Boom Beck</a>",PHI,35,129&‌#8531;,4,9,0,147,69,62,13,41,38,4.314,4.288,1.454,.93,.80
"<a href=""https://www.baseball-reference.com/players/b/beckmbi01.shtml"">Bill Beckmann</a>",PHA,32,127&‌#8531;,8,4,1,132,68,59,11,35,47,4.170,4.023,1.312,1.34,1.75
"<a href=""https://www.baseball-reference.com/players/b/beggsjo01.shtml"">Joe Beggs</a>",CIN,29,76&‌#8532;,12,3,7,68,19,17,1,21,25,1.996,3.154,1.161,1.19,3.01
"<a href=""https://www.baseball-reference.com/players/b/bentoal01.shtml"">Al Benton</a>",DET,29,79&‌#8531;,6,10,17,93,44,39,5,36,50,4.424,3.707,1.626,1.39,1.13
"<a href=""https://www.baseball-reference.com/players/b/bessehe01.shtml"">Herman Besse</a>",PHA,28,53,0,3,0,70,56,52,10,34,19,8.830,6.199,1.962,.56,-1.24
"<a href=""https://www.baseball-reference.com/players/b/bildiem01.shtml"">Emil Bildilli</a>",SLA,27,97,2,4,1,113,68,60,12,52,32,5.567,5.387,1.701,.62,-.01
"<a href=""https://www.baseball-reference.com/players/b/blantcy01.shtml"">Cy Blanton</a>",PHI,31,77,4,3,0,82,43,37,7,21,24,4.325,4.177,1.338,1.14,.48
"<a href=""https://www.baseball-reference.com/players/b/bonetju01.shtml"">Julio Bonetti</a>",CHN,28,1&‌#8531;,0,0,0,3,3,3,0,4,0,20.250,9.740,5.250,.00,-.13
"<a href=""https://www.baseball-reference.com/players/b/bonhati01.shtml"">Tiny Bonham</a>",NYA,26,99&‌#8531;,9,3,0,83,24,21,4,13,37,1.903,3.014,.966,2.85,3.20
"<a href=""https://www.baseball-reference.com/players/b/bowmabo01.shtml"">Bob Bowman</a>",SLN,29,114&‌#8531;,7,5,0,118,66,55,9,43,43,4.329,4.137,1.408,1.00,-.11
"<a href=""https://www.baseball-reference.com/players/b/bowmajo01.shtml"">Joe Bowman</a>",PIT,30,187&‌#8532;,9,10,2,209,113,93,10,66,57,4.460,3.831,1.465,.86,-.55
"<a href=""https://www.baseball-reference.com/players/b/brechha01.shtml"">Harry Brecheen</a>",SLN,25,3&‌#8531;,0,0,0,2,1,0,0,2,4,.000,2.232,1.200,2.00,.08
"<a href=""https://www.baseball-reference.com/players/b/breuema01.shtml"">Marv Breuer</a>",NYA,26,164,8,9,0,175,89,83,20,61,71,4.555,4.657,1.439,1.16,.54
"<a href=""https://www.baseball-reference.com/players/b/bridgto01.shtml"">Tommy Bridges</a>",DET,33,197&‌#8532;,12,9,0,171,89,74,11,88,133,3.369,3.554,1.310,1.51,4.96
"<a href=""https://www.baseball-reference.com/players/b/browncl01.shtml"">Clint Brown</a>",CHA,36,66,4,6,10,75,30,27,5,16,23,3.682,3.726,1.379,1.44,1.22
"<a href=""https://www.baseball-reference.com/players/b/brownju01.shtml"">Jumbo Brown</a>",NY1,33,55&‌#8531;,2,4,7,49,25,21,5,25,31,3.416,4.259,1.337,1.24,.69
"<a href=""https://www.baseball-reference.com/players/b/brownll01.shtml"">Lloyd Brown</a>",PHI,35,37&‌#8532;,1,3,3,58,26,26,3,16,16,6.212,4.127,1.965,1.00,-.46
"<a href=""https://www.baseball-reference.com/players/b/brownma01.shtml"">Mace Brown</a>",PIT,31,173,10,9,7,181,78,67,5,49,73,3.486,3.177,1.329,1.49,.00
"<a href=""https://www.baseball-reference.com/players/b/brunero01.shtml"">Roy Bruner</a>",PHI,23,6&‌#8531;,0,0,0,5,4,4,2,6,4,5.684,9.317,1.737,.67,-.01
"<a href=""https://www.baseball-reference.com/players/b/bryancl01.shtml"">Clay Bryant</a>",CHN,28,26&‌#8531;,0,1,0,26,17,14,2,14,5,4.785,5.132,1.519,.36,-.21
"<a href=""https://www.baseball-reference.com/players/b/butchma01.shtml"">Max Butcher</a>",PIT,29,136&‌#8531;,8,9,2,161,99,91,13,46,40,6.007,4.441,1.518,.87,-1.55
