Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/andrehu01.shtml"">Hub Andrews</a>",NY1,25,9,0,0,0,3,1,0,0,0,0,.000,2.657,1.000,&infin;,0.07
"<a href=""https://www.baseball-reference.com/players/a/antonjo02.shtml"">J. Antonelli</a>",BSN,18,12,0,0,1,2,1,1,0,3,0,2.250,5.202,1.250,0.00,0.10
"<a href=""https://www.baseball-reference.com/players/b/bantaja01.shtml"">Jack Banta</a>",BRO,23,10,0,1,0,5,6,3,0,5,1,8.100,6.251,3.000,0.20,-0.31
"<a href=""https://www.baseball-reference.com/players/b/barnere02.shtml"">Rex Barney</a>",BRO,23,740,15,13,0,193,101,85,17,122,138,3.101,3.908,1.277,1.13,4.52
"<a href=""https://www.baseball-reference.com/players/b/barrere01.shtml"">Red Barrett</a>",BSN,33,385,7,8,0,132,56,52,9,26,40,3.647,3.559,1.231,1.54,1.38
"<a href=""https://www.baseball-reference.com/players/b/beardge01.shtml"">Gene Bearden</a>",CLE,27,689,20,7,1,187,72,62,9,106,80,2.430,3.907,1.276,0.75,0.00
"<a href=""https://www.baseball-reference.com/players/b/beazljo01.shtml"">J. Beazley</a>",BSN,30,48,0,1,0,19,13,8,2,7,4,4.500,4.952,1.625,0.57,-0.27
"<a href=""https://www.baseball-reference.com/players/b/beerscl01.shtml"">C. Beers</a>",SLN,29,2,0,0,0,3,4,1,0,1,0,13.500,4.636,6.000,0.00,-0.21
"<a href=""https://www.baseball-reference.com/players/b/beggsjo01.shtml"">Joe Beggs</a>",NY1,37,1,0,0,0,2,0,0,0,0,0,.000,2.657,6.000,&infin;,0.03
"<a href=""https://www.baseball-reference.com/players/b/behrmha01.shtml"">Hank Behrman</a>",BRO,27,273,5,4,7,95,51,41,7,42,42,4.055,4.004,1.505,1.00,0.24
"<a href=""https://www.baseball-reference.com/players/b/bentoal01.shtml"">Al Benton</a>",DET,37,133,2,2,3,45,34,28,4,36,18,5.684,5.398,1.827,0.50,-0.60
"<a href=""https://www.baseball-reference.com/players/b/bickfve01.shtml"">V. Bickford</a>",BSN,27,438,11,5,1,125,59,53,9,63,60,3.267,3.888,1.288,0.95,2.57
"<a href=""https://www.baseball-reference.com/players/b/bicknch01.shtml"">C. Bicknell</a>",PHI,19,77,0,1,0,29,20,17,5,17,5,5.961,6.870,1.792,0.29,-0.14
"<a href=""https://www.baseball-reference.com/players/b/biscafr01.shtml"">Frank Biscan</a>",SLA,28,296,6,7,2,129,78,67,3,71,45,6.111,3.913,2.027,0.63,-0.59
"<a href=""https://www.baseball-reference.com/players/b/blackdo01.shtml"">Don Black</a>",CLE,31,156,2,2,0,57,33,31,5,40,16,5.365,5.510,1.865,0.40,-0.49
"<a href=""https://www.baseball-reference.com/players/b/blackew01.shtml"">E. Blackwell</a>",CIN,25,416,7,9,1,134,73,70,12,52,114,4.543,3.159,1.341,2.19,1.28
"<a href=""https://www.baseball-reference.com/players/b/blackji01.shtml"">J. Blackburn</a>",CIN,24,97,0,2,0,38,18,15,1,14,10,4.175,3.705,1.608,0.71,0.24
"<a href=""https://www.baseball-reference.com/players/b/bonhati01.shtml"">Tiny Bonham</a>",PIT,34,407,6,10,0,145,71,65,18,23,42,4.312,4.239,1.238,1.83,0.96
"<a href=""https://www.baseball-reference.com/players/b/borowha01.shtml"">Hank Borowy</a>",CHN,32,381,5,10,1,156,80,69,9,49,50,4.890,3.901,1.614,1.02,0.00
"<a href=""https://www.baseball-reference.com/players/b/bradlfr01.shtml"">Fred Bradley</a>",CHA,27,47,0,0,0,11,12,8,2,4,2,4.596,4.715,.957,0.50,-0.17
"<a href=""https://www.baseball-reference.com/players/b/brancra01.shtml"">Ralph Branca</a>",BRO,22,647,14,9,1,189,93,84,24,80,122,3.505,4.059,1.247,1.52,3.71
"<a href=""https://www.baseball-reference.com/players/b/brazlal01.shtml"">Al Brazle</a>",SLN,34,469,10,6,1,171,77,66,8,50,55,3.800,3.558,1.414,1.10,1.84
"<a href=""https://www.baseball-reference.com/players/b/brechha01.shtml"">H. Brecheen</a>",SLN,33,700,20,7,1,193,62,58,6,49,149,2.237,2.318,1.037,3.04,8.74
"<a href=""https://www.baseball-reference.com/players/b/brisslo01.shtml"">Lou Brissie</a>",PHA,24,582,14,10,5,202,100,89,6,95,127,4.129,3.167,1.531,1.34,0.00
"<a href=""https://www.baseball-reference.com/players/b/burkhke01.shtml"">Ken Burkhart</a>",2,31,237,0,3,1,92,58,55,7,30,30,6.266,4.031,1.544,1.00,-0.04
"<a href=""https://www.baseball-reference.com/players/b/byrneto01.shtml"">Tommy Byrne</a>",NYA,28,401,8,5,2,79,55,49,8,101,93,3.299,4.222,1.347,0.92,1.80
"<a href=""https://www.baseball-reference.com/players/c/caldwea01.shtml"">E. Caldwell</a>",2,43,144,2,6,3,64,39,36,5,33,15,6.750,5.197,2.021,0.45,0.01
"<a href=""https://www.baseball-reference.com/players/c/candimi01.shtml"">Milo Candini</a>",WS1,30,283,2,3,3,96,56,54,1,63,23,5.152,4.284,1.686,0.37,0.28
"<a href=""https://www.baseball-reference.com/players/c/carlsdo01.shtml"">Don Carlsen</a>",CHN,21,3,0,0,0,5,4,4,0,2,1,36.000,4.560,7.000,0.50,-0.15
"<a href=""https://www.baseball-reference.com/players/c/caseyhu01.shtml"">Hugh Casey</a>",BRO,34,108,3,0,4,59,36,32,6,17,7,8.000,5.548,2.111,0.41,0.00
"<a href=""https://www.baseball-reference.com/players/c/chambcl01.shtml"">C. Chambers</a>",CHN,26,311,2,9,0,100,57,51,4,48,51,4.428,3.471,1.428,1.06,0.38
"<a href=""https://www.baseball-reference.com/players/c/chesnbo01.shtml"">Bob Chesnes</a>",PIT,27,583,14,6,0,180,92,77,13,90,69,3.566,4.195,1.389,0.77,2.40
"<a href=""https://www.baseball-reference.com/players/c/chipmbo01.shtml"">Bob Chipman</a>",CHN,29,181,2,1,4,73,34,24,5,24,16,3.580,4.286,1.608,0.67,0.14
"<a href=""https://www.baseball-reference.com/players/c/chrisru01.shtml"">R. Christopher</a>",CLE,30,177,3,2,17,55,21,19,3,27,14,2.898,4.244,1.390,0.52,1.31
"<a href=""https://www.baseball-reference.com/players/c/colemjo04.shtml"">Joe Coleman</a>",PHA,25,647,14,13,0,224,105,98,11,90,86,4.090,3.741,1.456,0.96,2.51
"<a href=""https://www.baseball-reference.com/players/c/coopeca01.shtml"">Cal Cooper</a>",WS1,25,3,0,0,0,5,5,5,1,1,0,45.000,11.705,6.000,0.00,-0.30
"<a href=""https://www.baseball-reference.com/players/c/cresswa01.shtml"">Walker Cress</a>",CIN,31,180,0,1,0,60,32,30,2,42,33,4.500,4.076,1.700,0.79,0.63
"<a href=""https://www.baseball-reference.com/players/d/dealco01.shtml"">Cot Deal</a>",BOS,25,12,1,0,0,3,0,0,0,3,2,.000,3.923,1.500,0.67,0.17
"<a href=""https://www.baseball-reference.com/players/d/dicksmu01.shtml"">M. Dickson</a>",SLN,31,757,12,16,1,257,121,116,39,85,113,4.137,4.831,1.355,1.33,3.75
"<a href=""https://www.baseball-reference.com/players/d/dietrbi01.shtml"">B. Dietrich</a>",PHA,38,46,1,2,0,21,10,10,0,9,5,5.870,3.732,1.957,0.56,-0.06
"<a href=""https://www.baseball-reference.com/players/d/doberje01.shtml"">J. Dobernic</a>",CHN,30,257,7,2,1,67,33,30,8,40,48,3.152,4.150,1.249,1.20,1.85
"<a href=""https://www.baseball-reference.com/players/d/dobsojo01.shtml"">Joe Dobson</a>",BOS,31,736,16,10,2,237,115,97,14,92,116,3.558,3.563,1.341,1.26,3.67
"<a href=""https://www.baseball-reference.com/players/d/donnebl01.shtml"">B. Donnelly</a>",PHI,34,395,5,7,2,125,65,54,13,49,46,3.691,4.471,1.322,0.94,2.05
"<a href=""https://www.baseball-reference.com/players/d/dorisha01.shtml"">Fritz Dorish</a>",BOS,26,43,0,1,0,18,13,9,1,6,5,5.651,3.924,1.674,0.83,0.00
"<a href=""https://www.baseball-reference.com/players/d/dreiscl01.shtml"">C. Dreisewerd</a>",2,32,105,0,2,2,45,23,22,9,13,8,5.657,6.745,1.657,0.62,-0.02
"<a href=""https://www.baseball-reference.com/players/d/drewska01.shtml"">Karl Drews</a>",2,28,228,5,5,3,78,52,50,6,69,22,5.921,5.869,1.934,0.32,0.00
"<a href=""https://www.baseball-reference.com/players/d/dubiemo01.shtml"">Monk Dubiel</a>",PHI,30,451,8,10,4,139,84,65,13,58,42,3.891,4.437,1.310,0.72,1.12
"<a href=""https://www.baseball-reference.com/players/d/dusaker01.shtml"">Erv Dusak</a>",SLN,27,3,0,0,0,0,0,0,0,1,0,.000,6.616,1.000,0.00,0.00
