Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/baileha01.shtml"">H. Bailey</a>",BSN,23,20,0,0,0,24,16,11,0,11,9,4.950,3.257,1.750,0.82,-0.12
"<a href=""https://www.baseball-reference.com/players/b/bernhbi01.shtml"">B. Bernhard</a>",PHI,29,218&frac23;,15,10,2,284,151,116,3,74,49,4.774,3.473,1.637,0.66,0.00
"<a href=""https://www.baseball-reference.com/players/b/breitte01.shtml"">T. Breitenst</a>",CIN,31,192&frac13;,10,10,0,205,111,78,4,79,39,3.650,3.718,1.477,0.49,1.82
"<a href=""https://www.baseball-reference.com/players/c/callani01.shtml"">J. Callahan</a>",CHN,26,285&frac13;,13,16,0,347,195,121,5,74,77,3.817,3.055,1.475,1.04,0.53
"<a href=""https://www.baseball-reference.com/players/c/carribi01.shtml"">Bill Carrick</a>",NY1,26,341&frac23;,19,22,0,415,224,134,7,92,63,3.530,3.406,1.484,0.68,1.52
"<a href=""https://www.baseball-reference.com/players/c/chambro01.shtml"">R. Chambers</a>",BSN,24,4,0,0,1,5,6,5,0,5,2,11.250,5.476,2.500,0.40,-0.21
"<a href=""https://www.baseball-reference.com/players/c/chesbja01.shtml"">Jack Chesbro</a>",PIT,26,215&frac23;,15,13,1,220,123,88,4,79,56,3.672,3.494,1.386,0.71,0.00
"<a href=""https://www.baseball-reference.com/players/c/cogandi01.shtml"">Dick Cogan</a>",NY1,28,8,0,0,0,10,6,6,0,6,1,6.750,4.755,2.000,0.17,-0.03
"<a href=""https://www.baseball-reference.com/players/c/connbe01.shtml"">Bert Conn</a>",PHI,20,17&frac13;,0,2,0,29,29,16,0,16,2,8.308,4.154,2.596,0.12,-1.02
"<a href=""https://www.baseball-reference.com/players/c/cunnibe01.shtml"">B. Cunningham</a>",CHN,34,64,4,3,0,84,53,31,0,21,7,4.359,3.381,1.641,0.33,-0.58
"<a href=""https://www.baseball-reference.com/players/c/cuppyni01.shtml"">Nig Cuppy</a>",BSN,30,105&frac13;,8,4,1,107,64,36,8,24,23,3.076,3.933,1.244,0.96,1.10
"<a href=""https://www.baseball-reference.com/players/d/dinnebi01.shtml"">Bill Dinneen</a>",BSN,24,320&frac23;,20,14,0,304,161,111,11,105,107,3.115,3.529,1.275,1.02,6.66
"<a href=""https://www.baseball-reference.com/players/d/dohened01.shtml"">Ed Doheny</a>",NY1,26,133&frac23;,4,14,0,148,134,81,2,96,44,5.454,4.013,1.825,0.46,-2.78
"<a href=""https://www.baseball-reference.com/players/d/donahre01.shtml"">Red Donahue</a>",PHI,27,240,15,10,0,299,144,96,6,50,41,3.600,3.310,1.454,0.82,0.00
"<a href=""https://www.baseball-reference.com/players/d/donovbi01.shtml"">Bill Donovan</a>",BRO,23,31,1,2,0,36,23,23,0,18,13,6.677,3.421,1.742,0.72,-0.08
"<a href=""https://www.baseball-reference.com/players/d/dunnja01.shtml"">Jack Dunn</a>",2,27,143,8,9,0,175,98,82,3,57,18,5.161,3.836,1.622,0.32,0.00
"<a href=""https://www.baseball-reference.com/players/e/easonma01.shtml"">Mal Eason</a>",CHN,21,9,1,0,0,9,2,1,0,3,2,1.000,3.390,1.333,0.67,0.00
