Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/aasedo01.shtml"">Don Aase</a>",BAL,32,24,1,0,2,8,2,2,1,4,3,2.250,5.498,1.500,0.75,0.38
"<a href=""https://www.baseball-reference.com/players/a/ackerji01.shtml"">Jim Acker</a>",ATL,28,344,4,9,14,109,57,53,11,51,68,4.160,4.196,1.395,1.33,1.10
"<a href=""https://www.baseball-reference.com/players/a/agostju01.shtml"">Juan Agosto</a>",HOU,29,82,1,1,2,26,12,8,1,10,6,2.634,4.011,1.317,0.60,0.00
"<a href=""https://www.baseball-reference.com/players/a/aguilri01.shtml"">R. Aguilera</a>",NYN,25,345,11,3,0,124,53,46,12,33,77,3.600,3.653,1.365,2.33,0.00
"<a href=""https://www.baseball-reference.com/players/a/akerfda01.shtml"">D. Akerfelds</a>",CLE,25,224,2,6,0,84,60,56,18,38,42,6.750,6.140,1.634,1.11,-0.61
"<a href=""https://www.baseball-reference.com/players/a/aldrija01.shtml"">Jay Aldrich</a>",ML4,26,175,3,1,0,71,33,32,8,13,22,4.937,4.442,1.440,1.69,0.00
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">D. Alexander</a>",2,36,618,14,10,0,178,73,69,24,53,108,3.015,4.154,1.121,2.04,6.53
"<a href=""https://www.baseball-reference.com/players/a/allenne01.shtml"">Neil Allen</a>",2,29,223,0,8,0,97,52,49,8,36,42,5.933,4.449,1.789,1.17,-0.54
"<a href=""https://www.baseball-reference.com/players/a/anderal02.shtml"">A. Anderson</a>",MIN,23,37,1,0,0,20,15,15,3,10,3,10.946,8.026,2.432,0.30,-0.45
"<a href=""https://www.baseball-reference.com/players/a/anderla02.shtml"">L. Andersen</a>",HOU,34,305,9,5,5,95,46,39,7,41,94,3.452,3.061,1.338,2.29,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderri02.shtml"">R. Anderson</a>",KCA,30,39,0,2,0,26,22,20,3,9,12,13.846,5.024,2.692,1.33,-0.85
"<a href=""https://www.baseball-reference.com/players/a/andersc01.shtml"">S. Anderson</a>",TEX,24,34,0,1,0,17,12,12,0,8,6,9.529,3.565,2.206,0.75,-0.46
"<a href=""https://www.baseball-reference.com/players/a/andujjo01.shtml"">J. Andujar</a>",OAK,34,182,3,5,0,63,43,41,11,26,32,6.082,5.388,1.467,1.23,-0.42
"<a href=""https://www.baseball-reference.com/players/a/armstmi01.shtml"">M. Armstrong</a>",CLE,33,56,1,0,1,27,18,18,4,10,9,8.679,6.078,1.982,0.90,-0.69
"<a href=""https://www.baseball-reference.com/players/a/arnolto01.shtml"">Tony Arnold</a>",BAL,28,159,0,0,0,71,35,34,8,17,18,5.774,4.949,1.660,1.06,-0.09
"<a href=""https://www.baseball-reference.com/players/a/arnsbbr01.shtml"">B. Arnsberg</a>",NYA,23,58,1,3,0,22,12,12,5,13,14,5.586,6.793,1.810,1.08,-0.05
"<a href=""https://www.baseball-reference.com/players/a/assenpa01.shtml"">P. Assenmacher</a>",ATL,26,164,1,1,2,58,41,31,8,24,39,5.104,4.519,1.500,1.62,-1.04
"<a href=""https://www.baseball-reference.com/players/a/atherke01.shtml"">K. Atherton</a>",MIN,28,238,7,5,2,81,46,40,10,30,51,4.538,4.195,1.399,1.70,0.13
"<a href=""https://www.baseball-reference.com/players/b/bailesc01.shtml"">Scott Bailes</a>",CLE,25,361,7,8,6,145,75,62,21,47,65,4.637,5.049,1.596,1.38,0.74
"<a href=""https://www.baseball-reference.com/players/b/bairdo01.shtml"">Doug Bair</a>",PHI,37,41,2,0,0,17,9,9,4,5,10,5.927,6.275,1.610,2.00,-0.17
"<a href=""https://www.baseball-reference.com/players/b/ballaje01.shtml"">Jeff Ballard</a>",BAL,23,209,2,8,0,100,60,51,15,35,27,6.589,6.319,1.938,0.77,-1.16
"<a href=""https://www.baseball-reference.com/players/b/balleja01.shtml"">Jay Baller</a>",CHN,26,88,0,1,0,38,22,22,4,20,27,6.750,4.745,1.977,1.35,-0.33
"<a href=""https://www.baseball-reference.com/players/b/bankhsc01.shtml"">S. Bankhead</a>",SEA,23,448,9,8,0,168,96,90,35,37,95,5.424,5.328,1.373,2.57,0.78
"<a href=""https://www.baseball-reference.com/players/b/bannifl01.shtml"">F. Bannister</a>",CHA,32,686,16,11,0,216,100,91,38,49,124,3.582,4.634,1.159,2.53,3.84
"<a href=""https://www.baseball-reference.com/players/b/barkele01.shtml"">Len Barker</a>",ML4,31,131,2,1,0,54,27,26,6,17,22,5.359,4.627,1.626,1.29,0.31
"<a href=""https://www.baseball-reference.com/players/b/bedrost01.shtml"">S. Bedrosian</a>",PHI,29,267,5,3,40,79,31,28,11,28,74,2.831,3.740,1.202,2.64,2.28
"<a href=""https://www.baseball-reference.com/players/b/belchti01.shtml"">Tim Belcher</a>",LAN,25,102,4,2,0,30,11,9,2,7,23,2.382,2.901,1.088,3.29,0.00
"<a href=""https://www.baseball-reference.com/players/b/beller01.shtml"">Eric Bell</a>",BAL,23,495,10,13,0,174,113,100,32,78,111,5.455,5.457,1.527,1.42,-0.49
"<a href=""https://www.baseball-reference.com/players/b/berenju01.shtml"">J. Berenguer</a>",MIN,32,336,8,1,4,100,51,49,10,47,110,3.938,3.322,1.312,2.34,2.04
"<a href=""https://www.baseball-reference.com/players/b/bielemi01.shtml"">M. Bielecki</a>",PIT,27,137,2,3,0,43,25,24,6,12,25,4.730,4.219,1.204,2.08,0.00
"<a href=""https://www.baseball-reference.com/players/b/birkbmi01.shtml"">M. Birkbeck</a>",ML4,26,135,1,4,0,63,33,31,8,19,25,6.200,5.196,1.822,1.32,-0.17
"<a href=""https://www.baseball-reference.com/players/b/bittije01.shtml"">J. Bittiger</a>",MIN,25,25,1,0,0,11,5,5,2,0,5,5.400,4.374,1.320,&infin;,0.02
"<a href=""https://www.baseball-reference.com/players/b/blackbu02.shtml"">Buddy Black</a>",KCA,30,367,8,6,1,126,63,49,16,35,61,3.605,4.328,1.316,1.74,0.00
"<a href=""https://www.baseball-reference.com/players/b/blylebe01.shtml"">B. Blyleven</a>",MIN,36,801,15,12,0,249,132,119,46,101,196,4.011,4.744,1.311,1.94,4.44
"<a href=""https://www.baseball-reference.com/players/b/bockura01.shtml"">Randy Bockus</a>",SFN,26,52,1,0,0,17,8,7,2,4,9,3.635,4.104,1.212,2.25,0.08
"<a href=""https://www.baseball-reference.com/players/b/boddimi01.shtml"">M. Boddicker</a>",BAL,29,678,10,12,0,212,114,105,29,78,152,4.181,4.164,1.283,1.95,3.34
"<a href=""https://www.baseball-reference.com/players/b/boevejo01.shtml"">Joe Boever</a>",ATL,26,55,1,0,0,29,15,15,4,12,18,7.364,5.382,2.236,1.50,0.00
"<a href=""https://www.baseball-reference.com/players/b/boltoto01.shtml"">Tom Bolton</a>",BOS,25,185,1,0,0,83,33,30,5,27,49,4.378,3.496,1.784,1.81,0.40
"<a href=""https://www.baseball-reference.com/players/b/bookegr01.shtml"">Greg Booker</a>",SDN,27,205,1,1,1,62,29,24,5,30,17,3.161,4.627,1.346,0.57,0.00
"<a href=""https://www.baseball-reference.com/players/b/bordiri01.shtml"">Rich Bordi</a>",NYA,28,99,3,1,0,42,28,28,7,12,23,7.636,5.229,1.636,1.92,-0.64
"<a href=""https://www.baseball-reference.com/players/b/bosioch01.shtml"">Chris Bosio</a>",ML4,24,510,11,8,2,187,102,99,18,50,150,5.241,3.325,1.394,3.00,1.37
"<a href=""https://www.baseball-reference.com/players/b/boydoi01.shtml"">Oil Can Boyd</a>",BOS,27,110,1,3,0,47,31,24,6,9,12,5.891,4.824,1.527,1.33,-0.48
"<a href=""https://www.baseball-reference.com/players/b/browncu03.shtml"">Curt Brown</a>",MON,27,21,0,1,0,10,7,6,2,4,6,7.714,6.232,2.000,1.50,-0.23
"<a href=""https://www.baseball-reference.com/players/b/brownmi01.shtml"">Mike Brown</a>",SEA,28,1,0,0,0,3,2,2,0,0,0,54.000,2.871,9.000,&infin;,-0.08
"<a href=""https://www.baseball-reference.com/players/b/brownto05.shtml"">Tom Browning</a>",CIN,27,549,10,13,0,201,107,102,27,61,117,5.016,4.421,1.432,1.92,0.66
"<a href=""https://www.baseball-reference.com/players/b/buicede01.shtml"">D. Buice</a>",CAL,29,342,6,7,17,87,45,43,12,40,109,3.395,3.345,1.114,2.72,2.09
"<a href=""https://www.baseball-reference.com/players/b/burkejo03.shtml"">John Burkett</a>",SFN,22,18,0,0,0,7,4,3,2,3,5,4.500,6.596,1.667,1.67,-0.03
"<a href=""https://www.baseball-reference.com/players/b/burketi01.shtml"">Tim Burke</a>",MON,28,273,7,0,18,64,18,12,3,17,58,1.187,2.576,.890,3.41,4.32
"<a href=""https://www.baseball-reference.com/players/b/burrira01.shtml"">Ray Burris</a>",ML4,36,69,2,2,0,33,16,15,4,12,8,5.870,5.888,1.957,0.67,-0.09
"<a href=""https://www.baseball-reference.com/players/c/cadargr01.shtml"">Greg Cadaret</a>",OAK,25,119,6,2,0,37,22,20,6,24,30,4.538,5.120,1.538,1.25,0.00
"<a href=""https://www.baseball-reference.com/players/c/calhoje01.shtml"">Jeff Calhoun</a>",PHI,29,128,3,1,1,25,13,7,1,26,31,1.477,3.501,1.195,1.19,1.28
"<a href=""https://www.baseball-reference.com/players/c/camacer01.shtml"">E. Camacho</a>",CLE,32,41,0,1,1,21,14,14,1,5,9,9.220,2.935,1.902,1.80,-0.65
"<a href=""https://www.baseball-reference.com/players/c/campbbi02.shtml"">B. Campbell</a>",MON,38,30,0,0,0,18,12,9,2,4,4,8.100,5.261,2.200,1.00,-0.46
"<a href=""https://www.baseball-reference.com/players/c/campbmi01.shtml"">M. Campbell</a>",SEA,23,148,1,4,0,41,29,26,9,25,35,4.743,5.309,1.338,1.40,0.57
