Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,33,735,14,14,2,229,90,78,6,34,62,2.865,2.599,1.073,1.82,2.78
"<a href=""https://www.baseball-reference.com/players/a/adamsda01.shtml"">Dan Adams</a>",KCF,28,105,0,2,0,41,20,18,2,13,16,4.629,.000,1.543,1.23,-0.49
"<a href=""https://www.baseball-reference.com/players/a/adamska01.shtml"">Karl Adams</a>",CHN,23,321,1,9,0,105,62,56,5,43,57,4.710,3.035,1.383,1.33,-1.00
"<a href=""https://www.baseball-reference.com/players/a/aitchra01.shtml"">R. Aitchison</a>",BRO,27,98,0,4,0,36,25,18,3,6,14,4.959,3.002,1.286,2.33,-0.89
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">P. Alexander</a>",PHI,28,1129,31,10,3,253,86,51,3,64,241,1.220,1.693,.842,3.77,10.90
"<a href=""https://www.baseball-reference.com/players/a/allenfr01.shtml"">Frank Allen</a>",PTF,26,850,23,13,0,230,90,79,9,100,127,2.509,2.862,1.165,1.27,4.72
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",WS1,38,9,0,0,1,7,4,3,0,1,2,9.000,2.191,2.667,2.00,-0.22
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",2,32,544,11,7,2,175,74,65,3,56,74,3.226,2.708,1.274,1.32,0.00
"<a href=""https://www.baseball-reference.com/players/a/anckewa01.shtml"">W. Ancker</a>",PHA,22,53,0,0,0,19,10,7,1,17,4,3.566,4.890,2.038,0.24,-0.02
"<a href=""https://www.baseball-reference.com/players/a/anderfr01.shtml"">F. Anderson</a>",BUF,29,720,19,13,0,192,80,67,5,72,142,2.512,2.361,1.100,1.97,4.42
"<a href=""https://www.baseball-reference.com/players/a/appleed01.shtml"">Ed Appleton</a>",BRO,23,415,4,10,0,133,71,51,3,66,50,3.318,3.159,1.439,0.76,-0.48
"<a href=""https://www.baseball-reference.com/players/a/ayersdo01.shtml"">Doc Ayers</a>",WS1,24,634,14,9,3,178,66,52,1,38,96,2.215,2.014,1.022,2.53,0.00
"<a href=""https://www.baseball-reference.com/players/b/bailebi01.shtml"">Bill Bailey</a>",2,27,671,9,20,0,202,127,106,9,125,122,4.265,.000,1.462,0.98,-1.20
"<a href=""https://www.baseball-reference.com/players/b/bargecy01.shtml"">Cy Barger</a>",PTF,30,459,9,8,6,130,49,39,1,47,47,2.294,2.719,1.157,1.00,2.42
"<a href=""https://www.baseball-reference.com/players/b/barneje01.shtml"">Jesse Barnes</a>",BSN,22,136,3,0,0,41,14,7,1,10,16,1.390,2.388,1.125,1.60,0.00
"<a href=""https://www.baseball-reference.com/players/b/baumgge01.shtml"">G. Baumgardner</a>",SLA,23,67,0,2,0,29,15,11,0,11,6,4.433,3.323,1.791,0.55,-0.23
"<a href=""https://www.baseball-reference.com/players/b/baumgst01.shtml"">S. Baumgartner</a>",PHI,20,145,0,2,0,38,22,13,2,23,27,2.421,3.180,1.262,1.17,-0.06
"<a href=""https://www.baseball-reference.com/players/b/bediehu01.shtml"">Hugh Bedient</a>",BUF,25,808,16,18,10,284,131,95,5,69,106,3.175,2.582,1.311,1.54,-0.08
"<a href=""https://www.baseball-reference.com/players/b/bendech01.shtml"">Chief Bender</a>",BLF,31,535,4,16,1,198,103,79,5,37,89,3.987,2.287,1.318,2.41,-0.76
"<a href=""https://www.baseball-reference.com/players/b/bentlja01.shtml"">Jack Bentley</a>",WS1,20,34,0,2,0,8,4,1,0,3,0,.794,3.214,.971,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/bentoru01.shtml"">Rube Benton</a>",2,25,711,9,18,5,222,105,84,2,76,109,3.190,2.327,1.257,1.43,0.86
"<a href=""https://www.baseball-reference.com/players/b/benzjo01.shtml"">Joe Benz</a>",CHA,29,715,15,11,0,209,78,56,4,43,81,2.115,2.450,1.057,1.88,4.76
"<a href=""https://www.baseball-reference.com/players/b/billiha01.shtml"">H. Billiard</a>",NEW,31,85,0,1,1,32,23,18,0,28,7,5.718,.000,2.118,0.25,-1.06
"<a href=""https://www.baseball-reference.com/players/b/blackch01.shtml"">C. Blackburn</a>",KCF,20,47,0,1,0,19,15,15,2,13,7,8.617,.000,2.043,0.54,-0.83
"<a href=""https://www.baseball-reference.com/players/b/blackda01.shtml"">Dave Black</a>",2,21,466,7,10,0,136,64,47,5,48,53,2.723,.000,1.185,1.10,0.31
"<a href=""https://www.baseball-reference.com/players/b/bluejji01.shtml"">J. Bluejacket</a>",BRF,27,488,10,11,0,155,74,57,2,75,48,3.154,3.320,1.414,0.64,0.23
"<a href=""https://www.baseball-reference.com/players/b/boardch01.shtml"">C. Boardman</a>",SLN,22,57,1,0,0,12,4,3,0,15,7,1.421,3.843,1.421,0.47,-0.28
