Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/ackerto01.shtml"">Tom Acker</a>",CIN,29,190,1,2,2,57,31,29,10,37,45,4.121,4.840,1.484,1.22,0.59
"<a href=""https://www.baseball-reference.com/players/a/aguirha01.shtml"">Hank Aguirre</a>",DET,28,8,0,0,0,4,1,1,0,3,3,3.375,3.539,2.625,1.00,0.05
"<a href=""https://www.baseball-reference.com/players/a/anderbo01.shtml"">Bob Anderson</a>",CHN,23,706,12,13,0,245,117,108,21,77,113,4.130,3.658,1.368,1.47,1.27
"<a href=""https://www.baseball-reference.com/players/a/antonjo02.shtml"">J. Antonelli</a>",SFN,29,846,19,10,1,247,107,97,29,76,165,3.096,3.508,1.145,2.17,4.89
"<a href=""https://www.baseball-reference.com/players/a/ariasru01.shtml"">Rudy Arias</a>",CHA,28,132,2,0,2,49,23,20,7,20,28,4.091,4.563,1.568,1.40,-0.14
"<a href=""https://www.baseball-reference.com/players/a/arroylu01.shtml"">Luis Arroyo</a>",CIN,32,41,1,0,0,17,11,6,0,11,8,3.951,3.606,2.049,0.73,-0.18
"<a href=""https://www.baseball-reference.com/players/b/baileji01.shtml"">Jim Bailey</a>",CIN,24,35,0,1,0,17,8,8,1,6,7,6.171,3.608,1.971,1.17,-0.09
"<a href=""https://www.baseball-reference.com/players/b/bambege01.shtml"">G. Bamberger</a>",BAL,35,25,0,0,1,15,7,7,1,2,2,7.560,4.171,2.040,1.00,-0.21
"<a href=""https://www.baseball-reference.com/players/b/barclcu01.shtml"">Curt Barclay</a>",SFN,27,1,0,0,0,2,5,2,0,2,0,54.000,8.509,12.000,0.00,-0.18
"<a href=""https://www.baseball-reference.com/players/b/baumafr01.shtml"">F. Baumann</a>",BOS,25,287,6,4,1,96,47,43,11,55,48,4.045,4.727,1.578,0.87,0.57
"<a href=""https://www.baseball-reference.com/players/b/bellga01.shtml"">Gary Bell</a>",CLE,22,702,16,11,5,208,107,105,28,105,136,4.038,4.254,1.338,1.30,0.00
"<a href=""https://www.baseball-reference.com/players/b/blackro01.shtml"">R. Blackburn</a>",PIT,24,133,1,1,1,50,21,18,5,15,19,3.654,3.976,1.466,1.27,0.43
"<a href=""https://www.baseball-reference.com/players/b/blaylbo01.shtml"">Bob Blaylock</a>",SLN,24,27,0,1,0,8,5,4,1,3,3,4.000,4.362,1.222,1.00,0.02
"<a href=""https://www.baseball-reference.com/players/b/blaylga01.shtml"">G. Blaylock</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteblaylga01"" style=""display:none;""></input><label for=""footnoteblaylga01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivblaylga01"">SLN, NYA</div></span>",27,377,4,6,0,147,74,67,14,58,81,4.798,3.962,1.631,1.40,0.30
"<a href=""https://www.baseball-reference.com/players/b/bowmabo02.shtml"">Bob Bowman</a>",PHI,28,18,0,1,0,5,5,4,1,5,0,6.000,7.846,1.667,0.00,-0.14
"<a href=""https://www.baseball-reference.com/players/b/bowsfte01.shtml"">T. Bowsfield</a>",BOS,24,27,0,1,0,16,15,15,2,9,4,15.000,6.984,2.778,0.44,-0.51
"<a href=""https://www.baseball-reference.com/players/b/breweto01.shtml"">Tom Brewer</a>",BOS,27,646,10,12,2,219,96,90,14,88,121,3.762,3.456,1.426,1.38,2.84
"<a href=""https://www.baseball-reference.com/players/b/bridgma01.shtml"">M. Bridges</a>",SLN,28,228,6,3,1,67,38,36,10,37,76,4.263,3.701,1.368,2.05,0.00
"<a href=""https://www.baseball-reference.com/players/b/briggjo01.shtml"">John Briggs</a>",CLE,25,38,0,1,0,12,5,3,1,3,5,2.132,3.486,1.184,1.67,0.11
"<a href=""https://www.baseball-reference.com/players/b/brododi01.shtml"">D. Brodowski</a>",CLE,26,90,2,2,5,19,13,6,3,21,9,1.800,5.281,1.333,0.43,0.20
"<a href=""https://www.baseball-reference.com/players/b/brogler01.shtml"">E. Broglio</a>",SLN,23,544,7,12,0,174,104,95,20,89,133,4.715,3.970,1.450,1.49,0.00
"<a href=""https://www.baseball-reference.com/players/b/bronsji01.shtml"">Jim Bronstad</a>",NYA,23,88,0,3,2,34,19,17,2,13,14,5.216,3.655,1.602,1.08,-0.34
"<a href=""https://www.baseball-reference.com/players/b/brosnji01.shtml"">Jim Brosnan</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebrosnji01"" style=""display:none;""></input><label for=""footnotebrosnji01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbrosnji01"">SLN, CIN</div></span>",29,349,9,6,4,113,53,49,12,41,74,3.791,3.509,1.324,1.80,0.00
"<a href=""https://www.baseball-reference.com/players/b/brownha01.shtml"">Hal Brown</a>",BAL,34,492,11,9,3,158,73,69,16,32,81,3.787,3.392,1.159,2.53,2.31
"<a href=""https://www.baseball-reference.com/players/b/brucebo01.shtml"">Bob Bruce</a>",DET,26,6,0,1,0,2,5,2,1,3,1,9.000,12.097,2.500,0.33,-0.17
"<a href=""https://www.baseball-reference.com/players/b/brunege01.shtml"">G. Brunet</a>",KC1,24,14,0,0,0,10,9,6,2,7,7,11.571,7.457,3.643,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/buhlbo01.shtml"">Bob Buhl</a>",ML1,30,594,15,9,0,181,76,63,19,74,105,2.864,3.848,1.288,1.42,0.00
"<a href=""https://www.baseball-reference.com/players/b/bunniji01.shtml"">Jim Bunning</a>",DET,27,749,17,13,1,220,111,108,37,75,201,3.893,3.643,1.182,2.68,0.00
"<a href=""https://www.baseball-reference.com/players/b/burdele01.shtml"">Lew Burdette</a>",ML1,32,869,21,15,1,312,144,131,38,38,105,4.070,3.909,1.208,2.76,0.00
"<a href=""https://www.baseball-reference.com/players/b/burnspe01.shtml"">P. Burnside</a>",DET,28,186,1,3,1,55,31,26,7,25,49,3.774,3.546,1.290,1.96,0.49
"<a href=""https://www.baseball-reference.com/players/b/buzhajo01.shtml"">J. Buzhardt</a>",CHN,22,304,4,5,0,107,64,56,12,29,33,4.974,4.240,1.342,1.14,0.00
"<a href=""https://www.baseball-reference.com/players/b/byerlbu01.shtml"">Bud Byerly</a>",SFN,39,39,1,0,0,11,2,2,2,5,4,1.385,5.378,1.231,0.80,0.59
"<a href=""https://www.baseball-reference.com/players/c/cardwdo01.shtml"">Don Cardwell</a>",PHI,23,459,9,10,0,135,77,69,22,65,106,4.059,4.268,1.307,1.63,0.00
"<a href=""https://www.baseball-reference.com/players/c/casalje01.shtml"">Jerry Casale</a>",BOS,25,539,13,8,0,162,89,86,20,89,93,4.308,4.408,1.397,1.04,0.00
"<a href=""https://www.baseball-reference.com/players/c/ceccaar01.shtml"">A. Ceccarelli</a>",CHN,29,306,5,5,0,95,58,54,19,37,56,4.765,5.001,1.294,1.51,-0.14
"<a href=""https://www.baseball-reference.com/players/c/cheneto01.shtml"">Tom Cheney</a>",SLN,24,35,0,1,0,17,9,9,2,11,8,6.943,5.451,2.400,0.73,0.00
"<a href=""https://www.baseball-reference.com/players/c/chittne01.shtml"">N. Chittum</a>",BOS,26,91,3,0,0,29,9,4,0,11,12,1.187,2.849,1.319,1.09,0.81
"<a href=""https://www.baseball-reference.com/players/c/churnch01.shtml"">Chuck Churn</a>",LAN,29,92,3,2,1,28,17,17,2,10,24,4.989,2.709,1.239,2.40,0.13
"<a href=""https://www.baseball-reference.com/players/c/cicotal01.shtml"">Al Cicotte</a>",CLE,29,132,3,1,1,46,29,26,4,25,23,5.318,4.303,1.614,0.92,-0.73
"<a href=""https://www.baseball-reference.com/players/c/clarkph01.shtml"">Phil Clark</a>",SLN,26,21,0,1,0,8,11,10,0,8,5,12.857,4.422,2.286,0.62,-0.64
"<a href=""https://www.baseball-reference.com/players/c/clevete01.shtml"">T. Clevenger</a>",WS1,26,352,8,5,8,114,56,51,9,51,71,3.912,3.575,1.406,1.39,1.99
"<a href=""https://www.baseball-reference.com/players/c/coateji01.shtml"">Jim Coates</a>",NYA,26,301,6,1,0,89,39,32,10,36,64,2.870,3.555,1.246,1.78,0.00
"<a href=""https://www.baseball-reference.com/players/c/colemri01.shtml"">Rip Coleman</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotecolemri01"" style=""display:none;""></input><label for=""footnotecolemri01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivcolemri01"">KC1, BAL</div></span>",27,255,2,10,2,89,46,41,8,36,58,4.341,3.606,1.471,1.61,0.42
"<a href=""https://www.baseball-reference.com/players/c/conlege01.shtml"">Gene Conley</a>",PHI,28,540,12,7,1,159,68,60,13,42,102,3.000,3.022,1.117,2.43,4.79
"<a href=""https://www.baseball-reference.com/players/c/craigro01.shtml"">Roger Craig</a>",LAN,29,458,11,5,0,122,49,35,13,45,76,2.063,3.569,1.094,1.69,4.95
"<a href=""https://www.baseball-reference.com/players/c/cuellmi01.shtml"">Mike Cuellar</a>",CIN,22,12,0,0,0,7,8,7,1,4,5,15.750,5.435,2.750,1.25,-0.44
"<a href=""https://www.baseball-reference.com/players/d/daleybu01.shtml"">Bud Daley</a>",KC1,26,649,16,13,1,212,90,76,24,62,125,3.162,3.543,1.267,2.02,4.30
"<a href=""https://www.baseball-reference.com/players/d/daniebe02.shtml"">B. Daniels</a>",PIT,27,302,7,9,1,115,69,61,9,39,67,5.454,3.425,1.530,1.72,-1.08
"<a href=""https://www.baseball-reference.com/players/d/davieje01.shtml"">Jerry Davie</a>",DET,26,110,2,2,0,40,25,17,8,17,20,4.173,5.247,1.555,1.18,-0.14
"<a href=""https://www.baseball-reference.com/players/d/delocik01.shtml"">Ike Delock</a>",BOS,29,403,11,6,0,120,53,44,12,62,55,2.948,4.249,1.355,0.89,0.00
"<a href=""https://www.baseball-reference.com/players/d/dicksmu01.shtml"">M. Dickson</a>",KC1,42,213,2,1,0,85,46,39,9,27,36,4.944,4.204,1.577,1.33,-0.23
"<a href=""https://www.baseball-reference.com/players/d/ditmaar01.shtml"">Art Ditmar</a>",NYA,30,606,13,9,1,156,75,65,17,52,96,2.896,3.381,1.030,1.85,0.00
"<a href=""https://www.baseball-reference.com/players/d/donneed02.shtml"">Ed Donnelly</a>",CHN,26,43,1,1,0,18,7,5,1,9,6,3.140,4.370,1.884,0.67,0.10
"<a href=""https://www.baseball-reference.com/players/d/donovdi01.shtml"">Dick Donovan</a>",CHA,31,539,9,10,0,171,84,73,15,58,71,3.657,3.725,1.275,1.22,0.85
"<a href=""https://www.baseball-reference.com/players/d/drabomo01.shtml"">M. Drabowsky</a>",CHN,23,425,5,10,0,138,78,65,21,75,70,4.129,5.045,1.504,0.93,0.00
"<a href=""https://www.baseball-reference.com/players/d/drottdi01.shtml"">Dick Drott</a>",CHN,22,82,1,2,0,25,19,18,5,26,15,5.927,6.911,1.866,0.58,-0.27
"<a href=""https://www.baseball-reference.com/players/d/drysddo01.shtml"">Don Drysdale</a>",LAN,22,812,17,13,2,237,113,104,26,93,242,3.458,2.833,1.219,2.60,5.88
"<a href=""https://www.baseball-reference.com/players/d/dulibbo01.shtml"">Bob Duliba</a>",SLN,24,68,0,1,1,19,7,7,2,12,14,2.779,4.142,1.368,1.17,0.84
"<a href=""https://www.baseball-reference.com/players/d/durenry01.shtml"">Ryne Duren</a>",NYA,30,230,3,6,14,49,18,16,6,43,96,1.878,2.622,1.200,2.23,0.00
"<a href=""https://www.baseball-reference.com/players/e/elstodo01.shtml"">Don Elston</a>",CHN,30,293,10,8,13,77,40,36,11,46,82,3.317,3.674,1.259,1.78,1.65
"<a href=""https://www.baseball-reference.com/players/e/erskica01.shtml"">Carl Erskine</a>",LAN,32,70,0,3,1,33,22,20,5,13,15,7.714,5.376,1.971,1.15,-0.56
"<a href=""https://www.baseball-reference.com/players/f/facero01.shtml"">Roy Face</a>",PIT,31,280,18,1,10,91,29,28,5,25,69,2.700,2.532,1.243,2.76,0.00
"<a href=""https://www.baseball-reference.com/players/f/farretu01.shtml"">Turk Farrell</a>",PHI,25,171,1,6,6,61,30,30,9,25,31,4.737,4.810,1.509,1.24,0.00
