playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
abernte02,1965,1,CHN,NL,4,6,84,0,0,0,31,409,113,39,7,56,104,0.22,2.57,13,6,5,0,572,62,49,,,
aguirha01,1965,1,DET,AL,14,10,32,32,10,2,0,625,185,83,24,60,141,0.23,3.59,2,3,10,1,875,0,89,,,
akerja01,1965,1,KC1,AL,4,3,34,0,0,0,3,154,45,18,3,18,26,0.24,3.16,6,1,3,0,210,14,18,,,
alouma01,1965,1,SFN,NL,0,0,1,0,0,0,0,6,3,0,0,1,3,0.33,0,0,0,0,0,10,1,0,,,
arlicdo01,1965,1,HOU,NL,0,0,1,1,0,0,0,18,5,2,0,1,0,0.22,3,0,0,0,0,23,0,2,,,
arrigge01,1965,1,CIN,NL,2,4,27,5,0,0,2,162,75,37,4,30,43,0.34,6.17,5,7,2,0,259,12,38,,,
austde01,1965,1,SLN,NL,0,0,6,0,0,0,1,22,6,4,0,2,7,0.21,4.91,1,0,0,0,31,3,4,,,
baldsja01,1965,1,PHI,NL,5,8,65,0,0,0,6,297,102,42,4,42,81,0.27,3.82,12,5,4,0,436,31,53,,,
barbest01,1965,1,BAL,AL,15,10,37,32,7,2,0,662,177,66,16,81,130,0.22,2.69,5,8,2,0,897,1,79,,,
barnoed01,1965,1,BAL,AL,0,0,4,0,0,0,0,13,3,1,0,7,6,0.2,2.08,0,0,0,0,22,1,1,,,
baumafr01,1965,1,CHN,NL,0,1,4,0,0,0,0,11,4,3,0,3,2,0.28,7.36,0,1,0,0,17,1,3,,,
bearnla01,1965,1,NYN,NL,3,5,40,3,0,0,1,182,75,31,6,28,16,0.3,4.6,2,4,4,0,286,17,43,,,
beckri01,1965,1,NYA,AL,2,1,3,3,1,1,0,63,22,5,1,7,10,0.27,2.14,1,2,0,0,88,0,6,,,
belinbo01,1965,1,PHI,NL,4,9,30,14,3,0,1,329,103,59,13,48,71,0.24,4.84,5,11,6,1,482,4,72,,,
bellga01,1965,1,CLE,AL,6,5,60,0,0,0,17,311,86,35,7,50,86,0.22,3.04,10,2,2,0,441,33,43,,,
