Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/bondto01.shtml"">Tommy Bond</a>",BSN,24,1479,26,29,0,559,298,146,1,45,118,2.665,2.358,1.225,2.62,1.22
"<a href=""https://www.baseball-reference.com/players/b/bradlge01.shtml"">G. Bradley</a>",PRO,27,588,13,8,2,158,66,30,2,6,54,1.378,2.188,.837,9.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/burnsto01.shtml"">Tom Burns</a>",CHN,23,4,0,0,0,2,4,0,0,2,1,.000,4.511,3.000,0.50,-0.25
"<a href=""https://www.baseball-reference.com/players/c/corcola01.shtml"">L. Corcoran</a>",CHN,20,1609,43,14,2,404,218,116,6,99,268,1.947,2.220,.938,2.71,0.00
"<a href=""https://www.baseball-reference.com/players/c/coreyfr01.shtml"">Fred Corey</a>",WOR,?,445,8,9,2,131,72,40,6,16,47,2.427,2.750,.991,2.94,1.81
"<a href=""https://www.baseball-reference.com/players/d/dorgami01.shtml"">Mike Dorgan</a>",PRO,26,24,0,0,0,4,3,1,0,0,2,1.125,1.976,.500,&infin;,0.10
"<a href=""https://www.baseball-reference.com/players/d/driscde01.shtml"">D. Driscoll</a>",BFN,24,125,1,3,0,48,33,18,1,9,17,3.888,2.669,1.368,1.89,-0.34
"<a href=""https://www.baseball-reference.com/players/e/evansja01.shtml"">Jake Evans</a>",TRN,23,12,0,0,0,11,8,6,0,0,0,13.500,2.533,2.750,&infin;,-0.31
"<a href=""https://www.baseball-reference.com/players/f/foleycu01.shtml"">Curry Foley</a>",BSN,24,714,14,14,0,264,150,103,1,40,68,3.895,2.520,1.277,1.70,-0.01
"<a href=""https://www.baseball-reference.com/players/g/galvipu01.shtml"">Pud Galvin</a>",BFN,23,1376,20,35,0,528,281,138,5,32,128,2.708,2.334,1.221,4.00,3.74
"<a href=""https://www.baseball-reference.com/players/g/gardngi01.shtml"">Gid Gardner</a>",CL2,21,231,1,8,0,80,53,22,2,20,21,2.571,3.101,1.299,1.05,0.00
"<a href=""https://www.baseball-reference.com/players/g/goldsfr01.shtml"">F. Goldsmith</a>",CHN,24,631,21,3,1,189,80,41,2,18,90,1.754,2.046,.984,5.00,0.00
"<a href=""https://www.baseball-reference.com/players/g/guthch01.shtml"">Charlie Guth</a>",CHN,?,27,1,0,0,12,8,5,0,1,7,5.000,1.489,1.444,7.00,-0.21
"<a href=""https://www.baseball-reference.com/players/h/hankifr01.shtml"">F. Hankinson</a>",CL2,24,75,1,1,1,20,10,3,0,3,8,1.080,2.231,.920,2.67,0.45
"<a href=""https://www.baseball-reference.com/players/h/hornujo01.shtml"">Joe Hornung</a>",BFN,23,9,0,0,0,2,2,2,0,1,0,6.000,3.569,1.000,0.00,0.01
"<a href=""https://www.baseball-reference.com/players/k/keefeti01.shtml"">Tim Keefe</a>",TRN,23,315,6,6,0,68,27,10,0,16,39,.857,2.219,.800,2.44,4.67
"<a href=""https://www.baseball-reference.com/players/k/kellyki01.shtml"">King Kelly</a>",CHN,22,9,0,0,0,3,2,0,0,1,1,.000,2.868,1.333,1.00,-0.04
"<a href=""https://www.baseball-reference.com/players/l/larkite01.shtml"">Terry Larkin</a>",TRN,?,114,0,5,0,83,65,37,1,10,5,8.763,3.224,2.447,0.50,-1.76
"<a href=""https://www.baseball-reference.com/players/l/learyja01.shtml"">Jack Leary</a>",BSN,22,9,0,1,0,8,5,5,0,0,1,15.000,1.805,2.667,&infin;,0.00
"<a href=""https://www.baseball-reference.com/players/m/mccorji01.shtml"">J. McCormick</a>",CL2,23,1973,45,28,0,585,274,135,2,75,260,1.847,2.119,1.004,3.47,0.00
"<a href=""https://www.baseball-reference.com/players/m/mcgunbi01.shtml"">B. McGunnigle</a>",BFN,25,111,2,3,0,43,19,14,0,8,3,3.405,3.014,1.378,0.38,0.70
"<a href=""https://www.baseball-reference.com/players/m/morrijo01.shtml"">John Morrill</a>",BSN,25,32,0,0,0,9,3,1,0,1,0,.844,2.910,.938,0.00,0.38
"<a href=""https://www.baseball-reference.com/players/m/mountfr01.shtml"">F. Mountain</a>",TRN,20,51,1,1,0,23,17,10,0,6,2,5.294,3.299,1.706,0.33,0.00
"<a href=""https://www.baseball-reference.com/players/n/nichotr01.shtml"">T. Nichols</a>",WOR,29,53,0,2,0,29,16,8,0,4,4,4.075,2.734,1.868,1.00,-0.37
"<a href=""https://www.baseball-reference.com/players/p/poormto01.shtml"">Tom Poorman</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotepoormto01"" style=""display:none;""></input><label for=""footnotepoormto01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivpoormto01"">BFN, CHN</div></span>",22,300,3,8,1,129,95,43,3,27,13,3.870,3.415,1.560,0.48,-1.81
"<a href=""https://www.baseball-reference.com/players/p/purcebl01.shtml"">B. Purcell</a>",CN1,26,588,3,17,0,235,149,70,1,32,47,3.214,2.603,1.362,1.47,0.00
"<a href=""https://www.baseball-reference.com/players/r/richmle01.shtml"">Lee Richmond</a>",WOR,23,1772,32,32,3,541,278,141,7,74,243,2.148,2.237,1.041,3.28,8.18
"<a href=""https://www.baseball-reference.com/players/s/stoveha01.shtml"">Harry Stovey</a>",WOR,23,18,0,0,0,8,4,3,0,3,3,4.500,2.991,1.833,1.00,-0.03
"<a href=""https://www.baseball-reference.com/players/w/wardjo01.shtml"">John Ward</a>",PRO,20,1785,39,24,1,501,230,115,5,45,230,1.739,2.082,.918,5.11,6.65
"<a href=""https://www.baseball-reference.com/players/w/welchmi01.shtml"">Mickey Welch</a>",TRN,20,1722,34,30,0,575,321,162,7,80,123,2.540,2.683,1.141,1.54,5.40
"<a href=""https://www.baseball-reference.com/players/w/whitewi01.shtml"">Will White</a>",CN1,25,1552,18,42,0,550,323,123,9,56,161,2.140,2.464,1.171,2.88,5.21
"<a href=""https://www.baseball-reference.com/players/w/wiedmst01.shtml"">S. Weidman</a>",BFN,19,341,0,9,0,141,77,43,1,9,25,3.405,2.449,1.320,2.78,0.23
