Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/baileha01.shtml"">H. Bailey</a>",BSN,22,260,6,4,0,83,42,38,7,35,26,3.946,4.462,1.362,0.74,1.54
"<a href=""https://www.baseball-reference.com/players/b/bakerki01.shtml"">K. Baker</a>",WAS,30,162,1,7,0,79,65,41,3,22,6,6.833,4.235,1.870,0.27,-1.60
"<a href=""https://www.baseball-reference.com/players/b/batesfr01.shtml"">Frank Bates</a>",2,22,485,1,18,0,246,183,124,6,110,13,6.903,4.722,2.202,0.12,0.41
"<a href=""https://www.baseball-reference.com/players/b/bernhbi01.shtml"">B. Bernhard</a>",PHI,28,397,6,6,0,120,66,39,3,36,23,2.652,3.602,1.179,0.64,0.00
"<a href=""https://www.baseball-reference.com/players/b/brashki01.shtml"">K. Brashear</a>",LS3,21,24,1,0,0,8,7,4,0,2,5,4.500,2.074,1.250,2.50,-0.11
"<a href=""https://www.baseball-reference.com/players/b/breitte01.shtml"">T. Breitenst</a>",CIN,30,632,13,9,0,219,111,84,2,71,59,3.589,3.387,1.377,0.83,3.25
"<a href=""https://www.baseball-reference.com/players/c/callani01.shtml"">J. Callahan</a>",CHN,25,883,21,12,0,327,155,100,5,76,77,3.058,3.162,1.369,1.01,3.59
"<a href=""https://www.baseball-reference.com/players/c/carribi01.shtml"">Bill Carrick</a>",NY1,25,1085,16,27,0,485,250,187,4,122,60,4.653,3.576,1.678,0.49,0.60
"<a href=""https://www.baseball-reference.com/players/c/carseki01.shtml"">Kid Carsey</a>",2,26,320,2,10,0,136,80,61,2,28,14,5.147,3.600,1.538,0.50,0.49
"<a href=""https://www.baseball-reference.com/players/c/chesbja01.shtml"">Jack Chesbro</a>",PIT,25,447,6,9,0,165,99,68,3,59,28,4.107,3.793,1.503,0.47,0.00
"<a href=""https://www.baseball-reference.com/players/c/cogandi01.shtml"">Dick Cogan</a>",CHN,27,132,2,3,0,54,32,21,1,24,9,4.295,4.157,1.773,0.38,-0.21
"<a href=""https://www.baseball-reference.com/players/c/colcoto01.shtml"">T. Colcolough</a>",NY1,28,245,4,5,0,85,49,36,1,41,14,3.967,4.176,1.543,0.34,0.78
"<a href=""https://www.baseball-reference.com/players/c/colliha01.shtml"">H. Colliflower</a>",CL4,30,294,1,11,0,152,122,89,6,41,8,8.173,4.364,1.969,0.20,-2.77
"<a href=""https://www.baseball-reference.com/players/c/cronija01.shtml"">Jack Cronin</a>",CIN,25,123,2,2,0,56,35,25,2,16,9,5.488,3.882,1.756,0.56,0.00
"<a href=""https://www.baseball-reference.com/players/c/cunnibe01.shtml"">B. Cunningham</a>",LS3,33,971,17,17,0,385,188,138,4,75,36,3.837,3.425,1.421,0.48,3.52
"<a href=""https://www.baseball-reference.com/players/c/cuppyni01.shtml"">Nig Cuppy</a>",SLN,29,515,11,8,0,203,89,60,3,26,25,3.146,3.235,1.334,0.96,2.99
"<a href=""https://www.baseball-reference.com/players/d/dammabi01.shtml"">Bill Dammann</a>",CIN,26,144,2,1,1,74,30,26,0,11,2,4.875,3.429,1.771,0.18,0.30
"<a href=""https://www.baseball-reference.com/players/d/dinnebi01.shtml"">Bill Dinneen</a>",WAS,23,873,14,20,0,350,191,127,6,106,91,3.928,3.540,1.567,0.86,3.29
"<a href=""https://www.baseball-reference.com/players/d/dohened01.shtml"">Ed Doheny</a>",NY1,25,833,14,17,0,291,207,136,2,158,120,4.408,3.470,1.617,0.76,-0.78
