Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/c/covelst01.shtml"">S. Coveleski</a>",CLE,33,684,13,14,2,251,98,70,8,42,54,2.763,3.442,1.285,1.29,4.82
"<a href=""https://www.baseball-reference.com/players/c/cvengmi01.shtml"">M. Cvengros</a>",CHA,22,643,12,13,3,216,110,105,6,107,86,4.409,3.822,1.507,0.80,2.79
"<a href=""https://www.baseball-reference.com/players/d/danfoda01.shtml"">D. Danforth</a>",SLA,33,679,16,14,1,221,111,99,4,87,96,3.937,3.317,1.361,1.10,3.92
"<a href=""https://www.baseball-reference.com/players/d/daussho01.shtml"">Hooks Dauss</a>",DET,33,948,21,13,3,331,140,127,10,78,105,3.617,3.354,1.294,1.35,4.67
"<a href=""https://www.baseball-reference.com/players/d/davenlu01.shtml"">L. Davenport</a>",CHA,23,13,0,0,0,7,4,3,0,4,1,6.231,5.412,2.538,0.25,-0.15
"<a href=""https://www.baseball-reference.com/players/d/davisdi01.shtml"">Dixie Davis</a>",SLA,32,328,4,6,0,106,61,44,4,63,36,3.622,4.373,1.546,0.57,0.95
"<a href=""https://www.baseball-reference.com/players/d/decatar01.shtml"">Art Decatur</a>",BRO,29,293,3,3,3,101,51,28,3,32,25,2.580,3.673,1.362,0.78,1.52
"<a href=""https://www.baseball-reference.com/players/d/dickele01.shtml"">L. Dickerman</a>",BRO,26,479,8,12,0,180,95,66,4,72,58,3.720,3.795,1.578,0.81,0.29
"<a href=""https://www.baseball-reference.com/players/d/doakbi01.shtml"">Bill Doak</a>",SLN,32,555,8,13,0,199,85,67,4,69,53,3.259,3.717,1.449,0.77,0.00
"<a href=""https://www.baseball-reference.com/players/d/donohpe01.shtml"">Pete Donohue</a>",CIN,22,823,21,15,3,304,138,103,3,68,84,3.379,3.091,1.356,1.24,0.00
"<a href=""https://www.baseball-reference.com/players/d/drakelo01.shtml"">Logan Drake</a>",CLE,23,13,0,0,0,2,2,2,0,4,2,4.154,4.765,1.385,0.50,0.06
"<a href=""https://www.baseball-reference.com/players/d/dumovni01.shtml"">N. Dumovich</a>",CHN,21,282,3,5,1,118,60,48,4,45,23,4.596,4.301,1.734,0.51,-0.33
"<a href=""https://www.baseball-reference.com/players/d/dyered01.shtml"">Eddie Dyer</a>",SLN,23,66,2,1,0,30,10,10,0,5,7,4.091,2.846,1.591,1.40,0.35
"<a href=""https://www.baseball-reference.com/players/e/edmonge01.shtml"">G. Edmondson</a>",CLE,27,12,0,0,0,8,5,5,0,3,0,11.250,4.284,2.750,0.00,-0.07
"<a href=""https://www.baseball-reference.com/players/e/edwarji01.shtml"">J. Edwards</a>",CLE,28,538,10,10,1,200,101,74,5,75,68,3.714,3.687,1.533,0.91,0.00
"<a href=""https://www.baseball-reference.com/players/e/ehmkeho01.shtml"">Howard Ehmke</a>",BOS,29,950,20,17,3,318,155,133,12,119,121,3.780,3.633,1.380,1.02,6.13
"<a href=""https://www.baseball-reference.com/players/e/ellioju01.shtml"">J. Elliott</a>",SLA,22,3,0,0,0,1,3,3,0,3,0,27.000,12.054,4.000,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/e/embresl01.shtml"">Slim Embry</a>",CHA,21,8,0,0,0,7,6,3,0,2,1,10.125,3.925,3.375,0.50,-0.28
"<a href=""https://www.baseball-reference.com/players/f/faberre01.shtml"">Red Faber</a>",CHA,34,697,14,11,0,233,114,88,6,62,91,3.409,3.204,1.270,1.47,3.48
"<a href=""https://www.baseball-reference.com/players/f/fergual01.shtml"">A. Ferguson</a>",BOS,26,595,9,13,0,229,115,89,5,67,72,4.039,3.405,1.492,1.07,0.00
"<a href=""https://www.baseball-reference.com/players/f/fillida01.shtml"">D. Fillingim</a>",BSN,29,301,1,9,0,141,74,58,6,36,27,5.203,4.151,1.764,0.75,-0.57
"<a href=""https://www.baseball-reference.com/players/f/francra01.shtml"">Ray Francis</a>",DET,30,238,5,8,1,95,51,39,2,28,27,4.424,3.471,1.550,0.96,0.00
"<a href=""https://www.baseball-reference.com/players/f/fridask01.shtml"">S. Friday</a>",WS1,25,90,0,1,0,35,27,23,2,22,9,6.900,5.266,1.900,0.41,-0.68
"<a href=""https://www.baseball-reference.com/players/f/fryjo01.shtml"">Johnson Fry</a>",CLE,21,11,0,0,0,6,5,5,0,4,0,12.273,5.795,2.727,0.00,-0.08
"<a href=""https://www.baseball-reference.com/players/f/fullecu01.shtml"">C. Fullerton</a>",BOS,24,430,2,15,1,167,108,81,9,71,37,5.086,4.585,1.660,0.52,-0.76
"<a href=""https://www.baseball-reference.com/players/f/fussefr01.shtml"">Fred Fussell</a>",CHN,27,229,3,5,3,90,51,47,2,31,38,5.541,3.357,1.585,1.23,-0.51
"<a href=""https://www.baseball-reference.com/players/g/gearidi01.shtml"">Dinty Gearin</a>",NY1,25,72,1,1,0,23,11,9,1,10,9,3.375,4.021,1.375,0.90,0.17
"<a href=""https://www.baseball-reference.com/players/g/genewjo01.shtml"">Joe Genewich</a>",BSN,26,682,13,14,1,272,110,94,15,46,54,3.721,3.828,1.399,1.17,3.77
"<a href=""https://www.baseball-reference.com/players/g/gillecl01.shtml"">C. Gillenwater</a>",CHA,23,64,1,3,0,28,15,13,2,6,2,5.484,4.643,1.594,0.33,-0.22
"<a href=""https://www.baseball-reference.com/players/g/gillha01.shtml"">Haddie Gill</a>",CIN,24,3,0,0,0,1,0,0,0,1,1,.000,4.143,2.000,1.00,0.04
"<a href=""https://www.baseball-reference.com/players/g/glaznwh01.shtml"">W. Glazner</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteglaznwh01"" style=""display:none;""></input><label for=""footnoteglaznwh01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivglaznwh01"">PIT, PHI</div></span>",29,574,9,15,2,224,122,95,16,74,59,4.469,4.464,1.557,0.80,-0.06
"<a href=""https://www.baseball-reference.com/players/g/grantge02.shtml"">George Grant</a>",SLA,20,26,0,0,0,15,7,5,0,3,2,5.192,3.431,2.077,0.67,-0.04
"<a href=""https://www.baseball-reference.com/players/g/grantji01.shtml"">Jim Grant</a>",PHI,28,12,0,0,0,10,8,6,0,4,0,13.500,4.960,3.500,0.00,-0.29
"<a href=""https://www.baseball-reference.com/players/g/grimebu01.shtml"">B. Grimes</a>",BRO,29,981,21,18,0,356,165,130,9,100,119,3.578,3.375,1.394,1.19,0.00
"<a href=""https://www.baseball-reference.com/players/h/haineje01.shtml"">Jesse Haines</a>",SLN,29,798,20,13,0,283,125,92,7,75,73,3.113,3.519,1.346,0.97,3.92
"<a href=""https://www.baseball-reference.com/players/h/hamilea01.shtml"">E. Hamilton</a>",PIT,31,423,7,9,1,148,67,59,6,42,42,3.766,3.758,1.348,1.00,1.68
"<a href=""https://www.baseball-reference.com/players/h/harpeha01.shtml"">Harry Harper</a>",BRO,28,11,0,1,0,8,6,6,2,3,4,14.727,8.880,3.000,1.33,-0.25
"<a href=""https://www.baseball-reference.com/players/h/harribi01.shtml"">Bill Harris</a>",CIN,23,209,3,2,0,79,42,40,3,18,18,5.167,3.620,1.392,1.00,-0.12
"<a href=""https://www.baseball-reference.com/players/h/harrisl01.shtml"">Slim Harriss</a>",PHA,25,628,10,16,6,221,114,93,9,95,89,3.998,3.986,1.510,0.94,0.00
"<a href=""https://www.baseball-reference.com/players/h/hastybo01.shtml"">Bob Hasty</a>",PHA,27,730,13,15,1,274,146,120,11,72,56,4.438,3.831,1.422,0.78,1.33
"<a href=""https://www.baseball-reference.com/players/h/headra01.shtml"">Ralph Head</a>",PHI,29,397,2,9,0,185,111,98,13,57,24,6.665,5.016,1.829,0.42,-0.79
"<a href=""https://www.baseball-reference.com/players/h/heimafr01.shtml"">Fred Heimach</a>",PHA,22,625,6,12,0,238,120,100,14,69,63,4.320,4.094,1.474,0.91,0.00
"<a href=""https://www.baseball-reference.com/players/h/henrydu01.shtml"">Dutch Henry</a>",BRO,21,283,4,6,0,105,55,41,9,28,28,3.912,4.401,1.410,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/h/holkewa01.shtml"">Walter Holke</a>",PHI,30,1,0,0,0,1,0,0,0,0,0,.000,2.933,3.000,&infin;,0.02
"<a href=""https://www.baseball-reference.com/players/h/hollibo01.shtml"">B. Hollingsw</a>",WS1,27,218,3,7,0,72,43,33,3,50,26,4.087,4.747,1.679,0.52,-0.06
"<a href=""https://www.baseball-reference.com/players/h/holloke01.shtml"">Ken Holloway</a>",DET,25,582,11,10,1,232,117,96,12,75,55,4.454,4.152,1.582,0.73,0.01
"<a href=""https://www.baseball-reference.com/players/h/howele01.shtml"">Les Howe</a>",BOS,27,90,1,0,0,23,10,8,0,7,7,2.400,3.072,1.000,1.00,0.89
"<a href=""https://www.baseball-reference.com/players/h/hoytwa01.shtml"">Waite Hoyt</a>",NYA,23,716,17,9,1,227,97,80,9,66,60,3.017,3.726,1.228,0.91,0.00
"<a href=""https://www.baseball-reference.com/players/h/hubbebi01.shtml"">Bill Hubbell</a>",PHI,26,165,1,6,0,102,70,51,13,17,8,8.345,6.096,2.164,0.47,0.00
"<a href=""https://www.baseball-reference.com/players/h/hulveha01.shtml"">Hank Hulvey</a>",PHA,25,21,0,1,0,10,6,6,1,2,2,7.714,5.052,1.714,1.00,-0.07
"<a href=""https://www.baseball-reference.com/players/h/huntzwa01.shtml"">W. Huntzinger</a>",NY1,24,24,0,1,0,9,7,7,0,1,2,7.875,2.809,1.250,2.00,0.00
"<a href=""https://www.baseball-reference.com/players/j/johnsfr01.shtml"">Fred Johnson</a>",NY1,29,51,2,0,0,11,8,8,2,7,5,4.235,5.362,1.059,0.71,0.15
"<a href=""https://www.baseball-reference.com/players/j/johnssy01.shtml"">Syl Johnson</a>",DET,22,529,12,7,0,181,82,78,12,47,93,3.981,3.520,1.293,1.98,2.18
"<a href=""https://www.baseball-reference.com/players/j/johnswa01.shtml"">W. Johnson</a>",WS1,35,784,17,12,4,263,112,101,9,73,130,3.478,2.995,1.286,1.78,4.42
"<a href=""https://www.baseball-reference.com/players/j/jonesbr01.shtml"">B. Jones</a>",PHI,24,24,0,0,0,5,8,8,0,7,1,9.000,5.650,1.500,0.14,-0.03
"<a href=""https://www.baseball-reference.com/players/j/jonessa01.shtml"">S. Jones</a>",NYA,30,729,21,8,4,239,114,98,11,69,68,3.630,3.758,1.267,0.99,2.53
"<a href=""https://www.baseball-reference.com/players/j/jonnacl01.shtml"">C. Jonnard</a>",NY1,25,288,4,3,5,105,45,35,6,35,45,3.281,3.886,1.458,1.29,0.94
"<a href=""https://www.baseball-reference.com/players/k/kaufmto01.shtml"">T. Kaufmann</a>",CHN,22,619,14,10,3,209,97,71,14,67,72,3.097,3.959,1.338,1.07,2.36
"<a href=""https://www.baseball-reference.com/players/k/keckca01.shtml"">Cactus Keck</a>",CIN,24,261,3,6,2,84,49,36,5,32,16,3.724,4.361,1.333,0.50,0.15
"<a href=""https://www.baseball-reference.com/players/k/keenvi01.shtml"">Vic Keen</a>",CHN,24,531,12,8,1,169,70,59,8,57,46,3.000,3.928,1.277,0.81,3.29
"<a href=""https://www.baseball-reference.com/players/k/kelleal01.shtml"">Al Kellett</a>",PHA,21,30,0,1,0,11,9,7,0,8,1,6.300,5.090,1.900,0.12,-0.11
"<a href=""https://www.baseball-reference.com/players/k/kellyre02.shtml"">Ren Kelly</a>",PHA,23,21,0,0,0,7,3,2,0,4,1,2.571,4.314,1.571,0.25,0.25
"<a href=""https://www.baseball-reference.com/players/k/kinnewa01.shtml"">Walt Kinney</a>",PHA,29,36,0,1,0,11,13,10,0,9,9,7.500,3.619,1.667,1.00,-0.42
"<a href=""https://www.baseball-reference.com/players/k/kolpra01.shtml"">Ray Kolp</a>",SLA,28,514,5,12,1,178,91,74,11,54,44,3.887,4.119,1.354,0.81,1.98
"<a href=""https://www.baseball-reference.com/players/k/kunzea01.shtml"">Earl Kunz</a>",PIT,24,137,1,2,1,48,33,28,2,24,12,5.518,4.607,1.577,0.50,-0.62
"<a href=""https://www.baseball-reference.com/players/l/leverdi01.shtml"">D. Leverett</a>",CHA,29,578,10,13,3,212,108,87,6,64,64,4.064,3.539,1.433,1.00,1.09
"<a href=""https://www.baseball-reference.com/players/l/levsedu01.shtml"">Dutch Levsen</a>",CLE,25,13,0,0,0,4,0,0,0,0,1,.000,2.437,.923,&infin;,0.22
"<a href=""https://www.baseball-reference.com/players/l/lucasre01.shtml"">Red Lucas</a>",NY1,21,16,0,0,1,9,5,0,0,4,3,.000,3.832,2.438,0.75,-0.24
"<a href=""https://www.baseball-reference.com/players/l/luquedo01.shtml"">Dolf Luque</a>",CIN,32,966,27,8,2,279,90,69,2,88,151,1.929,2.846,1.140,1.72,10.71
"<a href=""https://www.baseball-reference.com/players/l/lyonste01.shtml"">Ted Lyons</a>",CHA,22,68,2,1,0,30,21,16,2,15,6,6.353,5.271,1.985,0.40,-0.44
"<a href=""https://www.baseball-reference.com/players/m/mackfr01.shtml"">Frank Mack</a>",CHA,23,70,0,1,0,23,13,11,0,11,6,4.243,3.878,1.457,0.55,0.23
"<a href=""https://www.baseball-reference.com/players/m/mamaual01.shtml"">Al Mamaux</a>",BRO,29,39,0,2,0,20,13,12,0,6,5,8.308,3.504,2.000,0.83,-0.42
"<a href=""https://www.baseball-reference.com/players/m/marbefi01.shtml"">F. Marberry</a>",WS1,24,134,4,0,0,42,16,14,1,17,18,2.821,3.372,1.321,1.06,0.77
"<a href=""https://www.baseball-reference.com/players/m/marquru01.shtml"">R. Marquard</a>",BSN,36,717,11,14,0,265,127,99,10,65,78,3.728,3.617,1.381,1.20,2.95
"<a href=""https://www.baseball-reference.com/players/m/maysca01.shtml"">Carl Mays</a>",NYA,31,244,5,2,0,119,59,56,8,32,16,6.197,4.768,1.857,0.50,-0.88
"<a href=""https://www.baseball-reference.com/players/m/mcgresl01.shtml"">Slim McGrew</a>",WS1,23,15,0,0,0,11,9,7,0,3,1,12.600,4.052,2.800,0.33,-0.32
"<a href=""https://www.baseball-reference.com/players/m/mcnamti01.shtml"">Tim McNamara</a>",BSN,24,418,3,13,0,185,95,76,8,29,32,4.909,3.696,1.536,1.10,-0.40
"<a href=""https://www.baseball-reference.com/players/m/mcquahe01.shtml"">Herb McQuaid</a>",CIN,24,103,1,0,0,31,11,9,0,10,9,2.359,3.024,1.194,0.90,0.79
"<a href=""https://www.baseball-reference.com/players/m/mcquihu01.shtml"">H. McQuillan</a>",NY1,27,689,15,14,0,224,96,87,12,66,75,3.409,3.781,1.263,1.14,0.00
"<a href=""https://www.baseball-reference.com/players/m/meadole01.shtml"">Lee Meadows</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotemeadole01"" style=""display:none;""></input><label for=""footnotemeadole01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivmeadole01"">PHI, PIT</div></span>",28,740,17,13,1,290,129,105,3,59,76,3.831,3.176,1.415,1.29,2.47
"<a href=""https://www.baseball-reference.com/players/m/meekero01.shtml"">Roy Meeker</a>",PHA,22,75,3,0,0,24,10,10,0,13,12,3.600,3.528,1.480,0.92,0.79
"<a href=""https://www.baseball-reference.com/players/m/metivde01.shtml"">D. Metivier</a>",CLE,25,220,4,2,1,111,66,53,1,38,9,6.505,4.057,2.032,0.24,-1.97
"<a href=""https://www.baseball-reference.com/players/m/millefr02.shtml"">Frank Miller</a>",BSN,37,118,0,3,1,54,26,20,2,11,6,4.576,3.860,1.653,0.55,-0.52
"<a href=""https://www.baseball-reference.com/players/m/millere01.shtml"">Red Miller</a>",PHI,26,5,0,0,0,6,6,6,0,1,0,32.400,4.039,4.200,0.00,-0.14
"<a href=""https://www.baseball-reference.com/players/m/mitchcl01.shtml"">C. Mitchell</a>",PHI,32,418,9,10,0,170,93,73,8,46,41,4.715,3.960,1.550,0.89,0.00
"<a href=""https://www.baseball-reference.com/players/m/mitchmo01.shtml"">M. Mitchell</a>",WS1,21,125,2,4,2,57,35,30,0,22,8,6.480,4.011,1.896,0.36,-0.88
"<a href=""https://www.baseball-reference.com/players/m/mogrige01.shtml"">G. Mogridge</a>",WS1,34,633,13,13,1,228,90,73,10,56,62,3.114,3.730,1.346,1.11,0.00
"<a href=""https://www.baseball-reference.com/players/m/moorero01.shtml"">Roy Moore</a>",DET,24,36,0,0,1,15,4,4,0,11,7,3.000,4.347,2.167,0.64,0.24
"<a href=""https://www.baseball-reference.com/players/m/morrijo04.shtml"">J. Morrison</a>",PIT,27,905,25,13,2,287,136,117,6,110,114,3.491,3.496,1.316,1.04,4.47
"<a href=""https://www.baseball-reference.com/players/m/mortogu01.shtml"">Guy Morton</a>",CLE,30,388,6,6,1,133,67,61,3,56,54,4.245,3.658,1.461,0.96,1.24
"<a href=""https://www.baseball-reference.com/players/m/murrage01.shtml"">G. Murray</a>",BOS,24,533,7,11,0,190,111,97,9,87,40,4.914,4.553,1.559,0.46,1.05
"<a href=""https://www.baseball-reference.com/players/n/nayloro01.shtml"">R. Naylor</a>",PHA,31,429,12,7,0,149,68,55,5,59,27,3.462,4.274,1.455,0.46,2.57
"<a href=""https://www.baseball-reference.com/players/n/nehfar01.shtml"">Art Nehf</a>",NY1,30,588,13,10,2,219,112,98,14,49,50,4.500,4.074,1.367,1.02,0.00
"<a href=""https://www.baseball-reference.com/players/n/northlo01.shtml"">Lou North</a>",SLN,32,215,3,4,1,90,50,41,8,31,24,5.149,4.841,1.688,0.77,0.00
"<a href=""https://www.baseball-reference.com/players/o/o'doule01.shtml"">Lefty O'Doul</a>",BOS,26,159,1,1,0,69,50,32,2,31,10,5.434,4.577,1.887,0.32,-1.24
"<a href=""https://www.baseball-reference.com/players/o/oeschjo01.shtml"">Joe Oeschger</a>",BSN,31,499,5,15,2,227,117,105,4,54,33,5.681,3.696,1.689,0.61,-0.80
"<a href=""https://www.baseball-reference.com/players/o/ogdencu01.shtml"">Curly Ogden</a>",PHA,22,139,1,2,0,63,39,29,2,32,14,5.633,4.631,2.050,0.44,-0.75
"<a href=""https://www.baseball-reference.com/players/o/olsenol01.shtml"">Ole Olsen</a>",DET,28,124,1,1,0,42,30,29,1,17,12,6.315,3.562,1.427,0.71,-0.43
"<a href=""https://www.baseball-reference.com/players/o/o'neiha01.shtml"">H. O'Neill</a>",PHA,26,6,0,0,0,1,0,0,0,3,2,.000,5.957,2.000,0.67,0.10
"<a href=""https://www.baseball-reference.com/players/o/osborti01.shtml"">Tiny Osborne</a>",CHN,30,539,8,15,1,174,117,91,14,89,69,4.558,4.669,1.464,0.78,0.00
"<a href=""https://www.baseball-reference.com/players/o/ozmerdo01.shtml"">Doc Ozmer</a>",PHA,22,6,0,0,0,1,1,1,0,1,1,4.500,3.484,1.000,1.00,0.02
"<a href=""https://www.baseball-reference.com/players/p/pennohe01.shtml"">Herb Pennock</a>",NYA,29,715,19,6,3,235,86,83,11,68,93,3.134,3.600,1.271,1.37,6.14
"<a href=""https://www.baseball-reference.com/players/p/pertibi01.shtml"">Bill Pertica</a>",SLN,24,7,0,0,0,2,2,1,0,3,0,3.857,5.636,2.143,0.00,-0.06
"<a href=""https://www.baseball-reference.com/players/p/pfeffje01.shtml"">Jeff Pfeffer</a>",SLN,35,457,8,9,0,171,80,68,8,40,32,4.018,3.801,1.385,0.80,0.00
"<a href=""https://www.baseball-reference.com/players/p/piercbi01.shtml"">Bill Piercy</a>",BOS,27,562,8,17,0,193,105,71,5,73,51,3.411,3.699,1.420,0.70,2.41
"<a href=""https://www.baseball-reference.com/players/p/pillehe01.shtml"">H. Pillette</a>",DET,27,751,14,19,1,280,138,107,7,83,64,3.847,3.707,1.450,0.77,1.10
