playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
adamsba01,1913,1,PIT,NL,21,10,43,37,24,4,0,941,271,75,8,49,144,0.23,2.15,,5,0,0,1227,5,94,,,
adamswi01,1913,1,SLA,AL,0,0,4,0,0,0,0,27,12,10,1,4,5,0.28,10,,0,3,0,49,2,14,,,
ainsmed01,1913,1,WS1,AL,0,0,1,0,0,0,0,1,2,2,0,0,0,0.66,54,,0,0,0,3,0,2,,,
alexape01,1913,1,PHI,NL,22,8,47,36,23,9,2,919,288,95,9,75,159,0.25,2.79,,3,3,0,1234,9,106,,,
allenfr01,1913,1,BRO,NL,4,18,34,25,11,0,2,524,144,55,6,81,82,0.23,2.83,,4,10,0,736,3,75,,,
allisma01,1913,1,SLA,AL,1,3,11,4,3,0,0,154,52,13,0,13,12,0.28,2.28,,2,3,0,197,5,24,,,
altroni01,1913,1,WS1,AL,0,0,4,0,0,0,0,27,7,5,0,4,2,0.18,5,,0,1,0,43,2,5,,,
amesre01,1913,1,NY1,NL,2,1,8,5,2,0,1,125,35,10,0,8,30,0.24,2.16,,3,1,0,157,2,11,,,
amesre01,1913,2,CIN,NL,11,13,31,24,12,1,2,562,185,60,7,70,80,0.26,2.88,,9,5,0,789,5,82,,,
anderfr01,1913,1,BOS,AL,0,6,10,8,4,0,0,172,84,38,0,21,32,0.35,5.97,,3,1,0,249,1,51,,,
ayersdo01,1913,1,WS1,AL,1,1,4,2,1,1,1,53,12,3,0,4,17,0.18,1.53,,0,1,0,71,1,7,,,
baskeji01,1913,1,CLE,AL,0,0,2,1,0,0,0,14,8,3,1,2,0,0.4,5.79,,0,0,0,22,1,3,,,
baumgge01,1913,1,SLA,AL,10,19,38,31,23,2,1,760,267,88,6,84,78,0.28,3.13,,2,11,0,1038,7,119,,,
bediehu01,1913,1,BOS,AL,15,14,43,28,15,1,5,777,255,80,0,67,122,0.26,2.78,,2,6,0,1051,10,104,,,
bendech01,1913,1,PHA,AL,21,10,48,21,14,2,13,710,208,58,2,59,135,0.22,2.21,,7,3,0,975,21,80,,,
bentlja01,1913,1,WS1,AL,1,0,3,1,0,0,1,33,5,0,0,2,5,0.14,0,,1,1,0,31,1,0,,,
bentoru01,1913,1,CIN,NL,11,7,23,22,9,1,0,433,140,56,4,60,68,0.26,3.49,,6,9,0,618,0,76,,,
benzjo01,1913,1,CHA,AL,7,10,33,17,6,1,1,453,146,46,1,59,79,0.25,2.74,,4,2,0,636,10,64,,,
bettsha01,1913,1,CIN,NL,0,0,1,0,0,0,0,10,1,1,0,3,0,0.14,2.7,,0,1,0,12,1,1,,,
blandfr01,1913,1,CLE,AL,15,10,41,22,14,3,0,645,234,61,6,72,63,0.28,2.55,,5,2,1,905,16,82,,,
boardch01,1913,1,PHA,AL,0,2,2,2,1,0,0,27,10,2,0,6,4,0.29,2,,1,0,0,40,0,5,,,
