Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/ablesha01.shtml"">Harry Ables</a>",CLE,25,89,1,1,0,26,14,7,1,10,24,2.124,1.965,1.213,2.40,-0.12
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,27,390,12,3,2,88,25,16,0,23,65,1.108,1.651,.854,2.83,4.05
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotealtroni01"" style=""display:none;""></input><label for=""footnotealtroni01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivaltroni01"">CHA, WS1</div></span>",32,141,1,4,0,71,29,28,0,6,11,5.362,2.084,1.638,1.83,-0.63
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",NY1,26,732,15,10,1,217,109,73,2,81,156,2.693,1.995,1.221,1.93,0.00
"<a href=""https://www.baseball-reference.com/players/a/anderfr01.shtml"">F. Anderson</a>",BOS,23,24,0,0,0,3,3,1,0,1,5,1.125,1.252,.500,5.00,0.06
"<a href=""https://www.baseball-reference.com/players/a/arellfr01.shtml"">F. Arellanes</a>",BOS,27,692,16,12,8,192,80,56,3,43,82,2.185,2.167,1.019,1.91,2.86
"<a href=""https://www.baseball-reference.com/players/a/atkinto01.shtml"">Tommy Atkins</a>",PHA,21,18,0,0,0,6,4,3,0,5,4,4.500,3.308,1.833,0.80,-0.18
"<a href=""https://www.baseball-reference.com/players/b/backmle01.shtml"">Les Backman</a>",SLN,21,385,3,11,0,146,69,59,1,39,35,4.138,2.604,1.442,0.90,-0.63
"<a href=""https://www.baseball-reference.com/players/b/bailebi01.shtml"">Bill Bailey</a>",SLA,21,597,9,10,0,174,71,54,2,75,114,2.442,2.241,1.251,1.52,3.16
"<a href=""https://www.baseball-reference.com/players/b/beebefr01.shtml"">Fred Beebe</a>",SLN,29,863,15,21,1,256,142,90,5,104,105,2.816,2.695,1.251,1.01,0.21
