Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsjo01.shtml"">Joe Adams</a>",SLN,24,12,0,0,0,9,6,4,0,2,0,9.000,3.259,2.750,0.00,-0.27
"<a href=""https://www.baseball-reference.com/players/a/adkindo01.shtml"">Doc Adkins</a>",BOS,29,60,1,1,0,30,20,9,2,7,3,4.050,4.554,1.850,0.43,-0.61
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",BOS,25,54,0,2,1,19,13,4,0,7,5,2.000,3.108,1.444,0.71,-0.18
"<a href=""https://www.baseball-reference.com/players/b/becklja01.shtml"">Jake Beckley</a>",CIN,34,12,0,1,0,9,8,3,0,1,2,6.750,2.473,2.500,2.00,-0.35
"<a href=""https://www.baseball-reference.com/players/b/bernhbi01.shtml"">B. Bernhard</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebernhbi01"" style=""display:none;""></input><label for=""footnotebernhbi01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbernhbi01"">PHA, CLE</div></span>",31,678,18,5,1,176,79,54,4,37,58,2.150,2.817,.942,1.57,0.51
"<a href=""https://www.baseball-reference.com/players/b/blewebo01.shtml"">Bob Blewett</a>",NY1,25,84,0,2,0,39,26,15,0,7,8,4.821,2.730,1.643,1.14,-0.91
"<a href=""https://www.baseball-reference.com/players/b/burkeje01.shtml"">J. Burkett</a>",SLA,33,3,0,1,0,4,4,1,0,1,2,9.000,2.147,5.000,2.00,-0.24
"<a href=""https://www.baseball-reference.com/players/b/burkejo02.shtml"">John Burke</a>",NY1,25,42,0,1,0,21,11,9,0,3,3,5.786,2.857,1.714,1.00,-0.29
"<a href=""https://www.baseball-reference.com/players/b/butleik01.shtml"">Ike Butler</a>",BLA,28,349,1,10,0,168,103,69,1,45,13,5.338,3.582,1.831,0.29,-1.04
"<a href=""https://www.baseball-reference.com/players/c/callani01.shtml"">J. Callahan</a>",CHA,28,847,16,14,0,287,150,113,8,89,75,3.602,3.340,1.332,0.84,1.39
"<a href=""https://www.baseball-reference.com/players/c/carnepa01.shtml"">Pat Carney</a>",BSN,25,15,0,1,0,6,5,5,1,3,3,9.000,5.244,1.800,1.00,-0.23
"<a href=""https://www.baseball-reference.com/players/c/carribi01.shtml"">Bill Carrick</a>",WS1,28,773,11,17,0,344,194,139,10,72,36,4.855,3.575,1.614,0.50,-1.32
"<a href=""https://www.baseball-reference.com/players/c/chesbja01.shtml"">Jack Chesbro</a>",PIT,28,859,28,6,1,242,81,69,1,62,136,2.169,2.175,1.062,2.19,0.00
"<a href=""https://www.baseball-reference.com/players/c/clarkgi01.shtml"">Ginger Clark</a>",CLE,23,18,1,0,0,10,6,4,0,3,1,6.000,3.245,2.167,0.33,-0.17
"<a href=""https://www.baseball-reference.com/players/c/coaklan01.shtml"">Andy Coakley</a>",PHA,19,81,2,1,0,25,15,8,0,9,9,2.667,2.778,1.259,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/c/cronija01.shtml"">Jack Cronin</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotecronija01"" style=""display:none;""></input><label for=""footnotecronija01"" class=""footnoteLabel"">3</label><div class=""footnoteDiv"" id=""footnoteDivcronija01"">DET, BLA, NY1</div></span>",28,621,8,11,0,197,101,71,5,50,77,3.087,2.921,1.193,1.54,0.58
"<a href=""https://www.baseball-reference.com/players/c/currasa01.shtml"">Sammy Curran</a>",BSN,27,20,0,0,0,6,1,1,0,0,3,1.350,1.750,.900,&infin;,0.31
"<a href=""https://www.baseball-reference.com/players/c/curricl01.shtml"">C. Currie</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotecurricl01"" style=""display:none;""></input><label for=""footnotecurricl01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivcurricl01"">CIN, SLN</div></span>",23,570,10,9,0,195,91,63,1,52,50,2.984,2.903,1.300,0.96,0.00
"<a href=""https://www.baseball-reference.com/players/c/cushmha01.shtml"">H. Cushman</a>",PIT,24,77,0,4,0,30,31,21,0,31,12,7.364,5.000,2.377,0.39,-1.22
"<a href=""https://www.baseball-reference.com/players/d/deinipe01.shtml"">P. Deininger</a>",BOS,24,36,0,0,0,19,16,13,3,9,2,9.750,7.045,2.333,0.22,-0.53
"<a href=""https://www.baseball-reference.com/players/d/dinnebi01.shtml"">Bill Dinneen</a>",BOS,26,1114,21,21,0,348,155,121,9,99,136,2.933,2.991,1.204,1.37,6.68
"<a href=""https://www.baseball-reference.com/players/d/dohened01.shtml"">Ed Doheny</a>",PIT,28,565,16,4,0,161,68,53,0,61,88,2.533,2.457,1.179,1.44,1.84
"<a href=""https://www.baseball-reference.com/players/d/donahre01.shtml"">Red Donahue</a>",SLA,29,949,22,11,0,322,134,97,7,65,63,2.760,3.102,1.223,0.97,0.00
"<a href=""https://www.baseball-reference.com/players/d/donlimi01.shtml"">Mike Donlin</a>",CIN,24,3,0,0,0,1,0,0,0,0,0,.000,2.665,1.000,&infin;,0.06
"<a href=""https://www.baseball-reference.com/players/d/donovbi01.shtml"">Bill Donovan</a>",BRO,25,893,17,15,1,250,122,92,1,111,170,2.782,2.613,1.213,1.53,2.96
"<a href=""https://www.baseball-reference.com/players/d/dornegu01.shtml"">Gus Dorner</a>",CLE,25,108,3,1,0,33,13,5,1,13,5,1.250,3.804,1.278,0.38,0.00
"<a href=""https://www.baseball-reference.com/players/d/dressbo01.shtml"">Bob Dresser</a>",BSN,23,27,0,1,0,12,6,3,0,0,8,3.000,1.103,1.333,&infin;,-0.11
"<a href=""https://www.baseball-reference.com/players/d/dugglbi01.shtml"">B. Duggleby</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotedugglbi01"" style=""display:none;""></input><label for=""footnotedugglbi01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivdugglbi01"">PHA, PHI</div></span>",28,827,12,18,1,301,139,103,2,61,64,3.363,2.827,1.313,1.05,2.93
"<a href=""https://www.baseball-reference.com/players/d/dunhawi01.shtml"">Wiley Dunham</a>",SLN,25,114,2,3,1,47,31,24,1,13,15,5.684,2.989,1.579,1.15,-0.92
"<a href=""https://www.baseball-reference.com/players/d/dunnja01.shtml"">Jack Dunn</a>",NY1,29,80,0,3,0,28,14,11,0,12,6,3.713,3.562,1.500,0.50,0.04
