Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/beckejo02.shtml"">Josh Beckett</a>",BOS,27,200&frac23;,20,7,0,189,76,73,17,40,194,3.274,2.935,1.141,4.85,6.51
"<a href=""https://www.baseball-reference.com/players/b/bedarer01.shtml"">Erik Bedard</a>",BAL,28,182,13,5,0,141,66,64,19,57,221,3.165,3.022,1.088,3.88,0.00
"<a href=""https://www.baseball-reference.com/players/b/beimejo01.shtml"">Joe Beimel</a>",LAN,30,67&frac13;,4,2,1,63,30,29,1,24,39,3.876,3.301,1.292,1.62,0.00
"<a href=""https://www.baseball-reference.com/players/b/belisma01.shtml"">Matt Belisle</a>",CIN,27,177&frac23;,8,9,0,212,111,105,26,43,125,5.319,4.322,1.435,2.91,1.15
"<a href=""https://www.baseball-reference.com/players/b/bellhe01.shtml"">Heath Bell</a>",SDN,29,93&frac23;,6,4,2,60,21,21,3,30,102,2.018,2.333,.961,3.40,3.28
"<a href=""https://www.baseball-reference.com/players/b/bellro01.shtml"">Rob Bell</a>",BAL,30,53,4,3,0,73,37,35,7,24,28,5.943,5.140,1.830,1.17,-0.34
"<a href=""https://www.baseball-reference.com/players/b/benitar01.shtml"">A. Benitez</a>",2,34,50&frac13;,2,8,9,49,37,30,8,29,57,5.364,4.676,1.550,1.97,0.01
"<a href=""https://www.baseball-reference.com/players/b/benneje01.shtml"">Jeff Bennett</a>",ATL,27,13,2,1,0,14,5,5,3,3,14,3.462,4.698,1.308,4.67,0.26
"<a href=""https://www.baseball-reference.com/players/b/benoijo01.shtml"">J. Benoit</a>",TEX,29,82,7,4,6,68,28,26,6,28,87,2.854,3.019,1.171,3.11,2.36
"<a href=""https://www.baseball-reference.com/players/b/bergmja01.shtml"">J. Bergmann</a>",WAS,25,115&frac13;,6,6,0,99,59,57,18,42,86,4.448,4.896,1.223,2.05,1.53
"<a href=""https://www.baseball-reference.com/players/b/betanra01.shtml"">R. Betancourt</a>",CLE,32,79&frac13;,5,1,3,51,13,13,4,9,80,1.475,2.154,.756,8.89,4.34
"<a href=""https://www.baseball-reference.com/players/b/billich01.shtml"">C. Billingsley</a>",LAN,22,147,12,5,0,131,56,54,15,64,141,3.306,3.903,1.327,2.20,3.55
"<a href=""https://www.baseball-reference.com/players/b/birkiku01.shtml"">Kurt Birkins</a>",BAL,26,34&frac13;,1,2,0,52,31,31,3,14,30,8.126,3.545,1.922,2.14,-0.82
"<a href=""https://www.baseball-reference.com/players/b/bisenjo01.shtml"">Joe Bisenius</a>",PHI,24,2,0,0,0,2,0,0,0,2,3,.000,3.240,2.000,1.50,0.09
"<a href=""https://www.baseball-reference.com/players/b/blackni01.shtml"">N. Blackburn</a>",MIN,25,11&frac23;,0,2,0,19,12,10,2,2,8,7.714,4.476,1.800,4.00,-0.49
"<a href=""https://www.baseball-reference.com/players/b/blacktr01.shtml"">T. Blackley</a>",SFN,24,8&frac23;,0,0,0,10,7,7,2,5,5,7.269,6.880,1.731,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/blantjo01.shtml"">Joe Blanton</a>",OAK,26,230,14,10,0,240,106,101,16,40,140,3.952,3.396,1.217,3.50,0.00
"<a href=""https://www.baseball-reference.com/players/b/blevije01.shtml"">J. Blevins</a>",OAK,23,4&frac23;,0,1,0,8,6,5,1,2,3,9.643,5.542,2.143,1.50,-0.23
"<a href=""https://www.baseball-reference.com/players/b/bondeje01.shtml"">J. Bonderman</a>",DET,24,174&frac13;,11,9,0,193,105,97,23,48,145,5.008,4.029,1.382,3.02,0.00
"<a href=""https://www.baseball-reference.com/players/b/bonsebo01.shtml"">Boof Bonser</a>",MIN,25,173,8,12,0,199,108,98,27,65,136,5.098,4.702,1.526,2.09,-0.12
"<a href=""https://www.baseball-reference.com/players/b/bookech01.shtml"">Chris Booker</a>",WAS,30,1,0,1,0,1,2,2,1,1,1,18.000,20.258,2.000,1.00,-0.21
"<a href=""https://www.baseball-reference.com/players/b/bootcch01.shtml"">C. Bootcheck</a>",LAA,28,77&frac13;,3,3,0,81,43,41,7,24,56,4.772,3.707,1.358,2.33,0.34
"<a href=""https://www.baseball-reference.com/players/b/borkoda01.shtml"">D. Borkowski</a>",HOU,30,71&frac23;,5,3,1,76,46,41,8,34,63,5.149,4.161,1.535,1.85,-0.23
"<a href=""https://www.baseball-reference.com/players/b/borowjo01.shtml"">Joe Borowski</a>",CLE,36,65&frac23;,4,5,45,77,39,37,9,17,58,5.071,3.900,1.431,3.41,-0.45
"<a href=""https://www.baseball-reference.com/players/b/bowiemi01.shtml"">Micah Bowie</a>",WAS,32,57&frac13;,4,3,0,55,30,29,7,27,42,4.552,4.715,1.430,1.56,0.44
"<a href=""https://www.baseball-reference.com/players/b/boyerbl01.shtml"">Blaine Boyer</a>",ATL,25,5&frac13;,0,0,0,10,3,2,0,1,3,3.375,2.770,2.062,3.00,0.00
"<a href=""https://www.baseball-reference.com/players/b/bradeda01.shtml"">D. Braden</a>",OAK,23,72&frac13;,1,8,0,91,59,54,9,26,55,6.719,4.265,1.618,2.12,-1.28
"<a href=""https://www.baseball-reference.com/players/b/bradfch01.shtml"">C. Bradford</a>",BAL,32,64&frac23;,4,7,2,77,28,24,1,16,29,3.340,3.018,1.438,1.81,1.37
"<a href=""https://www.baseball-reference.com/players/b/braunry01.shtml"">Ryan Braun</a>",KCA,26,39&frac13;,2,0,0,46,32,29,4,22,24,6.636,4.967,1.729,1.09,-0.56
"<a href=""https://www.baseball-reference.com/players/b/braybi01.shtml"">Bill Bray</a>",CIN,24,14&frac13;,3,3,1,16,10,10,1,5,14,6.279,3.240,1.465,2.80,-0.10
"<a href=""https://www.baseball-reference.com/players/b/brazoyh01.shtml"">Y. Brazoban</a>",LAN,27,1&frac23;,0,0,0,3,4,3,0,3,5,16.200,2.862,3.600,1.67,-0.19
"<a href=""https://www.baseball-reference.com/players/b/brittch01.shtml"">C. Britton</a>",NYA,24,12&frac23;,0,1,0,9,5,5,2,4,5,3.553,5.685,1.026,1.25,0.22
"<a href=""https://www.baseball-reference.com/players/b/broadla01.shtml"">L. Broadway</a>",CHA,23,10&frac13;,1,1,0,5,2,1,0,5,14,.871,1.946,.968,2.80,0.50
"<a href=""https://www.baseball-reference.com/players/b/brocado01.shtml"">Doug Brocail</a>",SDN,40,76&frac23;,5,1,0,66,33,26,8,24,43,3.052,4.382,1.174,1.79,0.69
"<a href=""https://www.baseball-reference.com/players/b/broweji01.shtml"">Jim Brower</a>",NYA,34,3&frac13;,0,0,0,8,7,5,0,2,1,13.500,3.463,3.000,0.50,-0.44
"<a href=""https://www.baseball-reference.com/players/b/brownan01.shtml"">Andrew Brown</a>",OAK,26,41&frac23;,3,3,0,38,21,21,1,17,43,4.536,2.506,1.320,2.53,0.18
"<a href=""https://www.baseball-reference.com/players/b/broxtjo01.shtml"">J. Broxton</a>",LAN,23,82,4,4,2,69,30,26,6,25,99,2.854,2.659,1.146,3.96,0.00
"<a href=""https://www.baseball-reference.com/players/b/brunebr01.shtml"">Brian Bruney</a>",NYA,25,50,3,2,0,44,28,26,5,37,39,4.680,5.085,1.620,1.05,0.20
"<a href=""https://www.baseball-reference.com/players/b/buchhcl01.shtml"">C. Buchholz</a>",BOS,22,22&frac23;,3,1,0,14,6,4,0,10,22,1.588,2.422,1.059,2.20,0.97
"<a href=""https://www.baseball-reference.com/players/b/buchhta01.shtml"">T. Buchholz</a>",COL,25,93&frac23;,6,5,0,105,47,44,8,20,61,4.228,3.619,1.335,3.05,0.99
"<a href=""https://www.baseball-reference.com/players/b/bucknbi02.shtml"">B. Buckner</a>",KCA,23,34,1,2,0,37,20,20,5,16,17,5.294,5.760,1.559,1.06,0.17
"<a href=""https://www.baseball-reference.com/players/b/buehrma01.shtml"">Mark Buehrle</a>",CHA,28,201,10,9,0,208,86,81,22,45,115,3.627,4.134,1.259,2.56,6.11
"<a href=""https://www.baseball-reference.com/players/b/bukviry01.shtml"">Ryan Bukvich</a>",CHA,29,35&frac23;,1,0,0,36,23,20,5,24,18,5.047,5.842,1.682,0.75,0.27
"<a href=""https://www.baseball-reference.com/players/b/bulgeja01.shtml"">Jason Bulger</a>",LAA,28,6&frac13;,0,0,0,5,2,2,0,3,8,2.842,2.091,1.263,2.67,0.12
"<a href=""https://www.baseball-reference.com/players/b/bullibr01.shtml"">B. Bullington</a>",PIT,26,17,0,3,0,24,11,10,3,5,7,5.294,5.558,1.706,1.40,-0.04
"<a href=""https://www.baseball-reference.com/players/b/burgoam01.shtml"">A. Burgos</a>",NYN,23,23&frac23;,1,0,0,17,10,9,3,9,19,3.423,4.229,1.099,2.11,0.23
"<a href=""https://www.baseball-reference.com/players/b/burnea.01.shtml"">A. Burnett</a>",TOR,30,165&frac23;,10,8,0,131,74,69,23,66,176,3.748,3.921,1.189,2.67,2.42
"<a href=""https://www.baseball-reference.com/players/b/burrebr01.shtml"">Brian Burres</a>",BAL,26,121,6,8,0,140,81,80,14,66,96,5.950,4.630,1.702,1.45,0.10
"<a href=""https://www.baseball-reference.com/players/b/burtoja01.shtml"">Jared Burton</a>",CIN,26,43,4,2,0,28,15,12,2,22,36,2.512,3.591,1.163,1.64,1.17
"<a href=""https://www.baseball-reference.com/players/b/bushda01.shtml"">Dave Bush</a>",MIL,27,186&frac13;,12,10,0,217,110,106,27,44,134,5.120,4.198,1.401,3.05,0.61
"<a href=""https://www.baseball-reference.com/players/b/byrdati01.shtml"">Tim Byrdak</a>",DET,33,45,3,0,1,38,23,16,3,26,49,3.200,3.590,1.422,1.88,0.23
"<a href=""https://www.baseball-reference.com/players/b/byrdpa01.shtml"">Paul Byrd</a>",CLE,36,192&frac13;,15,8,0,239,107,98,27,28,88,4.586,4.462,1.388,3.14,0.00
"<a href=""https://www.baseball-reference.com/players/c/cabreda01.shtml"">D. Cabrera</a>",BAL,26,204&frac13;,9,18,0,207,133,126,25,108,166,5.550,4.573,1.542,1.54,0.00
"<a href=""https://www.baseball-reference.com/players/c/cabrefe01.shtml"">F. Cabrera</a>",2,25,43&frac23;,1,2,1,50,36,35,9,31,48,7.214,5.767,1.855,1.55,-0.14
"<a href=""https://www.baseball-reference.com/players/c/cainma01.shtml"">Matt Cain</a>",SFN,22,200,7,16,0,173,84,81,14,79,163,3.645,3.642,1.260,2.06,4.59
"<a href=""https://www.baseball-reference.com/players/c/calerki01.shtml"">Kiko Calero</a>",OAK,32,40&frac23;,1,5,1,46,26,26,3,21,31,5.754,4.056,1.648,1.48,-0.49
"<a href=""https://www.baseball-reference.com/players/c/calica01.shtml"">Carmen Cali</a>",MIN,28,21,0,1,0,22,11,11,2,16,14,4.714,5.139,1.810,0.88,0.07
"<a href=""https://www.baseball-reference.com/players/c/camerke01.shtml"">K. Cameron</a>",SDN,27,58,2,0,0,55,24,18,0,36,50,2.793,3.373,1.569,1.39,0.58
"<a href=""https://www.baseball-reference.com/players/c/campijo01.shtml"">J. Campillo</a>",SEA,28,13&frac13;,0,0,0,18,12,10,2,6,9,6.750,4.882,1.800,1.50,-0.29
"<a href=""https://www.baseball-reference.com/players/c/campsh01.shtml"">Shawn Camp</a>",TBA,31,40,0,3,0,63,33,32,7,18,36,7.200,4.669,2.025,2.00,-0.86
"<a href=""https://www.baseball-reference.com/players/c/capeljo01.shtml"">J. Capellan</a>",2,26,26,0,3,0,28,19,16,7,9,20,5.538,6.153,1.423,2.22,0.08
"<a href=""https://www.baseball-reference.com/players/c/cappsma01.shtml"">Matt Capps</a>",PIT,23,79,4,7,18,64,22,20,5,16,64,2.278,2.928,1.013,4.00,0.00
"<a href=""https://www.baseball-reference.com/players/c/capuach01.shtml"">C. Capuano</a>",MIL,28,150,5,12,0,170,93,85,20,54,132,5.100,4.103,1.493,2.44,0.20
"<a href=""https://www.baseball-reference.com/players/c/carlybu01.shtml"">B. Carlyle</a>",ATL,29,107,8,7,0,117,67,62,19,32,74,5.215,5.013,1.393,2.31,-0.46
"<a href=""https://www.baseball-reference.com/players/c/carmofa01.shtml"">R. Hernandez</a>",CLE,26,215,19,8,0,199,78,73,16,61,137,3.056,3.648,1.209,2.25,0.00
"<a href=""https://www.baseball-reference.com/players/c/carpech01.shtml"">C. Carpenter</a>",SLN,32,6,0,1,0,9,5,5,0,1,3,7.500,2.367,1.667,3.00,-0.10
"<a href=""https://www.baseball-reference.com/players/c/carrahe01.shtml"">H. Carrasco</a>",LAA,37,38&frac13;,2,1,0,44,34,28,8,23,33,6.574,5.786,1.748,1.43,-0.83
"<a href=""https://www.baseball-reference.com/players/c/carvama01.shtml"">M. Carvajal</a>",FLO,22,4,0,0,0,8,4,3,0,2,2,6.750,3.600,2.500,1.00,-0.05
"<a href=""https://www.baseball-reference.com/players/c/casseja01.shtml"">Jack Cassel</a>",SDN,26,22&frac23;,1,1,0,30,10,10,1,5,11,3.971,3.369,1.544,2.20,0.26
"<a href=""https://www.baseball-reference.com/players/c/castrfa01.shtml"">Fabio Castro</a>",PHI,22,12,0,0,0,9,8,8,2,13,14,6.000,6.522,1.833,1.08,-0.03
"<a href=""https://www.baseball-reference.com/players/c/catetr01.shtml"">Troy Cate</a>",SLN,26,16,0,0,0,18,7,6,1,9,12,3.375,4.197,1.688,1.33,0.16
"<a href=""https://www.baseball-reference.com/players/c/cavazan01.shtml"">Andy Cavazos</a>",SLN,26,20,0,0,0,27,27,23,5,16,15,10.350,6.881,2.150,0.94,-0.85
"<a href=""https://www.baseball-reference.com/players/c/chacigu01.shtml"">G. Chacin</a>",TOR,26,27&frac13;,2,1,0,29,17,17,6,7,11,5.598,5.953,1.317,1.57,-0.10
"<a href=""https://www.baseball-reference.com/players/c/chacosh01.shtml"">Shawn Chacon</a>",PIT,29,96,5,4,1,95,42,42,9,48,79,3.938,4.094,1.490,1.65,1.48
"<a href=""https://www.baseball-reference.com/players/c/chambjo03.shtml"">J. Chamberlain</a>",NYA,21,24,2,0,1,12,2,1,1,6,34,.375,1.525,.750,5.67,1.36
"<a href=""https://www.baseball-reference.com/players/c/chenbr01.shtml"">Bruce Chen</a>",TEX,30,10,0,0,0,11,11,8,3,6,7,7.200,7.685,1.700,1.17,-0.31
"<a href=""https://www.baseball-reference.com/players/c/cherrro01.shtml"">Rocky Cherry</a>",2,27,31&frac13;,1,1,0,30,20,19,4,19,23,5.457,4.973,1.564,1.21,0.29
"<a href=""https://www.baseball-reference.com/players/c/chicoma01.shtml"">Matt Chico</a>",WAS,24,167,7,9,0,183,96,86,26,74,94,4.635,5.398,1.539,1.27,0.91
"<a href=""https://www.baseball-reference.com/players/c/chulkvi01.shtml"">Vinnie Chulk</a>",SFN,28,53,5,4,0,53,22,21,3,14,41,3.566,3.109,1.264,2.93,0.88
"<a href=""https://www.baseball-reference.com/players/c/cirilje01.shtml"">Jeff Cirillo</a>",ARI,37,1,0,0,0,0,0,0,0,2,1,.000,8.102,2.000,0.50,0.04
"<a href=""https://www.baseball-reference.com/players/c/clarkda06.shtml"">D. Clarke</a>",COL,26,1&frac13;,0,0,0,2,0,0,0,1,1,.000,3.882,2.250,1.00,0.07
"<a href=""https://www.baseball-reference.com/players/c/clemero02.shtml"">R. Clemens</a>",NYA,44,99,6,6,0,99,52,46,9,31,68,4.182,3.843,1.313,2.19,1.49
"<a href=""https://www.baseball-reference.com/players/c/clippty01.shtml"">T. Clippard</a>",NYA,22,27,3,1,0,29,19,19,6,17,18,6.333,6.775,1.704,1.06,0.00
"<a href=""https://www.baseball-reference.com/players/c/coffeto01.shtml"">Todd Coffey</a>",CIN,26,51,2,1,0,70,36,33,12,19,43,5.824,5.306,1.745,2.26,-0.40
"<a href=""https://www.baseball-reference.com/players/c/collawi01.shtml"">W. Collazo</a>",NYN,27,5&frac23;,0,0,0,7,4,4,0,5,0,6.353,6.027,2.118,0.00,-0.03
"<a href=""https://www.baseball-reference.com/players/c/colomje01.shtml"">Jesus Colome</a>",WAS,29,66,5,1,1,64,30,28,6,27,43,3.818,4.309,1.379,1.59,0.00
"<a href=""https://www.baseball-reference.com/players/c/colonba01.shtml"">B. Colon</a>",LAA,34,99&frac13;,6,8,0,132,74,70,15,29,76,6.342,4.329,1.621,2.62,-0.77
"<a href=""https://www.baseball-reference.com/players/c/colyest01.shtml"">Steve Colyer</a>",ATL,28,3&frac23;,0,1,0,9,2,2,1,4,4,4.909,7.006,3.545,1.00,0.01
"<a href=""https://www.baseball-reference.com/players/c/condrcl01.shtml"">Clay Condrey</a>",PHI,31,50,5,0,2,61,30,28,4,16,27,5.040,3.835,1.540,1.69,-0.20
"<a href=""https://www.baseball-reference.com/players/c/contrjo01.shtml"">J. Contreras</a>",CHA,35,189,10,17,0,232,134,117,21,62,113,5.571,4.199,1.556,1.82,0.57
"<a href=""https://www.baseball-reference.com/players/c/cookaa01.shtml"">Aaron Cook</a>",COL,28,166,8,7,0,178,87,76,15,44,61,4.120,4.407,1.337,1.39,2.19
"<a href=""https://www.baseball-reference.com/players/c/corcoti02.shtml"">Tim Corcoran</a>",TBA,29,17&frac13;,0,0,0,17,14,13,2,12,6,6.750,6.143,1.673,0.50,-0.23
"<a href=""https://www.baseball-reference.com/players/c/cordech01.shtml"">Chad Cordero</a>",WAS,25,75,3,3,37,75,31,28,8,29,62,3.360,4.134,1.387,2.14,1.26
"<a href=""https://www.baseball-reference.com/players/c/cordefr01.shtml"">F. Cordero</a>",MIL,32,63&frac13;,0,4,44,52,23,21,4,18,86,2.984,2.192,1.105,4.78,0.00
"<a href=""https://www.baseball-reference.com/players/c/coreybr01.shtml"">Bryan Corey</a>",BOS,33,9&frac13;,1,0,0,6,2,2,0,4,6,1.929,3.240,1.071,1.50,0.34
"<a href=""https://www.baseball-reference.com/players/c/cormila01.shtml"">L. Cormier</a>",ATL,26,45&frac23;,2,6,0,56,38,36,16,22,27,7.095,8.187,1.708,1.23,-0.95
"<a href=""https://www.baseball-reference.com/players/c/cormirh01.shtml"">R. Cormier</a>",CIN,40,3,0,0,0,4,3,3,1,1,1,9.000,7.197,1.667,1.00,-0.16
"<a href=""https://www.baseball-reference.com/players/c/corpama01.shtml"">Manny Corpas</a>",COL,24,78,4,2,19,63,20,18,6,20,58,2.077,3.459,1.064,2.90,2.90
"<a href=""https://www.baseball-reference.com/players/c/correke01.shtml"">K. Correia</a>",SFN,26,101&frac23;,4,7,0,94,39,39,9,40,80,3.452,3.939,1.318,2.00,0.00
"<a href=""https://www.baseball-reference.com/players/c/cottsne01.shtml"">Neal Cotts</a>",CHN,27,16&frac23;,0,1,0,15,9,9,1,9,14,4.860,3.420,1.440,1.56,0.05
"<a href=""https://www.baseball-reference.com/players/c/coutljo01.shtml"">J. Coutlangus</a>",CIN,26,41,4,2,0,38,22,20,3,27,38,4.390,4.024,1.585,1.41,0.45
"<a href=""https://www.baseball-reference.com/players/c/crainje01.shtml"">Jesse Crain</a>",MIN,25,16&frac13;,1,2,0,19,16,10,4,4,10,5.510,5.794,1.408,2.50,-0.71
"<a href=""https://www.baseball-reference.com/players/c/cruzju02.shtml"">Juan Cruz</a>",ARI,28,61,6,1,0,45,28,21,7,32,87,3.098,3.207,1.262,2.72,0.62
"<a href=""https://www.baseball-reference.com/players/d/danksjo01.shtml"">John Danks</a>",CHA,22,139,6,13,0,160,92,85,28,54,109,5.504,5.342,1.540,2.02,1.11
"<a href=""https://www.baseball-reference.com/players/d/davidda01.shtml"">D. Davidson</a>",PIT,23,2,0,0,0,6,6,5,1,2,0,22.500,7.668,4.000,0.00,-0.19
"<a href=""https://www.baseball-reference.com/players/d/davieky01.shtml"">Kyle Davies</a>",2,23,136,7,15,0,155,102,92,22,70,99,6.088,5.281,1.654,1.41,-1.71
"<a href=""https://www.baseball-reference.com/players/d/davisdo02.shtml"">Doug Davis</a>",ARI,31,192&frac23;,13,12,0,211,100,91,21,95,144,4.251,4.554,1.588,1.52,2.48
"<a href=""https://www.baseball-reference.com/players/d/davisja02.shtml"">Jason Davis</a>",2,27,37,2,0,0,42,27,24,4,25,19,5.838,5.459,1.811,0.76,-0.34
"<a href=""https://www.baseball-reference.com/players/d/daviska01.shtml"">Kane Davis</a>",PHI,32,11&frac13;,0,1,0,17,7,7,2,8,10,5.559,5.570,2.206,1.25,-0.10
"<a href=""https://www.baseball-reference.com/players/d/dayde01.shtml"">Dewon Day</a>",CHA,26,12,0,1,0,19,15,15,1,9,7,11.250,4.712,2.333,0.78,-0.51
"<a href=""https://www.baseball-reference.com/players/d/dejonjo01.shtml"">J. De Jong</a>",TOR,28,9,0,0,0,11,9,8,0,5,7,8.000,3.343,1.778,1.40,-0.22
"<a href=""https://www.baseball-reference.com/players/d/delaceu01.shtml"">F. De La Cruz</a>",DET,23,6&frac23;,0,0,0,10,8,5,1,4,5,6.750,5.368,2.100,1.25,-0.24
"<a href=""https://www.baseball-reference.com/players/r/rosajo01.shtml"">J. De La Rosa</a>",KCA,26,130,8,12,0,160,88,84,20,53,82,5.815,5.093,1.638,1.55,-0.31
"<a href=""https://www.baseball-reference.com/players/d/delcama01.shtml"">M. Delcarmen</a>",BOS,25,44,0,0,1,28,11,10,4,17,41,2.045,3.605,1.023,2.41,1.56
"<a href=""https://www.baseball-reference.com/players/d/dempsry01.shtml"">R. Dempster</a>",CHN,30,66&frac23;,2,7,28,59,36,35,8,30,55,4.725,4.499,1.335,1.83,0.04
"<a href=""https://www.baseball-reference.com/players/d/depauju01.shtml"">J. DePaula</a>",MIN,24,20,0,1,0,30,20,19,5,10,8,8.550,6.650,2.000,0.80,-0.52
