Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/aberal01.shtml"">Al Aber</a>",2,25,218,5,4,0,69,41,38,3,50,38,4.706,4.169,1.638,0.76,0.32
"<a href=""https://www.baseball-reference.com/players/a/alomalu01.shtml"">Luis Aloma</a>",CHA,30,115,2,0,2,41,20,20,7,23,23,4.696,5.600,1.670,1.00,0.13
"<a href=""https://www.baseball-reference.com/players/a/antonjo02.shtml"">J. Antonelli</a>",ML1,23,526,12,12,1,167,83,62,15,71,131,3.183,3.381,1.357,1.85,1.89
"<a href=""https://www.baseball-reference.com/players/b/baczefr01.shtml"">F. Baczewski</a>",2,27,445,11,4,1,145,65,60,14,58,61,3.640,4.169,1.369,1.05,2.94
"<a href=""https://www.baseball-reference.com/players/b/beardge01.shtml"">Gene Bearden</a>",CHA,32,175,3,3,0,48,27,19,8,33,24,2.931,5.430,1.389,0.73,0.70
"<a href=""https://www.baseball-reference.com/players/b/bickfve01.shtml"">V. Bickford</a>",ML1,32,174,2,5,1,60,35,34,8,35,25,5.276,5.339,1.638,0.71,-0.06
"<a href=""https://www.baseball-reference.com/players/b/bishoch01.shtml"">C. Bishop</a>",PHA,29,482,3,14,2,174,106,101,15,86,66,5.658,4.503,1.618,0.77,-0.33
"<a href=""https://www.baseball-reference.com/players/b/blackew01.shtml"">E. Blackwell</a>",NYA,30,59,2,0,1,17,10,8,2,13,11,3.661,4.693,1.525,0.85,-0.01
"<a href=""https://www.baseball-reference.com/players/b/blackjo02.shtml"">Joe Black</a>",BRO,29,218,6,3,5,74,46,43,12,27,42,5.326,4.655,1.390,1.56,-0.50
"<a href=""https://www.baseball-reference.com/players/b/blyzkmi01.shtml"">Mike Blyzka</a>",SLA,24,283,2,6,0,110,78,67,6,56,23,6.392,4.651,1.760,0.41,-1.22
