Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsba01.shtml"">Babe Adams</a>",PIT,32,283,13,16,1,253,97,79,5,39,91,2.512,2.364,1.032,2.33,3.94
"<a href=""https://www.baseball-reference.com/players/a/adamsda01.shtml"">Dan Adams</a>",KCF,27,136,4,9,3,141,67,53,3,52,38,3.507,3.135,1.419,.73,-.45
"<a href=""https://www.baseball-reference.com/players/a/adamska01.shtml"">Karl Adams</a>",CIN,22,8,0,0,0,14,10,8,0,5,5,9.000,2.937,2.375,1.00,-.59
"<a href=""https://www.baseball-reference.com/players/a/adamswi01.shtml"">Willie Adams</a>",PTF,23,55&‌#8531;,1,1,2,70,29,23,4,22,14,3.741,3.951,1.663,.64,-.10
"<a href=""https://www.baseball-reference.com/players/a/aitchra01.shtml"">Raleigh Aitchison</a>",BRO,26,172&‌#8531;,12,7,0,156,71,51,4,60,87,2.663,2.707,1.253,1.45,2.10
"<a href=""https://www.baseball-reference.com/players/a/alexape01.shtml"">Pete Alexander</a>",PHI,27,355,27,15,1,327,133,94,8,76,214,2.383,2.096,1.135,2.82,8.71
"<a href=""https://www.baseball-reference.com/players/a/allenfr01.shtml"">Frank Allen</a>",2,25,178&‌#8531;,9,14,0,174,83,63,6,57,71,3.179,2.992,1.295,1.25,.99
"<a href=""https://www.baseball-reference.com/players/a/allenjo01.shtml"">John Allen</a>",BLF,23,2,0,0,0,2,4,4,0,2,2,18.000,.000,2.000,1.00,-.24
"<a href=""https://www.baseball-reference.com/players/a/altroni01.shtml"">Nick Altrock</a>",WS1,37,1,0,0,0,3,0,0,0,0,0,.000,2.436,3.000,&infin;,.06
"<a href=""https://www.baseball-reference.com/players/a/amesre01.shtml"">Red Ames</a>",CIN,31,297,15,23,6,274,125,87,8,94,128,2.636,2.795,1.239,1.36,.00
"<a href=""https://www.baseball-reference.com/players/a/anderfr01.shtml"">Fred Anderson</a>",BUF,28,260&‌#8531;,13,15,0,243,115,89,8,64,144,3.077,2.443,1.179,2.25,1.45
"<a href=""https://www.baseball-reference.com/players/a/ayersdo01.shtml"">Doc Ayers</a>",WS1,23,265&‌#8531;,12,15,3,221,106,75,5,54,148,2.544,2.074,1.036,2.74,.00
"<a href=""https://www.baseball-reference.com/players/b/baichgr01.shtml"">Grover Baichley</a>",SLA,24,7,0,0,0,9,5,4,0,3,3,5.143,2.855,1.714,1.00,-.10
"<a href=""https://www.baseball-reference.com/players/b/bailebi01.shtml"">Bill Bailey</a>",BLF,26,128&‌#8532;,7,9,0,106,58,44,2,68,131,3.078,2.033,1.352,1.93,.86
"<a href=""https://www.baseball-reference.com/players/b/bargecy01.shtml"">Cy Barger</a>",PTF,29,228&‌#8531;,10,16,1,252,125,110,7,63,70,4.336,2.953,1.380,1.11,-.79
"<a href=""https://www.baseball-reference.com/players/b/barrofr02.shtml"">Frank Barron</a>",WS1,23,1,0,0,0,1,0,0,0,0,1,.000,.135,1.000,&infin;,.06
"<a href=""https://www.baseball-reference.com/players/b/baumgge01.shtml"">George Baumgardner</a>",SLA,22,183&‌#8532;,14,13,3,152,72,57,3,84,93,2.793,2.879,1.285,1.11,2.64
"<a href=""https://www.baseball-reference.com/players/b/baumgst01.shtml"">Stan Baumgartner</a>",PHI,19,60&‌#8531;,2,2,0,60,29,22,0,16,24,3.282,2.341,1.260,1.50,.79
"<a href=""https://www.baseball-reference.com/players/b/beckge01.shtml"">George Beck</a>",CLE,24,1,0,0,0,1,0,0,0,0,0,.000,-.364,1.000,&infin;,.08
"<a href=""https://www.baseball-reference.com/players/b/bediehu01.shtml"">Hugh Bedient</a>",BOS,24,177&‌#8531;,8,12,2,187,97,71,4,45,70,3.603,2.612,1.308,1.56,-1.66
"<a href=""https://www.baseball-reference.com/players/b/bendech01.shtml"">Chief Bender</a>",PHA,30,179,17,3,2,159,49,45,4,55,107,2.263,2.436,1.196,1.95,3.61
"<a href=""https://www.baseball-reference.com/players/b/bennhe01.shtml"">Henry Benn</a>",CLE,24,1,0,0,0,0,0,0,0,0,1,.000,.135,.000,&infin;,.07
"<a href=""https://www.baseball-reference.com/players/b/bentlja01.shtml"">Jack Bentley</a>",WS1,19,125&‌#8531;,5,7,4,110,49,33,3,53,55,2.370,3.089,1.301,1.04,.00
"<a href=""https://www.baseball-reference.com/players/b/bentoru01.shtml"">Rube Benton</a>",CIN,24,271,16,18,2,223,124,89,3,95,121,2.956,2.613,1.173,1.27,2.28
