Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/bakerno01.shtml"">Norm Baker</a>",LS2,22,651,13,12,0,210,142,82,3,69,79,3.401,3.147,1.286,1.14,0.64
"<a href=""https://www.baseball-reference.com/players/b/baldwki01.shtml"">Kid Baldwin</a>",CN2,20,12,0,0,0,5,6,4,0,6,1,9.000,6.685,2.750,0.17,-0.27
"<a href=""https://www.baseball-reference.com/players/b/baldwla01.shtml"">Lady Baldwin</a>",DTN,26,538,11,9,1,137,84,37,2,28,135,1.857,1.994,.920,4.82,3.86
"<a href=""https://www.baseball-reference.com/players/b/becanbu01.shtml"">B. Becannon</a>",NY4,25,255,2,8,0,108,84,59,5,24,13,6.247,3.968,1.553,0.54,-2.09
"<a href=""https://www.baseball-reference.com/players/b/begleed01.shtml"">Ed Bagley</a>",NY4,21,345,4,9,0,131,102,63,5,48,44,4.930,3.711,1.557,0.92,-2.27
"<a href=""https://www.baseball-reference.com/players/b/boylehe01.shtml"">Henry Boyle</a>",SL5,24,1100,16,24,0,346,207,112,2,100,133,2.749,3.047,1.216,1.33,2.91
"<a href=""https://www.baseball-reference.com/players/b/brownjo01.shtml"">Joe Brown</a>",BL2,26,114,0,4,0,52,33,24,0,4,9,5.684,2.738,1.474,2.25,-0.40
"<a href=""https://www.baseball-reference.com/players/b/brownto01.shtml"">Tom Brown</a>",PT1,24,18,0,0,0,0,3,2,0,3,2,3.000,2.185,.500,0.67,0.09
"<a href=""https://www.baseball-reference.com/players/b/buffich01.shtml"">C. Buffinton</a>",BSN,24,1303,22,27,0,425,238,139,10,112,242,2.880,2.840,1.236,2.16,6.00
"<a href=""https://www.baseball-reference.com/players/b/burnsdi01.shtml"">Dick Burns</a>",SL5,21,9,0,0,0,3,3,3,0,0,2,9.000,1.585,1.000,&infin;,-0.09
"<a href=""https://www.baseball-reference.com/players/b/burnsoy01.shtml"">Oyster Burns</a>",BL2,20,317,7,4,3,112,76,42,2,21,30,3.577,2.785,1.259,1.43,0.08
"<a href=""https://www.baseball-reference.com/players/c/carutbo01.shtml"">B. Caruthers</a>",SL4,21,1447,40,13,0,430,196,111,3,57,190,2.071,2.398,1.010,3.33,9.54
"<a href=""https://www.baseball-reference.com/players/c/caseyda01.shtml"">Dan Casey</a>",DTN,22,312,4,8,0,105,61,38,1,35,79,3.288,2.504,1.346,2.26,0.97
"<a href=""https://www.baseball-reference.com/players/c/clarkjo01.shtml"">J. Clarkson</a>",CHN,23,1869,53,16,0,497,255,128,21,97,308,1.849,2.795,.953,3.18,12.94
"<a href=""https://www.baseball-reference.com/players/c/colemjo01.shtml"">John Coleman</a>",PH4,22,181,2,2,0,82,46,23,0,5,12,3.431,2.718,1.442,2.40,-0.29
"<a href=""https://www.baseball-reference.com/players/c/connojo02.shtml"">John Connor</a>",2,23,132,1,4,0,57,36,23,0,14,19,4.705,2.838,1.614,1.36,-0.37
"<a href=""https://www.baseball-reference.com/players/c/conwaji01.shtml"">Jim Conway</a>",PH4,26,37,0,1,0,19,16,10,0,2,0,7.297,3.349,1.703,0.00,-0.47
"<a href=""https://www.baseball-reference.com/players/c/conwape01.shtml"">Pete Conway</a>",BFN,18,630,10,17,0,256,173,109,10,44,94,4.671,3.214,1.429,2.14,0.00
"<a href=""https://www.baseball-reference.com/players/c/corcola01.shtml"">L. Corcoran</a>",2,25,253,7,3,0,87,50,32,3,35,20,3.415,4.125,1.447,0.57,0.00
"<a href=""https://www.baseball-reference.com/players/c/coreyfr01.shtml"">Fred Corey</a>",PH4,?,27,1,0,0,18,9,7,2,1,3,7.000,5.136,2.111,3.00,-0.18
"<a href=""https://www.baseball-reference.com/players/c/corkhpo01.shtml"">Pop Corkhill</a>",CN2,27,111,1,4,1,36,25,15,2,10,12,3.649,3.677,1.243,1.20,-0.05
"<a href=""https://www.baseball-reference.com/players/c/crothdo01.shtml"">D. Crothers</a>",NY4,25,462,7,11,0,192,135,87,4,49,40,5.084,3.582,1.565,0.82,-2.86
"<a href=""https://www.baseball-reference.com/players/c/cushmed01.shtml"">Ed Cushman</a>",2,33,834,11,21,0,259,182,93,3,50,170,3.011,2.295,1.112,3.40,-1.18
"<a href=""https://www.baseball-reference.com/players/d/dailyed01.shtml"">Ed Daily</a>",PHI,22,1320,26,23,0,370,212,108,12,90,140,2.209,3.226,1.045,1.56,6.63
"<a href=""https://www.baseball-reference.com/players/d/dailyhu01.shtml"">Hugh Daily</a>",SL5,37,274,3,8,0,92,72,40,5,44,31,3.942,4.382,1.489,0.70,-0.95
"<a href=""https://www.baseball-reference.com/players/d/davisda01.shtml"">Daisy Davis</a>",BSN,26,283,5,6,0,110,58,45,2,28,30,4.293,3.394,1.463,1.07,0.74
"<a href=""https://www.baseball-reference.com/players/e/edench01.shtml"">Charlie Eden</a>",PT1,30,47,1,2,0,22,13,9,0,3,5,5.170,2.824,1.596,1.67,-0.23
"<a href=""https://www.baseball-reference.com/players/e/emslibo01.shtml"">Bob Emslie</a>",2,26,407,3,14,0,168,117,71,1,36,36,4.710,3.124,1.504,1.00,-1.42
"<a href=""https://www.baseball-reference.com/players/e/ewingbu01.shtml"">Buck Ewing</a>",NY1,25,6,0,1,0,4,4,1,0,3,0,4.500,7.013,3.500,0.00,-0.21
"<a href=""https://www.baseball-reference.com/players/f/ferguch01.shtml"">C. Ferguson</a>",PHI,22,1215,26,20,0,345,197,100,5,81,197,2.222,2.665,1.052,2.43,5.96
"<a href=""https://www.baseball-reference.com/players/f/fishe01.shtml"">John Fischer</a>",BFN,28,27,0,1,0,10,9,5,0,2,4,5.000,2.677,1.333,2.00,-0.14
"<a href=""https://www.baseball-reference.com/players/f/foleyjo01.shtml"">John Foley</a>",PRO,27,24,0,1,0,6,7,4,0,5,2,4.500,4.269,1.375,0.40,-0.13
"<a href=""https://www.baseball-reference.com/players/f/foremfr01.shtml"">F. Foreman</a>",BL2,22,81,2,1,0,33,32,18,0,9,11,6.000,2.950,1.556,1.22,0.00
"<a href=""https://www.baseball-reference.com/players/f/foutzda01.shtml"">Dave Foutz</a>",SL4,28,1223,33,14,0,351,200,119,8,92,147,2.627,2.964,1.087,1.60,4.60
"<a href=""https://www.baseball-reference.com/players/g/galvipu01.shtml"">Pud Galvin</a>",2,28,1117,16,26,1,453,268,165,10,44,120,3.988,2.937,1.335,2.73,1.19
"<a href=""https://www.baseball-reference.com/players/g/gardngi01.shtml"">Gid Gardner</a>",BL2,26,27,0,1,0,16,13,10,2,6,3,10.000,6.313,2.444,0.50,-0.32
"<a href=""https://www.baseball-reference.com/players/g/getzich01.shtml"">P. Getzien</a>",DTN,21,990,12,25,0,360,222,111,8,92,110,3.027,3.354,1.370,1.20,0.54
"<a href=""https://www.baseball-reference.com/players/h/hallsch01.shtml"">C. Hallstrom</a>",PRO,22,27,0,1,0,18,16,11,3,6,0,11.000,8.625,2.667,0.00,-0.36
"<a href=""https://www.baseball-reference.com/players/h/hankifr01.shtml"">F. Hankinson</a>",NY4,29,6,0,0,0,2,1,1,1,1,0,4.500,12.325,1.500,0.00,0.02
"<a href=""https://www.baseball-reference.com/players/h/harkijo01.shtml"">John Harkins</a>",BR3,26,879,14,20,0,303,224,122,7,56,141,3.747,2.737,1.225,2.52,-1.85
"<a href=""https://www.baseball-reference.com/players/h/healyjo01.shtml"">E. Healy</a>",SL5,18,198,1,7,0,54,37,22,0,20,32,3.000,2.820,1.121,1.60,0.00
"<a href=""https://www.baseball-reference.com/players/h/heckegu01.shtml"">Guy Hecker</a>",LS2,29,1440,30,23,0,454,252,116,6,54,209,2.175,2.399,1.058,3.87,7.35
"<a href=""https://www.baseball-reference.com/players/h/hendeha01.shtml"">H. Henderson</a>",BL2,22,1618,25,35,0,539,311,191,7,117,263,3.187,2.619,1.216,2.25,7.41
"<a href=""https://www.baseball-reference.com/players/h/henryjo01.shtml"">John Henry</a>",BL2,21,213,2,7,0,71,55,34,0,13,31,4.310,2.481,1.183,2.38,-0.29
"<a href=""https://www.baseball-reference.com/players/h/hoffojo01.shtml"">John Hofford</a>",PT1,22,75,0,3,0,28,16,10,1,9,21,3.600,2.805,1.480,2.33,0.04
"<a href=""https://www.baseball-reference.com/players/h/hughebi01.shtml"">Bill Hughes</a>",PH4,?,50,0,2,0,18,17,9,0,10,4,4.860,3.846,1.680,0.40,-0.36
"<a href=""https://www.baseball-reference.com/players/k/keefeti01.shtml"">Tim Keefe</a>",NY1,28,1200,32,13,0,300,154,70,6,102,227,1.575,2.695,1.005,2.23,6.85
"<a href=""https://www.baseball-reference.com/players/k/keenaji01.shtml"">Jim Keenan</a>",CN2,29,24,0,0,0,7,2,1,0,1,0,1.125,3.294,1.000,0.00,0.33
"<a href=""https://www.baseball-reference.com/players/k/kennete01.shtml"">Ted Kennedy</a>",CHN,20,236,7,2,0,91,54,30,5,28,36,3.432,3.861,1.513,1.29,0.00
"<a href=""https://www.baseball-reference.com/players/k/kimbesa01.shtml"">Sam Kimber</a>",PRO,32,24,0,1,0,15,13,10,1,5,4,11.250,5.084,2.500,0.80,-0.34
"<a href=""https://www.baseball-reference.com/players/k/kirbyjo01.shtml"">John Kirby</a>",SL5,20,388,5,8,0,118,66,51,0,44,46,3.549,3.207,1.253,1.05,0.00
"<a href=""https://www.baseball-reference.com/players/k/knighlo01.shtml"">Lon Knight</a>",2,32,27,0,0,0,8,5,4,1,6,2,4.000,6.001,1.556,0.33,0.13
"<a href=""https://www.baseball-reference.com/players/k/knoufed01.shtml"">Ed Knouff</a>",PH4,18,318,7,6,0,103,76,43,0,44,43,3.651,3.049,1.387,0.98,0.00
"<a href=""https://www.baseball-reference.com/players/l/lovetto01.shtml"">Tom Lovett</a>",PH4,21,416,7,8,0,130,96,57,3,38,56,3.700,3.070,1.212,1.47,0.15
"<a href=""https://www.baseball-reference.com/players/l/lynchja01.shtml"">Jack Lynch</a>",NY4,28,1137,23,21,0,410,243,152,17,42,177,3.609,2.840,1.193,4.21,-0.79
"<a href=""https://www.baseball-reference.com/players/m/maculji01.shtml"">J. Macullar</a>",BL2,30,3,0,0,0,0,0,0,0,0,0,.000,2.881,.000,&infin;,0.07
"<a href=""https://www.baseball-reference.com/players/m/mathebo01.shtml"">B. Mathews</a>",PH4,33,1267,30,17,0,394,229,114,3,57,286,2.429,1.909,1.068,5.02,6.38
"<a href=""https://www.baseball-reference.com/players/m/maysal01.shtml"">Al Mays</a>",LS2,20,450,6,11,0,129,102,46,3,43,61,2.760,3.030,1.147,1.42,0.10
"<a href=""https://www.baseball-reference.com/players/m/mccaf01.shtml"">B. McCaffery</a>",CN2,23,27,1,0,0,13,9,6,1,2,2,6.000,3.866,1.667,1.00,-0.20
"<a href=""https://www.baseball-reference.com/players/m/mccorji01.shtml"">J. McCormick</a>",2,28,756,21,7,0,221,129,68,9,60,96,2.429,3.313,1.115,1.60,-0.18
"<a href=""https://www.baseball-reference.com/players/m/mcginju01.shtml"">J. McGinnis</a>",SL4,31,336,6,6,0,98,65,42,1,19,41,3.375,2.606,1.045,2.16,0.00
"<a href=""https://www.baseball-reference.com/players/m/mckeola01.shtml"">Larry McKeon</a>",CN2,19,870,20,13,0,273,143,92,5,50,117,2.855,2.677,1.114,2.34,4.59
"<a href=""https://www.baseball-reference.com/players/m/meegape01.shtml"">Pete Meegan</a>",PT1,22,438,7,8,0,146,90,55,1,38,58,3.390,2.753,1.260,1.53,0.50
"<a href=""https://www.baseball-reference.com/players/m/meinkfr01.shtml"">Frank Meinke</a>",DTN,21,15,0,1,0,13,12,2,0,4,0,3.600,4.534,3.400,0.00,-0.37
"<a href=""https://www.baseball-reference.com/players/m/moriage01.shtml"">G. Moriarty</a>",DTN,22,6,0,0,0,3,3,2,0,1,1,9.000,3.279,2.000,1.00,-0.13
"<a href=""https://www.baseball-reference.com/players/m/morried01.shtml"">Ed Morris</a>",PT1,22,1743,39,24,0,459,245,152,5,101,298,2.355,2.399,.964,2.95,13.33
"<a href=""https://www.baseball-reference.com/players/m/mountbi01.shtml"">B. Mountjoy</a>",2,26,620,12,11,0,221,136,86,6,65,65,3.745,3.416,1.384,1.00,1.13
"<a href=""https://www.baseball-reference.com/players/m/mountfr01.shtml"">F. Mountain</a>",PT1,25,138,1,4,0,56,31,22,1,24,7,4.304,4.401,1.739,0.29,-0.07
"<a href=""https://www.baseball-reference.com/players/n/nolanth01.shtml"">T. Nolan</a>",PHI,29,162,1,5,0,55,43,25,1,24,20,4.167,3.720,1.463,0.83,-0.64
"<a href=""https://www.baseball-reference.com/players/o/o'dayha01.shtml"">Hank O'Day</a>",PT1,25,309,5,7,0,110,77,42,4,16,36,3.670,2.947,1.223,2.25,0.00
"<a href=""https://www.baseball-reference.com/players/o/orrda01.shtml"">Dave Orr</a>",NY4,25,30,0,0,0,11,13,8,2,5,1,7.200,6.683,1.600,0.20,-0.51
"<a href=""https://www.baseball-reference.com/players/p/palme01.shtml"">Billy Palmer</a>",SL5,?,102,0,4,0,46,33,13,2,20,9,3.441,4.762,1.941,0.45,-0.72
"<a href=""https://www.baseball-reference.com/players/p/pechige01.shtml"">G. Pechiney</a>",CN2,23,294,7,4,0,95,45,22,1,30,49,2.020,2.748,1.276,1.63,1.90
"<a href=""https://www.baseball-reference.com/players/p/peoplji01.shtml"">J. Peoples</a>",CN2,21,45,0,2,0,30,28,20,0,2,4,12.000,2.302,2.133,2.00,-0.76
"<a href=""https://www.baseball-reference.com/players/p/pfefffr01.shtml"">Fred Pfeffer</a>",CHN,25,95,2,1,2,26,15,9,1,8,13,2.558,3.257,1.074,1.62,0.45
"<a href=""https://www.baseball-reference.com/players/p/portehe01.shtml"">Henry Porter</a>",BR3,27,1445,33,21,0,427,261,149,11,107,197,2.784,2.927,1.109,1.84,6.49
"<a href=""https://www.baseball-reference.com/players/p/purcebl01.shtml"">B. Purcell</a>",PH4,31,18,0,1,0,11,9,4,0,2,3,6.000,2.881,2.167,1.50,-0.28
"<a href=""https://www.baseball-reference.com/players/r/radboch01.shtml"">O. Radbourn</a>",PRO,30,1337,28,21,0,423,209,109,4,83,154,2.201,2.865,1.135,1.86,7.36
"<a href=""https://www.baseball-reference.com/players/r/radfopa01.shtml"">Paul Radford</a>",PRO,23,55,0,2,0,34,27,16,1,8,3,7.855,4.302,2.291,0.38,-0.86
"<a href=""https://www.baseball-reference.com/players/r/ramseto01.shtml"">Toad Ramsey</a>",LS2,20,237,3,6,0,44,38,17,1,28,83,1.937,1.961,.911,2.96,1.54
"<a href=""https://www.baseball-reference.com/players/r/recciph01.shtml"">Phil Reccius</a>",LS2,23,120,0,4,1,46,35,17,0,11,10,3.825,3.103,1.425,0.91,0.00
"<a href=""https://www.baseball-reference.com/players/r/richada01.shtml"">D. Richardson</a>",NY1,22,225,7,1,0,58,30,20,0,18,21,2.400,3.051,1.013,1.17,1.10
"<a href=""https://www.baseball-reference.com/players/r/richaha01.shtml"">H. Richardson</a>",BFN,30,12,0,0,0,5,2,1,0,3,1,2.250,4.545,2.000,0.33,0.11
"<a href=""https://www.baseball-reference.com/players/r/rosemch01.shtml"">C. Roseman</a>",NY4,28,3,0,1,0,3,5,3,0,2,0,27.000,5.635,5.000,0.00,0.00
"<a href=""https://www.baseball-reference.com/players/s/seradbi01.shtml"">Billy Serad</a>",BFN,23,724,7,21,0,299,194,110,5,80,90,4.102,3.372,1.570,1.12,-0.41
"<a href=""https://www.baseball-reference.com/players/s/sewared01.shtml"">Ed Seward</a>",PRO,18,18,0,0,0,2,0,0,0,0,1,.000,2.475,.333,&infin;,0.42
"<a href=""https://www.baseball-reference.com/players/s/shallgu01.shtml"">Gus Shallix</a>",CN2,27,274,6,4,0,95,59,33,1,33,15,3.252,3.371,1.401,0.45,0.11
"<a href=""https://www.baseball-reference.com/players/s/shawdu01.shtml"">Dupee Shaw</a>",PRO,26,1199,23,26,0,343,209,114,7,99,194,2.567,2.881,1.106,1.96,4.42
"<a href=""https://www.baseball-reference.com/players/s/smithed01.shtml"">Edgar Smith</a>",PRO,23,27,1,0,0,9,3,1,0,0,1,1.000,2.633,1.000,&infin;,0.28
"<a href=""https://www.baseball-reference.com/players/s/smithph01.shtml"">P. Smith</a>",2,20,36,0,2,0,19,27,15,0,10,9,11.250,3.278,2.417,0.90,-0.75
"<a href=""https://www.baseball-reference.com/players/s/sommejo01.shtml"">Joe Sommer</a>",BL2,26,9,0,0,1,6,3,3,0,0,0,9.000,2.881,2.000,&infin;,-0.07
"<a href=""https://www.baseball-reference.com/players/s/stellbi01.shtml"">B. Stellberger</a>",PRO,20,24,0,1,0,14,10,7,0,4,0,7.875,4.258,2.250,0.00,-0.27
"<a href=""https://www.baseball-reference.com/players/s/stemmbi01.shtml"">B. Stemmyer</a>",BSN,20,33,1,1,0,7,7,0,0,11,8,.000,4.681,1.636,0.73,0.05
"<a href=""https://www.baseball-reference.com/players/s/sweench01.shtml"">C. Sweeney</a>",SL5,22,825,11,21,0,276,175,120,6,50,84,3.927,3.100,1.185,1.68,0.38
