Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/adamsbo02.shtml"">Bob Adams</a>",PHI,25,18,0,0,0,7,1,1,0,2,2,1.500,3.362,1.500,1.00,0.22
"<a href=""https://www.baseball-reference.com/players/a/allenjo02.shtml"">Johnny Allen</a>",NYA,27,576,17,4,4,162,86,79,10,76,109,3.703,3.695,1.240,1.43,0.00
"<a href=""https://www.baseball-reference.com/players/a/andreiv01.shtml"">Ivy Andrews</a>",2,25,499,10,7,0,164,84,65,4,62,37,3.517,3.992,1.359,0.60,0.59
"<a href=""https://www.baseball-reference.com/players/a/applepe01.shtml"">P. Appleton</a>",2,28,153,0,3,0,60,46,30,3,29,16,5.294,4.657,1.745,0.55,-0.42
"<a href=""https://www.baseball-reference.com/players/b/baeched01.shtml"">Ed Baecht</a>",CHN,25,3,0,0,0,1,0,0,0,1,0,.000,7.092,2.000,0.00,0.03
"<a href=""https://www.baseball-reference.com/players/b/barthle01.shtml"">L. Bartholomew</a>",CHA,29,16,0,0,0,5,3,3,0,6,1,5.062,6.070,2.062,0.17,0.08
"<a href=""https://www.baseball-reference.com/players/b/bellhi01.shtml"">Hi Bell</a>",NY1,34,360,8,4,2,132,58,49,12,16,25,3.675,4.282,1.233,1.56,1.26
"<a href=""https://www.baseball-reference.com/players/b/bengera01.shtml"">Ray Benge</a>",PHI,30,667,13,12,6,247,119,100,15,58,89,4.048,3.821,1.372,1.53,3.29
"<a href=""https://www.baseball-reference.com/players/b/bentola01.shtml"">Larry Benton</a>",CIN,34,539,6,13,2,201,104,86,10,27,35,4.308,3.815,1.269,1.30,0.13
"<a href=""https://www.baseball-reference.com/players/b/berlyja01.shtml"">Jack Berly</a>",PHI,29,138,1,2,2,61,42,39,4,21,15,7.630,4.737,1.783,0.71,-1.12
"<a href=""https://www.baseball-reference.com/players/b/bettshu01.shtml"">Huck Betts</a>",BSN,35,665,13,11,1,229,84,69,9,35,32,2.802,3.749,1.191,0.91,4.40
"<a href=""https://www.baseball-reference.com/players/b/biggsch01.shtml"">C. Biggs</a>",CHA,25,74,1,1,0,32,22,19,2,12,1,6.932,5.088,1.784,0.08,-0.40
"<a href=""https://www.baseball-reference.com/players/b/blaehge01.shtml"">G. Blaeholder</a>",SLA,28,775,14,14,0,304,163,135,19,76,80,4.703,4.181,1.471,1.05,0.00
"<a href=""https://www.baseball-reference.com/players/b/boernla01.shtml"">L. Boerner</a>",BOS,27,183,0,4,0,71,41,34,2,37,19,5.016,4.492,1.770,0.51,0.28
"<a href=""https://www.baseball-reference.com/players/b/bolenst01.shtml"">Stew Bolen</a>",PHI,29,48,0,0,0,18,8,5,0,10,3,2.812,4.145,1.750,0.30,0.42
"<a href=""https://www.baseball-reference.com/players/b/bowlegr01.shtml"">Grant Bowler</a>",CHA,24,19,0,0,0,15,12,11,1,3,2,15.632,5.330,2.842,0.67,-0.38
"<a href=""https://www.baseball-reference.com/players/b/bowmajo01.shtml"">Joe Bowman</a>",PHA,22,33,0,1,0,14,10,10,2,6,4,8.182,5.439,1.818,0.67,-0.12
"<a href=""https://www.baseball-reference.com/players/b/brameer01.shtml"">Erv Brame</a>",PIT,30,153,3,1,0,84,52,42,6,16,10,7.412,4.899,1.961,0.62,-1.87
"<a href=""https://www.baseball-reference.com/players/b/branded01.shtml"">Ed Brandt</a>",BSN,27,762,16,16,1,271,122,112,11,57,79,3.969,3.582,1.291,1.39,2.33
"<a href=""https://www.baseball-reference.com/players/b/bridgto01.shtml"">T. Bridges</a>",DET,25,603,14,12,1,174,95,75,14,119,108,3.358,4.677,1.458,0.91,4.52
"<a href=""https://www.baseball-reference.com/players/b/brownbo02.shtml"">Bob Brown</a>",BSN,21,639,14,7,1,187,89,78,6,104,110,3.296,3.818,1.366,1.06,3.08
