Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/abernte02.shtml"">T. Abernathy</a>",CIN,35,404,10,7,13,111,43,37,9,55,64,2.473,3.470,1.233,1.16,2.78
"<a href=""https://www.baseball-reference.com/players/a/adamsmi01.shtml"">Mike Adamson</a>",BAL,20,23,0,2,0,9,9,8,2,4,4,9.391,6.157,1.696,1.00,-0.49
"<a href=""https://www.baseball-reference.com/players/a/aguirha01.shtml"">Hank Aguirre</a>",LAN,37,118,1,2,3,32,8,3,0,13,25,.686,1.890,1.144,1.92,0.99
"<a href=""https://www.baseball-reference.com/players/a/akerja01.shtml"">Jack Aker</a>",OAK,27,224,4,4,11,72,39,34,6,33,44,4.098,3.319,1.406,1.33,0.00
"<a href=""https://www.baseball-reference.com/players/a/arrigge01.shtml"">Gerry Arrigo</a>",CIN,27,616,12,10,0,181,84,76,13,77,140,3.331,2.914,1.256,1.82,1.60
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>",NYA,23,802,17,12,0,216,72,61,14,68,162,2.054,2.597,1.062,2.38,0.00
"<a href=""https://www.baseball-reference.com/players/b/bailest01.shtml"">Steve Bailey</a>",CLE,26,15,0,1,0,4,3,2,1,2,1,3.600,6.031,1.200,0.50,-0.07
"<a href=""https://www.baseball-reference.com/players/b/baldwda01.shtml"">Dave Baldwin</a>",WS2,30,126,0,2,5,40,19,19,7,12,30,4.071,3.997,1.238,2.50,0.10
"<a href=""https://www.baseball-reference.com/players/b/barbest01.shtml"">Steve Barber</a>",NYA,30,385,6,5,0,127,63,46,7,64,87,3.226,3.129,1.488,1.36,0.00
"<a href=""https://www.baseball-reference.com/players/b/beenefr01.shtml"">Fred Beene</a>",BAL,25,3,0,0,0,2,1,1,0,1,1,9.000,3.125,3.000,1.00,0.00
