Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbeybe01.shtml"">Bert Abbey</a>",CHN,23,168,2,4,0,74,52,34,1,20,6,5.464,4.220,1.679,0.30,0.00
"<a href=""https://www.baseball-reference.com/players/b/bakerki01.shtml"">K. Baker</a>",BLN,24,275,3,8,0,138,111,86,5,58,26,8.444,5.105,2.138,0.45,-1.79
"<a href=""https://www.baseball-reference.com/players/b/baldwma01.shtml"">Mark Baldwin</a>",2,29,1001,16,20,2,341,232,154,6,142,100,4.154,4.195,1.448,0.70,-0.15
"<a href=""https://www.baseball-reference.com/players/b/bannoji01.shtml"">Jimmy Bannon</a>",SLN,22,12,0,1,0,10,18,10,1,5,1,22.500,7.271,3.750,0.20,-0.42
"<a href=""https://www.baseball-reference.com/players/b/breitte01.shtml"">T. Breitenst</a>",SLN,24,1148,19,24,1,359,197,135,8,156,102,3.175,4.316,1.346,0.65,11.50
"<a href=""https://www.baseball-reference.com/players/b/brownst01.shtml"">Stub Brown</a>",BLN,22,27,0,0,0,13,8,6,0,5,0,6.000,4.624,2.000,0.00,0.01
"<a href=""https://www.baseball-reference.com/players/c/carseki01.shtml"">Kid Carsey</a>",PHI,20,955,20,15,0,375,229,170,7,124,50,4.806,4.333,1.568,0.40,2.53
"<a href=""https://www.baseball-reference.com/players/c/chambel01.shtml"">I. Chamberlain</a>",CIN,25,723,16,12,0,248,148,100,3,112,59,3.734,4.275,1.494,0.53,4.53
"<a href=""https://www.baseball-reference.com/players/c/clarkda02.shtml"">Dad Clarkson</a>",SLN,26,559,12,9,0,194,116,72,4,79,37,3.478,4.328,1.465,0.47,0.00
"<a href=""https://www.baseball-reference.com/players/c/clarkjo01.shtml"">J. Clarkson</a>",CL4,31,885,16,17,0,358,240,146,11,95,62,4.454,4.342,1.536,0.65,1.21
"<a href=""https://www.baseball-reference.com/players/c/clausfr01.shtml"">F. Clausen</a>",2,24,327,7,6,1,112,71,48,3,61,35,3.963,4.627,1.587,0.57,0.19
"<a href=""https://www.baseball-reference.com/players/c/colcoto01.shtml"">T. Colcolough</a>",PIT,22,131,1,0,2,45,30,20,1,32,7,4.122,5.627,1.763,0.22,0.35
"<a href=""https://www.baseball-reference.com/players/c/coylebi01.shtml"">Bill Coyle</a>",BSN,21,24,0,1,0,14,10,8,1,3,2,9.000,5.360,2.125,0.67,-0.21
"<a href=""https://www.baseball-reference.com/players/c/craneed01.shtml"">Ed Crane</a>",2,31,235,2,6,0,103,81,60,4,50,16,6.894,5.215,1.953,0.32,-0.41
"<a href=""https://www.baseball-reference.com/players/c/crossle01.shtml"">Lem Cross</a>",CIN,21,63,0,2,0,24,16,13,3,9,7,5.571,5.902,1.571,0.78,0.14
"<a href=""https://www.baseball-reference.com/players/c/cuppyni01.shtml"">Nig Cuppy</a>",CL4,23,731,18,10,0,316,200,121,6,75,39,4.469,4.151,1.605,0.52,0.87
"<a href=""https://www.baseball-reference.com/players/d/darbyge01.shtml"">George Darby</a>",CIN,24,87,1,1,0,41,32,25,2,18,6,7.759,5.305,2.034,0.33,-0.46
"<a href=""https://www.baseball-reference.com/players/d/daubda01.shtml"">Dan Daub</a>",BRO,25,309,6,6,0,104,64,44,3,61,25,3.845,4.948,1.602,0.41,1.57
"<a href=""https://www.baseball-reference.com/players/d/daviege01.shtml"">G. Davies</a>",2,25,154,1,3,0,69,56,44,2,23,10,7.714,4.776,1.792,0.43,-0.75
"<a href=""https://www.baseball-reference.com/players/d/dolanjo01.shtml"">John Dolan</a>",SLN,25,52,0,1,1,26,22,8,2,7,1,4.154,5.696,1.904,0.14,-0.42
"<a href=""https://www.baseball-reference.com/players/d/donahre01.shtml"">Red Donahue</a>",NY1,20,15,0,0,1,8,10,5,1,3,1,9.000,5.980,2.200,0.33,0.00
"<a href=""https://www.baseball-reference.com/players/d/donnefr01.shtml"">F. Donnelly</a>",CHN,23,126,3,1,2,51,42,25,1,17,6,5.357,4.319,1.619,0.35,-0.27
"<a href=""https://www.baseball-reference.com/players/d/duryeje01.shtml"">Jesse Duryea</a>",WAS,33,351,4,10,0,182,137,98,8,56,20,7.538,4.898,2.034,0.36,-1.79
"<a href=""https://www.baseball-reference.com/players/d/dwyerfr01.shtml"">Frank Dwyer</a>",CIN,25,862,18,15,2,332,187,132,17,93,53,4.135,4.706,1.479,0.57,4.48
"<a href=""https://www.baseball-reference.com/players/e/ehretre01.shtml"">Red Ehret</a>",PIT,24,943,18,18,0,322,203,120,3,115,70,3.436,3.945,1.390,0.61,3.43
"<a href=""https://www.baseball-reference.com/players/e/esperdu01.shtml"">Duke Esper</a>",WAS,25,1003,12,28,0,442,277,175,14,156,78,4.711,4.693,1.789,0.50,0.00
