Name,Team,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/borowha01.shtml"">Hank Borowy</a>",3,34,64&‌#8531;,2,4,0,60,38,34,9,29,24,4.756,5.079,1.383,.83,-.25
"<a href=""https://www.baseball-reference.com/players/b/boyercl01.shtml"">Cloyd Boyer</a>",SLN,22,120&‌#8531;,7,7,1,105,52,47,15,49,82,3.515,4.016,1.280,1.67,2.69
"<a href=""https://www.baseball-reference.com/players/b/brancra01.shtml"">Ralph Branca</a>",BRO,24,142,7,9,7,152,80,74,24,55,100,4.690,4.494,1.458,1.82,.09
"<a href=""https://www.baseball-reference.com/players/b/brazlal01.shtml"">Al Brazle</a>",SLN,36,164&‌#8532;,11,9,6,188,81,75,12,80,47,4.099,4.347,1.628,.59,2.41
"<a href=""https://www.baseball-reference.com/players/b/brechha01.shtml"">Harry Brecheen</a>",SLN,35,163&‌#8531;,8,11,1,151,77,69,18,45,80,3.802,3.831,1.200,1.78,2.55
"<a href=""https://www.baseball-reference.com/players/b/brisslo01.shtml"">Lou Brissie</a>",PHA,26,246,7,19,8,237,127,110,22,117,101,4.024,4.306,1.439,.86,.00
"<a href=""https://www.baseball-reference.com/players/b/brittja01.shtml"">Jack Brittin</a>",PHI,26,4,0,0,0,2,2,2,0,3,3,4.500,3.378,1.250,1.00,.04
"<a href=""https://www.baseball-reference.com/players/b/bruneja01.shtml"">Jack Bruner</a>",2,25,47&‌#8531;,1,2,1,43,27,23,4,37,24,4.373,4.906,1.690,.65,.53
"<a href=""https://www.baseball-reference.com/players/b/burdele01.shtml"">Lew Burdette</a>",NYA,23,1&‌#8531;,0,0,0,3,1,1,0,0,0,6.750,2.584,2.250,&infin;,.00
"<a href=""https://www.baseball-reference.com/players/b/burtsmo01.shtml"">Moe Burtschy</a>",PHA,28,19,0,1,0,22,16,15,2,21,12,7.105,5.657,2.263,.57,-.26
"<a href=""https://www.baseball-reference.com/players/b/byerlbu01.shtml"">Bud Byerly</a>",CIN,30,14&‌#8532;,0,1,0,12,4,4,1,4,5,2.455,3.652,1.091,1.25,.00
"<a href=""https://www.baseball-reference.com/players/b/byrdha01.shtml"">Harry Byrd</a>",PHA,25,10&‌#8532;,0,0,0,25,20,20,3,9,2,16.875,6.875,3.188,.22,-.73
"<a href=""https://www.baseball-reference.com/players/b/byrneto01.shtml"">Tommy Byrne</a>",NYA,30,203&‌#8531;,15,9,0,188,115,107,23,160,118,4.736,5.053,1.711,.74,.35
"<a href=""https://www.baseball-reference.com/players/c/cainbo01.shtml"">Bob Cain</a>",CHA,25,171&‌#8532;,9,12,2,153,80,75,12,109,77,3.932,4.494,1.526,.71,3.15
"<a href=""https://www.baseball-reference.com/players/c/calvepa01.shtml"">Paul Calvert</a>",DET,32,51&‌#8531;,2,2,4,71,42,36,7,25,14,6.312,4.953,1.870,.56,-.84
"<a href=""https://www.baseball-reference.com/players/c/candimi01.shtml"">Milo Candini</a>",PHI,32,30,1,0,0,32,11,9,2,15,10,2.700,4.321,1.567,.67,.56
"<a href=""https://www.baseball-reference.com/players/c/chambcl01.shtml"">Cliff Chambers</a>",PIT,28,249&‌#8531;,12,15,0,262,138,119,18,92,93,4.295,3.782,1.420,1.01,2.76
"<a href=""https://www.baseball-reference.com/players/c/chesnbo01.shtml"">Bob Chesnes</a>",PIT,29,39,3,3,0,44,26,24,7,17,12,5.538,5.444,1.564,.71,-.04
"<a href=""https://www.baseball-reference.com/players/c/chipmbo01.shtml"">Bob Chipman</a>",BSN,31,124,7,7,1,127,75,61,10,37,40,4.427,3.773,1.323,1.08,-.11
"<a href=""https://www.baseball-reference.com/players/c/churcbu01.shtml"">Bubba Church</a>",PHI,25,142,8,6,1,113,50,43,12,56,50,2.725,4.322,1.190,.89,.00
"<a href=""https://www.baseball-reference.com/players/c/coleda01.shtml"">Dave Cole</a>",BSN,19,8,0,1,0,7,2,1,0,3,8,1.125,1.289,1.250,2.67,.22
"<a href=""https://www.baseball-reference.com/players/c/colemjo04.shtml"">Joe Coleman</a>",PHA,27,54,0,5,0,74,54,51,9,50,12,8.500,6.899,2.296,.24,-.92
"<a href=""https://www.baseball-reference.com/players/c/connebi01.shtml"">Bill Connelly</a>",2,25,6&‌#8531;,0,0,0,9,6,6,2,3,1,8.526,7.546,1.895,.33,-.11
"<a href=""https://www.baseball-reference.com/players/c/consusa01.shtml"">Sandy Consuegra</a>",WS1,29,124&‌#8532;,7,8,2,132,71,61,6,57,38,4.404,3.926,1.516,.67,.00
"<a href=""https://www.baseball-reference.com/players/c/cuellch01.shtml"">Charlie Cuellar</a>",CHA,32,1&‌#8531;,0,0,0,6,6,5,0,3,1,33.750,5.268,6.750,.33,-.40
"<a href=""https://www.baseball-reference.com/players/d/dealco01.shtml"">Cot Deal</a>",SLN,27,1,0,0,0,3,5,2,0,2,1,18.000,4.747,5.000,.50,-.25
"<a href=""https://www.baseball-reference.com/players/d/dicksmu01.shtml"">Murry Dickson</a>",PIT,33,225,10,15,3,227,104,95,20,83,76,3.800,4.158,1.378,.92,4.94
"<a href=""https://www.baseball-reference.com/players/d/dobsojo01.shtml"">Joe Dobson</a>",BOS,33,206&‌#8532;,15,10,4,217,103,96,15,81,81,4.181,3.929,1.442,1.00,3.63
"<a href=""https://www.baseball-reference.com/players/d/donnebl01.shtml"">Blix Donnelly</a>",PHI,36,21,2,4,0,30,13,10,5,10,10,4.286,5.875,1.905,1.00,-.02
"<a href=""https://www.baseball-reference.com/players/d/donovdi01.shtml"">Dick Donovan</a>",BSN,22,29&‌#8532;,0,2,0,28,28,27,4,34,9,8.191,7.266,2.090,.26,-.71
"<a href=""https://www.baseball-reference.com/players/d/dorisha01.shtml"">Fritz Dorish</a>",SLA,28,109,4,9,0,162,90,78,13,36,36,6.440,4.044,1.817,1.00,.00
"<a href=""https://www.baseball-reference.com/players/d/dubiemo01.shtml"">Monk Dubiel</a>",CHN,32,142&‌#8532;,6,10,2,152,79,66,12,67,51,4.164,4.327,1.535,.76,1.32
"<a href=""https://www.baseball-reference.com/players/d/dusaker01.shtml"">Erv Dusak</a>",SLN,29,36&‌#8531;,0,2,1,27,17,15,2,27,16,3.716,4.677,1.486,.59,.00
"<a href=""https://www.baseball-reference.com/players/e/epperal01.shtml"">Al Epperly</a>",BRO,32,9,0,0,0,14,8,5,1,5,3,5.000,4.819,2.111,.60,-.15
"<a href=""https://www.baseball-reference.com/players/e/erauted01.shtml"">Eddie Erautt</a>",CIN,25,65&‌#8531;,4,2,1,82,48,41,9,22,35,5.648,3.965,1.592,1.59,-.43
"<a href=""https://www.baseball-reference.com/players/e/erskica01.shtml"">Carl Erskine</a>",BRO,23,103,7,6,1,109,56,54,15,35,50,4.718,4.504,1.398,1.43,.57
"<a href=""https://www.baseball-reference.com/players/f/fannicl01.shtml"">Cliff Fannin</a>",SLA,26,102,5,9,1,116,82,74,18,58,42,6.529,5.693,1.706,.72,-.38
"<a href=""https://www.baseball-reference.com/players/f/fellebo01.shtml"">Bob Feller</a>",CLE,31,247,16,11,0,230,105,94,20,103,119,3.425,3.880,1.348,1.16,4.13
"<a href=""https://www.baseball-reference.com/players/f/ferrida01.shtml"">Dave Ferriss</a>",BOS,28,1,0,0,0,2,2,2,0,1,1,18.000,3.328,3.000,1.00,-.05
"<a href=""https://www.baseball-reference.com/players/f/ferrito01.shtml"">Tom Ferrick</a>",2,35,80&‌#8532;,9,7,11,73,41,34,7,29,26,3.793,4.201,1.264,.90,.37
"<a href=""https://www.baseball-reference.com/players/f/fineto01.shtml"">Tommy Fine</a>",SLA,35,36&‌#8532;,0,1,0,53,38,33,6,25,6,8.100,6.257,2.127,.24,-.56
"<a href=""https://www.baseball-reference.com/players/f/floreje01.shtml"">Jesse Flores</a>",CLE,35,53,3,3,4,53,24,22,3,25,27,3.736,3.655,1.472,1.08,.62
"<a href=""https://www.baseball-reference.com/players/f/fordwh01.shtml"">Whitey Ford</a>",NYA,21,112,9,1,1,87,39,35,7,52,59,2.812,3.735,1.241,1.13,2.52
"<a href=""https://www.baseball-reference.com/players/f/fowledi01.shtml"">Dick Fowler</a>",PHA,29,66&‌#8532;,1,5,0,75,52,48,7,56,15,6.480,6.014,1.965,.27,-.67
"<a href=""https://www.baseball-reference.com/players/f/foxho01.shtml"">Howie Fox</a>",CIN,29,187,11,8,1,196,97,90,14,85,64,4.332,4.201,1.503,.75,2.73
"<a href=""https://www.baseball-reference.com/players/g/garcimi01.shtml"">Mike Garcia</a>",CLE,26,184,11,11,0,191,88,79,15,74,76,3.864,4.003,1.440,1.03,1.65
"<a href=""https://www.baseball-reference.com/players/g/garvene01.shtml"">Ned Garver</a>",SLA,24,260,13,18,0,264,120,98,18,108,85,3.392,4.041,1.431,.79,.00
"<a href=""https://www.baseball-reference.com/players/g/gillebo01.shtml"">Bob Gillespie</a>",BOS,30,1&‌#8531;,0,0,0,2,3,3,1,4,0,20.250,22.370,4.500,.00,-.08
"<a href=""https://www.baseball-reference.com/players/g/grayte01.shtml"">Ted Gray</a>",DET,25,149&‌#8531;,10,7,1,139,85,73,22,72,102,4.400,4.574,1.413,1.42,.00
"<a href=""https://www.baseball-reference.com/players/g/greggha01.shtml"">Hal Gregg</a>",PIT,28,5&‌#8531;,0,1,0,10,10,8,2,7,3,13.500,8.861,3.188,.43,-.55
"<a href=""https://www.baseball-reference.com/players/g/gromest01.shtml"">Steve Gromek</a>",CLE,30,113&‌#8531;,10,7,0,94,50,46,10,36,43,3.653,3.904,1.147,1.19,1.37
"<a href=""https://www.baseball-reference.com/players/g/gumbeha01.shtml"">Harry Gumbert</a>",PIT,40,1&‌#8532;,0,0,0,3,3,1,0,2,0,5.400,5.222,3.000,.00,-.08
"<a href=""https://www.baseball-reference.com/players/g/gumpera01.shtml"">Randy Gumpert</a>",CHA,32,155&‌#8531;,5,12,0,165,87,82,15,58,48,4.751,4.276,1.436,.83,.86
"<a href=""https://www.baseball-reference.com/players/h/hackewa02.shtml"">Warren Hacker</a>",CHN,25,15&‌#8531;,0,1,1,20,11,9,3,8,5,5.283,5.882,1.826,.62,-.14
"<a href=""https://www.baseball-reference.com/players/h/haefnmi01.shtml"">Mickey Haefner</a>",2,37,94&‌#8532;,1,8,0,106,64,60,14,57,27,5.704,5.704,1.722,.47,-.31
"<a href=""https://www.baseball-reference.com/players/h/hallbo02.shtml"">Bob Hall</a>",BSN,26,50&‌#8531;,0,2,0,58,43,39,8,33,22,6.974,5.596,1.808,.67,-.98
"<a href=""https://www.baseball-reference.com/players/h/hansean01.shtml"">Andy Hansen</a>",NY1,25,57,0,1,3,64,37,35,8,26,19,5.526,5.020,1.579,.73,-.61
"<a href=""https://www.baseball-reference.com/players/h/harrimi01.shtml"">Mickey Harris</a>",WS1,33,98,5,9,15,93,56,52,10,46,41,4.776,4.460,1.418,.89,.00
"<a href=""https://www.baseball-reference.com/players/h/hartucl01.shtml"">Clint Hartung</a>",NY1,27,65&‌#8531;,3,3,0,87,56,48,10,44,23,6.612,5.704,2.005,.52,-1.34
"<a href=""https://www.baseball-reference.com/players/h/hattejo01.shtml"">Joe Hatten</a>",BRO,33,68&‌#8532;,2,2,0,82,45,35,10,31,29,4.587,4.922,1.646,.94,-.35
"<a href=""https://www.baseball-reference.com/players/h/haynejo01.shtml"">Joe Haynes</a>",WS1,32,101&‌#8532;,7,5,0,124,73,66,14,46,15,5.843,5.272,1.672,.33,-.83
"<a href=""https://www.baseball-reference.com/players/h/hearnji01.shtml"">Jim Hearn</a>",2,29,134,11,4,0,84,44,37,9,44,58,2.485,3.686,.955,1.32,-.34
"<a href=""https://www.baseball-reference.com/players/h/heintke01.shtml"">Ken Heintzelman</a>",PHI,34,125&‌#8531;,3,9,0,122,66,57,10,54,39,4.093,4.293,1.404,.72,.81
"<a href=""https://www.baseball-reference.com/players/h/herbera01.shtml"">Ray Herbert</a>",DET,20,22&‌#8531;,1,2,1,20,11,9,1,12,5,3.627,4.408,1.433,.42,.00
"<a href=""https://www.baseball-reference.com/players/h/hetkijo01.shtml"">Johnny Hetki</a>",CIN,28,53,1,2,0,53,33,30,9,27,21,5.094,5.482,1.509,.78,.24
"<a href=""https://www.baseball-reference.com/players/h/higbeki01.shtml"">Kirby Higbe</a>",NY1,35,34&‌#8532;,0,3,0,37,19,19,2,30,17,4.933,4.911,1.933,.57,.08
"<a href=""https://www.baseball-reference.com/players/h/hillefr01.shtml"">Frank Hiller</a>",CHN,29,153,12,5,1,153,68,60,16,32,55,3.529,3.781,1.209,1.72,3.18
"<a href=""https://www.baseball-reference.com/players/h/hittlll01.shtml"">Lloyd Hittle</a>",WS1,26,43&‌#8531;,2,4,0,60,27,24,1,17,9,4.985,3.548,1.777,.53,-.06
"<a href=""https://www.baseball-reference.com/players/h/hoguebo01.shtml"">Bobby Hogue</a>",BSN,29,62&‌#8532;,3,5,7,69,35,35,8,31,15,5.027,5.080,1.596,.48,.19
"<a href=""https://www.baseball-reference.com/players/h/holcoke01.shtml"">Ken Holcombe</a>",CHA,31,96,3,10,1,122,68,49,10,45,37,4.594,4.447,1.740,.82,-.20
"<a href=""https://www.baseball-reference.com/players/h/hoopebo01.shtml"">Bob Hooper</a>",PHA,28,170&‌#8531;,15,10,5,181,108,95,15,91,58,5.020,4.632,1.597,.64,-.11
"<a href=""https://www.baseball-reference.com/players/h/houttar01.shtml"">Art Houtteman</a>",DET,22,274&‌#8532;,19,12,4,257,112,108,29,99,88,3.539,4.389,1.296,.89,.00
"<a href=""https://www.baseball-reference.com/players/h/hudsosi01.shtml"">Sid Hudson</a>",WS1,35,237&‌#8532;,14,14,0,261,129,108,17,98,75,4.090,4.025,1.511,.77,.00
"<a href=""https://www.baseball-reference.com/players/h/hutchfr01.shtml"">Fred Hutchinson</a>",DET,30,231&‌#8532;,17,8,0,269,119,102,18,48,71,3.963,3.514,1.368,1.48,2.20
"<a href=""https://www.baseball-reference.com/players/j/jansela01.shtml"">Larry Jansen</a>",NY1,29,275,19,13,3,238,106,92,31,55,161,3.011,3.493,1.065,2.93,5.46
"<a href=""https://www.baseball-reference.com/players/j/johnsdo03.shtml"">Don Johnson</a>",2,23,114,6,6,1,161,93,85,16,67,40,6.711,5.251,2.000,.60,-.58
"<a href=""https://www.baseball-reference.com/players/j/johnsea01.shtml"">Earl Johnson</a>",BOS,31,13&‌#8532;,0,0,0,18,11,11,0,8,6,7.244,3.199,1.902,.75,-.08
"<a href=""https://www.baseball-reference.com/players/j/johnser02.shtml"">Ernie Johnson</a>",BSN,26,20&‌#8532;,2,0,0,37,21,16,1,13,15,6.968,3.448,2.419,1.15,-.64
"<a href=""https://www.baseball-reference.com/players/j/johnske01.shtml"">Ken Johnson</a>",2,27,62&‌#8532;,4,1,0,62,33,27,3,46,33,3.878,4.276,1.723,.72,.04
"<a href=""https://www.baseball-reference.com/players/j/jonessh01.shtml"">Sheldon Jones</a>",NY1,28,199,13,16,2,188,114,102,26,90,97,4.613,4.614,1.397,1.08,-.12
"<a href=""https://www.baseball-reference.com/players/j/judsoho01.shtml"">Howie Judson</a>",CHA,24,112,2,3,0,105,53,49,10,63,34,3.938,4.877,1.500,.54,1.83
"<a href=""https://www.baseball-reference.com/players/k/kellnal01.shtml"">Alex Kellner</a>",PHA,25,225&‌#8531;,8,20,2,253,157,137,28,112,85,5.472,4.867,1.620,.76,.00
"<a href=""https://www.baseball-reference.com/players/k/kennebi02.shtml"">Bill Kennedy</a>",SLA,29,2,0,0,0,1,1,0,0,2,1,.000,4.747,1.500,.50,.05
"<a href=""https://www.baseball-reference.com/players/k/kennemo01.shtml"">Monty Kennedy</a>",NY1,28,114&‌#8531;,5,4,2,120,65,60,14,53,41,4.723,4.753,1.513,.77,-.11
"<a href=""https://www.baseball-reference.com/players/k/keriagu01.shtml"">Gus Keriazakos</a>",CHA,18,2&‌#8531;,0,1,0,7,5,5,0,5,1,19.286,6.177,5.143,.20,-.25
"<a href=""https://www.baseball-reference.com/players/k/kindeel01.shtml"">Ellis Kinder</a>",BOS,35,207,14,12,9,212,105,98,23,78,95,4.261,4.202,1.401,1.22,.00
"<a href=""https://www.baseball-reference.com/players/k/kliemed01.shtml"">Ed Klieman</a>",PHA,32,5&‌#8532;,0,0,0,10,6,6,0,2,0,9.529,2.584,2.118,.00,-.16
"<a href=""https://www.baseball-reference.com/players/k/klippjo01.shtml"">Johnny Klippstein</a>",CHN,22,104&‌#8532;,2,9,1,112,69,61,9,64,51,5.245,4.424,1.682,.80,.00
"<a href=""https://www.baseball-reference.com/players/k/konstji01.shtml"">Jim Konstanty</a>",PHI,33,152,16,7,22,108,51,45,11,50,56,2.664,3.887,1.039,1.12,.00
"<a href=""https://www.baseball-reference.com/players/k/kosloda01.shtml"">Dave Koslo</a>",NY1,30,186&‌#8532;,13,15,3,190,89,81,18,68,56,3.905,4.291,1.382,.82,1.35
"<a href=""https://www.baseball-reference.com/players/k/krameja01.shtml"">Jack Kramer</a>",NY1,32,86&‌#8532;,3,6,1,91,46,34,6,39,27,3.531,4.103,1.500,.69,.37
"<a href=""https://www.baseball-reference.com/players/k/kretllo01.shtml"">Lou Kretlow</a>",2,29,35&‌#8532;,0,2,0,42,32,28,3,45,24,7.065,5.822,2.439,.53,-.56
"<a href=""https://www.baseball-reference.com/players/k/kucabjo01.shtml"">Johnny Kucab</a>",PHA,30,26,1,1,0,29,10,10,4,8,8,3.462,4.899,1.423,1.00,.56
"<a href=""https://www.baseball-reference.com/players/k/kuzavbo01.shtml"">Bob Kuzava</a>",2,27,199&‌#8531;,9,10,0,199,108,96,13,102,105,4.334,3.892,1.510,1.03,.00
"<a href=""https://www.baseball-reference.com/players/l/labincl01.shtml"">Clem Labine</a>",BRO,23,2,0,0,0,2,1,1,0,1,0,4.500,4.280,1.500,.00,.00
"<a href=""https://www.baseball-reference.com/players/l/ladedo01.shtml"">Doyle Lade</a>",CHN,29,117&‌#8532;,5,6,2,126,68,62,14,50,36,4.742,4.762,1.496,.72,.82
"<a href=""https://www.baseball-reference.com/players/l/landrjo01.shtml"">Joe Landrum</a>",BRO,21,6&‌#8532;,0,0,1,12,8,6,2,1,5,8.100,4.588,1.950,5.00,-.54
"<a href=""https://www.baseball-reference.com/players/l/laniema01.shtml"">Max Lanier</a>",SLN,34,181&‌#8531;,11,9,0,173,70,63,13,68,89,3.127,3.643,1.329,1.31,4.68
"<a href=""https://www.baseball-reference.com/players/l/lawve01.shtml"">Vern Law</a>",PIT,20,128,7,9,0,137,83,70,11,49,57,4.922,3.841,1.453,1.16,.15
"<a href=""https://www.baseball-reference.com/players/l/lemonbo01.shtml"">Bob Lemon</a>",CLE,29,288,23,11,3,281,144,123,28,146,170,3.844,4.178,1.483,1.16,2.74
"<a href=""https://www.baseball-reference.com/players/l/leonadu02.shtml"">Dutch Leonard</a>",CHN,41,74,5,1,6,70,41,31,7,27,28,3.770,4.080,1.311,1.04,.71
"<a href=""https://www.baseball-reference.com/players/l/littldi01.shtml"">Dick Littlefield</a>",BOS,24,23&‌#8531;,2,2,1,27,25,24,6,24,13,9.257,7.896,2.186,.54,.00
"<a href=""https://www.baseball-reference.com/players/l/loesbi01.shtml"">Billy Loes</a>",BRO,20,12&‌#8532;,0,0,0,16,11,11,5,5,2,7.816,9.033,1.658,.40,.00
"<a href=""https://www.baseball-reference.com/players/l/lombavi01.shtml"">Vic Lombardi</a>",PIT,27,76&‌#8531;,0,5,1,93,61,56,14,48,26,6.603,6.116,1.847,.54,-.79
"<a href=""https://www.baseball-reference.com/players/l/lopated01.shtml"">Eddie Lopat</a>",NYA,32,236&‌#8531;,18,8,1,244,110,91,19,65,72,3.465,3.796,1.307,1.11,.00
"<a href=""https://www.baseball-reference.com/players/m/macdobi01.shtml"">Bill Macdonald</a>",PIT,21,153,8,10,1,138,88,73,17,88,60,4.294,5.066,1.477,.68,1.41
"<a href=""https://www.baseball-reference.com/players/m/madisda01.shtml"">Dave Madison</a>",NYA,29,3,0,0,0,3,2,2,1,1,1,6.000,7.953,1.333,1.00,.00
"<a href=""https://www.baseball-reference.com/players/m/maglisa01.shtml"">Sal Maglie</a>",NY1,33,206,18,4,1,169,71,62,14,86,96,2.709,3.698,1.238,1.12,.00
"<a href=""https://www.baseball-reference.com/players/m/mainwo01.shtml"">Woody Main</a>",PIT,28,20&‌#8531;,1,0,1,21,12,11,2,11,12,4.869,4.077,1.574,1.09,.10
"<a href=""https://www.baseball-reference.com/players/m/mallema01.shtml"">Mal Mallette</a>",BRO,28,1&‌#8531;,0,0,0,2,0,0,0,1,2,.000,1.988,2.250,2.00,.09
"<a href=""https://www.baseball-reference.com/players/m/manvidi01.shtml"">Dick Manville</a>",BSN,23,2,0,0,0,0,0,0,0,3,2,.000,5.174,1.500,.67,.07
"<a href=""https://www.baseball-reference.com/players/m/marchph01.shtml"">Phil Marchildon</a>",BOS,36,1&‌#8531;,0,0,0,1,1,1,0,2,0,6.750,7.333,2.250,.00,.01
"<a href=""https://www.baseball-reference.com/players/m/marreco01.shtml"">Connie Marrero</a>",WS1,39,152,6,10,1,159,84,76,17,55,63,4.500,4.203,1.408,1.15,1.57
"<a href=""https://www.baseball-reference.com/players/m/marshcu01.shtml"">Cuddles Marshall</a>",SLA,25,53&‌#8532;,1,3,1,72,52,47,1,51,24,7.882,4.523,2.292,.47,-.68
"<a href=""https://www.baseball-reference.com/players/m/martifr02.shtml"">Fred Martin</a>",SLN,35,63&‌#8531;,4,2,0,87,43,36,4,30,19,5.116,4.069,1.847,.63,-.11
"<a href=""https://www.baseball-reference.com/players/m/martiro01.shtml"">Rogelio Martinez</a>",WS1,31,1&‌#8531;,0,1,0,4,4,4,0,2,0,27.000,5.552,4.500,.00,-.23
"<a href=""https://www.baseball-reference.com/players/m/mastewa02.shtml"">Walt Masterson</a>",BOS,30,129&‌#8531;,8,6,1,145,91,81,15,82,60,5.637,5.017,1.755,.73,-.19
"<a href=""https://www.baseball-reference.com/players/m/mccalwi01.shtml"">Windy McCall</a>",PIT,24,6&‌#8532;,0,0,0,12,7,7,2,4,5,9.450,6.206,2.400,1.25,-.23
"<a href=""https://www.baseball-reference.com/players/m/mccrale01.shtml"">Les McCrabb</a>",PHA,35,1&‌#8531;,0,0,0,7,4,4,0,0,2,27.000,.204,5.250,&infin;,-.20
"<a href=""https://www.baseball-reference.com/players/m/mcdermi03.shtml"">Mickey McDermott</a>",BOS,21,130,7,3,5,119,80,75,8,124,96,5.192,4.760,1.869,.77,.00
"<a href=""https://www.baseball-reference.com/players/m/mcdonji04.shtml"">Jim McDonald</a>",BOS,23,19,1,0,0,23,9,8,1,10,5,3.789,4.175,1.737,.50,.30
"<a href=""https://www.baseball-reference.com/players/m/mcglopa01.shtml"">Pat McGlothin</a>",BRO,29,2,0,0,0,5,3,3,0,1,2,13.500,2.244,3.000,2.00,-.09
"<a href=""https://www.baseball-reference.com/players/m/meyerru01.shtml"">Russ Meyer</a>",PHI,26,159&‌#8532;,9,11,1,193,108,94,21,67,74,5.299,4.552,1.628,1.10,-1.21
"<a href=""https://www.baseball-reference.com/players/m/millebo02.shtml"">Bob Miller</a>",PHI,24,174,11,6,1,190,78,69,9,57,44,3.569,3.633,1.420,.77,2.27
"<a href=""https://www.baseball-reference.com/players/m/minnepa01.shtml"">Paul Minner</a>",CHN,26,190&‌#8531;,8,13,4,217,105,87,18,72,99,4.114,3.848,1.518,1.38,1.96
"<a href=""https://www.baseball-reference.com/players/m/morenju01.shtml"">Julio Moreno</a>",WS1,29,21&‌#8531;,1,1,0,22,13,11,1,12,7,4.641,4.105,1.594,.58,.00
"<a href=""https://www.baseball-reference.com/players/m/muellgo01.shtml"">Gordie Mueller</a>",BOS,27,7,0,0,0,11,8,8,1,13,1,10.286,8.902,3.429,.08,-.16
"<a href=""https://www.baseball-reference.com/players/m/mungere01.shtml"">Red Munger</a>",SLN,31,154&‌#8532;,7,8,0,158,73,67,15,70,61,3.899,4.351,1.474,.87,.00
"<a href=""https://www.baseball-reference.com/players/m/murrajo01.shtml"">Joe Murray</a>",PHA,29,30,0,3,0,34,20,19,1,21,8,5.700,4.506,1.833,.38,.19
"<a href=""https://www.baseball-reference.com/players/n/nagyst01.shtml"">Steve Nagy</a>",WS1,31,53&‌#8531;,2,5,0,69,50,39,5,29,17,6.581,4.619,1.838,.59,-1.12
"<a href=""https://www.baseball-reference.com/players/n/neveler01.shtml"">Ernie Nevel</a>",NYA,30,6&‌#8531;,0,1,0,10,7,7,0,6,3,9.947,4.169,2.526,.50,-.25
"<a href=""https://www.baseball-reference.com/players/n/newcodo01.shtml"">Don Newcombe</a>",BRO,24,267&‌#8531;,19,11,3,258,120,110,22,75,130,3.703,3.513,1.246,1.73,.00
