Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/e/egandi02.shtml"">Dick Egan</a>",DET,26,63,0,1,0,25,12,12,4,3,16,5.143,3.754,1.333,5.33,-0.13
"<a href=""https://www.baseball-reference.com/players/e/ellswdi01.shtml"">D. Ellsworth</a>",CHN,23,872,22,10,0,223,75,68,14,75,185,2.106,2.588,1.025,2.47,10.23
"<a href=""https://www.baseball-reference.com/players/e/elstodo01.shtml"">Don Elston</a>",CHN,34,210,4,1,4,57,26,22,6,21,41,2.829,3.274,1.114,1.95,1.19
"<a href=""https://www.baseball-reference.com/players/e/estrach01.shtml"">C. Estrada</a>",BAL,25,94,3,2,0,26,17,16,2,19,16,4.596,4.050,1.436,0.84,-0.15
"<a href=""https://www.baseball-reference.com/players/f/facero01.shtml"">Roy Face</a>",PIT,35,209,3,9,16,75,33,25,6,19,41,3.230,3.095,1.349,2.16,0.00
"<a href=""https://www.baseball-reference.com/players/f/fanokha01.shtml"">Harry Fanok</a>",SLN,23,77,2,1,1,24,16,15,3,21,25,5.260,4.346,1.753,1.19,-0.39
"<a href=""https://www.baseball-reference.com/players/f/farretu01.shtml"">Turk Farrell</a>",HOU,29,607,14,13,1,161,76,68,12,35,141,3.025,2.343,.969,4.03,3.80
"<a href=""https://www.baseball-reference.com/players/f/faulbi01.shtml"">Bill Faul</a>",DET,23,291,5,6,1,93,55,50,14,48,64,4.639,4.391,1.454,1.33,-0.43
"<a href=""https://www.baseball-reference.com/players/f/fischbi01.shtml"">Bill Fischer</a>",KC1,32,287,9,6,3,86,44,38,13,29,34,3.575,4.429,1.202,1.17,1.15
"<a href=""https://www.baseball-reference.com/players/f/fischha01.shtml"">Hank Fischer</a>",ML1,23,223,4,3,0,74,46,41,8,28,72,4.964,2.856,1.372,2.57,-1.34
"<a href=""https://www.baseball-reference.com/players/f/fisheed02.shtml"">Eddie Fisher</a>",CHA,26,362,9,8,0,114,57,53,14,28,67,3.953,3.516,1.177,2.39,0.00
"<a href=""https://www.baseball-reference.com/players/f/fisheja01.shtml"">Jack Fisher</a>",SFN,24,348,6,10,1,132,77,59,12,38,57,4.578,3.643,1.466,1.50,-1.78
"<a href=""https://www.baseball-reference.com/players/f/fordwh01.shtml"">Whitey Ford</a>",NYA,34,808,24,7,1,240,94,82,26,56,189,2.740,2.942,1.099,3.38,4.31
"<a href=""https://www.baseball-reference.com/players/f/fornimi01.shtml"">M. Fornieles</a>",2,31,110,1,1,0,40,24,22,0,18,12,5.400,3.101,1.582,0.67,-0.43
"<a href=""https://www.baseball-reference.com/players/f/fostela01.shtml"">Larry Foster</a>",DET,25,6,0,0,0,4,3,3,0,1,1,13.500,2.829,2.500,1.00,-0.09
"<a href=""https://www.baseball-reference.com/players/f/fowlear01.shtml"">Art Fowler</a>",LAA,40,268,5,3,10,70,26,24,5,19,53,2.418,2.667,.996,2.79,2.17
"<a href=""https://www.baseball-reference.com/players/f/foxte01.shtml"">Terry Fox</a>",DET,27,241,8,6,11,81,37,32,9,20,35,3.585,3.749,1.257,1.75,0.13
"<a href=""https://www.baseball-reference.com/players/f/foytapa01.shtml"">Paul Foytack</a>",2,32,264,5,6,1,86,53,46,13,37,44,4.705,4.704,1.398,1.19,-0.81
"<a href=""https://www.baseball-reference.com/players/f/francea01.shtml"">Earl Francis</a>",PIT,27,292,4,6,0,107,59,49,6,43,72,4.531,2.982,1.541,1.67,-0.89
"<a href=""https://www.baseball-reference.com/players/f/frienbo01.shtml"">Bob Friend</a>",PIT,32,806,17,16,0,236,87,70,13,44,144,2.345,2.472,1.042,3.27,0.00
"<a href=""https://www.baseball-reference.com/players/f/funkfr01.shtml"">Frank Funk</a>",ML1,27,131,3,3,0,42,14,13,3,13,19,2.679,3.352,1.260,1.46,0.64
"<a href=""https://www.baseball-reference.com/players/g/garibbo01.shtml"">B. Garibaldi</a>",SFN,21,24,0,1,1,8,2,1,0,4,4,1.125,2.610,1.500,1.00,0.18
"<a href=""https://www.baseball-reference.com/players/g/gatewau01.shtml"">A. Gatewood</a>",LAA,24,72,1,1,0,12,5,4,0,16,13,1.500,3.468,1.167,0.81,0.84
"<a href=""https://www.baseball-reference.com/players/g/gibbojo01.shtml"">Joe Gibbon</a>",PIT,28,442,5,12,1,147,61,54,7,54,110,3.299,2.596,1.364,2.04,0.00
"<a href=""https://www.baseball-reference.com/players/g/gibsobo01.shtml"">Bob Gibson</a>",SLN,27,764,18,9,0,224,110,96,19,96,204,3.393,2.819,1.257,2.12,2.28
"<a href=""https://www.baseball-reference.com/players/g/gladdfr01.shtml"">F. Gladding</a>",DET,27,82,1,1,7,19,6,6,1,14,24,1.976,2.741,1.207,1.71,0.92
"<a href=""https://www.baseball-reference.com/players/g/goldeji01.shtml"">Jim Golden</a>",HOU,27,19,0,1,0,12,4,4,0,2,5,5.684,1.943,2.211,2.50,-0.04
"<a href=""https://www.baseball-reference.com/players/g/grantmu01.shtml"">Mudcat Grant</a>",CLE,27,688,13,14,1,213,107,94,30,87,157,3.689,3.891,1.308,1.80,0.00
"<a href=""https://www.baseball-reference.com/players/g/grbael01.shtml"">Eli Grba</a>",LAA,28,52,1,2,0,14,9,9,2,10,5,4.673,5.077,1.385,0.50,-0.09
"<a href=""https://www.baseball-reference.com/players/g/greenda02.shtml"">Dallas Green</a>",PHI,28,360,7,5,2,134,53,43,10,38,68,3.225,3.303,1.433,1.79,0.37
"<a href=""https://www.baseball-reference.com/players/h/haddiha01.shtml"">H. Haddix</a>",PIT,37,210,3,4,1,67,27,26,7,20,70,3.343,2.465,1.243,3.50,0.94
"<a href=""https://www.baseball-reference.com/players/h/halldi01.shtml"">Dick Hall</a>",BAL,32,335,5,5,12,91,39,37,12,16,74,2.982,2.887,.958,4.62,1.78
"<a href=""https://www.baseball-reference.com/players/h/hamilja01.shtml"">J. Hamilton</a>",PHI,24,90,2,1,1,22,19,18,3,17,23,5.400,3.978,1.300,1.35,0.00
"<a href=""https://www.baseball-reference.com/players/h/hamilst01.shtml"">S. Hamilton</a>",2,28,193,5,2,5,54,22,21,3,26,64,2.938,2.264,1.244,2.46,0.00
"<a href=""https://www.baseball-reference.com/players/h/hannaji01.shtml"">Jim Hannan</a>",WS2,23,83,2,2,0,23,18,15,2,17,14,4.880,4.286,1.446,0.82,-0.37
"<a href=""https://www.baseball-reference.com/players/h/heffnbo01.shtml"">Bob Heffner</a>",BOS,24,374,4,9,0,131,61,59,15,36,77,4.259,3.593,1.340,2.14,0.76
"<a href=""https://www.baseball-reference.com/players/h/hendlbo01.shtml"">Bob Hendley</a>",ML1,24,508,9,9,3,153,80,74,16,64,105,3.933,3.601,1.281,1.64,0.00
"<a href=""https://www.baseball-reference.com/players/h/henrybi01.shtml"">Bill Henry</a>",CIN,35,156,1,3,14,55,30,24,4,11,45,4.154,2.331,1.269,4.09,0.00
"<a href=""https://www.baseball-reference.com/players/h/herbera01.shtml"">Ray Herbert</a>",CHA,33,674,13,10,0,230,86,81,12,35,105,3.245,2.677,1.180,3.00,2.77
"<a href=""https://www.baseball-reference.com/players/h/herbero01.shtml"">Ron Herbel</a>",SFN,25,4,0,0,0,1,1,1,0,1,1,6.750,3.224,1.500,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/h/hobaued01.shtml"">Ed Hobaugh</a>",WS2,29,48,0,0,0,20,13,11,3,6,11,6.188,4.132,1.625,1.83,-0.34
"<a href=""https://www.baseball-reference.com/players/h/hobbigl01.shtml"">Glen Hobbie</a>",CHN,27,496,7,10,0,172,80,72,17,49,94,3.919,3.453,1.337,1.92,0.15
"<a href=""https://www.baseball-reference.com/players/h/hoeftbi01.shtml"">Billy Hoeft</a>",SFN,31,73,2,0,4,26,12,12,5,10,8,4.438,5.756,1.479,0.80,-0.02
"<a href=""https://www.baseball-reference.com/players/h/hoernjo01.shtml"">Joe Hoerner</a>",HOU,26,9,0,0,0,2,0,0,0,0,2,.000,1.117,.667,&infin;,0.00
"<a href=""https://www.baseball-reference.com/players/h/hookja01.shtml"">Jay Hook</a>",NYN,26,458,4,14,1,168,104,93,21,53,89,5.483,3.936,1.448,1.68,-1.39
"<a href=""https://www.baseball-reference.com/players/h/horlejo01.shtml"">Joe Horlen</a>",CHA,25,372,11,7,0,122,50,45,10,55,61,3.266,3.842,1.427,1.11,1.19
"<a href=""https://www.baseball-reference.com/players/h/howarbr01.shtml"">Bruce Howard</a>",CHA,20,51,2,1,1,12,7,5,0,14,9,2.647,3.992,1.529,0.64,0.08
"<a href=""https://www.baseball-reference.com/players/h/humphbo01.shtml"">B. Humphreys</a>",SLN,27,32,0,1,0,11,8,6,4,7,8,5.062,8.029,1.688,1.14,0.00
"<a href=""https://www.baseball-reference.com/players/j/jacksal01.shtml"">Al Jackson</a>",NYN,27,681,13,17,1,237,128,100,25,84,142,3.965,3.581,1.414,1.69,0.00
"<a href=""https://www.baseball-reference.com/players/j/jacksla01.shtml"">L. Jackson</a>",CHN,32,825,14,18,0,256,102,78,11,54,153,2.553,2.411,1.127,2.83,5.05
"<a href=""https://www.baseball-reference.com/players/j/jayjo01.shtml"">Joey Jay</a>",CIN,27,510,7,18,1,172,91,81,19,73,116,4.288,3.800,1.441,1.59,0.00
"<a href=""https://www.baseball-reference.com/players/j/jenkija01.shtml"">Jack Jenkins</a>",WS2,20,37,0,2,0,16,8,8,2,12,5,5.838,6.720,2.270,0.42,-0.09
"<a href=""https://www.baseball-reference.com/players/j/johnske02.shtml"">Ken Johnson</a>",HOU,30,672,11,17,1,204,86,66,12,50,148,2.652,2.417,1.134,2.96,4.13
"<a href=""https://www.baseball-reference.com/players/j/johnto01.shtml"">Tommy John</a>",CLE,20,61,0,2,0,23,10,5,1,6,9,2.213,3.072,1.426,1.50,0.00
"<a href=""https://www.baseball-reference.com/players/j/jonessa02.shtml"">Sam Jones</a>",SLN,37,33,2,0,2,15,12,11,0,5,8,9.000,2.399,1.818,1.60,-1.02
"<a href=""https://www.baseball-reference.com/players/j/joycemi01.shtml"">Mike Joyce</a>",CHA,22,32,0,0,0,13,10,10,1,8,7,8.438,4.450,1.969,0.88,-0.68
"<a href=""https://www.baseball-reference.com/players/k/kaatji01.shtml"">Jim Kaat</a>",MIN,24,535,10,10,1,195,96,83,24,38,105,4.189,3.510,1.307,2.76,0.00
"<a href=""https://www.baseball-reference.com/players/k/kemmeru01.shtml"">R. Kemmerer</a>",HOU,32,110,0,0,1,48,28,23,1,8,12,5.645,2.803,1.527,1.50,-0.62
"<a href=""https://www.baseball-reference.com/players/k/klinero01.shtml"">Ron Kline</a>",WS2,31,281,3,8,17,85,36,29,3,30,49,2.786,2.719,1.228,1.63,0.00
"<a href=""https://www.baseball-reference.com/players/k/klippjo01.shtml"">J. Klippstein</a>",PHI,35,336,5,6,8,80,28,24,3,46,86,1.929,2.442,1.125,1.87,0.00
"<a href=""https://www.baseball-reference.com/players/k/kochal01.shtml"">Alan Koch</a>",DET,25,30,1,1,0,21,12,12,3,9,5,10.800,7.086,3.000,0.56,-0.79
"<a href=""https://www.baseball-reference.com/players/k/kolstha01.shtml"">Hal Kolstad</a>",BOS,28,33,0,2,0,16,16,16,4,6,6,13.091,7.067,2.000,1.00,-0.79
"<a href=""https://www.baseball-reference.com/players/k/kooncca01.shtml"">Cal Koonce</a>",CHN,22,218,2,6,0,75,43,37,9,32,44,4.583,4.111,1.472,1.38,0.00
"<a href=""https://www.baseball-reference.com/players/k/koufasa01.shtml"">Sandy Koufax</a>",LAN,27,933,25,5,0,214,68,65,18,58,306,1.881,1.792,.875,5.28,10.67
"<a href=""https://www.baseball-reference.com/players/k/kralija01.shtml"">Jack Kralick</a>",2,28,669,14,13,0,215,86,75,21,49,129,3.027,3.192,1.184,2.63,-0.32
"<a href=""https://www.baseball-reference.com/players/k/kreutfr01.shtml"">F. Kreutzer</a>",CHA,24,15,1,0,0,3,1,1,1,1,0,1.800,6.708,.800,0.00,0.13
"<a href=""https://www.baseball-reference.com/players/k/kunkebi01.shtml"">Bill Kunkel</a>",NYA,26,139,3,2,0,42,15,14,3,13,31,2.719,2.822,1.187,2.38,0.64
"<a href=""https://www.baseball-reference.com/players/l/lamabja01.shtml"">Jack Lamabe</a>",BOS,26,454,7,4,6,139,63,53,8,46,93,3.152,2.769,1.222,2.02,1.90
"<a href=""https://www.baseball-reference.com/players/l/landibi01.shtml"">Bill Landis</a>",KC1,20,5,0,0,0,0,0,0,0,1,3,.000,.485,.600,3.00,0.08
"<a href=""https://www.baseball-reference.com/players/l/larsedo01.shtml"">Don Larsen</a>",SFN,33,186,7,7,3,46,23,21,8,30,44,3.048,4.251,1.226,1.47,0.00
"<a href=""https://www.baseball-reference.com/players/l/laryfr01.shtml"">Frank Lary</a>",DET,33,322,4,9,0,90,40,39,15,26,46,3.270,4.117,1.081,1.77,0.00
"<a href=""https://www.baseball-reference.com/players/l/lashefr01.shtml"">Fred Lasher</a>",MIN,21,34,0,0,0,12,10,6,1,11,10,4.765,4.573,2.029,0.91,0.00
"<a href=""https://www.baseball-reference.com/players/l/latmaba01.shtml"">Barry Latman</a>",CLE,27,448,7,12,2,146,90,82,23,52,133,4.942,3.607,1.326,2.56,-0.77
"<a href=""https://www.baseball-reference.com/players/l/lawve01.shtml"">Vern Law</a>",PIT,33,230,4,5,0,91,45,42,11,13,31,4.930,4.009,1.357,2.38,-0.67
"<a href=""https://www.baseball-reference.com/players/l/leedo01.shtml"">Don Lee</a>",LAA,29,462,8,11,1,148,74,63,12,51,89,3.682,3.147,1.292,1.75,0.00
"<a href=""https://www.baseball-reference.com/players/l/leemi01.shtml"">Mike Lee</a>",LAA,22,78,1,1,0,30,11,11,3,14,11,3.808,4.665,1.692,0.79,0.18
"<a href=""https://www.baseball-reference.com/players/l/lemasde01.shtml"">D. Lemaster</a>",ML1,24,711,11,14,1,199,87,80,30,85,190,3.038,3.608,1.198,2.24,2.70
