Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/a/abbotgl01.shtml"">Glenn Abbott</a>",OAK,22,56,1,0,0,16,8,8,3,7,6,3.857,5.250,1.232,0.86,0.00
"<a href=""https://www.baseball-reference.com/players/a/acostcy01.shtml"">Cy Acosta</a>",CHA,26,291,10,6,18,66,30,24,8,39,60,2.227,3.443,1.082,1.54,4.05
"<a href=""https://www.baseball-reference.com/players/a/akerja01.shtml"">Jack Aker</a>",CHN,32,191,4,5,12,76,33,29,8,23,25,4.099,4.378,1.555,1.09,0.34
"<a href=""https://www.baseball-reference.com/players/a/alburvi01.shtml"">Vic Albury</a>",MIN,26,70,1,0,0,13,7,7,1,19,13,2.700,4.742,1.371,0.68,0.56
"<a href=""https://www.baseball-reference.com/players/a/alexado01.shtml"">D. Alexander</a>",BAL,22,524,12,8,0,169,85,75,19,52,63,3.865,4.085,1.265,1.21,0.00
"<a href=""https://www.baseball-reference.com/players/a/allenll01.shtml"">Lloyd Allen</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnoteallenll01"" style=""display:none;""></input><label for=""footnoteallenll01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivallenll01"">CAL, TEX</div></span>",23,149,0,6,2,73,69,52,3,44,29,9.423,4.268,2.356,0.66,0.00
"<a href=""https://www.baseball-reference.com/players/a/andrejo02.shtml"">John Andrews</a>",SLN,24,55,1,1,0,16,10,9,3,11,5,4.418,6.204,1.473,0.45,-0.04
"<a href=""https://www.baseball-reference.com/players/a/angelno01.shtml"">N. Angelini</a>",KCA,25,11,0,0,1,2,2,2,0,7,3,4.909,7.155,2.455,0.43,0.05
"<a href=""https://www.baseball-reference.com/players/a/arlinst01.shtml"">Steve Arlin</a>",SDN,27,540,11,14,0,196,107,102,26,72,98,5.100,4.504,1.489,1.36,0.00
"<a href=""https://www.baseball-reference.com/players/b/bahnsst01.shtml"">Stan Bahnsen</a>",CHA,28,847,18,21,0,290,128,112,20,117,120,3.570,3.832,1.442,1.03,0.00
"<a href=""https://www.baseball-reference.com/players/b/baldwda01.shtml"">Dave Baldwin</a>",CHA,35,15,0,0,0,7,2,2,0,4,1,3.600,4.619,2.200,0.25,0.08
"<a href=""https://www.baseball-reference.com/players/b/baneed01.shtml"">Eddie Bane</a>",MIN,21,181,0,5,2,62,40,33,5,30,42,4.923,3.620,1.525,1.40,-0.77
"<a href=""https://www.baseball-reference.com/players/b/baneydi01.shtml"">Dick Baney</a>",CIN,26,92,2,1,2,26,10,10,1,6,17,2.935,2.054,1.043,2.83,0.55
"<a href=""https://www.baseball-reference.com/players/b/barbest01.shtml"">Steve Barber</a>",CAL,35,268,3,2,4,90,40,35,5,32,58,3.526,2.957,1.366,1.81,0.82
"<a href=""https://www.baseball-reference.com/players/b/barrji01.shtml"">Jim Barr</a>",SFN,25,694,11,17,2,240,105,98,24,49,88,3.813,3.725,1.249,1.80,2.87
"<a href=""https://www.baseball-reference.com/players/b/beenefr01.shtml"">Fred Beene</a>",NYA,30,273,6,0,1,67,21,17,5,27,49,1.681,3.097,1.033,1.81,0.00
"<a href=""https://www.baseball-reference.com/players/b/bellje01.shtml"">Jerry Bell</a>",ML4,25,551,9,9,1,185,95,81,14,70,57,3.969,4.020,1.388,0.81,0.59
"<a href=""https://www.baseball-reference.com/players/b/bibbyji01.shtml"">Jim Bibby</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebibbyji01"" style=""display:none;""></input><label for=""footnotebibbyji01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbibbyji01"">SLN, TEX</div></span>",28,589,9,12,1,140,90,82,16,123,167,3.759,3.735,1.340,1.36,0.00
"<a href=""https://www.baseball-reference.com/players/b/billija01.shtml"">J. Billingham</a>",CIN,30,880,19,10,0,257,112,99,20,95,155,3.038,3.285,1.200,1.63,0.00
"<a href=""https://www.baseball-reference.com/players/b/birddo01.shtml"">Doug Bird</a>",KCA,23,307,4,4,20,81,37,34,10,30,83,2.990,3.043,1.085,2.77,0.00
"<a href=""https://www.baseball-reference.com/players/b/blassst01.shtml"">Steve Blass</a>",PIT,31,266,3,9,0,109,98,97,11,84,27,9.846,5.958,2.177,0.32,-3.93
"<a href=""https://www.baseball-reference.com/players/b/bluevi01.shtml"">Vida Blue</a>",OAK,23,791,20,9,0,214,108,96,26,105,158,3.277,3.856,1.210,1.50,2.06
"<a href=""https://www.baseball-reference.com/players/b/blylebe01.shtml"">B. Blyleven</a>",MIN,22,975,20,17,0,296,109,91,16,67,258,2.520,2.160,1.117,3.85,9.74
"<a href=""https://www.baseball-reference.com/players/b/bolinbo01.shtml"">Bobby Bolin</a>",BOS,34,160,3,4,15,45,16,16,5,13,31,2.700,3.327,1.088,2.38,1.56
"<a href=""https://www.baseball-reference.com/players/b/bonhabi01.shtml"">Bill Bonham</a>",CHN,24,456,7,5,6,126,55,51,10,64,121,3.020,3.024,1.250,1.89,4.27
"<a href=""https://www.baseball-reference.com/players/b/borbope01.shtml"">Pedro Borbon</a>",CIN,26,363,11,4,14,137,33,29,4,35,60,2.157,2.837,1.421,1.71,2.53
"<a href=""https://www.baseball-reference.com/players/b/bosmadi01.shtml"">Dick Bosman</a>","<span style=""white-space:nowrap""><input type=""checkbox"" class=""footnote"" id=""footnotebosmadi01"" style=""display:none;""></input><label for=""footnotebosmadi01"" class=""footnoteLabel"">2</label><div class=""footnoteDiv"" id=""footnoteDivbosmadi01"">TEX, CLE</div></span>",29,412,3,13,0,172,98,86,25,46,55,5.636,4.910,1.587,1.20,0.20
"<a href=""https://www.baseball-reference.com/players/b/bradlto01.shtml"">Tom Bradley</a>",SFN,26,672,13,12,0,212,109,97,26,69,136,3.897,3.741,1.254,1.97,2.19
